filename,MouseID,Treatmentgroup,status,DPI,organ,well_position,plate,X137.046_0.35
X501_Group1A_50dpi_LV_top_251_B_A1_P129.mzXML,501,Group1A,naive,50,LV_top,A1,P129,0.010380109
X502_Group1A_50dpi_LV_top_252_B_A2_P129.mzXML,502,Group1A,naive,50,LV_top,A2,P129,0.014272804
X503_Group1A_50dpi_LV_top_253_B_A3_P129.mzXML,503,Group1A,naive,50,LV_top,A3,P129,0.024759046
X504_Group1A_50dpi_LV_top_254_B_A4_P129.mzXML,504,Group1A,naive,50,LV_top,A4,P129,0.028124142
X505_Group1A_50dpi_LV_top_255_B_A5_P129.mzXML,505,Group1A,naive,50,LV_top,A5,P129,0.023286098
X521_Group1A_50dpi_LV_top_256_B_A6_P129.mzXML,521,Group1A,naive,50,LV_top,A6,P129,0.025914662
X522_Group1A_50dpi_LV_top_257_B_A7_P129.mzXML,522,Group1A,naive,50,LV_top,A7,P129,0.018600185
X523_Group1A_50dpi_LV_top_258_B_A8_P129.mzXML,523,Group1A,naive,50,LV_top,A8,P129,0.033287307
X524_Group1A_50dpi_LV_top_259_B_A9_P129.mzXML,524,Group1A,naive,50,LV_top,A9,P129,0.022952748
X525_Group1A_50dpi_LV_top_260_B_A10_P129.mzXML,525,Group1A,naive,50,LV_top,A10,P129,0.02804594
X541_Group1A_50dpi_LV_top_261_B_A11_P129.mzXML,541,Group1A,naive,50,LV_top,A11,P129,0.019880759
X542_Group1A_50dpi_LV_top_262_B_A12_P129.mzXML,542,Group1A,naive,50,LV_top,A12,P129,0.024484599
X543_Group1A_50dpi_LV_top_263_B_B1_P129.mzXML,543,Group1A,naive,50,LV_top,B1,P129,0.020902316
X544_Group1A_50dpi_LV_top_264_B_B2_P129.mzXML,544,Group1A,naive,50,LV_top,B2,P129,0.013021378
X545_Group1A_50dpi_LV_top_265_B_B3_P129.mzXML,545,Group1A,naive,50,LV_top,B3,P129,0.030687802
X506_Group1B_70dpi_LV_top_281_B_C7_P129.mzXML,506,Group1B,naive,75,LV_top,C7,P129,0.026497293
X507_Group1B_70dpi_LV_top_282_B_C8_P129.mzXML,507,Group1B,naive,75,LV_top,C8,P129,0.020443261
X508_Group1B_70dpi_LV_top_283_B_C9_P129.mzXML,508,Group1B,naive,75,LV_top,C9,P129,0.012584421
