filename,MouseID,Treatmentgroup,status,DPI,organ,well_position,plate,X137.046_0.35
X509_Group1B_70dpi_LV_top_284_B_C10_P129.mzXML,509,Group1B,naive,75,LV_top,C10,P129,0.027638069
X510_Group1B_70dpi_LV_top_285_B_C11_P129.mzXML,510,Group1B,naive,75,LV_top,C11,P129,0.019645676
X526_Group1B_70dpi_LV_top_286_B_C12_P129.mzXML,526,Group1B,naive,75,LV_top,C12,P129,0.023846552
X527_Group1B_70dpi_LV_top_287_B_D1_P129.mzXML,527,Group1B,naive,75,LV_top,D1,P129,0.026472197
X528_Group1B_70dpi_LV_top_288_B_D2_P129.mzXML,528,Group1B,naive,75,LV_top,D2,P129,0.037987589
X529_Group1B_70dpi_LV_top_289_B_D3_P129.mzXML,529,Group1B,naive,75,LV_top,D3,P129,0.026256075
X530_Group1B_70dpi_LV_top_290_B_D4_P129.mzXML,530,Group1B,naive,75,LV_top,D4,P129,0.02439362
X546_Group1B_70dpi_LV_top_291_B_D5_P129.mzXML,546,Group1B,naive,75,LV_top,D5,P129,0.012936741
X547_Group1B_70dpi_LV_top_292_B_D6_P129.mzXML,547,Group1B,naive,75,LV_top,D6,P129,0
X548_Group1B_70dpi_LV_top_293_B_D7_P129.mzXML,548,Group1B,naive,75,LV_top,D7,P129,0.026295203
X549_Group1B_70dpi_LV_top_294_B_D8_P129.mzXML,549,Group1B,naive,75,LV_top,D8,P129,0.022315151
X550_Group1B_70dpi_LV_top_295_B_D9_P129.mzXML,550,Group1B,naive,75,LV_top,D9,P129,0.019898246
X511_Group1C_142dpi_LV_top_161_G_A1_P128.mzXML,511,Group1C,naive,142,LV_top,A1,P128,0.024006196
X512_Group1C_142dpi_LV_top_162_G_A2_P128.mzXML,512,Group1C,naive,142,LV_top,A2,P128,0.0347038
X513_Group1C_142dpi_LV_top_163_G_A3_P128.mzXML,513,Group1C,naive,142,LV_top,A3,P128,0.012905794
X514_Group1C_142dpi_LV_top_164_G_A4_P128.mzXML,514,Group1C,naive,142,LV_top,A4,P128,0.039308236
X515_Group1C_142dpi_LV_top_165_G_A5_P128.mzXML,515,Group1C,naive,142,LV_top,A5,P128,0.01758826
X531_Group1C_142dpi_LV_top_166_G_A6_P128.mzXML,531,Group1C,naive,142,LV_top,A6,P128,0.00954607
X532_Group1C_142dpi_LV_top_167_G_A7_P128.mzXML,532,Group1C,naive,142,LV_top,A7,P128,0.009902037
X533_Group1C_142dpi_LV_top_168_G_A8_P128.mzXML,533,Group1C,naive,142,LV_top,A8,P128,0.018366307
X534_Group1C_142dpi_LV_top_169_G_A9_P128.mzXML,534,Group1C,naive,142,LV_top,A9,P128,0.036528107
X535_Group1C_142dpi_LV_top_170_G_A10_P128.mzXML,535,Group1C,naive,142,LV_top,A10,P128,0.032553826
X551_Group1C_142dpi_LV_top_171_G_A11_P128.mzXML,551,Group1C,naive,142,LV_top,A11,P128,0.011729976
X552_Group1C_142dpi_LV_top_172_G_A12_P128.mzXML,552,Group1C,naive,142,LV_top,A12,P128,0.013975471
X553_Group1C_142dpi_LV_top_173_G_B1_P128.mzXML,553,Group1C,naive,142,LV_top,B1,P128,0.003019805
X554_Group1C_142dpi_LV_top_174_G_B2_P128.mzXML,554,Group1C,naive,142,LV_top,B2,P128,0.035923687
X555_Group1C_142dpi_LV_top_175_G_B3_P128.mzXML,555,Group1C,naive,142,LV_top,B3,P128,0.021569583
X561_Group3A_50dpi_LV_top_266_B_B4_P129.mzXML,561,Group3A,Infected,50,LV_top,B4,P129,0.00817729
X562_Group3A_50dpi_LV_top_267_B_B5_P129.mzXML,562,Group3A,Infected,50,LV_top,B5,P129,0.011447136
X563_Group3A_50dpi_LV_top_268_B_B6_P129.mzXML,563,Group3A,Infected,50,LV_top,B6,P129,0.002133741
X564_Group3A_50dpi_LV_top_269_B_B7_P129.mzXML,564,Group3A,Infected,50,LV_top,B7,P129,0.011560707
X565_Group3A_50dpi_LV_top_270_B_B8_P129.mzXML,565,Group3A,Infected,50,LV_top,B8,P129,0.006469884
X646_Group3A_50dpi_LV_top_271_B_B9_P129.mzXML,646,Group3A,Infected,50,LV_top,B9,P129,0.0201709
X647_Group3A_50dpi_LV_top_272_B_B10_P129.mzXML,647,Group3A,Infected,50,LV_top,B10,P129,0.013645256
X648_Group3A_50dpi_LV_top_273_B_B11_P129.mzXML,648,Group3A,Infected,50,LV_top,B11,P129,0.014946222
X649_Group3A_50dpi_LV_top_274_B_B12_P129.mzXML,649,Group3A,Infected,50,LV_top,B12,P129,0.006148735
X650_Group3A_50dpi_LV_top_275_B_C1_P129.mzXML,650,Group3A,Infected,50,LV_top,C1,P129,0.007525837
X731_Group3A_50dpi_LV_top_276_B_C2_P129.mzXML,731,Group3A,Infected,50,LV_top,C2,P129,0
X732_Group3A_50dpi_LV_top_277_B_C3_P129.mzXML,732,Group3A,Infected,50,LV_top,C3,P129,0.009879809
X733_Group3A_50dpi_LV_top_278_B_C4_P129.mzXML,733,Group3A,Infected,50,LV_top,C4,P129,0.020763678
X734_Group3A_50dpi_LV_top_279_B_C5_P129.mzXML,734,Group3A,Infected,50,LV_top,C5,P129,0.001093432
X735_Group3A_50dpi_LV_top_280_B_C6_P129.mzXML,735,Group3A,Infected,50,LV_top,C6,P129,0.005618187
X566_Group3B_70dpi_LV_top_296_B_D10_P129.mzXML,566,Group3B,Infected,75,LV_top,D10,P129,0.00569156
X567_Group3B_70dpi_LV_top_297_B_D11_P129.mzXML,567,Group3B,Infected,75,LV_top,D11,P129,0.0091227
X568_Group3B_70dpi_LV_top_298_B_D12_P129.mzXML,568,Group3B,Infected,75,LV_top,D12,P129,0.007442858
X569_Group3B_70dpi_LV_top_299_B_E1_P129.mzXML,569,Group3B,Infected,75,LV_top,E1,P129,0.011715306
X570_Group3B_70dpi_LV_top_300_B_E2_P129.mzXML,570,Group3B,Infected,75,LV_top,E2,P129,0.005379265
X651_Group3B_70dpi_LV_top_301_B_E3_P129.mzXML,651,Group3B,Infected,75,LV_top,E3,P129,0.00664808
X652_Group3B_70dpi_LV_top_302_B_E4_P129.mzXML,652,Group3B,Infected,75,LV_top,E4,P129,0.020168887
X653_Group3B_70dpi_LV_top_303_B_E5_P129.mzXML,653,Group3B,Infected,75,LV_top,E5,P129,0.015306069
X654_Group3B_70dpi_LV_top_304_B_E6_P129.mzXML,654,Group3B,Infected,75,LV_top,E6,P129,0.020815512
X655_Group3B_70dpi_LV_top_305_B_E7_P129.mzXML,655,Group3B,Infected,75,LV_top,E7,P129,0.009586017
X736_Group3B_70dpi_LV_top_306_B_E8_P129.mzXML,736,Group3B,Infected,75,LV_top,E8,P129,0
X737_Group3B_70dpi_LV_top_307_B_E9_P129.mzXML,737,Group3B,Infected,75,LV_top,E9,P129,0.009195691
X738_Group3B_70dpi_LV_top_308_B_E10_P129.mzXML,738,Group3B,Infected,75,LV_top,E10,P129,0
X739_Group3B_70dpi_LV_top_309_B_E11_P129.mzXML,739,Group3B,Infected,75,LV_top,E11,P129,0.017187249
X740_Group3B_70dpi_LV_top_310_B_E12_P129.mzXML,740,Group3B,Infected,75,LV_top,E12,P129,0.013410122
X581_Group3E_142dpi_LV_top_176_G_B4_P128.mzXML,581,Group3E,Infected,142,LV_top,B4,P128,0.010672368
X582_Group3E_142dpi_LV_top_177_G_B5_P128.mzXML,582,Group3E,Infected,142,LV_top,B5,P128,0.015071283
X583_Group3E_142dpi_LV_top_178_G_B6_P128.mzXML,583,Group3E,Infected,142,LV_top,B6,P128,0.009649185
X584_Group3E_142dpi_LV_top_179_G_B7_P128.mzXML,584,Group3E,Infected,142,LV_top,B7,P128,0.005731788
X585_Group3E_142dpi_LV_top_180_G_B8_P128.mzXML,585,Group3E,Infected,142,LV_top,B8,P128,0.009286917
X666_Group3E_142dpi_LV_top_201_G_D5_P128.mzXML,666,Group3E,Infected,142,LV_top,D5,P128,0.009545899
X667_Group3E_142dpi_LV_top_202_G_D6_P128.mzXML,667,Group3E,Infected,142,LV_top,D6,P128,0.012264589
X668_Group3E_142dpi_LV_top_203_G_D7_P128.mzXML,668,Group3E,Infected,142,LV_top,D7,P128,0.015722293
X669_Group3E_142dpi_LV_top_204_G_D8_P128.mzXML,669,Group3E,Infected,142,LV_top,D8,P128,0
X670_Group3E_142dpi_LV_top_205_G_D9_P128.mzXML,670,Group3E,Infected,142,LV_top,D9,P128,0.024146044
X751_Group3E_142dpi_LV_top_226_G_F6_P128.mzXML,751,Group3E,Infected,142,LV_top,F6,P128,0.020707806
X752_Group3E_142dpi_LV_top_227_G_F7_P128.mzXML,752,Group3E,Infected,142,LV_top,F7,P128,0.0152597
X753_Group3E_142dpi_LV_top_228_G_F8_P128.mzXML,753,Group3E,Infected,142,LV_top,F8,P128,0.026657297
X754_Group3E_142dpi_LV_top_229_G_F9_P128.mzXML,754,Group3E,Infected,142,LV_top,F9,P128,0.015858607
X755_Group3E_142dpi_LV_top_230_G_F10_P128.mzXML,755,Group3E,Infected,142,LV_top,F10,P128,0
