filename,MouseID,Treatmentgroup,status,DPI,organ,well_position,plate,X137.046_0.35
X548_Group1B_70dpi_RV_top_293_B_D7_P137.mzXML,548,Group1B,naive,75,RV_top,D7,P137,0.012054834
X549_Group1B_70dpi_RV_top_294_B_D8_P137.mzXML,549,Group1B,naive,75,RV_top,D8,P137,0.012219076
X550_Group1B_70dpi_RV_top_295_B_D9_P137.mzXML,550,Group1B,naive,75,RV_top,D9,P137,0.010074365
X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML,511,Group1C,naive,142,RV_top,A1,P136,0.015624642
X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML,512,Group1C,naive,142,RV_top,A2,P136,0.016608226
X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML,513,Group1C,naive,142,RV_top,A3,P136,0.013465196
X514_Group1C_142dpi_RV_top_164_G_A4_P136.mzXML,514,Group1C,naive,142,RV_top,A4,P136,0.01447185
X515_Group1C_142dpi_RV_top_165_G_A5_P136.mzXML,515,Group1C,naive,142,RV_top,A5,P136,0.009126352
X531_Group1C_142dpi_RV_top_166_G_A6_P136.mzXML,531,Group1C,naive,142,RV_top,A6,P136,0.013633406
X532_Group1C_142dpi_RV_top_167_G_A7_P136.mzXML,532,Group1C,naive,142,RV_top,A7,P136,0.008745586
X533_Group1C_142dpi_RV_top_168_G_A8_P136.mzXML,533,Group1C,naive,142,RV_top,A8,P136,0.014240582
X534_Group1C_142dpi_RV_top_169_G_A9_P136.mzXML,534,Group1C,naive,142,RV_top,A9,P136,0.01578252
X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML,535,Group1C,naive,142,RV_top,A10,P136,0.025044344
X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML,551,Group1C,naive,142,RV_top,A11,P136,0.010405447
X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML,552,Group1C,naive,142,RV_top,A12,P136,0.022310175
X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML,553,Group1C,naive,142,RV_top,B1,P136,0.013852898
X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML,554,Group1C,naive,142,RV_top,B2,P136,0.017610239
X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML,555,Group1C,naive,142,RV_top,B3,P136,0.013820074
X561_Group3A_50dpi_RV_top_266_B_B4_P137.mzXML,561,Group3A,Infected,50,RV_top,B4,P137,0.005260026
X562_Group3A_50dpi_RV_top_267_B_B5_P137.mzXML,562,Group3A,Infected,50,RV_top,B5,P137,0.007921741
X563_Group3A_50dpi_RV_top_268_B_B6_P137.mzXML,563,Group3A,Infected,50,RV_top,B6,P137,0.002068167
X564_Group3A_50dpi_RV_top_269_B_B7_P137.mzXML,564,Group3A,Infected,50,RV_top,B7,P137,0.007280511
X565_Group3A_50dpi_RV_top_270_B_B8_P137.mzXML,565,Group3A,Infected,50,RV_top,B8,P137,0.008925669
X646_Group3A_50dpi_RV_top_271_B_B9_P137.mzXML,646,Group3A,Infected,50,RV_top,B9,P137,0.000704343
X647_Group3A_50dpi_RV_top_272_B_B10_P137.mzXML,647,Group3A,Infected,50,RV_top,B10,P137,0.018255534
X648_Group3A_50dpi_RV_top_273_B_B11_P137.mzXML,648,Group3A,Infected,50,RV_top,B11,P137,0.00469223
X649_Group3A_50dpi_RV_top_274_B_B12_P137.mzXML,649,Group3A,Infected,50,RV_top,B12,P137,0.005683647
X650_Group3A_50dpi_RV_top_275_B_C1_P137.mzXML,650,Group3A,Infected,50,RV_top,C1,P137,0.011295874
X731_Group3A_50dpi_RV_top_276_B_C2_P137.mzXML,731,Group3A,Infected,50,RV_top,C2,P137,0.006033064
X732_Group3A_50dpi_RV_top_277_B_C3_P137.mzXML,732,Group3A,Infected,50,RV_top,C3,P137,0.003807572
X733_Group3A_50dpi_RV_top_278_B_C4_P137.mzXML,733,Group3A,Infected,50,RV_top,C4,P137,0.008497102
X734_Group3A_50dpi_RV_top_279_B_C5_P137.mzXML,734,Group3A,Infected,50,RV_top,C5,P137,0.008577293
X735_Group3A_50dpi_RV_top_280_B_C6_P137.mzXML,735,Group3A,Infected,50,RV_top,C6,P137,0.004691065
X566_Group3B_70dpi_RV_top_296_B_D10_P137.mzXML,566,Group3B,Infected,75,RV_top,D10,P137,0.002566576
X567_Group3B_70dpi_RV_top_297_B_D11_P137.mzXML,567,Group3B,Infected,75,RV_top,D11,P137,0.003211921
X568_Group3B_70dpi_RV_top_298_B_D12_P137.mzXML,568,Group3B,Infected,75,RV_top,D12,P137,0.009162957
X569_Group3B_70dpi_RV_top_299_B_E1_P137.mzXML,569,Group3B,Infected,75,RV_top,E1,P137,0.003860526
X570_Group3B_70dpi_RV_top_300_B_E2_P137.mzXML,570,Group3B,Infected,75,RV_top,E2,P137,0.007282636
X651_Group3B_70dpi_RV_top_301_B_E3_P137.mzXML,651,Group3B,Infected,75,RV_top,E3,P137,0.017559732
X652_Group3B_70dpi_RV_top_302_B_E4_P137.mzXML,652,Group3B,Infected,75,RV_top,E4,P137,0.012404305
X653_Group3B_70dpi_RV_top_303_B_E5_P137.mzXML,653,Group3B,Infected,75,RV_top,E5,P137,0.023074958
X654_Group3B_70dpi_RV_top_304_B_E6_P137.mzXML,654,Group3B,Infected,75,RV_top,E6,P137,0.012312024
X655_Group3B_70dpi_RV_top_305_B_E7_P137.mzXML,655,Group3B,Infected,75,RV_top,E7,P137,0.007936011
X736_Group3B_70dpi_RV_top_306_B_E8_P137.mzXML,736,Group3B,Infected,75,RV_top,E8,P137,0.006958958
X737_Group3B_70dpi_RV_top_307_B_E9_P137.mzXML,737,Group3B,Infected,75,RV_top,E9,P137,0
X738_Group3B_70dpi_RV_top_308_B_E10_P137.mzXML,738,Group3B,Infected,75,RV_top,E10,P137,0.010032074
X739_Group3B_70dpi_RV_top_309_B_E11_P137.mzXML,739,Group3B,Infected,75,RV_top,E11,P137,0.004398114
X740_Group3B_70dpi_RV_top_310_B_E12_P137.mzXML,740,Group3B,Infected,75,RV_top,E12,P137,0.01226596
X581_Group3E_142dpi_RV_top_176_G_B4_P136.mzXML,581,Group3E,Infected,142,RV_top,B4,P136,0.003522976
X582_Group3E_142dpi_RV_top_177_G_B5_P136.mzXML,582,Group3E,Infected,142,RV_top,B5,P136,0.005114871
X583_Group3E_142dpi_RV_top_178_G_B6_P136.mzXML,583,Group3E,Infected,142,RV_top,B6,P136,0.006032218
X584_Group3E_142dpi_RV_top_179_G_B7_P136.mzXML,584,Group3E,Infected,142,RV_top,B7,P136,0.007929656
X585_Group3E_142dpi_RV_top_180_G_B8_P136.mzXML,585,Group3E,Infected,142,RV_top,B8,P136,0.003034769
X666_Group3E_142dpi_RV_top_201_G_D5_P136.mzXML,666,Group3E,Infected,142,RV_top,D5,P136,0.007488937
X667_Group3E_142dpi_RV_top_202_G_D6_P136.mzXML,667,Group3E,Infected,142,RV_top,D6,P136,0.003756643
X668_Group3E_142dpi_RV_top_203_G_D7_P136.mzXML,668,Group3E,Infected,142,RV_top,D7,P136,0.003007234
X669_Group3E_142dpi_RV_top_204_G_D8_P136.mzXML,669,Group3E,Infected,142,RV_top,D8,P136,0.006139145
X670_Group3E_142dpi_RV_top_205_G_D9_P136.mzXML,670,Group3E,Infected,142,RV_top,D9,P136,0.008432595
X751_Group3E_142dpi_RV_top_226_G_F6_P136.mzXML,751,Group3E,Infected,142,RV_top,F6,P136,0.00671224
X752_Group3E_142dpi_RV_top_227_G_F7_P136.mzXML,752,Group3E,Infected,142,RV_top,F7,P136,0.008204379
X753_Group3E_142dpi_RV_top_228_G_F8_P136.mzXML,753,Group3E,Infected,142,RV_top,F8,P136,0.006692209
X754_Group3E_142dpi_RV_top_229_G_F9_P136.mzXML,754,Group3E,Infected,142,RV_top,F9,P136,0.006771088
X755_Group3E_142dpi_RV_top_230_G_F10_P136.mzXML,755,Group3E,Infected,142,RV_top,F10,P136,0.007434354
