filename,MouseID,Treatmentgroup,status,DPI,organ,well_position,plate,X137.046_0.35
X501_Group1A_50dpi_RV_top_251_B_A1_P137.mzXML,501,Group1A,naive,50,RV_top,A1,P137,0.016662716
X502_Group1A_50dpi_RV_top_252_B_A2_P137.mzXML,502,Group1A,naive,50,RV_top,A2,P137,0.024332253
X503_Group1A_50dpi_RV_top_253_B_A3_P137.mzXML,503,Group1A,naive,50,RV_top,A3,P137,0.012733944
X504_Group1A_50dpi_RV_top_254_B_A4_P137.mzXML,504,Group1A,naive,50,RV_top,A4,P137,0.019402159
X505_Group1A_50dpi_RV_top_255_B_A5_P137.mzXML,505,Group1A,naive,50,RV_top,A5,P137,0.01425408
X521_Group1A_50dpi_RV_top_256_B_A6_P137.mzXML,521,Group1A,naive,50,RV_top,A6,P137,0.005906122
X522_Group1A_50dpi_RV_top_257_B_A7_P137.mzXML,522,Group1A,naive,50,RV_top,A7,P137,0.016413357
X523_Group1A_50dpi_RV_top_258_B_A8_P137.mzXML,523,Group1A,naive,50,RV_top,A8,P137,0.014471833
X524_Group1A_50dpi_RV_top_259_B_A9_P137.mzXML,524,Group1A,naive,50,RV_top,A9,P137,0.010799584
X525_Group1A_50dpi_RV_top_260_B_A10_P137.mzXML,525,Group1A,naive,50,RV_top,A10,P137,0.011960202
X541_Group1A_50dpi_RV_top_261_B_A11_P137.mzXML,541,Group1A,naive,50,RV_top,A11,P137,0.011949889
X542_Group1A_50dpi_RV_top_262_B_A12_P137.mzXML,542,Group1A,naive,50,RV_top,A12,P137,0.028212914
X543_Group1A_50dpi_RV_top_263_B_B1_P137.mzXML,543,Group1A,naive,50,RV_top,B1,P137,0.009706684
X544_Group1A_50dpi_RV_top_264_B_B2_P137.mzXML,544,Group1A,naive,50,RV_top,B2,P137,0.007664551
X545_Group1A_50dpi_RV_top_265_B_B3_P137.mzXML,545,Group1A,naive,50,RV_top,B3,P137,0.041526792
X506_Group1B_70dpi_RV_top_281_B_C7_P137.mzXML,506,Group1B,naive,75,RV_top,C7,P137,0.014085245
X507_Group1B_70dpi_RV_top_282_B_C8_P137.mzXML,507,Group1B,naive,75,RV_top,C8,P137,0.005714684
X508_Group1B_70dpi_RV_top_283_B_C9_P137.mzXML,508,Group1B,naive,75,RV_top,C9,P137,0.007335075
X509_Group1B_70dpi_RV_top_284_B_C10_P137.mzXML,509,Group1B,naive,75,RV_top,C10,P137,0.010983261
X510_Group1B_70dpi_RV_top_285_B_C11_P137.mzXML,510,Group1B,naive,75,RV_top,C11,P137,0.013104213
X526_Group1B_70dpi_RV_top_286_B_C12_P137.mzXML,526,Group1B,naive,75,RV_top,C12,P137,0.007282838
X527_Group1B_70dpi_RV_top_287_B_D1_P137.mzXML,527,Group1B,naive,75,RV_top,D1,P137,0.018408005
X528_Group1B_70dpi_RV_top_288_B_D2_P137.mzXML,528,Group1B,naive,75,RV_top,D2,P137,0.013689682
X529_Group1B_70dpi_RV_top_289_B_D3_P137.mzXML,529,Group1B,naive,75,RV_top,D3,P137,0.011762045
X530_Group1B_70dpi_RV_top_290_B_D4_P137.mzXML,530,Group1B,naive,75,RV_top,D4,P137,0.010563407
X546_Group1B_70dpi_RV_top_291_B_D5_P137.mzXML,546,Group1B,naive,75,RV_top,D5,P137,0.014684018
X547_Group1B_70dpi_RV_top_292_B_D6_P137.mzXML,547,Group1B,naive,75,RV_top,D6,P137,0.009791065
