"filename","MouseID","Treatmentgroup","status","DPI","organ","well_position","plate","mass_400","mass_500","mass_600","mass_700","mass_800"
"X531_Group1C_142dpi_LV_top_166_G_A6_P128.mzXML",531,"Group1C","naive",142,"LV_top","A6","P128",0.080852449,0.141706975,0.003290438,0.013793976,0.011966565
"X532_Group1C_142dpi_LV_top_167_G_A7_P128.mzXML",532,"Group1C","naive",142,"LV_top","A7","P128",0.066179641,0.097324863,0.002248258,0.005990147,0.008215334
"X533_Group1C_142dpi_LV_top_168_G_A8_P128.mzXML",533,"Group1C","naive",142,"LV_top","A8","P128",0.073257317,0.118915595,0.001863646,0.0135,0.012884615
"X534_Group1C_142dpi_LV_top_169_G_A9_P128.mzXML",534,"Group1C","naive",142,"LV_top","A9","P128",0.04335837,0.06906421,0.001902407,0.016636705,0.006215393
"X535_Group1C_142dpi_LV_top_170_G_A10_P128.mzXML",535,"Group1C","naive",142,"LV_top","A10","P128",0.040010474,0.06406205,0.000720707,0.003210069,0.00195323
"X551_Group1C_142dpi_LV_top_171_G_A11_P128.mzXML",551,"Group1C","naive",142,"LV_top","A11","P128",0.063790142,0.0948,0.002165375,0.015541595,0.005689063
"X552_Group1C_142dpi_LV_top_172_G_A12_P128.mzXML",552,"Group1C","naive",142,"LV_top","A12","P128",0.058188401,0.074741145,0.001378898,0.001601977,0.001682853
"X553_Group1C_142dpi_LV_top_173_G_B1_P128.mzXML",553,"Group1C","naive",142,"LV_top","B1","P128",0.086396312,0.120106787,0.002203362,0.023472311,0.036662718
"X554_Group1C_142dpi_LV_top_174_G_B2_P128.mzXML",554,"Group1C","naive",142,"LV_top","B2","P128",0.076529819,0.111819411,0.001244093,0.007312124,0.005641256
"X555_Group1C_142dpi_LV_top_175_G_B3_P128.mzXML",555,"Group1C","naive",142,"LV_top","B3","P128",0.072814989,0.140993524,0.002302861,0.0198,0.027806219
"X561_Group3A_50dpi_LV_top_266_B_B4_P129.mzXML",561,"Group3A","infected",50,"LV_top","B4","P129",0.086456671,0.114042973,0.003487265,0.028005272,0.018630848
"X562_Group3A_50dpi_LV_top_267_B_B5_P129.mzXML",562,"Group3A","infected",50,"LV_top","B5","P129",0.114448325,0.117060097,0.002509799,0.011346913,0.014817848
"X563_Group3A_50dpi_LV_top_268_B_B6_P129.mzXML",563,"Group3A","infected",50,"LV_top","B6","P129",0.113128766,0.099231728,0.003046099,0.026680204,0.024585093
"X564_Group3A_50dpi_LV_top_269_B_B7_P129.mzXML",564,"Group3A","infected",50,"LV_top","B7","P129",0.071846982,0.08790892,0.002615947,0.014385372,0.015920565
"X565_Group3A_50dpi_LV_top_270_B_B8_P129.mzXML",565,"Group3A","infected",50,"LV_top","B8","P129",0.065341351,0.101,0.003299113,0.019083627,0.01348742
"X646_Group3A_50dpi_LV_top_271_B_B9_P129.mzXML",646,"Group3A","infected",50,"LV_top","B9","P129",0.07705935,0.125759014,0.002812104,0.014910407,0.008609353
"X647_Group3A_50dpi_LV_top_272_B_B10_P129.mzXML",647,"Group3A","infected",50,"LV_top","B10","P129",0.074105691,0.078995959,0.001831068,0.013548902,0.007956613
"X648_Group3A_50dpi_LV_top_273_B_B11_P129.mzXML",648,"Group3A","infected",50,"LV_top","B11","P129",0.040346143,0.057303545,0.000536068,0.004371973,0.002964417
"X649_Group3A_50dpi_LV_top_274_B_B12_P129.mzXML",649,"Group3A","infected",50,"LV_top","B12","P129",0.011071701,0.008548449,0,0.003023082,0.001833972
"X650_Group3A_50dpi_LV_top_275_B_C1_P129.mzXML",650,"Group3A","infected",50,"LV_top","C1","P129",0.031896387,0.024306484,0.001147493,0.001331877,0.000671177
"X731_Group3A_50dpi_LV_top_276_B_C2_P129.mzXML",731,"Group3A","infected",50,"LV_top","C2","P129",0.081409107,0.0742,0.003031465,0.012202161,0.010905845
"X732_Group3A_50dpi_LV_top_277_B_C3_P129.mzXML",732,"Group3A","infected",50,"LV_top","C3","P129",0.105945573,0.11,0.002144844,0.026521972,0.03170585
"X733_Group3A_50dpi_LV_top_278_B_C4_P129.mzXML",733,"Group3A","infected",50,"LV_top","C4","P129",0.026048996,0.019211588,0,0.000323585,0
"X734_Group3A_50dpi_LV_top_279_B_C5_P129.mzXML",734,"Group3A","infected",50,"LV_top","C5","P129",0.004069227,0.003633238,0,0.007604539,0.006715162
"X735_Group3A_50dpi_LV_top_280_B_C6_P129.mzXML",735,"Group3A","infected",50,"LV_top","C6","P129",0.01728126,0.011430099,0,0.005784966,4.98e-05
"X566_Group3B_70dpi_LV_top_296_B_D10_P129.mzXML",566,"Group3B","infected",75,"LV_top","D10","P129",0.037213811,0.055537422,0.000789219,0.0165,0.013179021
"X567_Group3B_70dpi_LV_top_297_B_D11_P129.mzXML",567,"Group3B","infected",75,"LV_top","D11","P129",0.058042119,0.077856378,0.002414743,0.016844179,0.024879165
"X568_Group3B_70dpi_LV_top_298_B_D12_P129.mzXML",568,"Group3B","infected",75,"LV_top","D12","P129",0.072888565,0.0699,0.001943947,0.015600385,0.018036842
"X569_Group3B_70dpi_LV_top_299_B_E1_P129.mzXML",569,"Group3B","infected",75,"LV_top","E1","P129",0.084869077,0.107673493,0.000293965,0.0172,0.015270484
"X570_Group3B_70dpi_LV_top_300_B_E2_P129.mzXML",570,"Group3B","infected",75,"LV_top","E2","P129",0.058672047,0.0658,0.002097572,0.017008982,0.019467378
"X651_Group3B_70dpi_LV_top_301_B_E3_P129.mzXML",651,"Group3B","infected",75,"LV_top","E3","P129",0.071359093,0.087618787,0.002356424,0.010579548,0.004328886
"X652_Group3B_70dpi_LV_top_302_B_E4_P129.mzXML",652,"Group3B","infected",75,"LV_top","E4","P129",0.023419366,0.018319864,4.39e-05,0.002134915,0.001514825
"X653_Group3B_70dpi_LV_top_303_B_E5_P129.mzXML",653,"Group3B","infected",75,"LV_top","E5","P129",0.102511214,0.121486521,0.002539164,0.013414004,0.012155194
"X654_Group3B_70dpi_LV_top_304_B_E6_P129.mzXML",654,"Group3B","infected",75,"LV_top","E6","P129",0.081598978,0.105314352,0.00264507,0.010911523,0.013901215
"X655_Group3B_70dpi_LV_top_305_B_E7_P129.mzXML",655,"Group3B","infected",75,"LV_top","E7","P129",0.074298881,0.0862,0.002680143,0.018266026,0.01481687
"X736_Group3B_70dpi_LV_top_306_B_E8_P129.mzXML",736,"Group3B","infected",75,"LV_top","E8","P129",0.068388247,0.062070026,0.002213491,0.013901393,0.018676889
"X737_Group3B_70dpi_LV_top_307_B_E9_P129.mzXML",737,"Group3B","infected",75,"LV_top","E9","P129",0.069597254,0.074030557,0.002201785,0.013764323,0.018938221
"X738_Group3B_70dpi_LV_top_308_B_E10_P129.mzXML",738,"Group3B","infected",75,"LV_top","E10","P129",0.047768591,0.0514,0.002389316,0.012458245,0.017430669
"X739_Group3B_70dpi_LV_top_309_B_E11_P129.mzXML",739,"Group3B","infected",75,"LV_top","E11","P129",0.040306234,0.034874949,0.000269854,0.003463588,0.001322058
"X740_Group3B_70dpi_LV_top_310_B_E12_P129.mzXML",740,"Group3B","infected",75,"LV_top","E12","P129",0.042259938,0.039065066,0.000498882,0.00583253,0.004088083
"X581_Group3E_142dpi_LV_top_176_G_B4_P128.mzXML",581,"Group3E","infected",142,"LV_top","B4","P128",0.05917028,0.144646802,0.002258752,0.019965924,0.024196529
"X582_Group3E_142dpi_LV_top_177_G_B5_P128.mzXML",582,"Group3E","infected",142,"LV_top","B5","P128",0.069891349,0.087157212,0.002073981,0.015894947,0.011310604
"X583_Group3E_142dpi_LV_top_178_G_B6_P128.mzXML",583,"Group3E","infected",142,"LV_top","B6","P128",0.081830524,0.152722319,0.001671131,0.016177212,0.017405851
"X584_Group3E_142dpi_LV_top_179_G_B7_P128.mzXML",584,"Group3E","infected",142,"LV_top","B7","P128",0.04360125,0.042503098,0.001427776,0.006811321,0.005660542
"X585_Group3E_142dpi_LV_top_180_G_B8_P128.mzXML",585,"Group3E","infected",142,"LV_top","B8","P128",0.05866167,0.0904,0.002172306,0.017464916,0.016216802
"X666_Group3E_142dpi_LV_top_201_G_D5_P128.mzXML",666,"Group3E","infected",142,"LV_top","D5","P128",0.047128007,0.116659693,0.002499683,0.042364017,0.010734698
"X667_Group3E_142dpi_LV_top_202_G_D6_P128.mzXML",667,"Group3E","infected",142,"LV_top","D6","P128",0.070434438,0.119732056,0.001644857,0.021453963,0.01763585
"X668_Group3E_142dpi_LV_top_203_G_D7_P128.mzXML",668,"Group3E","infected",142,"LV_top","D7","P128",0.054133526,0.073448144,0.000833493,0.011407927,0.011522142
"X669_Group3E_142dpi_LV_top_204_G_D8_P128.mzXML",669,"Group3E","infected",142,"LV_top","D8","P128",0.045860479,0.051569453,0.002455266,0.00998,0.016324491
"X670_Group3E_142dpi_LV_top_205_G_D9_P128.mzXML",670,"Group3E","infected",142,"LV_top","D9","P128",0.013718034,0.027418098,0.000596732,0.00326178,6.23e-05
"X751_Group3E_142dpi_LV_top_226_G_F6_P128.mzXML",751,"Group3E","infected",142,"LV_top","F6","P128",0.058006258,0.083573679,0.001697932,0.014000963,0.006949185
"X752_Group3E_142dpi_LV_top_227_G_F7_P128.mzXML",752,"Group3E","infected",142,"LV_top","F7","P128",0.063475102,0.092276787,0.001440442,0.01448608,0.009926635
"X753_Group3E_142dpi_LV_top_228_G_F8_P128.mzXML",753,"Group3E","infected",142,"LV_top","F8","P128",0.042170051,0.056156642,0.001133357,0.024891425,0.016726286
"X754_Group3E_142dpi_LV_top_229_G_F9_P128.mzXML",754,"Group3E","infected",142,"LV_top","F9","P128",0.046365876,0.069099617,0.002317175,0.017519673,0.005500732
"X755_Group3E_142dpi_LV_top_230_G_F10_P128.mzXML",755,"Group3E","infected",142,"LV_top","F10","P128",0.045446621,0.0541,0.002026782,0.022041234,0.032221886
