filename,MouseID,Treatmentgroup,status,DPI,organ,well_position,plate,mass_all
X529_Group1B_70dpi_RV_top_289_B_D3_P137.mzXML,529,Group1B,naive,75,RV_top,D3,P137,0.05880854
X530_Group1B_70dpi_LA_290_B_D4_P121.mzXML,530,Group1B,naive,75,LA,D4,P121,0.16067899
X530_Group1B_70dpi_LV_bottom_290_B_D4_P133.mzXML,530,Group1B,naive,75,LV_bottom,D4,P133,0.139377677
X530_Group1B_70dpi_LV_top_290_B_D4_P129.mzXML,530,Group1B,naive,75,LV_top,D4,P129,0.21662385
X530_Group1B_70dpi_RA_290_B_D4_P125.mzXML,530,Group1B,naive,75,RA,D4,P125,0.050646711
X530_Group1B_70dpi_RV_bottom_290_B_D4_P141.mzXML,530,Group1B,naive,75,RV_bottom,D4,P141,0.052568686
X530_Group1B_70dpi_RV_top_290_B_D4_P137.mzXML,530,Group1B,naive,75,RV_top,D4,P137,0.047833234
X546_Group1B_70dpi_LA_291_B_D5_P121.mzXML,546,Group1B,naive,75,LA,D5,P121,0.045589445
X546_Group1B_70dpi_LV_bottom_291_B_D5_P133.mzXML,546,Group1B,naive,75,LV_bottom,D5,P133,0.143655972
X546_Group1B_70dpi_LV_top_291_B_D5_P129.mzXML,546,Group1B,naive,75,LV_top,D5,P129,0.216836037
X546_Group1B_70dpi_RA_291_B_D5_P125.mzXML,546,Group1B,naive,75,RA,D5,P125,0.040894412
X546_Group1B_70dpi_RV_bottom_291_B_D5_P141.mzXML,546,Group1B,naive,75,RV_bottom,D5,P141,0.026709213
X546_Group1B_70dpi_RV_top_291_B_D5_P137.mzXML,546,Group1B,naive,75,RV_top,D5,P137,0.042037212
X547_Group1B_70dpi_LA_292_B_D6_P121.mzXML,547,Group1B,naive,75,LA,D6,P121,0.158822384
X547_Group1B_70dpi_LV_bottom_292_B_D6_P133.mzXML,547,Group1B,naive,75,LV_bottom,D6,P133,0.066069039
X547_Group1B_70dpi_LV_top_292_B_D6_P129.mzXML,547,Group1B,naive,75,LV_top,D6,P129,0.003498477
X547_Group1B_70dpi_RA_292_B_D6_P125.mzXML,547,Group1B,naive,75,RA,D6,P125,0.043692463
X547_Group1B_70dpi_RV_bottom_292_B_D6_P141.mzXML,547,Group1B,naive,75,RV_bottom,D6,P141,0.024044236
X547_Group1B_70dpi_RV_top_292_B_D6_P137.mzXML,547,Group1B,naive,75,RV_top,D6,P137,0.05017474
X548_Group1B_70dpi_LA_293_B_D7_P121.mzXML,548,Group1B,naive,75,LA,D7,P121,0.010591104
X548_Group1B_70dpi_LV_bottom_293_B_D7_P133.mzXML,548,Group1B,naive,75,LV_bottom,D7,P133,0.110452043
X548_Group1B_70dpi_LV_top_293_B_D7_P129.mzXML,548,Group1B,naive,75,LV_top,D7,P129,0.166844598
X548_Group1B_70dpi_RA_293_B_D7_P125.mzXML,548,Group1B,naive,75,RA,D7,P125,0.044313206
X548_Group1B_70dpi_RV_bottom_293_B_D7_P141.mzXML,548,Group1B,naive,75,RV_bottom,D7,P141,0.06898506
X548_Group1B_70dpi_RV_top_293_B_D7_P137.mzXML,548,Group1B,naive,75,RV_top,D7,P137,0.042711523
X549_Group1B_70dpi_LA_294_B_D8_P121.mzXML,549,Group1B,naive,75,LA,D8,P121,0.124301046
X549_Group1B_70dpi_LV_bottom_294_B_D8_P133.mzXML,549,Group1B,naive,75,LV_bottom,D8,P133,0.150244731
X549_Group1B_70dpi_LV_top_294_B_D8_P129.mzXML,549,Group1B,naive,75,LV_top,D8,P129,0.148873426
X549_Group1B_70dpi_RA_294_B_D8_P125.mzXML,549,Group1B,naive,75,RA,D8,P125,0.048426182
X549_Group1B_70dpi_RV_bottom_294_B_D8_P141.mzXML,549,Group1B,naive,75,RV_bottom,D8,P141,0.042832035
X549_Group1B_70dpi_RV_top_294_B_D8_P137.mzXML,549,Group1B,naive,75,RV_top,D8,P137,0.036067235
X550_Group1B_70dpi_LA_295_B_D9_P121.mzXML,550,Group1B,naive,75,LA,D9,P121,0.136418814
X550_Group1B_70dpi_LV_bottom_295_B_D9_P133.mzXML,550,Group1B,naive,75,LV_bottom,D9,P133,0.145578138
X550_Group1B_70dpi_LV_top_295_B_D9_P129.mzXML,550,Group1B,naive,75,LV_top,D9,P129,0.183773372
X550_Group1B_70dpi_RA_295_B_D9_P125.mzXML,550,Group1B,naive,75,RA,D9,P125,0.051559619
X550_Group1B_70dpi_RV_bottom_295_B_D9_P141.mzXML,550,Group1B,naive,75,RV_bottom,D9,P141,0.015657025
X550_Group1B_70dpi_RV_top_295_B_D9_P137.mzXML,550,Group1B,naive,75,RV_top,D9,P137,0.042606475
X511_Group1C_142dpi_LA_161_G_A1_P120.mzXML,511,Group1C,naive,142,LA,A1,P120,0.144608635
X511_Group1C_142dpi_LV_bottom_161_G_A1_P132.mzXML,511,Group1C,naive,142,LV_bottom,A1,P132,0.130596393
X511_Group1C_142dpi_LV_top_161_G_A1_P128.mzXML,511,Group1C,naive,142,LV_top,A1,P128,0.173607939
X511_Group1C_142dpi_RA_161_G_A1_P124.mzXML,511,Group1C,naive,142,RA,A1,P124,0.054888021
X511_Group1C_142dpi_RV_bottom_161_G_A1_P140.mzXML,511,Group1C,naive,142,RV_bottom,A1,P140,0.029486937
X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML,511,Group1C,naive,142,RV_top,A1,P136,0.058398184
X512_Group1C_142dpi_LA_162_G_A2_P120.mzXML,512,Group1C,naive,142,LA,A2,P120,0.096696952
X512_Group1C_142dpi_LV_bottom_162_G_A2_P132.mzXML,512,Group1C,naive,142,LV_bottom,A2,P132,0.10957907
X512_Group1C_142dpi_LV_top_162_G_A2_P128.mzXML,512,Group1C,naive,142,LV_top,A2,P128,0.15295831
X512_Group1C_142dpi_RA_162_G_A2_P124.mzXML,512,Group1C,naive,142,RA,A2,P124,0.094359589
X512_Group1C_142dpi_RV_bottom_162_G_A2_P140.mzXML,512,Group1C,naive,142,RV_bottom,A2,P140,0.043453572
X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML,512,Group1C,naive,142,RV_top,A2,P136,0.058620089
X513_Group1C_142dpi_LA_163_G_A3_P120.mzXML,513,Group1C,naive,142,LA,A3,P120,0.056176026
X513_Group1C_142dpi_LV_bottom_163_G_A3_P132.mzXML,513,Group1C,naive,142,LV_bottom,A3,P132,0.087342151
X513_Group1C_142dpi_LV_top_163_G_A3_P128.mzXML,513,Group1C,naive,142,LV_top,A3,P128,0.256847928
X513_Group1C_142dpi_RA_163_G_A3_P124.mzXML,513,Group1C,naive,142,RA,A3,P124,0.134049131
X513_Group1C_142dpi_RV_bottom_163_G_A3_P140.mzXML,513,Group1C,naive,142,RV_bottom,A3,P140,0.02818399
X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML,513,Group1C,naive,142,RV_top,A3,P136,0.067367986
X514_Group1C_142dpi_LA_164_G_A4_P120.mzXML,514,Group1C,naive,142,LA,A4,P120,0.132706962
X514_Group1C_142dpi_LV_bottom_164_G_A4_P132.mzXML,514,Group1C,naive,142,LV_bottom,A4,P132,0.103571207
X514_Group1C_142dpi_LV_top_164_G_A4_P128.mzXML,514,Group1C,naive,142,LV_top,A4,P128,0.134704197
X514_Group1C_142dpi_RA_164_G_A4_P124.mzXML,514,Group1C,naive,142,RA,A4,P124,0.083283354
X514_Group1C_142dpi_RV_bottom_164_G_A4_P140.mzXML,514,Group1C,naive,142,RV_bottom,A4,P140,0.032828251
X514_Group1C_142dpi_RV_top_164_G_A4_P136.mzXML,514,Group1C,naive,142,RV_top,A4,P136,0.043447319
X515_Group1C_142dpi_LA_165_G_A5_P120.mzXML,515,Group1C,naive,142,LA,A5,P120,0.135902051
X515_Group1C_142dpi_LV_bottom_165_G_A5_P132.mzXML,515,Group1C,naive,142,LV_bottom,A5,P132,0.099298126
X515_Group1C_142dpi_LV_top_165_G_A5_P128.mzXML,515,Group1C,naive,142,LV_top,A5,P128,0.278324602
X515_Group1C_142dpi_RA_165_G_A5_P124.mzXML,515,Group1C,naive,142,RA,A5,P124,0.058117905
X515_Group1C_142dpi_RV_bottom_165_G_A5_P140.mzXML,515,Group1C,naive,142,RV_bottom,A5,P140,0.044061209
X515_Group1C_142dpi_RV_top_165_G_A5_P136.mzXML,515,Group1C,naive,142,RV_top,A5,P136,0.097328391
X531_Group1C_142dpi_LA_166_G_A6_P120.mzXML,531,Group1C,naive,142,LA,A6,P120,0.103259536
X531_Group1C_142dpi_LV_bottom_166_G_A6_P132.mzXML,531,Group1C,naive,142,LV_bottom,A6,P132,0.082774252
X531_Group1C_142dpi_LV_top_166_G_A6_P128.mzXML,531,Group1C,naive,142,LV_top,A6,P128,0.251610403
X531_Group1C_142dpi_RA_166_G_A6_P124.mzXML,531,Group1C,naive,142,RA,A6,P124,0.081096177
X531_Group1C_142dpi_RV_bottom_166_G_A6_P140.mzXML,531,Group1C,naive,142,RV_bottom,A6,P140,0.034586899
X531_Group1C_142dpi_RV_top_166_G_A6_P136.mzXML,531,Group1C,naive,142,RV_top,A6,P136,0.028272396
X532_Group1C_142dpi_LA_167_G_A7_P120.mzXML,532,Group1C,naive,142,LA,A7,P120,0.101358003
