"","fch","pval","pAdj"
"X137.046_0.35",2.10135491636756,2.65476137060469e-05,0.00262897080571807
"X269.088_0.35",2.47051037568986,3.86803502273631e-07,0.000990603769322769
"X169.036_0.375",0,0.350647889704459,0.466014138834001
"X338.342_3.533",1.39009052318966,0.288311619183355,0.466014138834001
"X387.181_2.767",0.504857979368156,8.81911985183879e-06,0.00205325144914174
"X311.081_2.525",0.748420546109689,0.0891947730984869,0.273566244197874
"X228.196_2.71",0.864361183187438,0.324548174828994,0.466014138834001
"X404.207_2.768",0.539801970388351,1.55495007914e-05,0.00222962852954758
"X496.341_2.926",1.31008266023794,0.136974224446085,0.360456852350202
"X310.31_3.391",0.976482030361679,0.902462275054423,0.968247124597561
"X228.196_3.321",1.04833292082427,0.803441156656163,0.880073910263658
"X285.022_2.394",0.604613524075503,0.0742044999172241,0.252380996009081
"X336.326_3.156",0.738335009548616,0.0742044999172241,0.252380996009081
"X524.372_3.04",1.34475517027862,0.0329436416982427,0.15918616299849
"X596.357_2.948",1.58299727814005,0.0031553753566973,0.0385136741287054
"X409.162_2.768",0.456381140901209,2.65476137060469e-05,0.00262897080571807
"X244.191_2.61",1.06912511279405,0.65287003041307,0.742938774472143
"X624.388_3.054",2.00601229236281,1.55495007914e-05,0.00222962852954758
"X226.181_2.61",1.12930605115974,0.739993873994623,0.82253659344628
"X238.1_2.259",1.38903288656633,0.173608899884423,0.374883973527831
"X226.181_3.32",0.986080420561469,1,1
"X244.191_3.324",1.01508948472258,0.934887200362667,0.990995910649334
"X638.403_3.073",3.03544136439441,9.85979483908468e-05,0.00601212728164188
"X287.018_2.395",0.601750249301329,0.0612792417000994,0.231128332833512
"X489.228_2.768",0.311692232987222,2.65476137060469e-05,0.00262897080571807
"X110.021_5.865",0.401926366647672,0.512486352283095,0.635097282467878
"X312.326_3.521",2.54969674810136,0.179750777731755,0.385074085974696
"X610.372_2.951",1.80661664915832,0.000834090178852782,0.018257307248222
"X110.021_6.211",1.27471377581363,0.536652208499112,0.648285993380295
"X580.361_2.989",5.34395578381509,0.000141016701599063,0.00785095158250435
"X183.15_2.549",0.420857845950801,0.0343173202994766,0.162452231584029
"X637.306_3.32",1.00072726979775,0.902462275054423,0.968247124597561
"X146.981_3.86",0.188382784560091,0.466179839227115,0.588135916869268
"X105.07_2.767",0.519688371508882,1.17717199191942e-05,0.00215338390807545
"X352.321_3.187",0.919140350273774,0.345310897182987,0.466014138834001
"X432.238_2.769",0.400748076409761,0.000394049621216224,0.012937962563266
"X200.165_3.207",0.743605240103188,0.838134776780856,0.910675928441143
"X267.123_2.767",0.516001539753065,2.65476137060469e-05,0.00262897080571807
"X200.165_2.552",0.614010394016412,0.0814293446671917,0.255068731739728
"X126.022_0.338",1.21415634517332,0.486364763954452,0.609980489954629
"X608.393_3.098",1.47399305197294,0.000215062747264139,0.00969739465045732
"X666.434_3.024",1.52912114559568,0.0143533850412107,0.0918975477263517
"X123.056_0.323",0,0.350647889704459,0.466014138834001
"X240.097_2.259",1.40905119895287,0.160685472537209,0.360456852350202
"X522.357_2.957",1.43459730252801,0.0742044999172241,0.252380996009081
"X482.325_3.027",1.12591773465813,0.345310897182987,0.466014138834001
"X308.295_3.045",0.72754600596728,0.126147401015694,0.35501482857274
"X258.206_2.778",0,0.350647889704459,0.466014138834001
"X650.44_3.113",0.782235554665876,0.267097024243296,0.466014138834001
"X333.063_2.524",0.486381757143051,0.0502223733334571,0.200367413801383
"X594.377_3",1.06502454026379,0.249556194554941,0.466014138834001
"X282.279_3.26",1.08752093941629,0.539298539584697,0.65025591331281
"X285.133_2.768",0.497697737195985,8.81911985183879e-06,0.00205325144914174
"X790.38_2.768",0.383637360461262,1.17717199191942e-05,0.00215338390807545
"X582.341_3.046",1.70264986456248,0.000215062747264139,0.00969739465045732
"X622.409_3.109",1.09604468435164,0.304590816047085,0.466014138834001
"X100.076_2.546",0.439505930958969,0.0380025929729083,0.167234601240128
"X366.373_3.699",1.37463213359076,0.736814931343811,0.82006297007216
"X401.342_3.422",1.3212631714911,0.0420191709394338,0.176411634058836
"X340.357_3.733",0,0.350647889704459,0.466014138834001
"X636.388_2.978",1.27123071937193,0.00118667446462527,0.0223611096585011
"X214.181_2.634",1.34847738488767,0.0742044999172241,0.252380996009081
"X198.15_2.471",0.751418596050778,0.366875192434742,0.481829419397628
