filename,RVB_50DPI
X634.372_2.992,0.773544115
X536.335_2.767,1
X828.538_3.267,1
X102.092_0.355,0.554843241
X277.216_2.857,0.554843241
X306.279_3.212,0.985821902
X224.012_5.885,0.756214902
X760.475_3.131,0.554843241
X819.322_2.398,0.863932631
X289.945_0.301,0.554843241
X722.461_3.045,0.554843241
X690.433_3.089,0.554843241
X207.058_2.248,0.554843241
X596.335_2.935,0.554843241
X528.294_2.861,0.554843241
X169.978_2.574,1
X810.602_5.596,0.560730196
X351.253_2.927,0.920335902
X604.362_2.948,0.124752299
X552.33_2.721,0.810812877
X155.991_6.136,1
X732.445_3.025,0.554843241
X353.232_2.525,0.554843241
X298.2_2.676,0.830418614
X353.269_2.902,0.803722291
X130.534_5.957,0.803722291
X706.428_3.009,0.554843241
X155.991_6.367,0.863918293
X479.152_2.786,0.111491115
X748.439_2.944,0.554843241
X816.574_3.495,0.554843241
X114.092_2.659,0.972760755
X202.109_5.277,0.609332303
X263.08_2.779,1
X159.969_1.167,0.803722291
X705.621_2.412,0.745579188
X159.969_1.214,1
X224.012_6.219,0.554843241
X224.012_6.019,0.554843241
X340.321_3.334,1
X155.991_6.023,0.554843241
X224.012_6.302,0.554843241
X125.071_5.026,0.554843241
X158.986_6.121,0.554843241
X159.969_1.264,0.554843241
X788.616_5.598,0.554843241
X482.406_3.188,0.554843241
X584.357_2.977,0.554843241
X177.114_5.324,0.773544115
X787.668_3.787,0.554843241
X311.222_2.694,1
X722.423_2.938,0.554843241
X538.351_2.803,0.554843241
X787.668_3.325,0.554843241
X130.534_5.896,0.554843241
X170.154_3.329,0.950551604
X486.097_2.773,0.554843241
X811.309_2.773,0.762505983
X223.056_2.398,0.554843241
X886.543_3.045,0.554843241
X253.009_0.331,0.554843241
X640.382_3.01,0.554843241
X858.584_3.362,0.554843241
X867.399_2.399,0.662190291
X339.032_2.412,0.554843241
X399.089_2.527,0.590257438
X335.059_2.522,0.736255187
X686.439_3.122,0.727935833
X351.217_2.741,1
X648.388_2.997,0.554843241
X222.147_2.554,1
X159.969_1.313,0.773544115
X102.092_0.611,0.803722291
X790.559_3.436,0.773544115
X552.331_2.608,1
X111.969_6.387,0.554843241
X764.434_2.913,0.554843241
X258.111_0.302,1
X662.404_3.01,0.554843241
X166.053_0.305,0.803722291
X382.295_2.86,0.121173393
X392.977_0.31,0.554843241
X902.539_3.065,0.576564896
X512.416_3.112,0.554843241
X128.018_0.336,0.736255187
X710.387_2.978,0.554843241
X724.403_2.913,0.554843241
X900.524_2.999,0.554843241
X155.991_6.411,0.803722291
X367.248_2.847,1
X123.045_0.997,0.736255187
X692.449_3.099,0.554843241
X130.534_6.034,0.554843241
X156.011_2.394,0.554843241
X159.969_1.073,0.554843241
X243.088_2.415,0.554843241
X169.978_2.372,0.560730196
X816.574_3.35,0.736255187
X916.518_3.002,0.554843241
X138.996_6.048,1
X870.549_3.151,0.67434058
X203.007_0.309,0.554843241
X131.975_2.015,1
X131.975_1.9,0.554843241
X127.98_0.372,0.392260691
X229.144_2.812,0.554843241
X884.528_3.107,1
X704.449_3.104,0.554843241
X200.996_6.495,0.817416057
X774.564_3.587,0.736255187
X352.248_2.931,0.773544115
X154.991_6.397,0.838430635
X154.99_6.339,0.881562519
X154.99_6.076,0.803722291
X110.021_6.438,0.554843241
X643.138_2.521,0.560730196
X307.004_2.393,0.845795012
X128.118_4.242,1
X788.616_3.614,0.554843241
X156.991_6.033,0.560730196
X152.995_6.44,1
X131.975_6.684,1
X134.045_0.307,0.554843241
X309_2.393,0.554843241
X131.975_6.925,0.644349207
X200.996_6.552,0.554843241
X200.996_6.663,1
X776.359_2.398,1
X921.611_2.399,0.897127764
X200.996_6.608,0.560730196
X819.433_2.399,0.608308597
X921.486_2.399,0.727935833
X152.995_5.959,1
X867.576_2.399,0.773544115
X111.969_6.564,0.554843241
X867.34_2.399,0.554843241
X116.071_0.468,0.554843241
X819.489_2.399,0.721196944
X776.148_2.398,1
X114.092_0.517,0.554843241
X114.092_0.571,0.554843241
X121.064_5.008,0.818305605
X476.308_2.282,0.554843241
X200.996_6.916,0.554843241
X819.211_2.398,0.803722291
X107.061_4.761,0.560730196
X114.092_0.429,0.736255187
X109.023_6.436,1
X114.092_0.859,0.554843241
X116.071_0.411,0.554843241
X111.969_6.705,0.554843241
X114.092_1.158,0.554843241
X114.092_1.494,0.736255187
X200.996_6.967,0.554843241
X921.674_2.399,0.863918293
X109.023_6.291,0.677802428
X115.964_5.922,1
X118.087_0.476,0.554843241
X118.087_0.407,0.554843241
X806.57_3.909,0.554843241
X336.326_3.423,0.773544115
X782.569_3.961,0.554843241
X372.244_2.75,0.554843241
X326.378_2.99,0.554843241
X782.57_4.015,0.554843241
X358.228_2.703,0.554843241
X304.3_2.835,0.773544115
X760.586_5.601,1
X790.537_3.814,0.554843241
X570.356_2.935,0.554843241
X792.554_3.915,0.554843241
X516.3_2.571,0.554843241
X424.342_2.865,1
X788.521_3.624,0.554843241
X498.289_2.582,0.560730196
X530.289_2.929,0.67866469
X528.309_2.923,0.554843241
X329.248_3.235,1
X328.321_3.281,0.554843241
X572.372_2.972,1
X305.248_3.26,1
X838.559_3.337,0.638469262
X438.298_2.957,0.554843241
X480.279_2.556,0.803722291
X403.284_3.147,0.554843241
X814.559_3.371,0.554843241
X834.603_5.596,1
X300.29_3.145,0.554843241
X1047.735_3.044,0.554843241
X854.554_3.249,0.738823567
X480.345_2.967,0.861239265
X1111.672_2.893,0.637102945
X533.327_2.58,0.554843241
X570.283_2.981,1
X1087.672_2.892,0.554843241
X530.325_2.96,0.554843241
X548.372_2.99,0.554843241
X256.227_3.318,0.769900234
X572.335_2.938,0.554843241
X728.486_3.279,0.773544115
X792.553_3.906,0.554843241
X1135.672_2.89,0.554843241
X620.437_2.993,0.554843241
X480.279_2.514,0.554843241
X448.342_2.867,0.792845865
X379.284_3.167,0.554843241
X854.554_3.321,0.554843241
X546.356_2.933,0.554843241
X576.411_2.999,0.554843241
X256.191_2.844,0.624724399
X462.268_2.583,0.554843241
X532.385_3.004,0.554843241
X556.304_2.967,0.554843241
X804.553_3.688,0.554843241
X240.116_2.324,0.554843241
X766.537_3.889,0.554843241
X852.537_3.277,0.554843241
X822.564_3.588,0.554843241
X664.463_2.992,0.554843241
X822.564_3.498,1
X688.345_2.853,0.554843241
X870.548_3.337,0.773544115
X415.14_2.768,0.590257438
X1093.625_2.886,0.554843241
X880.569_3.352,0.554843241
X226.1_2.274,0.756698767
X608.227_2.768,0.554843241
X708.489_2.982,0.554843241
X364.252_2.923,1
X464.314_2.993,0.803722291
X1017.688_2.946,0.554843241
X1069.624_2.889,0.803722291
X377.195_2.868,0.803722291
X300.29_2.788,0.554843241
X1063.674_2.914,0.554843241
X838.558_3.491,1
X714.471_3.247,0.803722291
X375.21_2.633,1
X122.072_3.63,0.736255187
X538.388_3.104,0.803722291
X488.359_3.01,0.554843241
X866.59_3.576,0.773544115
X898.58_3.268,0.803722291
X385.274_2.874,0.554843241
X820.548_3.485,0.773544115
X766.501_3.29,0.803722291
X184.073_2.885,0.554843241
X319.299_3.424,0.773544115
X327.232_3.01,0.554843241
X149.082_4.534,1
X809.588_4.195,0.554843241
X550.388_3.072,0.803722291
X241.155_0.442,0.554843241
X1051.578_2.882,0.560730196
X874.579_3.377,0.554843241
X506.288_2.93,0.950551604
X610.373_3.02,0.554843241
X874.579_3.277,1
X822.564_3.632,0.554843241
X752.515_2.977,0.554843241
X842.589_3.585,1
X852.538_3.349,0.554843241
X842.589_3.52,0.554843241
X814.559_3.275,0.773544115
X836.543_3.281,1
X1049.619_2.93,0.554843241
X149.082_4.366,1
X846.547_3.178,0.554843241
X836.543_3.349,0.736255187
X862.559_3.343,0.803722291
X171.15_2.504,0.554843241
X846.549_3.324,0.554843241
X518.325_2.837,0.554843241
X754.501_3.331,0.803722291
X149.082_4.427,1
X456.405_3.065,0.554843241
X508.304_3.001,0.554843241
X149.082_4.314,0.736255187
X718.465_3.24,0.554843241
X898.58_3.329,0.554843241
X200.996_6.231,0.554843241
X120.066_0.547,0.953961274
X1045.625_2.888,0.560730196
X798.563_3.515,0.554843241
X798.563_3.548,0.554843241
X638.403_2.987,0.953961274
X172.977_0.472,0.784366827
X828.551_3.874,1
X546.353_3.044,0.554843241
X844.546_3.366,0.554843241
X850.595_3.651,0.554843241
X584.335_2.79,0.554843241
X117.103_0.539,0.564872626
X305.133_2.339,1
X444.332_3.016,0.554843241
X858.584_3.285,0.554843241
X590.322_2.887,0.874869152
X820.548_3.59,0.736255187
X371.316_3.611,0.554843241
X161.092_0.327,0.952773324
X257.223_2.565,0.554843241
X312.633_2.891,0.82930461
X780.517_3.358,0.803722291
X149.082_4.27,1
X880.569_3.302,1
X294.155_0.44,0.554843241
X372.311_2.807,1
X866.59_3.505,0.773544115
X812.542_3.362,0.822492066
X598.349_2.979,0.554843241
X298.274_2.799,0.554843241
X744.481_3.262,1
X850.595_3.71,1
X454.389_3,0.554843241
X1027.577_2.883,1
X878.553_3.259,0.803722291
X1039.671_2.92,1
X371.317_3.604,1
X862.558_3.288,0.554843241
X708.511_4.934,0.803722291
X874.58_3.338,0.554843241
X115.087_0.54,0.950551604
X796.547_3.473,0.554843241
X862.558_3.346,1
X331.263_3.275,0.554843241
X879.255_2.556,0.554843241
X249.112_2.768,0.554843241
X663.454_4.937,0.554843241
X726.47_3.203,0.773544115
X866.59_3.69,0.803722291
X307.173_2.826,0.803722291
X477.181_2.949,0.554843241
X297.146_2.932,0.554843241
X427.741_2.879,0.554843241
X730.465_3.236,0.554843241
X184.073_2.94,0.554843241
X559.385_2.999,0.554843241
X634.408_3.14,1
X879.004_2.556,0.554843241
X740.522_3.883,0.554843241
X131.975_6.769,0.554843241
X131.975_6.581,0.554843241
X650.404_3.146,1
X343.227_3.017,0.554843241
X159.969_6.74,0.554843241
X686.439_3.257,0.554843241
X798.563_3.612,0.554843241
X700.454_3.163,0.736255187
X468.309_2.821,0.560730196
X796.512_3.324,0.554843241
X668.414_2.975,1
X780.553_3.699,0.554843241
X716.485_3.266,1
X796.512_3.283,0.736255187
X343.227_2.907,0.927845983
X736.476_3.119,0.736255187
X796.547_3.404,0.554843241
X812.506_3.308,1
X337.274_3.164,0.554843241
X798.563_3.38,0.773544115
X111.044_2.768,0.554843241
X361.274_3.162,0.560730196
X566.322_2.893,1
X757.621_3.539,0.554843241
X820.549_3.427,0.554843241
X317.66_2.931,0.554843241
X524.299_2.93,0.554843241
X798.527_3.266,0.554843241
X452.277_2.851,0.554843241
X228.097_2.276,1
X339.289_3.256,0.554843241
X542.288_2.784,0.554843241
X814.522_3.363,0.554843241
X319.227_3.081,1
X364.358_3.275,1
X131.975_6.475,1
X604.362_3.028,0.554843241
X796.542_2.973,0.554843241
X291.61_2.879,0.554843241
X710.461_3.089,0.554843241
X780.517_3.481,0.554843241
X552.403_3.173,1
X560.335_2.774,0.554843241
X558.283_2.723,0.554843241
X824.542_3.528,0.554843241
X818.589_3.52,0.554843241
X110.519_6.086,0.554843241
X600.33_2.731,0.746440085
X136.076_0.402,0.897127764
X177.131_2.673,0.953961274
X385.274_3.145,0.554843241
X930.57_3.138,0.554843241
X906.569_3.33,0.554843241
X838.522_3.329,0.554843241
X321.893_0.303,0.554843241
X130.087_0.353,0.554843241
X524.278_2.709,0.554843241
X202.109_4.475,1
X127.087_0.448,0.554843241
X298.274_3.041,0.554843241
X115.965_6.382,0.554843241
X357.3_3.267,0.554843241
X468.309_2.976,1
X251.037_0.323,0.554843241
X111.092_4.28,0.803722291
X301.075_2.705,0.554843241
X111.092_4.227,1
X111.092_3.973,0.773544115
X217.12_4.595,0.554843241
X138.103_4.297,0.822492066
X192.125_4.897,0.554843241
X128.118_3.817,1
X128.118_3.726,0.554843241
X128.118_3.774,0.554843241
X138.103_4.042,0.554843241
X122.072_3.691,0.833138978
X122.072_3.757,0.554843241
X192.125_4.643,0.554843241
X200.996_6.431,0.736255187
X287.889_6.066,0.554843241
X122.964_5.935,0.554843241
X112.087_4.226,0.554843241
X111.092_4.434,0.803722291
X112.087_3.966,0.554843241
X151.098_4.037,0.554843241
X151.098_3.979,0.773544115
X328.916_5.87,0.554843241
X192.125_5.305,1
X921.548_2.4,0.679131988
X921.736_2.399,0.90652645
X192.125_4.696,1
X819.155_2.399,0.897127764
X192.125_5.044,0.736255187
X158.986_5.846,0.554843241
X777.095_2.39,0.554843241
X867.517_2.399,0.881562519
X983.051_2.4,0.554843241
X744.59_3.527,0.554843241
X867.281_2.399,0.554843241
X744.589_3.278,0.554843241
X810.601_3.669,0.554843241
X150.103_5.311,0.554843241
X192.124_4.305,1
X745.622_3.62,0.554843241
X158.986_5.991,1
X136.087_3.719,0.969161453
X812.615_3.579,0.554843241
X136.087_3.922,0.736255187
X744.59_3.613,0.554843241
X776.095_2.398,0.727935833
X181.989_5.768,0.736255187
X838.63_3.61,0.554843241
X737.441_2.398,1
X867.634_2.399,0.935556148
X838.63_3.652,0.554843241
X836.615_3.427,0.554843241
X737.491_2.399,0.90652645
X131.975_1.377,1
X152.995_5.808,1
X128.951_5.843,1
X172.957_6.084,0.560730196
X213.983_5.986,1
X112.087_5.529,0.554843241
X102.092_0.5,0.554843241
X151.098_5.54,0.554843241
X102.092_0.665,0.554843241
X185.115_2.424,0.554843241
X102.092_0.844,0.554843241
X143.107_0.379,0.718987117
X318.887_5.829,0.554843241
X143.107_0.575,0.554843241
X388.255_2.24,0.554843241
X304.892_6.018,0.554843241
X145.99_0.378,0.803722291
X100.076_0.584,0.998753758
X109.102_0.994,1
X143.04_6.076,0.751926257
X109.102_1.532,0.773544115
X109.102_1.852,0.554843241
X141.091_1.354,0.897127764
X109.102_1.247,0.554843241
X136.076_0.419,0.736255187
X141.091_1.257,0.863918293
X135.079_5.134,0.554843241
X515.359_3.003,0.554843241
X603.411_2.992,0.554843241
X647.437_2.988,0.554843241
X466.25_2.226,1
X380.993_2.164,0.554843241
X112.087_4.125,0.554843241
X458.23_2.165,1
X166.087_0.465,0.554843241
X596.356_3.046,0.554843241
X582.56_2.226,1
X669.418_2.994,0.554843241
X706.399_2.251,1
X455.725_2.239,0.736255187
X493.314_3.018,0.554843241
X449.738_2.229,0.554843241
X426.484_2.164,1
X713.445_2.982,0.554843241
X510.584_2.174,1
X389.698_2.213,0.554843241
X443.633_2.199,1
X757.47_2.982,0.554843241
X443.54_2.229,0.554843241
X420.899_2.103,1
X636.064_2.371,0.803722291
X436.472_2.165,0.803722291
X372.459_2.145,0.554843241
X153.114_3.835,0.554843241
X449.288_3.027,0.554843241
X400.97_2.127,0.554843241
X635.813_2.371,1
X856.568_3.284,0.554843241
X801.497_2.976,0.554843241
X643.532_2.226,0.554843241
X153.114_3.731,0.554843241
X309.242_3.027,0.736255187
X220.098_2.367,0.554843241
X705.308_2.339,1
X534.291_2.126,0.554843241
X415.212_2.834,0.554843241
X641.365_3.006,0.554843241
X650.978_2.339,0.898273843
X651.054_2.339,1
X808.569_3.104,0.554843241
X705.058_2.339,0.893672571
X685.391_3.001,0.554843241
X854.553_3.251,0.8912807
X651.132_2.339,0.816411073
X882.585_3.363,0.554843241
X366.785_2.164,0.554843241
X399.394_3.159,0.950551604
X375.21_2.641,0.554843241
X536.446_2.226,0.554843241
X369.263_2.778,0.554843241
X769.153_2.339,0.554843241
X351.253_2.777,0.8912807
X409.725_2.21,0.554843241
X850.733_2.542,0.554843241
X769.244_2.339,0.554843241
X149.082_3.816,0.736255187
X277.216_2.921,0.554843241
X293.162_2.447,0.750934946
X203.053_0.315,0.554843241
X650.901_2.339,0.950551604
X511.508_2.212,0.554843241
X457.903_2.212,0.554843241
X769.062_2.339,0.554843241
X852.539_3.253,0.773544115
X128.951_6.561,0.554843241
X442.353_2.827,0.554843241
X729.418_2.987,0.554843241
X769.335_2.339,0.554843241
X830.554_3.171,0.554843241
X427.267_2.561,0.554843241
X806.555_3.652,0.554843241
X333.164_2.456,1
X834.585_3.142,0.554843241
X672.424_3.094,0.736255187
X263.2_2.895,0.554843241
X471.38_3.045,0.90652645
X914.576_3.148,0.554843241
X884.529_3.074,0.554843241
X386.717_2.856,0.554843241
X826.558_3.367,1
X900.523_3.027,0.554843241
X177.114_5.515,0.554843241
X406.732_2.889,0.554843241
X868.534_3.116,0.554843241
X524.277_2.788,1
X318.193_2.363,0.554843241
X664.418_3.004,0.554843241
X553.315_3.018,0.554843241
X634.371_2.921,0.554843241
X886.544_3.107,0.554843241
X361.709_2.314,0.554843241
X860.528_3.119,0.554843241
X291.146_2.393,0.736255187
X319.227_3.027,1
X278.881_0.317,0.554843241
X912.559_3.197,0.554843241
X862.543_3.093,0.554843241
X852.539_3.208,0.554843241
X369.264_2.943,0.803722291
X806.554_3.155,0.554843241
X319.226_2.922,0.554843241
X111.969_5.928,0.554843241
X928.555_3.093,0.554843241
X114.092_6.41,0.554843241
X138.103_3.729,0.554843241
X131.975_6.939,0.625371526
X131.975_1.437,1
X131.975_1.336,0.554843241
X131.975_1.582,1
X131.975_1.622,1
X131.975_0.708,0.554843241
X131.975_0.913,1
X131.975_1.077,0.554843241
X131.975_0.799,0.773544115
X131.975_1.215,0.736255187
X131.975_1.273,0.863918293
X200.996_6.105,0.554843241
X131.975_1.032,1
X131.975_0.739,1
X117.103_0.478,0.814666375
X216.045_2.521,0.803722291
X203.015_2.391,0.554843241
X174.999_5.806,0.554843241
X287.889_5.818,0.554843241
X172.977_6.331,0.773544115
X214.004_6.355,0.554843241
X127.076_1.363,0.736255187
X155.107_6.981,0.554843241
X130.087_0.452,0.857824617
X143.04_2.217,0.554843241
X125.071_0.362,0.595631639
X172.977_0.421,0.803722291
X111.04_2.713,0.736255187
X115.076_0.943,0.554843241
X125.071_0.349,1
X115.076_0.738,0.554843241
X154.99_6.223,0.881562519
X154.99_5.998,0.773544115
X103.956_3.65,0.554843241
X200.996_6.753,0.859511153
X200.996_6.378,0.554843241
X155.991_5.971,0.773544115
X223.989_6.195,0.554843241
X140.082_5.513,0.554843241
X145.99_0.378.1,0.554843241
X245.994_5.972,0.554843241
X194.022_6.05,0.554843241
X190.004_6.217,0.721196944
X194.022_5.955,0.554843241
X155.988_6.046,0.554843241
X194.022_6.031,0.554843241
X155.988_6.157,0.554843241
X119.026_6.034,0.554843241
X119.026_5.842,0.554843241
X276.897_6.388,1
X119.026_5.919,0.554843241
X119.026_6,0.554843241
