filename,X720.445_3.09,X396.332_2.991,X494.325_2.865,X137.046_0.35
naive_VS_infected,0.0458126115,0.000774852,0.036089976,4.872e-06
naive_combo,0.989161952,0.712249071,0.06815312100000001,6.48e-05
naive_VS_BNZ,0.0458126115,0.018961102,0.2258680095,0.004203814
infected_VS_combo,0.0458126115,0.004832508,0.933330363,0.453220553
infected_VS_BNZ,0.989161952,0.3332983908,0.2258680095,0.0443557635
combo_VS_BNZ,0.0458126115,0.148291206,0.2804807412,0.306622008
