filename,NGP24h
org_pos_3331,1
org_pos_3531,1
org_pos_3699,1
aq_pos_2408,1
aq_pos_2622,1
aq_pos_2801,1
aq_pos_3186,1
aq_pos_3233,1
aq_pos_3300,1
aq_pos_4338,1
aq_pos_5137,1
aq_pos_5465,1
org_pos_1167,1
org_pos_1511,1
org_pos_2531,1
org_pos_2631,1
org_pos_2643,1
org_pos_2668,1
org_pos_2722,1
org_pos_2891,1
org_pos_3468,1
org_pos_3577,1
aq_pos_2351,1
aq_pos_3892,1
aq_pos_4251,1
aq_pos_4273,1
aq_pos_4332,1
aq_pos_6077,1
org_pos_580,1
org_pos_1364,1
org_pos_1533,1
org_pos_1756,1
org_pos_2147,1
org_pos_2711,1
org_pos_2755,1
org_pos_3006,1
org_pos_3138,1
org_pos_3320,1
aq_pos_2344,1
aq_pos_2350,1
aq_pos_2652,1
aq_pos_4158,1
aq_pos_5459,1
aq_pos_5728,1
org_pos_1452,1
org_pos_1521,1
org_pos_1882,1
org_pos_1883,1
org_pos_2108,1
org_pos_2144,1
org_pos_2196,1
org_pos_2757,1
org_pos_2909,1
org_pos_3012,1
org_pos_3308,1
org_pos_3622,1
org_pos_3629,1
org_pos_3843,1
aq_pos_2070,1
aq_pos_2115,1
aq_pos_2237,1
aq_pos_2474,1
aq_pos_2645,1
aq_pos_2824,1
aq_pos_3327,1
aq_pos_3790,1
aq_pos_5482,1
org_pos_1477,1
org_pos_1676,1
org_pos_1850,1
org_pos_2677,1
org_pos_2791,1
org_pos_2948,1
org_pos_3156,1
aq_pos_852,1
aq_pos_2120,1
aq_pos_2140,1
aq_pos_2190,1
aq_pos_3459,1
aq_pos_3772,1
aq_pos_3777,1
aq_pos_5300,1
aq_pos_6193,1
aq_pos_6686,1
aq_pos_7025,1
org_pos_1158,1
org_pos_1194,1
org_pos_1431,1
org_pos_1534,1
org_pos_1551,1
org_pos_1943,1
org_pos_1999,1
org_pos_2003,1
org_pos_2189,1
org_pos_2483,1
org_pos_2767,1
org_pos_2776,1
org_pos_2813,1
org_pos_2857,1
org_pos_3392,1
org_pos_3891,1
aq_pos_2055,1
aq_pos_2068,1
aq_pos_2175,1
aq_pos_2681,1
aq_pos_2742,1
aq_pos_2842,1
aq_pos_3611,1
aq_pos_4374,1
aq_pos_5131,1
aq_pos_5240,1
aq_pos_5513,1
aq_pos_6239,1
aq_pos_6687,1
org_pos_29,1
org_pos_1197,1
org_pos_1480,1
org_pos_1582,1
org_pos_1702,1
org_pos_2571,1
org_pos_2619,1
org_pos_2715,1
org_pos_2904,1
org_pos_2970,1
org_pos_2990,1
org_pos_3834,1
aq_pos_35,1
aq_pos_2197,1
aq_pos_4340,1
aq_pos_5543,1
aq_pos_5956,1
aq_pos_6078,1
org_pos_1736,1
org_pos_1738,1
org_pos_2624,1
org_pos_3635,1
aq_pos_1251,1
aq_pos_2063,1
aq_pos_2385,1
aq_pos_2674,1
aq_pos_2847,1
aq_pos_4334,1
aq_pos_4391,1
aq_pos_4689,1
aq_pos_4720,1
aq_pos_4875,1
aq_pos_5072,1
aq_pos_5327,1
aq_pos_5396,1
aq_pos_6620,1
org_pos_1366,1
org_pos_2151,1
org_pos_2816,1
org_pos_3071,1
org_pos_3090,1
aq_pos_872,1
aq_pos_2343,1
aq_pos_2750,1
aq_pos_2818,1
aq_pos_3689,1
aq_pos_4640,1
aq_pos_5118,1
aq_pos_5576,1
aq_pos_6237,1
aq_pos_7033,1
org_pos_184,1
org_pos_836,1
org_pos_1412,1
org_pos_1495,1
org_pos_1500,1
org_pos_1553,1
org_pos_2507,1
org_pos_2770,1
org_pos_2827,1
org_pos_2993,1
org_pos_3325,1
org_pos_3573,1
aq_pos_1628,1
aq_pos_2485,1
aq_pos_3583,1
aq_pos_3792,1
aq_pos_3988,1
aq_pos_4144,1
aq_pos_4592,1
aq_pos_4625,1
aq_pos_4883,1
aq_pos_5530,1
aq_pos_5910,1
org_pos_46,1
org_pos_127,1
org_pos_172,1
org_pos_1292,1
org_pos_1448,1
org_pos_1625,1
org_pos_1904,1
org_pos_2093,1
org_pos_2593,1
org_pos_2900,1
org_pos_3105,1
org_pos_3207,1
org_pos_3243,1
org_pos_3358,1
org_pos_3371,1
org_pos_3465,1
org_pos_3615,1
aq_pos_1200,1
aq_pos_1312,1
aq_pos_3165,1
aq_pos_3193,1
aq_pos_3455,1
aq_pos_4603,1
aq_pos_4651,1
aq_pos_5421,1
aq_pos_6541,1
aq_pos_6613,1
aq_pos_6629,1
org_pos_229,1
org_pos_1160,1
org_pos_1176,1
org_pos_1196,1
org_pos_1279,1
org_pos_1605,1
org_pos_1821,1
org_pos_1939,1
org_pos_2037,1
org_pos_2811,1
org_pos_3046,1
org_pos_3333,1
org_pos_3345,1
aq_pos_118,1
aq_pos_2302,1
aq_pos_2382,1
aq_pos_2957,1
aq_pos_3027,1
aq_pos_4399,1
aq_pos_4751,1
aq_pos_4869,1
aq_pos_4899,1
aq_pos_5517,1
aq_pos_5529,1
aq_pos_6998,1
org_pos_71,1
org_pos_1135,1
org_pos_1979,1
org_pos_3061,1
org_pos_3102,1
org_pos_3130,1
org_pos_3149,1
org_pos_3485,1
aq_pos_1235,1
aq_pos_2494,1
aq_pos_4518,1
aq_pos_4567,1
aq_pos_5297,1
aq_pos_6869,1
org_pos_253,1
org_pos_455,1
org_pos_1055,1
org_pos_1550,1
org_pos_1815,1
org_pos_1859,1
org_pos_2452,1
org_pos_2765,1
org_pos_2802,1
org_pos_2886,1
org_pos_2969,1
org_pos_3478,1
org_pos_3648,1
aq_pos_2185,1
aq_pos_2387,1
aq_pos_2497,1
aq_pos_2615,1
aq_pos_2827,1
aq_pos_2955,1
aq_pos_3614,1
aq_pos_3706,1
aq_pos_3795,1
aq_pos_3912,1
aq_pos_4165,1
aq_pos_4380,1
aq_pos_4525,1
aq_pos_4803,1
aq_pos_4906,1
aq_pos_5380,1
aq_pos_5926,1
aq_pos_6560,1
aq_pos_6623,1
org_pos_89,1
org_pos_202,1
org_pos_311,1
org_pos_1198,1
org_pos_1207,1
org_pos_1502,1
org_pos_1734,1
org_pos_2014,1
org_pos_2075,1
org_pos_2870,1
org_pos_2903,1
org_pos_2998,1
org_pos_3337,1
org_pos_3595,1
aq_pos_388,1
aq_pos_2224,1
aq_pos_2364,1
aq_pos_2438,1
aq_pos_2441,1
aq_pos_2630,1
aq_pos_2819,1
aq_pos_2976,1
aq_pos_3079,1
aq_pos_3084,1
aq_pos_3140,1
aq_pos_3151,1
aq_pos_3329,1
aq_pos_4091,1
aq_pos_5388,1
aq_pos_6587,1
org_pos_15,1
org_pos_674,1
org_pos_697,1
org_pos_1215,1
org_pos_1488,1
org_pos_1621,1
org_pos_1779,1
org_pos_2509,1
org_pos_2572,1
org_pos_3115,1
org_pos_3328,1
org_pos_3350,1
org_pos_3562,1
org_pos_3794,1
aq_pos_1899,1
aq_pos_2882,1
aq_pos_2970,1
aq_pos_3454,1
aq_pos_3603,1
aq_pos_3623,1
aq_pos_3886,1
aq_pos_4151,1
aq_pos_4366,1
aq_pos_4549,1
aq_pos_4650,1
aq_pos_5473,1
aq_pos_6196,1
aq_pos_6236,1
aq_pos_6463,1
org_pos_149,1
org_pos_272,1
org_pos_326,1
org_pos_628,1
org_pos_1590,1
org_pos_1998,1
org_pos_2321,1
org_pos_2709,1
org_pos_2824,1
org_pos_2825,1
org_pos_3047,1
org_pos_3050,1
aq_pos_2259,1
aq_pos_3390,1
aq_pos_3393,1
aq_pos_3410,1
aq_pos_3462,1
aq_pos_4645,1
aq_pos_5382,1
aq_pos_5411,1
aq_pos_5500,1
aq_pos_6479,1
aq_pos_6607,1
org_pos_1179,1
org_pos_1428,1
org_pos_1585,1
org_pos_2016,1
org_pos_2887,1
org_pos_3002,1
org_pos_3007,1
org_pos_3036,1
org_pos_3048,1
org_pos_3117,1
aq_pos_1178,1
aq_pos_2281,1
aq_pos_2384,1
aq_pos_2809,1
aq_pos_3445,1
aq_pos_3649,1
aq_pos_3968,1
aq_pos_4330,1
aq_pos_4655,1
aq_pos_4923,1
aq_pos_5376,1
aq_pos_5478,1
aq_pos_5955,1
aq_pos_6341,1
aq_pos_6352,1
org_pos_324,1
org_pos_1072,1
org_pos_1101,1
org_pos_1353,1
org_pos_1762,1
org_pos_1945,1
org_pos_2182,1
org_pos_2739,1
org_pos_2945,1
org_pos_3244,1
org_pos_3521,1
aq_pos_657,1
aq_pos_2050,1
aq_pos_2169,1
aq_pos_2194,1
aq_pos_2833,1
aq_pos_3368,1
aq_pos_4246,1
aq_pos_4302,1
aq_pos_4376,1
aq_pos_4543,1
aq_pos_4615,1
aq_pos_5247,1
aq_pos_5314,1
aq_pos_5400,1
aq_pos_5402,1
aq_pos_6229,1
aq_pos_6426,1
aq_pos_6658,1
org_pos_1523,1
org_pos_1679,1
org_pos_1885,1
org_pos_1893,1
org_pos_2587,1
org_pos_2876,1
org_pos_3062,1
org_pos_3264,1
org_pos_3341,1
org_pos_3460,1
org_pos_3524,1
aq_pos_1299,1
aq_pos_2252,1
aq_pos_2301,1
aq_pos_2465,1
aq_pos_2618,1
aq_pos_2644,1
aq_pos_2945,1
aq_pos_3034,1
aq_pos_3656,1
aq_pos_3764,1
aq_pos_3782,1
aq_pos_3830,1
aq_pos_3878,1
aq_pos_4361,1
aq_pos_4910,1
aq_pos_5002,1
aq_pos_5200,1
aq_pos_6232,1
org_pos_1505,1
org_pos_1680,1
org_pos_2908,1
org_pos_2984,1
org_pos_3035,1
org_pos_3214,1
aq_pos_2243,1
aq_pos_2273,1
aq_pos_2683,1
aq_pos_3296,1
aq_pos_3485,1
aq_pos_3544,1
aq_pos_3906,1
aq_pos_4350,1
aq_pos_4704,1
aq_pos_5730,1
aq_pos_6350,1
aq_pos_6652,1
org_pos_667,1
org_pos_689,1
org_pos_1265,1
org_pos_1498,1
org_pos_1632,1
org_pos_1733,1
org_pos_1915,1
org_pos_1940,1
org_pos_1946,1
org_pos_2634,1
org_pos_2729,1
org_pos_2751,1
org_pos_2946,1
org_pos_3216,1
org_pos_3256,1
org_pos_3663,1
aq_pos_2313,1
aq_pos_2611,1
aq_pos_2730,1
aq_pos_3326,1
aq_pos_3588,1
aq_pos_3891,1
aq_pos_4654,1
aq_pos_4713,1
aq_pos_5568,1
aq_pos_5704,1
aq_pos_5988,1
aq_pos_6342,1
aq_pos_6631,1
aq_pos_7009,1
org_pos_78,1
org_pos_607,1
org_pos_984,1
org_pos_1589,1
org_pos_1803,1
org_pos_1860,1
org_pos_1925,1
org_pos_2126,1
org_pos_2512,1
org_pos_2667,1
org_pos_2672,1
org_pos_2860,1
org_pos_2885,1
org_pos_2972,1
org_pos_3153,1
org_pos_3174,1
org_pos_3283,1
aq_pos_822,1
aq_pos_2075,1
aq_pos_2405,1
aq_pos_2734,1
aq_pos_2743,1
aq_pos_2752,1
aq_pos_2871,1
aq_pos_3110,1
aq_pos_3181,1
aq_pos_3448,1
aq_pos_3646,1
aq_pos_3738,1
aq_pos_4248,1
aq_pos_5124,1
aq_pos_5990,1
aq_pos_6212,1
org_pos_491,1
org_pos_1445,1
org_pos_2046,1
org_pos_2397,1
org_pos_2819,1
org_pos_2957,1
org_pos_3196,1
org_pos_3482,1
org_pos_3727,1
aq_pos_114,1
aq_pos_348,1
aq_pos_364,1
aq_pos_2132,1
aq_pos_2390,1
aq_pos_2482,1
aq_pos_3013,1
aq_pos_3551,1
aq_pos_4029,1
aq_pos_4076,1
aq_pos_4690,1
aq_pos_5432,1
aq_pos_5770,1
aq_pos_5879,1
aq_pos_5961,1
aq_pos_6362,1
aq_pos_7034,1
org_pos_346,1
org_pos_348,1
org_pos_1329,1
org_pos_1380,1
org_pos_1773,1
org_pos_1811,1
org_pos_1855,1
org_pos_1878,1
org_pos_3181,1
org_pos_3431,1
org_pos_3662,1
