filename,cluster_index,classes,CF_superclass_score,MeanDecreaseAccuracy,annotation,ppm,M.Z,RT,Cosine.Score,No..of.Shared.Peaks,Mass.Diff..to.Library.Reference,Analog.,Nearest.Neighbors,LVB
X396.332_2.991,632,Organic nitrogen compounds,0.010526316,2.971050971,NA,NA,396.332,2.991,NA,NA,NA,Yes,Spectral Match to Nonaethylene glycol from NIST14,group9
