organ,LA,LVB,LVT,RA,RVB,RVT,sum_all
X349.184_2.216,9.45E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0000945
X802.557_3.396,0.00E+00,0.00E+00,0.00E+00,9.48E-05,0.00E+00,0,0.0000948
X325.216_3.007,0.00E+00,0.00E+00,9.48E-05,0.00E+00,0.00E+00,0,0.0000948
X804.516_3.454,0.00E+00,0.00E+00,9.53E-05,0.00E+00,0.00E+00,0,0.0000953
X180.022_5.989,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.53E-05,0,0.0000953
X336.311_3.046,0.00E+00,0.00E+00,0.00E+00,9.53E-05,0.00E+00,0,0.0000953
X378.78_3.494,9.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0000958
X476.374_2.929,0.00E+00,0.00E+00,0.00E+00,9.58E-05,0.00E+00,0,0.0000958
X285.17_2.652,9.61E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0000961
X302.305_2.804,0.00E+00,4.58E-05,5.04E-05,0.00E+00,0.00E+00,0,0.0000962
X134.04_0.437,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.63E-05,0,0.0000963
X531.845_5.693,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.63E-05,0,0.0000963
X813.62_5.6,0.00E+00,0.00E+00,9.63E-05,0.00E+00,0.00E+00,0,0.0000963
X103.055_0.597,9.64E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0000964
X399.252_3.053,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.66E-05,0,0.0000966
X114.074_2.118,9.67E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0000967
X804.589_3.726,0.00E+00,0.00E+00,9.67E-05,0.00E+00,0.00E+00,0,0.0000967
X319.19_2.857,0.00E+00,0.00E+00,9.69E-05,0.00E+00,0.00E+00,0,0.0000969
X451.315_2.964,9.70E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.000097
X550.327_2.889,0.00E+00,0.00E+00,9.70E-05,0.00E+00,0.00E+00,0,0.000097
X457.903_2.212,0.00E+00,0.00E+00,0.00E+00,9.73E-05,0.00E+00,0,0.0000973
X405.226_2.801,0.00E+00,0.00E+00,9.73E-05,0.00E+00,0.00E+00,0,0.0000973
X818.605_5.634,0.00E+00,0.00E+00,9.73E-05,0.00E+00,0.00E+00,0,0.0000973
X748.547_3.567,9.75E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0000975
X556.268_2.65,0.00E+00,0.00E+00,9.81E-05,0.00E+00,0.00E+00,0,0.0000981
X205.097_0.615,0.00E+00,0.00E+00,5.02E-05,4.80E-05,0.00E+00,0,0.0000982
X421.222_2.649,0.00E+00,0.00E+00,9.86E-05,0.00E+00,0.00E+00,0,0.0000986
X786.527_3.286,9.88E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0000988
X305.248_3.146,0.00E+00,9.91E-05,0.00E+00,0.00E+00,0.00E+00,0,0.0000991
X557.18_2.732,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.91E-05,0,0.0000991
X249.149_2.63,0.00E+00,9.91E-05,0.00E+00,0.00E+00,0.00E+00,0,0.0000991
X421.187_2.496,0.00E+00,0.00E+00,9.97E-05,0.00E+00,0.00E+00,0,0.00009968
X672.505_3.6,1.00E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0001001
X214.217_3,0.00E+00,0.00E+00,3.20E-05,0.00E+00,0.00E+00,0.0000681,0.0001001
X325.189_4.706,0,0,0,0,0,0.000100281,0.000100281
X213.185_1.524,0.00E+00,0.00E+00,1.01E-04,0.00E+00,0.00E+00,0,0.0001006
X234.957_0.346,0,0,0,0,0,0.000100706,0.000100706
X794.605_5.605,0.00E+00,0.00E+00,1.01E-04,0.00E+00,0.00E+00,0,0.0001008
X634.336_2.536,0.00E+00,0.00E+00,1.01E-04,0.00E+00,0.00E+00,0,0.0001011
X553.315_3.021,0,0.000101253,0,0,0,0,0.000101253
X339.115_5.627,0,0,0.000101318,0,0,0,0.000101318
X508.436_3.093,0,0,0.000101711,0,0,0,0.000101711
X766.448_2.91,7.62E-05,0.00E+00,2.56E-05,0.00E+00,0.00E+00,0,0.0001018
X641.367_3.008,0,0.000101894,0,0,0,0,0.000101894
X393.21_2.245,6.10E-05,0.00E+00,0.00E+00,4.09E-05,0.00E+00,0,0.0001019
X170.129_0.459,0.00E+00,1.02E-04,0.00E+00,0.00E+00,0.00E+00,0,0.0001019
X410.96_2.211,0,0,0.000102057,0,0,0,0.000102057
X529.284_2.184,0.00E+00,1.02E-04,0.00E+00,0.00E+00,0.00E+00,0,0.0001021
X389.196_2.621,0.00E+00,0.00E+00,1.02E-04,0.00E+00,0.00E+00,0,0.0001022
X127.039_2.067,0.000102589,0,0,0,0,0,0.000102589
X451.342_3.175,1.03E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0001026
X502.224_2.413,1.77E-05,3.09E-05,1.18E-05,4.23E-05,0.00E+00,0,0.0001027
X229.108_2.472,0.00E+00,0.00E+00,1.03E-04,0.00E+00,0.00E+00,0,0.0001032
X115.076_2.075,0.00E+00,0.00E+00,1.03E-04,0.00E+00,0.00E+00,0,0.0001034
X300.633_2.897,1.64E-05,0.00E+00,0.00E+00,8.73E-05,0.00E+00,0,0.0001037
X488.823_3.298,0,0,0,0,0.000103893,0,0.000103893
X462.297_2.922,0.00E+00,0.00E+00,1.04E-04,0.00E+00,0.00E+00,0,0.0001039
X142.071_2.429,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.0001039,0.0001039
X560.3_2.683,0.00E+00,4.64E-05,5.76E-05,0.00E+00,0.00E+00,0,0.000104
X614.37_2.762,0.00E+00,7.55E-05,0.00E+00,0.00E+00,0.00E+00,0.0000288,0.0001043
X720.552_3.776,4.42E-05,0.00E+00,6.02E-05,0.00E+00,0.00E+00,0,0.0001044
X314.163_2.031,0.000104519,0,0,0,0,0,0.000104519
X403.212_2.616,0,0,0.000105877,0,0,0,0.000105877
X834.601_4.851,0.000106031,0,0,0,0,0,0.000106031
X103.956_5.227,0.000106174,0,0,0,0,0,0.000106174
X248.892_0.31,0.000106247,0,0,0,0,0,0.000106247
X808.569_3.971,0.000106784,0,0,0,0,0,0.000106784
X782.531_3.523,0.00E+00,0.00E+00,8.67E-05,2.01E-05,0.00E+00,0,0.0001068
X601.336_5.631,0,0,0.0001072,0,0,0,0.0001072
X134.04_0.323,0,0,0,0,0.000107342,0,0.000107342
X745.622_3.29,2.80E-05,0.00E+00,7.95E-05,0.00E+00,0.00E+00,0,0.0001075
X815.698_3.306,0.00E+00,0.00E+00,4.93E-05,5.82E-05,0.00E+00,0,0.0001075
X758.531_3.388,0.00E+00,0.00E+00,9.28E-06,9.84E-05,0.00E+00,0,0.00010768
X131.082_6.33,0,0,0,0.000107853,0,0,0.000107853
X264.127_2.276,3.52E-05,7.30E-05,0.00E+00,0.00E+00,0.00E+00,0,0.0001082
X443.205_2.702,0,0,0.000108207,0,0,0,0.000108207
X794.604_3.361,0,0,0.000108479,0,0,0,0.000108479
X781.619_5.551,5.28E-05,0.00E+00,0.00E+00,0.00E+00,5.61E-05,0,0.0001089
X724.527_4.138,0,0,0.000108924,0,0,0,0.000108924
X252.079_2.625,7.88E-05,0.00E+00,3.02E-05,0.00E+00,0.00E+00,0,0.000109
X748.548_3.524,1.10E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00011
X834.585_3.964,1.10E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0001103
X461.215_2.634,0,0,0.000110681,0,0,0,0.000110681
X630.413_3.089,9.67E-05,0.00E+00,1.42E-05,0.00E+00,0.00E+00,0,0.0001109
X720.591_5.646,0,0,0.000111058,0,0,0,0.000111058
X395.363_3.283,0.00E+00,0.00E+00,0.00E+00,1.11E-04,0.00E+00,0,0.0001113
X641.367_3.064,0.000111372,0,0,0,0,0,0.000111372
X648.629_5,3.92E-05,0.00E+00,0.00E+00,7.22E-05,0.00E+00,0,0.0001114
X242.567_2.784,0.00E+00,0.00E+00,1.12E-04,0.00E+00,0.00E+00,0,0.0001115
X349.2_2.658,0.00E+00,5.07E-05,0.00E+00,6.09E-05,0.00E+00,0,0.0001116
X453.784_3.606,0,0,0,0,0.000111624,0,0.000111624
X242.212_3.324,9.52E-05,0.00E+00,1.66E-05,0.00E+00,0.00E+00,0,0.0001118
X276.175_2.546,0,0,0.000111874,0,0,0,0.000111874
X694.986_2.244,0.00E+00,0.00E+00,0.00E+00,1.12E-04,0.00E+00,0,0.0001124
X421.223_2.584,0,0,0.000112542,0,0,0,0.000112542
X546.283_2.985,0.00E+00,0.00E+00,1.13E-04,0.00E+00,0.00E+00,0,0.0001127
X127.039_2.299,0.000112703,0,0,0,0,0,0.000112703
X102.092_2.604,1.71E-05,0.00E+00,9.64E-05,0.00E+00,0.00E+00,0,0.0001135
X665.853_2.416,0.00E+00,1.14E-04,0.00E+00,0.00E+00,0.00E+00,0,0.0001141
X170.092_5.28,0,0,0,0.000114311,0,0,0.000114311
X506.361_3.016,0,0,0.000114695,0,0,0,0.000114695
X298.347_2.917,2.82E-05,0.00E+00,0.00E+00,0.00E+00,8.70E-05,0,0.0001152
X796.582_5.568,0,0,0.000116378,0,0,0,0.000116378
X553.328_2.259,0.00E+00,3.57E-05,0.00E+00,3.30E-05,0.00E+00,0.0000477,0.0001164
X312.158_5.646,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.0001164,0.0001164
X663.672_2.237,0.00E+00,2.53E-05,9.12E-05,0.00E+00,0.00E+00,0,0.0001165
X290.27_2.644,0.00E+00,4.67E-05,0.00E+00,0.00E+00,7.01E-05,0,0.0001168
X333.206_2.743,0.00E+00,0.00E+00,1.17E-04,0.00E+00,0.00E+00,0,0.00011739
X607.298_2.24,0.00E+00,0.00E+00,0.00E+00,1.17E-04,0.00E+00,0,0.0001174
X172.206_2.507,0.000117439,0,0,0,0,0,0.000117439
X170.129_0.487,0.00E+00,1.18E-04,0.00E+00,0.00E+00,0.00E+00,0,0.0001177
X381.384_3.721,9.13E-05,0.00E+00,0.00E+00,2.64E-05,0.00E+00,0,0.0001177
X425.41_3.207,0.00E+00,0.00E+00,0.00E+00,1.18E-04,0.00E+00,0,0.0001177
X254.248_3.132,0.00E+00,0.00E+00,6.67E-05,5.11E-05,0.00E+00,0,0.0001178
X818.605_3.358,0,0,0.000118157,0,0,0,0.000118157
X622.264_2.414,0.00E+00,0.00E+00,1.19E-04,0.00E+00,0.00E+00,0,0.0001188
X616.177_2.74,0,0,0,0.000119044,0,0,0.000119044
X277.216_3.082,0,0.00011961,0,0,0,0,0.00011961
X731.606_4.466,0,0,0,0.000119691,0,0,0.000119691
X354.285_2.925,0.00E+00,0.00E+00,4.39E-05,0.00E+00,0.00E+00,0.0000758,0.0001197
X484.436_3.152,0,0,0.000120225,0,0,0,0.000120225
X452.373_2.945,0.00E+00,0.00E+00,3.50E-05,8.53E-05,0.00E+00,0,0.0001203
X317.211_2.77,0.00E+00,0.00E+00,0.00E+00,1.20E-04,0.00E+00,0,0.0001204
X718.574_3.537,0.000120733,0,0,0,0,0,0.000120733
X590.309_2.656,0.00E+00,0.00E+00,1.21E-04,0.00E+00,0.00E+00,0,0.0001211
X127.039_6.611,0.000121152,0,0,0,0,0,0.000121152
X264.209_2.688,0,0.000121554,0,0,0,0,0.000121554
X309.242_2.852,0.00E+00,5.25E-05,6.99E-05,0.00E+00,0.00E+00,0,0.0001224
X119.026_6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.31E-05,0.0000295,0.0001226
X523.056_2.466,0,0.00012295,0,0,0,0,0.00012295
X245.187_2.22,0.00E+00,1.23E-04,0.00E+00,0.00E+00,0.00E+00,0,0.000123
X564.498_2.407,0.00E+00,1.23E-04,0.00E+00,0.00E+00,0.00E+00,0,0.0001231
X614.309_2.589,0,0,0.000123281,0,0,0,0.000123281
X756.479_3.223,0.00E+00,0.00E+00,0.00E+00,1.24E-04,0.00E+00,0,0.0001239
X806.53_3.404,0.00E+00,0.00E+00,1.24E-04,0.00E+00,0.00E+00,0,0.000124
X776.558_3.641,0,0,0.000124314,0,0,0,0.000124314
X205.098_0.627,0.00E+00,5.17E-05,3.51E-05,3.76E-05,0.00E+00,0,0.0001244
X461.216_2.531,0.00E+00,0.00E+00,1.25E-04,0.00E+00,0.00E+00,0,0.0001249
X1043.702_2.969,0.00E+00,0.00E+00,1.25E-04,0.00E+00,0.00E+00,0,0.0001251
X664.311_2.432,0.00E+00,0.00E+00,1.25E-04,0.00E+00,0.00E+00,0,0.0001253
X396.232_2.701,0.00E+00,1.26E-04,0.00E+00,0.00E+00,0.00E+00,0,0.0001255
X237.185_3.468,1.12E-04,0.00E+00,1.39E-05,0.00E+00,0.00E+00,0,0.0001255
X117.028_5.695,0,0,0,0,0,0.000125562,0.000125562
X800.542_3.562,0.00E+00,0.00E+00,5.70E-05,6.87E-05,0.00E+00,0,0.0001257
X658.408_3.184,0.00E+00,0.00E+00,1.26E-04,0.00E+00,0.00E+00,0,0.0001258
X267.159_2.667,5.37E-05,0.00E+00,7.21E-05,0.00E+00,0.00E+00,0,0.0001258
X420.179_2.418,0,0,0.000125874,0,0,0,0.000125874
X119.014_5.688,1.26E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0001263
X836.601_4.181,1.27E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0001265
X387.217_2.697,0,0,0.000126757,0,0,0,0.000126757
X510.452_3.16,0,0,0.000127439,0,0,0,0.000127439
X130.017_2.407,0.00E+00,0.00E+00,1.28E-04,0.00E+00,0.00E+00,0,0.0001277
X551.356_3.082,0.00E+00,0.00E+00,7.82E-05,0.00E+00,0.00E+00,0.0000495,0.0001277
X850.595_3.894,0,0,0.000128205,0,0,0,0.000128205
X284.162_5.6,0,0,0,0,0.000128219,0,0.000128219
X368.258_3.021,0.00E+00,0.00E+00,3.06E-05,9.76E-05,0.00E+00,0,0.00012824
X250.572_2.772,0,0.0000197,0,0,0,0.000108765,0.000128465
X934.528_3.165,0.00E+00,0.00E+00,1.29E-04,0.00E+00,0.00E+00,0,0.0001287
X769.556_5.559,0.000129065,0,0,0,0,0,0.000129065
X438.379_3.197,0,0,0.000129282,0,0,0,0.000129282
X347.124_2.293,4.61E-05,0.00E+00,4.35E-05,3.98E-05,0.00E+00,0,0.0001294
X349.645_5.652,0.00E+00,0.00E+00,1.30E-04,0.00E+00,0.00E+00,0,0.00013
X780.553_5.568,0.00E+00,1.30E-04,0.00E+00,0.00E+00,0.00E+00,0,0.0001301
X746.461_3.116,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.0001302,0.0001302
X774.599_3.283,0.00013048,0,0,0,0,0,0.00013048
X306.152_2.932,2.78E-05,0.00E+00,2.76E-05,7.51E-05,0.00E+00,0,0.0001305
X386.129_2.785,0.00E+00,0.00E+00,4.21E-05,0.00E+00,4.00E-05,0.0000486,0.0001307
X298.31_3.418,0.00E+00,0.00E+00,1.57E-05,1.15E-04,0.00E+00,0,0.000131
X341.316_2.983,0.00E+00,0.00E+00,0.00E+00,1.31E-04,0.00E+00,0,0.0001312
X452.395_3.138,4.92E-05,0.00E+00,0.00E+00,8.21E-05,0.00E+00,0,0.0001313
X808.57_3.922,0.000131316,0,0,0,0,0,0.000131316
X115.051_4.448,7.16E-05,0.00E+00,0.00E+00,5.99E-05,0.00E+00,0,0.0001315
X113.518_3.784,0.00E+00,1.32E-04,0.00E+00,0.00E+00,0.00E+00,0,0.0001322
X157.006_5.772,0,0,0,0,0,0.000132286,0.000132286
X342.336_3.415,2.26E-05,0.00E+00,1.10E-04,0.00E+00,0.00E+00,0,0.0001324
X616.463_2.976,0.00E+00,0.00E+00,3.82E-05,9.43E-05,0.00E+00,0,0.0001325
X103.055_0.39,0,0,0.000132613,0,0,0,0.000132613
X749.504_3.053,7.37E-05,0.00E+00,5.91E-05,0.00E+00,0.00E+00,0,0.0001328
X375.13_2.257,5.18E-05,0.00E+00,8.18E-05,0.00E+00,0.00E+00,0,0.0001336
X335.143_2.416,4.46E-05,2.33E-05,6.60E-05,0.00E+00,0.00E+00,0,0.0001339
X848.579_3.47,0.00E+00,0.00E+00,1.34E-04,0.00E+00,0.00E+00,0,0.0001342
X636.352_2.816,1.34E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0001344
X882.57_3.622,0.000134585,0,0,0,0,0,0.000134585
X293.133_2.359,3.85E-05,0.00E+00,9.62E-05,0.00E+00,0.00E+00,0,0.0001347
X173.133_3.381,0,0,0,0,0,0.000134745,0.000134745
X570.28_2.173,0.00E+00,1.35E-04,0.00E+00,0.00E+00,0.00E+00,0,0.0001349
X459.281_2.284,5.20E-05,0.00E+00,3.73E-05,4.58E-05,0.00E+00,0,0.0001351
X649.755_2.425,0.00E+00,1.35E-04,0.00E+00,0.00E+00,0.00E+00,0,0.0001351
X145.979_4.408,0.00E+00,1.35E-04,0.00E+00,0.00E+00,0.00E+00,0,0.0001353
X364.2_5.646,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.03E-05,0.0000551,0.0001354
X720.59_3.83,0,0,0.000135438,0,0,0,0.000135438
X224.949_0.446,0,0,0,0,0.000135483,0,0.000135483
X127.039_6.785,0.000136552,0,0,0,0,0,0.000136552
X325.189_4.51,0,0,0,0,0,0.00013661,0.00013661
X159.117_2.781,0.00E+00,0.00E+00,1.37E-04,0.00E+00,0.00E+00,0,0.0001368
X166.042_2.26,4.39E-05,0.00E+00,9.31E-05,0.00E+00,0.00E+00,0,0.000137
X469.252_2.661,0.00E+00,2.12E-05,1.16E-04,0.00E+00,0.00E+00,0,0.0001373
X597.34_3.012,0.000137739,0,0,0,0,0,0.000137739
X574.313_2.635,1.73E-05,0.00E+00,1.21E-04,0.00E+00,0.00E+00,0,0.0001383
X398.34_3.841,0.000138343,0,0,0,0,0,0.000138343
X799.668_3.618,0.000139343,0,0,0,0,0,0.000139343
X234.957_6.458,0,0.000139616,0,0,0,0,0.000139616
X820.378_2.391,0.00E+00,1.40E-04,0.00E+00,0.00E+00,0.00E+00,0,0.0001397
X266.884_2.147,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E-04,0,0.0001399
X496.421_3.132,5.63E-05,0.00E+00,0.00E+00,8.40E-05,0.00E+00,0,0.0001403
X378.154_2.247,1.87E-05,0.00E+00,1.04E-04,1.88E-05,0.00E+00,0,0.0001411
X212.165_3.038,0.00E+00,0.00E+00,1.41E-04,0.00E+00,0.00E+00,0,0.0001411
X399.325_3.594,1.41E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0001414
X351.253_2.805,3.17E-05,0.00E+00,1.10E-04,0.00E+00,0.00E+00,0,0.0001418
X256.821_0.331,0.000142122,0,0,0,0,0,0.000142122
X218.985_0.461,0,0,0,0,0,0.000142134,0.000142134
X368.388_3.93,0,0,0,0.000143231,0,0,0.000143231
X397.219_0.349,0.00E+00,0.00E+00,0.00E+00,1.44E-04,0.00E+00,0,0.0001435
X418.353_2.774,0.0000326,0,0,0.000111204,0,0,0.000143804
X183.986_5.851,0,0,0,0,0,0.00014471,0.00014471
X444.309_3.068,0.00E+00,0.00E+00,5.22E-05,9.28E-05,0.00E+00,0,0.000145
X706.538_4.076,0.000145111,0,0,0,0,0,0.000145111
X1075.695_2.976,1.75E-05,3.19E-05,9.72E-05,0.00E+00,0.00E+00,0,0.0001466
X102.092_2.288,5.02E-05,0.00E+00,9.65E-05,0.00E+00,0.00E+00,0,0.0001467
X580.545_2.283,0.00E+00,1.47E-04,0.00E+00,0.00E+00,0.00E+00,0,0.0001472
X292.607_2.098,0.00E+00,0.00E+00,1.47E-04,0.00E+00,0.00E+00,0,0.0001473
X380.147_2.27,1.03E-04,0.00E+00,4.50E-05,0.00E+00,0.00E+00,0,0.0001476
X399.585_2.257,0,0.000147672,0,0,0,0,0.000147672
X799.668_3.367,0.000147789,0,0,0,0,0,0.000147789
X801.684_3.839,0,0,0.000148475,0,0,0,0.000148475
X460.21_2.542,0,0,0.000148678,0,0,0,0.000148678
X302.143_2.431,0.00E+00,1.10E-04,3.92E-05,0.00E+00,0.00E+00,0,0.0001487
X400.307_3.013,0.00E+00,8.51E-05,0.00E+00,0.00E+00,0.00E+00,0.0000639,0.000149
X205.131_2.551,0,0,0.000149258,0,0,0,0.000149258
X868.6_2.969,0.000149272,0,0,0,0,0,0.000149272
X702.468_2.4,0.00E+00,0.00E+00,1.49E-04,0.00E+00,0.00E+00,0,0.0001494
X400.158_0.416,0.00E+00,0.00E+00,1.50E-04,0.00E+00,0.00E+00,0,0.0001496
X538.52_4.168,9.13E-05,5.88E-05,0.00E+00,0.00E+00,0.00E+00,0,0.0001501
X318.193_2.363,0.00E+00,0.00E+00,0.00E+00,1.50E-04,0.00E+00,0,0.0001502
X445.22_2.641,0.00E+00,0.00E+00,1.50E-04,0.00E+00,0.00E+00,0,0.0001504
X149.095_5.377,4.19E-05,5.46E-05,0.00E+00,5.40E-05,0.00E+00,0,0.0001505
X512.336_2.83,1.38E-04,0.00E+00,1.32E-05,0.00E+00,0.00E+00,0,0.0001509
X718.574_3.352,0.000150987,0,0,0,0,0,0.000150987
X283.176_2.164,0.000107605,0,0,0.0000434,0,0,0.000151005
X622.444_3.339,1.53E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0001526
X635.141_0.31,0.00E+00,0.00E+00,0.00E+00,1.54E-04,0.00E+00,0,0.0001538
X208.42_2.578,0,0,0,0,0.00015405,0,0.00015405
X576.33_2.64,8.24E-05,0.00E+00,7.17E-05,0.00E+00,0.00E+00,0,0.0001541
X398.266_2.591,0.00E+00,7.66E-05,0.00E+00,7.77E-05,0.00E+00,0,0.0001543
X496.421_3.256,0.00E+00,0.00E+00,0.00E+00,8.18E-05,7.29E-05,0,0.0001547
X756.515_3.381,0.00E+00,0.00E+00,5.80E-05,9.67E-05,0.00E+00,0,0.0001547
X794.604_5.596,0,0,0.000155091,0,0,0,0.000155091
X820.62_5.639,0,0,0.000155091,0,0,0,0.000155091
X774.525_3.345,0,0,0,0.000155218,0,0,0.000155218
X238.18_3.13,0.00E+00,2.66E-05,1.29E-04,0.00E+00,0.00E+00,0,0.0001557
X815.699_4.078,0,0,0,0.000155838,0,0,0.000155838
X634.86_2.297,0,0.00003,0,0,0,0.000125841,0.000155841
X430.016_0.313,7.26E-05,0.00E+00,0.00E+00,8.33E-05,0.00E+00,0,0.0001559
X458.348_3.097,0,0,0,0,0,0.000155902,0.000155902
X114.965_6.343,1.56E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.000156
X379.367_3.562,7.84E-05,0.00E+00,0.00E+00,7.76E-05,0.00E+00,0,0.000156
X138.043_0.411,0.00E+00,0.00E+00,1.56E-04,0.00E+00,0.00E+00,0,0.000156
X776.506_3.219,1.92E-05,0.00E+00,1.37E-04,0.00E+00,0.00E+00,0,0.0001563
X622.265_2.408,0.00E+00,0.00E+00,1.57E-04,0.00E+00,0.00E+00,0,0.0001565
X307.217_2.716,0,0.000156904,0,0,0,0,0.000156904
X731.606_4.376,0,0,0,0.000158101,0,0,0.000158101
X291.254_2.998,0.00E+00,1.58E-04,0.00E+00,0.00E+00,0.00E+00,0,0.0001584
X772.512_3.255,0.00E+00,0.00E+00,1.59E-04,0.00E+00,0.00E+00,0,0.0001587
X876.521_3.124,1.59E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0001588
X136.048_4.066,0,0,0.000159047,0,0,0,0.000159047
X628.195_3.703,0.00E+00,0.00E+00,0.00E+00,1.60E-04,0.00E+00,0,0.0001596
X129.066_3.574,9.88E-05,2.08E-05,0.00E+00,4.10E-05,0.00E+00,0,0.0001606
X802.557_3.448,0.000160998,0,0,0,0,0,0.000160998
X155.987_6.295,1.61E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0001614
X285.083_0.446,5.60E-05,2.52E-05,5.39E-05,2.69E-05,0.00E+00,0,0.000162
X399.238_3.192,1.62E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0001621
X163.109_0.48,0.00E+00,1.13E-04,0.00E+00,0.00E+00,0.00E+00,0.0000493,0.0001621
X818.607_3.346,0,0,0.000162171,0,0,0,0.000162171
X358.196_3.144,0,0,0,0.000162202,0,0,0.000162202
X584.474_3.242,0.00E+00,0.00E+00,0.00E+00,9.22E-05,7.03E-05,0,0.0001625
X389.232_2.717,0.00E+00,0.00E+00,1.63E-04,0.00E+00,0.00E+00,0,0.0001628
X336.253_2.869,0.0000245,0,0.000138327,0,0,0,0.000162827
X317.211_2.828,0.00E+00,0.00E+00,9.71E-05,6.60E-05,0.00E+00,0,0.0001631
X289.18_2.87,0,0,0.000163471,0,0,0,0.000163471
X494.36_3.23,0,0,0.000163507,0,0,0,0.000163507
X814.522_3.139,0,0,0.000163671,0,0,0,0.000163671
X773.653_5.629,0.0000296,0,0.000134081,0,0,0,0.000163681
X809.588_4.195,1.15E-04,0.00E+00,4.87E-05,0.00E+00,0.00E+00,0,0.0001637
X108.069_4.53,3.13E-05,1.32E-04,0.00E+00,0.00E+00,0.00E+00,0,0.0001637
X296.295_3.557,1.28E-04,0.00E+00,1.23E-05,2.33E-05,0.00E+00,0,0.0001639
X590.31_2.654,0.00E+00,0.00E+00,1.64E-04,0.00E+00,0.00E+00,0,0.0001642
X796.619_3.322,0,0,0.000164278,0,0,0,0.000164278
X811.386_2.86,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.65E-04,0,0.0001647
X820.619_5.59,0,0,0.000165911,0,0,0,0.000165911
X364.251_2.929,0,0,0,0.000166279,0,0,0.000166279
X293.109_2.737,0,0.000048,0,0,0.000118293,0,0.000166293
X718.574_3.397,0.000166311,0,0,0,0,0,0.000166311
X508.376_3.076,0.00E+00,0.00E+00,1.66E-04,0.00E+00,0.00E+00,0,0.0001664
X492.817_3.795,0,0,0,0,0.0001667,0,0.0001667
X377.232_2.707,0,0.000133976,0.000033,0,0,0,0.000166976
X774.601_5.586,2.02E-05,0.00E+00,1.47E-04,0.00E+00,0.00E+00,0,0.000167
X792.589_4.249,0,0,0.000167113,0,0,0,0.000167113
X1494.145_5.572,0.000106944,0,0.0000604,0,0,0,0.000167344
X464.998_2.246,0.00E+00,8.08E-05,8.66E-05,0.00E+00,0.00E+00,0,0.0001674
X550.278_2.813,0.00E+00,0.00E+00,1.67E-04,0.00E+00,0.00E+00,0,0.0001674
X1091.702_3.029,0.00E+00,0.00E+00,1.68E-04,0.00E+00,0.00E+00,0,0.00016799
X300.202_2.162,0.000119846,0,0,0.0000482,0,0,0.000168046
X357.206_2.697,0.00E+00,5.66E-05,1.12E-04,0.00E+00,0.00E+00,0,0.0001687
X372.274_2.704,0,0,0,0.000168763,0,0,0.000168763
X229.942_0.3,0.000169166,0,0,0,0,0,0.000169166
X185.154_1.839,0.00E+00,0.00E+00,1.70E-04,0.00E+00,0.00E+00,0,0.0001701
X703.574_4.303,0.000104272,0,0.000066,0,0,0,0.000170272
X182.6_2.61,0.00E+00,8.11E-05,0.00E+00,0.00E+00,0.00E+00,0.0000892,0.0001703
X249.149_2.694,0.00E+00,7.40E-05,9.70E-05,0.00E+00,0.00E+00,0,0.000171
X775.41_2.4,0.00E+00,0.00E+00,1.71E-04,0.00E+00,0.00E+00,0,0.000171
X215.139_0.439,1.11E-04,0.00E+00,0.00E+00,6.02E-05,0.00E+00,0,0.0001711
X167.107_6.753,0.00E+00,0.00E+00,1.72E-04,0.00E+00,0.00E+00,0,0.0001716
