filename,MouseID,Treatmentgroup,DPI,organ,well_position,plate,X440.337_2.765,X442.353_2.823,X105.07_2.767,X119.049_2.765,X128.018_0.344,X136.062_0.301,X136.097_0.551,X137.046_0.31,X137.046_0.42,X203.007_0.309,X249.112_2.768,X251.037_0.323,X256.264_3.225,X258.207_2.775,X267.123_2.767,X285.133_2.768,X291.146_2.39,X296.258_2.976,X301.115_0.328,X301.115_0.413,X324.327_3.455,X351.217_2.741,X352.306_2.997,X369.17_2.767,X380.993_2.164,X386.717_2.856,X387.193_2.842,X396.332_2.991,X397.22_2.071,X400.97_2.127,X416.337_2.79,X420.899_2.103,X426.484_2.164,X430.223_2.769,X440.359_2.985,X458.23_2.165,X466.25_2.226,X475.989_2.164,X476.24_2.164,X484.385_2.982,X489.228_2.768,X494.325_2.865,X570.357_2.934,X580.361_2.989,X580.362_2.984,X599.241_2.765,X604.362_2.948,X620.356_2.913,X682.363_3.329,X682.364_3.313,X764.524_3.729,X790.38_2.768,X792.329_2.764,X795.335_2.768,X811.309_2.773
X545_Group1A_50dpi_LV_bottom_265_B_B3_P133.mzXML,545,Group1A,50,LV_bottom,B3,P133,0.000239068,0.000130333,0.002396257,0,0,0.000828478,0,0.012254568,0.008831344,0.000408486,3.09E-05,0,0.000736425,0.000969434,0.002088455,0.00114491,0.000874504,0.000255777,0.000327939,0.000123144,0,0.000313556,0,0.000575332,3.21E-05,0,0.000197114,0,3.88E-05,0,0.000192767,0.000108599,0,8.80E-05,0,2.78E-05,0,0.000333692,0.000330816,0,0.001492986,0,0.002033798,0,0.009953241,0.000128986,0.001130527,0.000676015,7.66E-05,0,0.000235737,0.001165047,0,0.000624235,0.000128075
X546_Group1B_70dpi_LV_bottom_291_B_D5_P133.mzXML,546,Group1B,70,LV_bottom,D5,P133,0.000337264,0.000334198,0.004568396,0,8.56E-05,0.001073113,0,0.009596697,0.014379716,8.65E-05,8.50E-05,0.000321934,0.000677594,0.000824764,0.003556603,0.001928538,0.001526887,0.00021493,0.000207384,0.000132219,0,0.000548821,0,0.001201887,2.91E-05,0,0,2.35E-05,0,0,0.000441509,0.000167561,0,0.0001514,2.36E-05,0,6.86E-05,0.000252394,0.000270654,2.32E-05,0.003433962,0.000766509,0.00115283,0,0.010424527,0.000321934,0.00099033,0.000794104,8.53E-05,0,0.00017227,0.002170755,5.05E-05,0.001198821,0.000233567
X547_Group1B_70dpi_LV_bottom_292_B_D6_P133.mzXML,547,Group1B,70,LV_bottom,D6,P133,0.000305644,0.000166378,0.006438887,0,0,0.000978885,0,0.01531411,0.01357387,0.000294455,0.000203054,0.000722199,0.000730901,0.003571842,0.005438249,0.002988862,0.000569929,0.000280189,0.000253213,9.19E-05,0,0,0,0.001866407,0,0,0,7.47E-05,0,0,0.000240661,0,0,0.000285013,7.82E-05,0,0,0.00013626,0.000147257,6.63E-05,0.006612911,0,0.000353038,0,0.008483669,0.000774407,0.000378023,0.000101968,0.000218369,0,0,0.003915539,0.000319859,0.00239718,0.000296007
X548_Group1B_70dpi_LV_bottom_293_B_D7_P133.mzXML,548,Group1B,70,LV_bottom,D7,P133,9.99E-05,0.000136703,0.005192704,0,0,0.001275267,0,0.017181741,0.013058123,0.000326734,0.000104091,0.000488725,0.000446725,0.001416539,0.004238163,0.00218399,0.001469993,0.000201717,0.000305904,0.000149255,0,0.000240354,0,0.001263812,0,3.62E-05,0,2.69E-05,0,0,0.000231215,0.000166318,0,0.000174456,0,0,0,0.000256925,0.000256025,0,0.003581438,0,0.000881996,0.011645402,0,0.00041618,0.001080541,0.000595634,0.000201728,0,0,0.002237444,5.35E-05,0.001305812,0.000268801
X549_Group1B_70dpi_LV_bottom_294_B_D8_P133.mzXML,549,Group1B,70,LV_bottom,D8,P133,0.000245226,0.000353349,0.00414382,0.000125435,0,0.000982953,0,0.01133929,0.009604668,0,0.000108877,0,0.000555722,0.000417594,0.003437122,0.00173141,0.000999014,0.000197951,0.000246786,0.000158598,0,0.000831976,0,0.000999014,2.69E-05,0,0.000110004,0,0,0,0.000613542,9.42E-05,0,0.00015628,0,0,0,0.000185838,0.000228149,0,0.002290344,0.000433656,0.000703486,0.011307168,0,0.000174983,0.001227085,0.000748457,0.000107133,0,0,0.001757108,0,0.000867311,0.000177538
X550_Group1B_70dpi_LV_bottom_295_B_D9_P133.mzXML,550,Group1B,70,LV_bottom,D9,P133,4.33E-05,3.44E-05,0.003754869,0,0,0.001106164,0,0.011704365,0.011670537,0.000278211,9.08E-05,0,0.00079495,0.000419463,0.00323054,0.001938324,0.000798332,0.000219523,0.000241743,0.000232645,0,0.000656256,0,0.001014829,3.61E-05,2.54E-05,0.000155085,0,0,0,0.000153094,5.87E-05,2.94E-05,0.000153044,0,0,0,0.000311749,0.000333065,0,0.002537073,0.000706998,0.001694765,0,0.010418914,0.000216794,0.001160288,0.000845691,0,7.45E-05,0.000106324,0.001731975,4.78E-05,0.000913346,0.000157357
X551_Group1C_142dpi_LV_bottom_171_G_A11_P132.mzXML,551,Group1C,142,LV_bottom,A11,P132,0,0,0.00251616,3.13E-05,0,0.001240799,0,0.01911314,0.010195979,0,0,2.86E-05,0.000926279,0.002986212,0.002225834,0.00120278,0.000232052,0.000376733,0.00039747,0.000146427,0,0.000159126,0,0.000514983,0.000220222,7.27E-05,0.000128215,0,7.66E-05,0.000109727,0,0.000111057,3.94E-05,7.46E-05,2.93E-05,0.000225861,0.000193316,0.000981579,0.001061073,2.65E-05,0.000991948,0,0.002339891,0.008848036,0,0.000127604,0.000739641,0.000276132,0.000228511,0,7.20E-05,0.00117513,0,0.000812222,0.000120914
X552_Group1C_142dpi_LV_bottom_172_G_A12_P132.mzXML,552,Group1C,142,LV_bottom,A12,P132,0,0,0.002025665,0,0,0.001652943,0,0.017704314,0.018068934,0,0,4.25E-05,0.001182989,0.003054703,0.001831201,0.000830523,0.000688726,0.000409184,0.00030011,0.000309436,0,8.40E-05,0,0.000391222,0.00015997,0.000135669,0.000285921,5.84E-05,0,0.000112891,0,0.000157256,7.93E-05,0,0,0.000100601,0.000141854,0.000952063,0.001024987,0,0.000676572,0.00054693,0.001997306,0,0.009601653,6.35E-05,0.000765701,0.000361806,0.000277571,0,0.000114613,0.00070088,0,0.000498314,9.26E-05
X553_Group1C_142dpi_LV_bottom_173_G_B1_P132.mzXML,553,Group1C,142,LV_bottom,B1,P132,0,0,0.001893397,0,0,0.001441242,0,0.021558078,0.014816133,0.000160445,0,0.000670157,0.000940643,0.003435566,0.001554281,0.00069438,0.00066612,0.00032913,0.000403296,0.000241899,0,7.84E-05,0,0.000431969,0.000226195,7.99E-05,0.00020675,0,0.000204909,0.000172232,0,0.000181314,0.000199423,0,0,0.000324889,0.000237773,0.001441242,0.001501799,0,0.000411784,0,0.00233344,0,0.009325686,0,0.000904309,0.000536933,0,0.000243387,2.97E-05,0.000637861,0,0.000440043,8.13E-05
X554_Group1C_142dpi_LV_bottom_174_G_B2_P132.mzXML,554,Group1C,142,LV_bottom,B2,P132,0,0,0.003391941,7.31E-05,0,0.000702238,0,0.014000589,0.006757382,0.000191529,0,0,0.000843569,0.004363591,0.002879616,0.00155464,0,0.000398433,0,8.59E-05,0,0,0,0.000711071,0.000126657,0,0.000155741,0,0,0,0,0,4.63E-05,0.000126258,0,5.35E-05,6.91E-05,0.000666905,0.000697821,0,0.001475141,0.000278835,0.00136031,0.009893161,0,0.000256378,0.000640406,0.000140963,0.000309837,0,3.75E-05,0.001488391,3.48E-05,0.000993733,0.000129137
X555_Group1C_142dpi_LV_bottom_175_G_B3_P132.mzXML,555,Group1C,142,LV_bottom,B3,P132,2.32E-05,0,0.002668096,0,0,0.00072154,0,0.014013916,0.01289152,0.000222743,6.54E-05,0.000464993,0.000724747,0.001892039,0.002312136,0.001263497,0.000394442,0.00026581,0.000336719,0.000214518,0,9.50E-05,0,0.000689472,0.000133059,0.000122785,0.000137225,3.12E-05,6.91E-05,8.17E-05,5.47E-05,9.63E-05,0.000125664,9.03E-05,3.31E-05,0.000159438,0.000118856,0.000865848,0.000936399,0,0.001706042,0,0.001683594,0,0.008434004,0.000192285,0.000567612,0.000327098,0,8.18E-05,0.001577768,0.001651526,3.50E-05,0.000929985,0.00013598
X561_Group3A_50dpi_LV_bottom_266_B_B4_P133.mzXML,561,Group3A,50,LV_bottom,B4,P133,0.000538085,0.000482897,0.003725204,0.000105841,5.67E-05,0.000102827,0,0.007588378,0.006208673,0,3.53E-05,0,0.000294699,0.000893359,0.002942221,0.001724631,0.000489795,0.000289772,8.65E-05,0,0,0.000458752,0,0.000872663,0,0,0.000159891,3.02E-05,0,0,0.000341969,3.82E-05,0,0.000167868,5.29E-05,0,0,3.14E-05,2.89E-05,0,0.002200629,0.000851968,0.002697323,0,0.008381708,0.000229457,0.000665708,0.000403564,0,0.000196963,0,0.001810863,3.08E-05,0.000941649,0.000180601
X562_Group3A_50dpi_LV_bottom_267_B_B5_P133.mzXML,562,Group3A,50,LV_bottom,B5,P133,3.92E-05,0,0.005097445,0.000169307,0,0.000160931,0,0.00903638,0.003900318,0,8.85E-05,0,0.000745308,0.002143244,0.004286488,0.00231702,0,0.000257202,6.66E-05,0,0,0,0,0.001428829,0,0,0.000119989,0,0,0,0,0,0,0.000197954,0,0,0,0,0,0,0.003695648,0.000131955,0.000722138,0,0.006217338,0.000498159,0.000245436,3.79E-05,0,0.000236029,0,0.00304302,5.67E-05,0.001807276,0.000225094
X563_Group3A_50dpi_LV_bottom_268_B_B6_P133.mzXML,563,Group3A,50,LV_bottom,B6,P133,0.000512024,0.000469973,0.003265078,0.000116817,1.89E-05,5.61E-05,0,0.002795105,0.002968253,0,7.47E-05,0,0.000383399,0.0004675,0.002720898,0.001303558,0.000165039,0.00014743,0,0,0,0.000643121,0,0.000756904,0,0,7.58E-05,0,0,0,0.000484815,5.99E-05,0,0.00012166,0,0,0,2.45E-05,2.95E-05,0,0.001741375,0.001315925,0.00247107,0,0.005738622,0.000141425,0.000422976,0.000408135,0,0.000111094,0.000220752,0.001422288,0,0.000697539,0.000181446
X564_Group3A_50dpi_LV_bottom_269_B_B7_P133.mzXML,564,Group3A,50,LV_bottom,B7,P133,0.00032384,0.000299141,0.003403067,0,2.29E-05,9.58E-05,0,0.006010256,0.005022269,0.000234614,7.22E-05,0,0.000625725,0.000735502,0.002456246,0.001352994,0.000414406,0.000219343,9.60E-05,0,0,0.000334818,0,0.000754712,0,0,0,2.09E-05,0,0,0.000386962,7.21E-05,0,0.000160407,0,0,0,0.000124089,0.000121679,1.97E-05,0.00220376,0,0.002028118,0.007519681,0,0.00021112,0.000477527,0.000204143,0,3.28E-05,0.00022837,0.001833265,8.03E-05,0.000886444,0.000144223
X565_Group3A_50dpi_LV_bottom_270_B_B8_P133.mzXML,565,Group3A,50,LV_bottom,B8,P133,0.000369619,0.000256474,0.003182832,0.000112048,4.48E-05,0.000109613,0.000109761,0.00474858,0.005184936,5.21E-05,7.04E-05,0,0,0.000369619,0.002464128,0.001350137,0.000369619,0.000193978,0.000111603,7.75E-05,0,0.000374753,0,0.000744372,2.10E-05,0,8.39E-05,0,0,0,0.000341384,8.35E-05,9.53E-05,0.000121929,0,0,0,0.000190887,0.00018718,0,0.00172489,0.001178161,0.001537513,0,0.006494004,0.000156367,0.000474858,0.000402988,0,5.57E-05,7.23E-05,0.00147591,0,0.000734105,0.000150003
X566_Group3B_70dpi_LV_bottom_296_B_D10_P133.mzXML,566,Group3B,70,LV_bottom,D10,P133,0.000610951,0.000307373,0.002144019,5.88E-05,0,7.10E-05,0,0,0.001269335,0,1.53E-05,0,0.000358601,0.000647001,0.001608963,0.000738074,1.63E-05,0.000102453,0,0,1.83E-05,0.00048193,0,0.000432599,2.25E-05,0,0.000107388,0,3.90E-05,0,0.000707716,0.000259939,1.60E-05,5.89E-05,0,2.05E-05,0,0.000123209,0.000124195,0,0.000652693,0.001717113,0.000567311,0,0.002959885,1.57E-05,0.000313065,0.000286502,0,0,0.000629924,0.000591977,0,0.000246657,0.000123134
X567_Group3B_70dpi_LV_bottom_297_B_D11_P133.mzXML,567,Group3B,70,LV_bottom,D11,P133,0.000350983,0.000568722,0.003379835,0,0,0.00012529,0,0.006272195,0.004224794,8.61E-05,3.16E-05,0.000328234,0.000653218,0.000913206,0.002541376,0.001208941,0.000312494,0.00020193,2.40E-05,0,0,0.00040948,0,0.000757213,0,0,0,0,5.61E-05,0,0.000711715,0.00016276,0,0.000133775,0,0,0,0.000154062,0.0001528,0,0.001403932,0.001182942,0.001104946,0,0.010496989,0.000102283,0.000792961,0.00061747,0,0.000107005,0,0.001312936,0,0.000705216,0.000170019
X568_Group3B_70dpi_LV_bottom_298_B_D12_P133.mzXML,568,Group3B,70,LV_bottom,D12,P133,0,0,0.002908597,3.92E-05,0.000282188,7.76E-05,0,0.011747161,0.008880854,0,0,0,0.000770614,0.003463063,0.002452807,0.001301585,0.000143092,0.000303359,0.000204421,3.91E-05,0,0,0,0.000643744,0,0,0.000292871,0,0,0,0,0,0,3.56E-05,0,0,0,0,0,0,0.001249898,0.000240091,0.000398399,0,0.006061535,0.000195139,0.000201477,3.86E-05,0,0.000304925,0,0.001348574,0,0.00086929,0.00015656
X569_Group3B_70dpi_LV_bottom_299_B_E1_P133.mzXML,569,Group3B,70,LV_bottom,E1,P133,0,0,0.002158932,0,0,7.42E-05,0,0.006142568,0.006955555,0,0,0,0.000880736,0.004141717,0.001924069,0.001025267,0,0.000409733,7.02E-05,4.19E-05,0,0,0,0.000406299,0,0,0.000434413,0,0,0,0,0,0,4.37E-05,0,0,0,0,0,0,0.000546508,0.000210052,0.000353669,0,0.006774891,5.86E-05,0.000165388,0,0,0.000219789,0,0.000727172,0,0.000474242,8.53E-05
X570_Group3B_70dpi_LV_bottom_300_B_E2_P133.mzXML,570,Group3B,70,LV_bottom,E2,P133,0.000682557,0.001118297,0.002760701,7.96E-05,0,0.000141184,0.000105551,0.002800313,0.002190887,0,2.73E-05,0,0,0.000691699,0.00229449,0.001124391,2.90E-05,0.000341279,0,0,0,0.000499729,0,0.000563719,0,0,0.00018462,0,0,0,0.000825772,3.24E-05,0,9.70E-05,0,0,0,0,0,0,0.001069543,0.000996412,0.00291001,0,0.00908045,9.11E-05,0.000606379,0.000472305,0,0.00014414,0.000248512,0.001154863,0,0.000539342,0.000117424
X581_Group3E_142dpi_LV_bottom_176_G_B4_P132.mzXML,581,Group3E,142,LV_bottom,B4,P132,0.00014478,0.000114394,0.003203513,0.000128479,0.000138911,0,4.87E-05,0.008895191,0.011818785,0,5.15E-05,2.38E-05,0,0.001816361,0.002808517,0.001489789,0.00075267,0.000342123,0.000246942,0.000182131,9.29E-05,0.000214048,0,0.000867748,0,2.79E-05,3.51E-05,0,0,0,0.000227321,5.02E-05,0,0.000122803,0,0,0,0.000111827,0.000124299,0,0.00195632,0.000618931,0.001188099,0,0.007837721,0.000221365,0.000534956,0.000413657,0,0.000190736,0.000184619,0.001623528,0,0.000945503,0.000217402
X582_Group3E_142dpi_LV_bottom_177_G_B5_P132.mzXML,582,Group3E,142,LV_bottom,B5,P132,0.000234902,0.000152511,0.003154399,0.000108881,5.46E-05,0.000140447,0.000157467,0.007203662,0.006196939,0,8.32E-05,0,0.000680097,0.001590622,0.002550365,0.001380329,0,0,0.000148275,9.45E-05,0,1.99E-05,0,0.000767347,0,0,0,1.99E-05,1.28E-05,0,0.000237139,2.24E-05,2.43E-05,0.00012479,1.94E-05,0,0,0.000172834,0.000190694,0,0.002024632,0.000420586,0.002064901,0,0.005704764,0.000268459,0.000342286,7.69E-05,0,0.000165649,0.00037808,0.00167116,7.38E-05,0.001031332,0.000176385
X583_Group3E_142dpi_LV_bottom_178_G_B6_P132.mzXML,583,Group3E,142,LV_bottom,B6,P132,0.000140741,0.000128018,0.003181185,0.000127449,6.30E-05,4.37E-05,8.08E-05,0.006556007,0.007717831,0.000100024,7.89E-05,0.000213059,0,0.00143015,0.002766248,0.001463345,0.000127601,0,0.000154067,6.10E-05,0,5.63E-05,0,0.000882433,0,0,0,7.53E-05,0,0,0.000151898,2.95E-05,0,0.000129614,4.23E-05,0,0,0.000140319,0.000143734,7.25E-05,0.002680494,0.00037621,0.001668047,0,0.006417694,0.000318118,0.000542185,0.000184548,0,5.17E-05,0.001618255,0.002251726,9.44E-05,0.001103733,9.61E-05
X584_Group3E_142dpi_LV_bottom_179_G_B7_P132.mzXML,584,Group3E,142,LV_bottom,B7,P132,0.00018981,0.000166951,0.004219694,0.000194733,0.000115753,0.000314353,0,0.00917571,0.008382747,0,0.000107251,0,0,0.001427333,0.003511691,0.001877622,0.000253272,0.000264772,0.000181312,0.0001144,1.56E-05,0,2.17E-05,0.001237588,2.94E-05,0,0,8.52E-05,0,0,0.00025797,3.17E-05,3.12E-05,0.000214733,6.01E-05,2.74E-05,0,0.000267158,0.000283201,5.32E-05,0.003285131,0.000331345,0.001486805,0,0.00614546,0.000399313,0.000404977,0.0002282,0,0.000177511,8.23E-05,0.002483672,6.97E-05,0.001435829,0.000237145
X585_Group3E_142dpi_LV_bottom_180_G_B8_P132.mzXML,585,Group3E,142,LV_bottom,B8,P132,0.000263209,0.000169383,0.004127403,0.00013262,0.000103152,0.000167028,0.000251822,0.006437517,0.011950989,0,7.78E-05,0,0,0.002266992,0.003480572,0.00203598,2.91E-05,0.000311095,0.000145727,0.000207815,0,2.80E-05,3.61E-05,0.001127336,0,0,4.83E-05,0.000110284,0,0,0.000341897,5.26E-05,2.93E-05,0.000128879,0.000118036,2.49E-05,0,0.000197073,0.000170088,7.38E-05,0.003357365,0.000341897,0.001694084,0,0.00871683,0.000388099,0.000588309,0.000174824,0,0.00025423,0.000180185,0.002624289,0.000105303,0.001475393,0.000225354
X646_Group3A_50dpi_LV_bottom_271_B_B9_P133.mzXML,646,Group3A,50,LV_bottom,B9,P133,0,0,0.005721903,0,0,0.000266765,0.00021425,0.003433142,0.002652441,0,4.49E-05,0,0,0.001886288,0.00484907,0.002720328,0,0,0,0,0,0,0,0.001246211,0,0,0,0,0,0,0,0,0,0.000217493,0,0,0,0,0,0,0.003297368,0.000157067,0.000509152,0,0.007952475,0.00047134,0.000229147,0,0,0.000236636,0,0.003602859,0.00010262,0.002376044,0.000189625
X647_Group3A_50dpi_LV_bottom_272_B_B10_P133.mzXML,647,Group3A,50,LV_bottom,B10,P133,0.000178354,0.000148051,0.002964055,0,0,0.000498009,0,0.008100151,0.007650143,0.000222451,2.61E-05,9.30E-05,0.000729014,0,0.002223042,0.001227023,0.001263024,0.000247095,2.22E-05,0,0,0.000375007,0,0.000660012,0,0,0,0,0,0,0.000444008,0.000213564,0,8.75E-05,0,0,0,4.40E-05,4.41E-05,0,0.001296024,0,0,0.006480121,0,5.96E-05,0.000426008,0.000342006,0,0.000135223,0,0.001041019,0,0.000585011,0.000139106
X648_Group3A_50dpi_LV_bottom_273_B_B11_P133.mzXML,648,Group3A,50,LV_bottom,B11,P133,5.89E-05,0,0.004849309,0.000127201,4.02E-05,0.000187885,0,0.0066636,0.007391556,0,5.20E-05,0,0.000761554,0.002211867,0.004266944,0.002301462,0,0,0,0,0,0,0,0.001282323,0,0,0.000388166,0,0,0,0,0,0,0.000196351,0,0,0,0,0,0,0.003505389,0,0.000552619,0,0.008959462,0.000552402,0.000117139,0,0,0.000344201,0,0.003096614,8.27E-05,0.001926284,0.000190269
X649_Group3A_50dpi_LV_bottom_274_B_B12_P133.mzXML,649,Group3A,50,LV_bottom,B12,P133,0,0,0.002876939,0,8.81E-05,8.67E-05,0.000191401,0.007068103,0.005742834,0.000156277,0,0.000375562,0.000728898,0.000889035,0.002451748,0.001231396,0,0.000302539,0,0,0,0,0,0.000651591,0,0,0.000337569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098843,0,0.001888509,0.006018931,0,6.87E-05,0.000283383,0.000126531,0,0.000266366,0,0.001093347,0,0.00070681,4.32E-05
X650_Group3A_50dpi_LV_bottom_275_B_C1_P133.mzXML,650,Group3A,50,LV_bottom,C1,P133,0,0,0.003056907,0,0,0.000474368,0.000235931,0.010716742,0.010248251,0,0,0,0.001323488,0.003115468,0.002851942,0.001417187,0,0,4.36E-05,5.63E-05,0.000216719,0,0,0.000702737,0,0,0.000543744,0,0,0,0,0,0,6.85E-05,4.76E-05,0,0,0,0,0,0.001147804,5.87E-05,0.000103915,0,0.006676003,0.000112841,0,0,0,0.000250408,0,0.001750987,0,0.001065818,5.67E-05
X651_Group3B_70dpi_LV_bottom_301_B_E3_P133.mzXML,651,Group3B,70,LV_bottom,E3,P133,0.000482945,0.000626523,0.00195571,6.88E-05,0,0,0,0.001531501,0.001368344,5.89E-05,2.67E-05,0,0.000780979,0.000554734,0.001666378,0.000896276,0,0.000214531,0,0,0,0.000224069,1.45E-05,0.000469892,0,0,0.000171125,2.10E-05,0,0,0.000278455,3.42E-05,0,7.12E-05,2.07E-05,0,0,3.92E-05,4.25E-05,1.78E-05,0.001313958,0,0.001962236,0,0.005308044,9.77E-05,0.000459015,0.000300209,0,2.67E-05,0.001296555,0.00107031,3.02E-05,0.000567787,5.23E-05
X652_Group3B_70dpi_LV_bottom_302_B_E4_P133.mzXML,652,Group3B,70,LV_bottom,E4,P133,0.00035515,0.000381264,0.003368702,0,6.59E-05,0.000149159,9.65E-05,0.003864867,0.00289865,0,7.83E-05,0,0.000402155,0.000472663,0.002741967,0.001504165,9.82E-05,0,2.13E-05,0,0.000142018,0.000639792,0,0.000856538,0,0,2.85E-05,0,0,0,0.000470051,3.69E-05,0,8.13E-05,0,0,0,0,0,0,0.001707853,0.001052393,0.003003106,0,0.007573051,0.000140966,0.000885263,0.000490943,0,9.37E-05,5.19E-05,0.001169906,0,0.000663295,0.000138694
X653_Group3B_70dpi_LV_bottom_303_B_E5_P133.mzXML,653,Group3B,70,LV_bottom,E5,P133,0.000244078,0.000408286,0.004757714,0.00017429,5.39E-05,0.000546631,0.000220052,0.004892685,0.00610742,0,9.18E-05,0,0,0.00089418,0.003914148,0.001970571,0.000240806,0,0,2.53E-05,0.000306984,0.000267861,0,0.001322712,0,0,0,0,0,0,0.000398163,4.51E-05,0,0.000187783,2.68E-05,0,0,0.000141417,0.000137681,0,0.002874874,0.000809824,0.002992973,0,0.009043031,0.000340801,0.00098866,0.000489268,0,0.000169838,8.42E-05,0.002179775,4.86E-05,0.001393572,0.000212133
X654_Group3B_70dpi_LV_bottom_304_B_E6_P133.mzXML,654,Group3B,70,LV_bottom,E6,P133,0.000224441,0.000201453,0.003990176,0,2.28E-05,0.000458446,0.000127194,0.005037243,0.00543343,0,9.46E-05,0,0,0.000789545,0.003452492,0.001867742,0.000384868,0,2.59E-05,2.00E-05,0.000302801,0.000597111,1.91E-05,0.001010278,0,0,0,2.48E-05,0,0,0.000294311,0.000114014,0,0.000167347,2.24E-05,0,0,0.000116038,0.000113365,2.09E-05,0.003452492,0.001004619,0.002108284,0,0.010414075,0.00031412,0.000803695,0.000396188,0,5.68E-05,0.000243071,0.00193849,9.34E-05,0.001013108,0.000201683
X655_Group3B_70dpi_LV_bottom_305_B_E7_P133.mzXML,655,Group3B,70,LV_bottom,E7,P133,0.000131949,0.000104085,0.004891492,0.000215438,0,9.55E-05,0.000271294,0.005032255,0.007178881,0,0.000119297,0,0.000355425,0.000756598,0.004117299,0.002241641,0.000341043,0,0,0,2.78E-05,0.000350755,0.000199697,0.001414662,4.48E-05,0,0.000113568,3.58E-05,3.37E-05,0,0.000144383,0.000121567,6.05E-05,0.000115738,2.52E-05,5.92E-05,3.27E-05,0.000468035,0.000527859,0,0.003624631,0.000633431,0.002407036,0,0.009008792,0.000280915,0.000841055,0.000297,0,0.000196455,4.14E-05,0.002642813,3.60E-05,0.001372433,0.000163871
X666_Group3E_142dpi_LV_bottom_201_G_D5_P132.mzXML,666,Group3E,142,LV_bottom,D5,P132,0.000271537,0.000309458,0.004555668,0.000178565,0.00010229,0.000310544,0.000112133,0.007369463,0.005527097,0,0.000104473,0,0,0.001356651,0.004019707,0.002240987,0,0,0.000107652,0,0.000209409,3.60E-05,6.31E-05,0.001356651,0,0,0,8.81E-05,0,0,0.00028459,0,0,0.00019086,0.000122539,0,0,0,6.12E-05,8.00E-05,0.004220692,0.000428769,0.001587784,0,0.007771433,0.000455567,0.000502463,0.000197796,0,0.000178798,0.000924533,0.003279411,0.000152498,0.001828967,0.000193993
X667_Group3E_142dpi_LV_bottom_202_G_D6_P132.mzXML,667,Group3E,142,LV_bottom,D6,P132,0.00012385,0.000167287,0.006985148,0.000275656,0.000245395,0,0,0.008119101,0.00621406,0,0.000260245,0,0,0.002009364,0.006032628,0.003311142,0,0,0,0,0.000517082,0,0.000114559,0.001995757,0,0,0.000155237,0.000220149,0,0,0.000321694,0,0,0.000342642,0.000161575,0,0,0,0,0.000180847,0.007484087,0.000313867,0.001451459,0,0.009434486,0.000816446,0.000458117,8.78E-05,0,0.000187402,0.000300403,0.004299948,0.000336044,0.002893847,0.000239338
X668_Group3E_142dpi_LV_bottom_203_G_D7_P132.mzXML,668,Group3E,142,LV_bottom,D7,P132,0.000336392,0.000354897,0.005428003,0.000203074,0.000131773,0.000494135,0.000112648,0.009246323,0.007112556,0,0.00019079,0,0,0.001987772,0.004304968,0.002504368,0,0,0.000188779,0,0.000286286,0,6.40E-05,0.001355129,0,0,0,0.000124624,0,0,0.000550287,3.06E-05,0,0.000214077,0.00013963,0,0,0.000153663,9.32E-05,0.000116258,0.005128527,0.000294362,0.000887198,0,0.012989773,0.000587722,0.00064013,0.000102297,0,0.000147922,0.000228459,0.003634891,0.000158965,0.001946594,0.000198602
X669_Group3E_142dpi_LV_bottom_204_G_D8_P132.mzXML,669,Group3E,142,LV_bottom,D8,P132,0.000180881,0.000185827,0.006490479,0.000272717,6.36E-05,0.000453109,0.000165676,0.010572542,0.006408838,0,0.000194342,0,0,0.001510363,0.005469964,0.002877854,3.90E-05,0,0.000116359,0,0.000362909,0,9.36E-05,0.001849174,0,0,0,0.000202796,0,0,0.000276322,0,0,0.00023928,0.000216716,0,0,0.000161173,0.000178837,0.000139263,0.005510784,0.000303091,0.001016434,0,0.009429564,0.00065313,0.000644966,0.000177403,0,0.000116276,0.000165672,0.003645282,0.000184832,0.002490058,0.000278129
X670_Group3E_142dpi_LV_bottom_205_G_D9_P132.mzXML,670,Group3E,142,LV_bottom,D9,P132,0.000467229,0.000512812,0.005356038,0.00022827,0.000143746,0.000220123,0.000199201,0.009078675,0.004216456,0,0.000139321,0,0,0.001154777,0.004292428,0.002370332,7.98E-05,0,0.000102266,0,0.000226198,0,4.13E-05,0.001451069,0,0,0,9.31E-05,0,0,0.000433041,0,0,0.000240513,9.52E-05,0,0,4.96E-05,4.52E-05,8.61E-05,0.004216456,0.000357045,0.001226951,0,0.010256244,0.000448236,0.000744527,0.000275672,0,7.13E-05,0.000539402,0.002955318,0.000126904,0.001903103,0.000202461
X731_Group3A_50dpi_LV_bottom_276_B_C2_P133.mzXML,731,Group3A,50,LV_bottom,C2,P133,7.81E-05,0,0.004307393,0.000104991,0,0.000917969,0,0.00405016,0.00413086,0,4.48E-05,0,0,0.001704799,0.003828233,0.00189142,0,0,0,0,0.00036836,0,0,0.000978494,0,0,0.000223639,3.78E-05,0,0,0.000122711,0,0,0.000162093,3.97E-05,0,0,0,0,0,0.002547112,0.000389763,0.000988582,0,0.013315593,0.00028824,0.000379415,4.72E-05,0,0.00026259,0,0.002183959,0,0.001281121,8.99E-05
