filename,MouseID,Treatmentgroup,DPI,organ,well_position,plate,X268.105_0.35,X269.088_0.35,X111.044_2.768,X122.082_0.534,X130.087_0.452,X137.046_0.35,X142.035_0.315,X172.134_2.343,X175.148_2.71,X198.15_2.471,X200.165_3.207,X214.181_2.634,X216.16_2.471,X228.196_2.71,X230.176_2.586,X232.191_2.63,X242.212_2.78,X249.112_2.768,X256.227_2.847,X256.227_3.318,X258.207_2.775,X272.222_2.957,X278.248_3.1,X280.189_2.775,X280.264_3.159,X282.28_3.246,X296.259_2.971,X303.305_3.529,X303.648_2.884,X306.279_2.989,X306.279_3.212,X308.295_3.045,X308.295_3.285,X324.327_3.455,X327.232_3.01,X333.063_2.524,X334.311_3.335,X352.321_3.187,X368.316_2.962,X368.317_3.315,X369.17_2.767,X399.394_3.159,X399.395_3.152,X489.228_2.768,X506.255_3.172,X530.289_2.929,X568.341_2.887,X570.357_2.934,X599.241_2.765,X602.344_2.984,X604.362_2.948,X637.306_3.32,X666.434_3.024,X705.141_2.339,X776.148_2.398,X776.253_2.398,X776.411_2.398,X792.329_2.764,X811.309_2.773,X811.31_2.767,X819.211_2.398,X819.322_2.398,X819.378_2.399
X501_Group1A_50dpi_RV_top_251_B_A1_P137.mzXML,501,Group1A,50,RV_top,A1,P137,0,0.004022035,0,0,0.003168378,0.016662716,0.0020931,0.000583324,0.001403608,0.000674741,0.004079492,0.004432447,0.000487634,0.07510534,9.86E-05,0.000522052,0.000474364,0,0.002076683,0,0.004810025,0.000248879,0.002355763,0.000224977,0.004030243,0.004079492,0.000968572,0,7.14E-05,8.86E-05,7.35E-05,0.004366781,0.001321526,0,0.000303299,0.010916952,0,0.004186199,0,0,0.000459645,7.42E-05,0,0.000540294,0.000102382,0.000195505,0.009357387,0.000521633,0,0.000202783,0.000389395,0.005893512,0.00022484,9.95E-05,0.000108608,0.000121317,0.000100891,0,0,0,0.000185438,9.76E-05,0.000122733
X502_Group1A_50dpi_RV_top_252_B_A2_P137.mzXML,502,Group1A,50,RV_top,A2,P137,0,0.002537805,0,0.000350613,0.001833634,0.024332253,0.001478062,0.000157572,0.000794807,0.000222808,0.005026806,0.002656329,0.000121212,0.04824619,0.000158178,0.000360246,0.000282342,0,0.001408342,0,0.003618464,8.83E-05,0.00188941,0,0.002970069,0.004761871,0.000520155,0,8.32E-05,5.97E-05,0.000137603,0.003283808,0.001722082,6.82E-05,0.000456006,0.00927275,0.000193408,0.003353528,0,5.53E-05,0.001003967,0,0,0.001108547,6.67E-05,0.000211176,0.013734825,0.001080659,0.000158686,0.000244876,0.000630539,0.005466042,0.000421097,0.000114687,0.000149911,0.000120415,0.000156147,0,0.000137606,0,8.36E-05,0.000129866,8.79E-05
X503_Group1A_50dpi_RV_top_253_B_A3_P137.mzXML,503,Group1A,50,RV_top,A3,P137,4.18E-05,0.001666071,0,0,0.002030699,0.012733944,0.001065837,0.000126896,0.000695599,0.000271035,0.003994083,0.002810443,0.000191759,0.04577488,0.000217731,0.000211733,0.000207074,0,0.00134071,0.000283533,0.004319444,0.00019984,0.001379978,7.69E-05,0.002485082,0.004145544,0.000462322,0,4.41E-05,5.75E-05,5.47E-05,0.002636543,0.001817532,0.000140835,0.000146562,0.007180374,0.000317432,0.003921157,0,0.000147865,0.000914376,4.75E-05,0,0.001408026,7.03E-05,0.00034307,0.008134017,0.000611454,0.000126982,0.000191454,0.00066755,0.004302615,0.000422097,9.13E-05,0.000163289,0.000240514,0,0,0.000124164,0,0.000138916,0.000310917,0.000187144
X504_Group1A_50dpi_RV_top_254_B_A4_P137.mzXML,504,Group1A,50,RV_top,A4,P137,0,0.001933705,4.39E-05,0.000340542,0.002174604,0.019402159,0.001803489,0.000138332,0.000628443,0.000176097,0.003118669,0.001927194,9.60E-05,0.04140863,0.00015913,0.000329341,0.000238832,4.79E-05,0.001243561,0,0.003450719,0.000218223,0.001927194,0,0.003157734,0.003300971,0.000504229,0,6.90E-05,5.53E-05,0,0.002975432,0.00131518,0,0.000323278,0.007682734,7.17E-05,0.003418166,0,0,0.00123705,0,0,0.002109496,7.70E-05,6.56E-05,0.01341223,0.000963597,0.000277482,0.00015417,0.000536024,0.004694281,0.000266679,0.000156045,0.000182151,0.000254396,0.000185093,0,0.000225709,0,0.000100082,0.000227361,0.000125015
X505_Group1A_50dpi_RV_top_255_B_A5_P137.mzXML,505,Group1A,50,RV_top,A5,P137,0,0.001262861,0,0.000421778,0.002513219,0.01425408,0.001519185,0.000132352,0.000609316,0.000173204,0.003776081,0.00178176,9.19E-05,0.03901117,7.06E-05,0.000319428,0.000191584,4.66E-05,0.001156581,0.00012569,0.00325093,0.00014053,0.001506681,0,0.002506968,0.003782333,0.000402499,0,0,5.46E-05,5.50E-05,0.002650759,0.001988069,9.29E-05,0.000235406,0.007814737,0.000362233,0.003475995,0,0,0.001569199,0,0,0.00303837,5.55E-05,0.000229192,0.008752505,0.000731459,0.000398342,0.00015688,0.000806481,0.00482013,0.000850243,8.75E-05,9.51E-05,9.47E-05,7.13E-05,5.04E-05,0.000220536,0,0,0.000108262,8.71E-05
X506_Group1B_70dpi_RV_top_281_B_C7_P137.mzXML,506,Group1B,70,RV_top,C7,P137,0,0.001664146,0.00010005,0,0.00173718,0.014085245,0.001012051,0.000127748,0.000532109,0.000154247,0.002446659,0.0018989,0.000131966,0.03427409,5.82E-05,0.000185346,0.000190026,0.00016073,0.001022484,6.41E-05,0.002822266,0.00027697,0.002034535,0,0.003051803,0.003552612,0.000304338,0,0,5.64E-05,0.000105593,0.003124838,0.001669362,0.000148282,0.000284855,0.006364444,0.00054776,0.003735198,0,4.54E-05,0.002253639,0,0,0.006155774,0,0.000317888,0.00730346,0.000605144,0.000944233,0.000214951,0.000683395,0.003484794,0.000433537,0.000164377,0,0,0,0.000234177,0.000387281,0,0,6.48E-05,0
X507_Group1B_70dpi_RV_top_282_B_C8_P137.mzXML,507,Group1B,70,RV_top,C8,P137,0,0.001313889,0.000134816,0,0.000649618,0.005714684,0.000605659,0.000217401,0.000659387,0.000227453,0.002256567,0.001089209,0.000147691,0.03306702,0.000108696,0.000183272,0.000239856,0.000229404,0.001030597,0,0.002207724,0.000173138,0.002085615,0,0.002769424,0.003389736,0.000462804,0,0,8.84E-05,9.13E-05,0.002764539,0.00138227,4.37E-05,0,0.005812371,0.000320006,0.001958622,0,0,0.00231518,0.000159929,0,0.006203118,5.11E-05,0.0002034,0.002618009,4.60E-05,0.000928026,0.000153885,0.000365841,0.003741408,0.000415414,0,0,0,0,0.000298306,0.000261819,0,0,0,0
X508_Group1B_70dpi_RV_top_283_B_C9_P137.mzXML,508,Group1B,70,RV_top,C9,P137,0,0.002961197,9.61E-05,0,0.0011229,0.007335075,0.001181762,0.000154559,0.000446023,0.000144577,0.001879047,0.001675295,7.09E-05,0.03119671,6.69E-05,0.000254522,0.000177988,9.10E-05,0.000919148,0.000230097,0.002653305,0.00030129,0.001865464,0,0.002707639,0.002707639,0.000306773,3.99E-05,0,0.000103352,5.56E-05,0.002911391,0.001625489,0.000356749,0,0.005116441,0.000525228,0.002431442,3.59E-05,9.86E-05,0.001543988,0,0,0.003653954,0,0.000120631,0.006791736,0.000543339,0.000525228,0.000136382,0.000837647,0.003409452,0.000475422,0.000143674,0,4.17E-05,4.23E-05,0.000151305,0.000209392,0,0,0,0
X509_Group1B_70dpi_RV_top_284_B_C10_P137.mzXML,509,Group1B,70,RV_top,C10,P137,0,0.002290794,9.72E-05,0.000416295,0.001793933,0.010983261,0.001072175,0.000198007,0.000549163,0.000197724,0.002316945,0.00169456,0.000172554,0.03614016,0.000151223,0.000225456,0.000189115,7.80E-05,0.001040795,0,0.003896443,0.000181377,0.002217573,5.02E-05,0.003430962,0.003875522,0.000360233,0,0,0.000127196,6.08E-05,0.002892259,0.001841004,7.67E-05,0.000236507,0.00674686,0.000332397,0.003530334,0,5.01E-05,0.001783472,6.50E-05,0,0.004984308,0,7.39E-05,0.006642258,0.000503327,0.000501574,0.000211651,0.000658996,0.003755229,0.000338764,5.35E-05,0,0,0,0.000122691,0.000101796,0,0,0,0
X510_Group1B_70dpi_RV_top_285_B_C11_P137.mzXML,510,Group1B,70,RV_top,C11,P137,0,0.001440534,3.38E-05,0.000386346,0.001928457,0.013104213,0.001180309,0.000110954,0.000599448,0.000214423,0.003141294,0.001514884,0.000142586,0.03173822,0.000117487,0.000348696,0.000169108,4.33E-05,0.000989786,0.000185597,0.002918243,0.000231359,0.001631056,3.37E-05,0.002407086,0.003178469,0.000311526,0,0,9.21E-05,5.28E-05,0.002620843,0.00122213,0.000136375,0,0.005529792,0.000202321,0.003303934,0,0.000139261,0.001319715,0,0,0.002737015,4.55E-05,0.000186664,0.004191489,0.000320363,0.00044949,1.00E-04,0.000529745,0.003522338,0.000272749,0.000115792,5.70E-05,0,0,0,0.00029922,0,5.21E-05,5.92E-05,5.39E-05
X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML,511,Group1C,142,RV_top,A1,P136,0.000163206,0.001639729,0,0.000197852,0.002584075,0.015624642,0.002240677,0.000465434,0.001287745,0.000202626,0.004472768,0.003150683,0.000100317,0.07082599,0.000445929,0.000380923,0.000682308,0,0.002489641,0,0.007486092,0.006121082,0.004386919,0.000481661,0.007091184,0.007417413,0.001090291,0,8.64E-05,0.00037744,0.000285681,0.006155422,0.002386621,0,0,0.011933106,0,0.005451455,0.000155358,0,0.000802083,0.000393403,0,0.001030196,0.000141389,8.76E-05,0.011160459,0.000534247,9.24E-05,0.000183073,0.000368245,0.01073121,0,0.000179645,0,0.000103564,0,0,0,0,6.98E-05,9.87E-05,0
X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML,512,Group1C,142,RV_top,A2,P136,0.000425,0.003176171,0,0.000165029,0.002788242,0.016608226,0.001551717,0.00020286,0.000666754,0.000119866,0.003157988,0.001551717,5.23E-05,0.03982338,0.000241516,0.000191873,0.000350158,0,0.001272893,0,0.004103565,0.001151665,0.003370136,5.19E-05,0.005909862,0.006970606,0.000775859,0,0.000154162,0.000234608,0.000353688,0.004824872,0.003448935,6.72E-05,0.000248657,0.007940429,0.000484189,0.004315714,5.04E-05,0,0.001145604,0.000123265,0,0.001721437,0.000154703,6.43E-05,0.014304896,0.000939516,0.000176837,0.000126193,0.000382024,0.008122271,0,9.65E-05,0.000116217,0.00017952,7.77E-05,0,0.000119473,0,0.000152956,0.000187883,9.20E-05
X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML,513,Group1C,142,RV_top,A3,P136,0.00084289,0.001560739,0,4.69E-05,0.002099347,0.013465196,0.001273073,0.000223297,0.000942564,0.000248357,0.00269916,0.002686919,0.000156197,0.0552073,0.000185515,0.000349417,0.000462432,4.55E-05,0.001719873,0,0.005545213,0.002509423,0.003292853,0.000233502,0.004878073,0.005783914,0.000716104,0,0.000156837,0.000238199,0.000323036,0.004920917,0.002631834,5.77E-05,0.000590913,0.007222242,0.00036789,0.006065459,0.000116305,0,0.001340399,6.77E-05,0,0.002637954,0.000119925,0,0.013342785,0.00089972,0.000321659,0.000273568,0.000667139,0.006855009,0.000129082,0.000161273,0.000144501,0.000153052,8.10E-05,6.55E-05,0.000150147,0,0.00015843,0.000183752,0.000165912
X514_Group1C_142dpi_RV_top_164_G_A4_P136.mzXML,514,Group1C,142,RV_top,A4,P136,0.000302458,0.001666797,0,0.000492495,0.00100233,0.01447185,0.001126214,0.000196037,0.000771457,0.000242954,0.002624079,0.001509127,0.000133886,0.04150099,0.000264884,0.000277594,0.000389344,0,0.001351457,0,0.00462874,0.001717476,0.002826797,6.05E-05,0.004431652,0.00525942,0.000703884,0,0.00010198,0.000240303,0.000289235,0.004510487,0.002731069,6.68E-05,0.000188854,0.007038838,0.00042951,0.004347186,0.000106612,0,0.001469709,7.06E-05,0,0.002483302,0.00015147,6.42E-05,0.008728159,0.000670097,0.000327508,0.000189966,0.000307064,0.006137866,0,8.43E-05,9.54E-05,0.000175538,0.000173409,0,0.000152011,0,0.000165734,0.000212944,0.000182069
X515_Group1C_142dpi_RV_top_165_G_A5_P136.mzXML,515,Group1C,142,RV_top,A5,P136,0,0.002342964,4.32E-05,0,0.001328925,0.009126352,0.001206173,0.000192978,0.000800557,0.000169073,0.002615154,0.003511778,0.000142282,0.04621884,0.000515086,0,0.000262432,6.69E-05,0.001339599,0,0.007952202,0.001510385,0.002503076,0.000322813,0.003997449,0.005977494,0.000565727,0,0.000110963,0.00013919,0.000321082,0.003901382,0.003100825,0.000208515,0.00044808,0.005657271,0.000757861,0.00555053,0.000205245,0,0.00139297,4.85E-05,0,0.003421048,0,0,0.012435322,0.000869939,0.000468593,0.000183401,0.000661794,0.00549716,0.000149463,0.000194172,0.000258485,0.000309987,0.000176238,6.90E-05,0.000174876,0,0.000182384,0.00022601,0.000238047
X521_Group1A_50dpi_RV_top_256_B_A6_P137.mzXML,521,Group1A,50,RV_top,A6,P137,0,0.001649495,3.70E-05,3.11E-05,0.001109507,0.005906122,0.000805764,0.000122302,0.000523114,0.000183248,0.001961676,0.001387939,9.84E-05,0.02974154,4.30E-05,0.00018455,0.000173796,7.23E-05,0.000835294,0.000159044,0.00235823,0.000279678,0.001020915,4.30E-05,0.00172965,0.002560726,0.000335596,0,0.000102879,4.68E-05,4.38E-05,0.001679026,0.001071539,0.000121928,0.000218899,0.004556151,0.000304263,0.00229495,0,8.84E-05,0.001143256,0,0,0.003936008,0.000136602,5.03E-05,0.006834226,0.000577956,0.000577956,0.000170825,0.000369361,0.002877125,0.000329047,6.02E-05,0,0.000164285,4.13E-05,8.28E-05,8.63E-05,0,4.97E-05,6.19E-05,0
X522_Group1A_50dpi_RV_top_257_B_A7_P137.mzXML,522,Group1A,50,RV_top,A7,P137,0.000116535,0.00238893,5.28E-05,0.000142649,0.001714409,0.016413357,0.001365906,0.000189879,0.000567722,0.000184059,0.003114041,0.001489568,9.00E-05,0.03636795,0,0.00020645,0.00013334,7.32E-05,0.001118582,8.65E-05,0.00216409,0.000296757,0.001978597,0,0.003136525,0.004238244,0.000691385,0,6.37E-05,5.87E-05,5.96E-05,0.003153388,0.001854934,9.14E-05,0,0.007307317,0.000358995,0.003316398,0,6.36E-05,0.001826829,0,0,0.004777861,5.92E-05,0.000138007,0.013996322,0.001382769,0.000573343,0.000167565,0.000736353,0.004502431,0.000680143,0.000168641,0.00010563,0.000141157,8.92E-05,0.000106772,0.000115163,0,5.59E-05,6.89E-05,5.73E-05
X523_Group1A_50dpi_RV_top_258_B_A8_P137.mzXML,523,Group1A,50,RV_top,A8,P137,0,0.000818046,4.42E-05,0.000243199,0.001794507,0.014471833,0.000968297,0.000197578,0.000589398,0.000217133,0.003641639,0.00171557,8.76E-05,0.03673214,0.000218693,0.000360798,0.000235212,4.28E-05,0.001120909,0.00014602,0.003899501,0.000209566,0.001726095,5.44E-05,0.00262598,0.003378515,0.000350924,0,0,4.84E-05,4.31E-05,0.00268913,0.00154717,7.04E-05,0.000357361,0.006157107,0.000307986,0.003099603,0,6.18E-05,0.001352459,4.23E-05,0,0.002747017,0,5.25E-05,0.005036198,0.000352388,0.000450898,0.000183739,0.000324034,0.003999488,0.000820948,0,0,5.48E-05,0,6.39E-05,0.000173809,0,0,0,0
X524_Group1A_50dpi_RV_top_259_B_A9_P137.mzXML,524,Group1A,50,RV_top,A9,P137,0.000123104,0.001947782,2.58E-05,9.94E-05,0.000879395,0.010799584,0.001022104,8.41E-05,0.000455125,0.000150897,0.002217772,0.001562083,9.51E-05,0.02530188,9.57E-05,0.000337422,0.000162067,0,0.000728972,0.000253134,0.002279484,0.00019647,0.001419374,0,0.002264056,0.003571577,0.000363473,0,0,3.60E-05,8.76E-05,0.002221629,0.001284379,0.000270976,0,0.004165554,0.000593977,0.003178163,0,0.000187183,0.000914108,0,0,0.001415517,4.58E-05,0.000191495,0.00690402,0.00066726,0.000219772,7.35E-05,0.00059012,0.003479009,0.000358868,0.000121953,4.85E-05,5.40E-05,6.19E-05,0,0.000213897,0,5.80E-05,7.44E-05,7.59E-05
X525_Group1A_50dpi_RV_top_260_B_A10_P137.mzXML,525,Group1A,50,RV_top,A10,P137,0,0.001296105,3.43E-05,0,0.001591357,0.011960202,0.001015867,0.00016667,0.000705602,0.000323256,0.002822408,0.002201878,0.000241751,0.04023432,5.09E-05,0.000395731,0.000240395,0,0.00116099,0.000117803,0.002922493,0.000364639,0.001991699,5.27E-05,0.002587207,0.003593065,0.000555474,0,8.94E-05,0.000119985,5.81E-05,0.003152689,0.001916635,0.000146911,0.000570487,0.005905037,0.000452683,0.004273645,0,0.000101299,0.001211033,0,0,0.002732331,0,0.000132599,0.014061995,0.001386182,0.000242927,0.00025294,0.000850726,0.00451385,0.000452409,0.000246854,5.67E-05,0,0,5.81E-05,0.000163591,0,0,5.33E-05,6.65E-05
X526_Group1B_70dpi_RV_top_286_B_C12_P137.mzXML,526,Group1B,70,RV_top,C12,P137,0,0.001546897,0,4.00E-05,0.002704248,0.007282838,0.001840469,0.000262128,0.000767803,0.000251218,0.002393739,0.002207434,0.000141104,0.04561653,5.85E-05,0.000231281,0.000341847,4.81E-05,0.001394466,0,0.005137506,0.000292533,0.001721911,0.000241886,0.002766349,0.002975237,0.000545711,0,0.000155297,8.15E-05,5.76E-05,0.00309944,0.001033147,0,0,0.00637954,0,0.00304863,4.80E-05,4.68E-05,0.000999273,6.58E-05,0,0.002952654,0.000269436,0,0.006774733,0.000467476,0.000355152,6.17E-05,0.000259909,0.002213079,9.41E-05,0.000128879,4.30E-05,0,6.81E-05,8.60E-05,0.000125555,0,5.68E-05,8.67E-05,9.94E-05
X527_Group1B_70dpi_RV_top_287_B_D1_P137.mzXML,527,Group1B,70,RV_top,D1,P137,0,0.002203486,0,0.000329446,0.00120439,0.018408005,0.001922918,0.000370386,0.001259135,0.000732214,0.004044287,0.003681601,0.000545014,0.06665203,7.81E-05,0.000398973,0.000377761,0,0.002011879,0,0.004653325,0.00031978,0.001382311,0.000136953,0.002271917,0.002723564,0.000483279,0,0,0.000123465,0,0.003195739,0.00087592,0,5.88E-05,0.009511943,6.72E-05,0.003626856,0,0.000146468,0.000574281,5.74E-05,0,0.000800646,0,0.000425459,0.005857715,0.000348468,8.74E-05,0.000158711,0.000613816,0.003346288,0.000261263,0.000290374,0.000111157,0.000320761,8.99E-05,0,0,0,0.000196235,0.000208018,0.000228608
X528_Group1B_70dpi_RV_top_288_B_D2_P137.mzXML,528,Group1B,70,RV_top,D2,P137,0,0.004046331,0,0.00012454,0.001126673,0.013689682,0.001484058,0.000194692,0.000805632,0.00019992,0.003513281,0.002210944,9.95E-05,0.04421888,4.57E-05,0.000345917,0.000287447,0,0.001278108,0.000153819,0.003943355,0.000172016,0.001362911,7.06E-05,0.002386608,0.003543568,0.000378325,0,0,0,0,0.002816682,0.00164155,8.02E-05,0,0.007087136,0.000332621,0.003507224,0,0.000118693,0.001096386,0,0,0.002235174,0,0.000299992,0.004331028,0.000149747,0.000295828,6.20E-05,0.000596589,0.003719232,0.000412221,0.000234485,9.52E-05,0.000178335,0,4.96E-05,0.000169726,0,7.36E-05,8.97E-05,0.000160276
X529_Group1B_70dpi_RV_top_289_B_D3_P137.mzXML,529,Group1B,70,RV_top,D3,P137,0,0.001509918,9.37E-05,0.000234943,0.000897198,0.011762045,0.00136768,0.000198243,0.000574425,0.000184733,0.002193758,0.001898339,0.000154439,0.03829503,0.000158434,0.000190156,0.00019692,5.72E-05,0.001126968,0,0.003402787,0.000222428,0.001427858,4.95E-05,0.002297702,0.002483706,0.000363822,0,0,5.07E-05,0,0.002423528,0.00121997,0.000138987,0,0.006400741,0.000262416,0.003260548,0,0,0.001537272,0,0,0.003610674,0,5.38E-05,0.006127205,0.000395439,0.000466257,0.000210256,0.000727606,0.003736501,0.000285475,0.000125828,0.000139306,0.000201483,0.000133763,0.000128341,0.000101546,0,0.000154656,0.000178315,0.000193072
X530_Group1B_70dpi_RV_top_290_B_D4_P137.mzXML,530,Group1B,70,RV_top,D4,P137,0,0.001546604,8.90E-05,0,0.001688123,0.010563407,0.001152372,0.000186134,0.00061662,0.000187937,0.001875131,0.001718449,6.75E-05,0.03411627,0.000140785,0.000167276,0.000120925,0.000105508,0.001056341,0,0.003441952,0.000165495,0.001430356,0,0.001854914,0.002643379,0.000362051,0,0,0,0,0.00236034,0.001046232,4.08E-05,0,0.006166199,0.000193288,0.002815224,0,0,0.001920619,0,0,0.004872308,0,0.000276829,0.004498293,0.000325705,0.000657054,0.000117414,0.000742976,0.003618851,0.00081879,0.000178378,0.000204683,0.000231595,8.25E-05,8.72E-05,0.000371225,0,0.000141174,0.000230096,0.000178356
X531_Group1C_142dpi_RV_top_166_G_A6_P136.mzXML,531,Group1C,142,RV_top,A6,P136,7.06E-05,0.001799604,0.000115117,0.000423512,0.002297229,0.013633406,0.000858905,0.000343597,0.000756654,0.000163132,0,0.001792793,0,0.04621725,0.000434056,8.38E-05,0.000233844,8.59E-05,0.001356524,0,0.005214778,0.001683726,0.002808482,0.000158978,0.004021855,0.004696708,0.00068167,0,0,0.00017638,0.00013618,0.00428089,0.002140445,0,0,0.008589046,0.000282216,0.004028672,5.82E-05,0,0.002488097,0.000182729,0,0.006496318,6.80E-05,0,0.003510602,0,0.000811188,7.78E-05,6.59E-05,0.005719214,0,0,6.16E-05,0.000166923,0,0.000203732,0.000394644,0,6.72E-05,0.000132213,8.51E-05
X532_Group1C_142dpi_RV_top_167_G_A7_P136.mzXML,532,Group1C,142,RV_top,A7,P136,0.000138004,0.001018041,0.000113939,0.000366759,0.002323046,0.008745586,0.000772071,0.00024214,0.000778904,0.000145698,0.00293797,0.001667127,6.80E-05,0.04461615,0.000176429,0.000192033,0.000479763,7.80E-05,0.001448488,0,0.003552894,0.001284508,0.003587057,0,0.005267849,0.005705128,0.000785736,0,0,0.000264606,0.000301089,0.005541148,0.002671503,5.28E-05,0,0.008882235,0.000358247,0.004488945,5.42E-05,0,0.002692001,0.000321424,0,0.00598526,0,6.31E-05,0.003826194,0,0.000806234,0.000165346,0.000141557,0.005711961,0,0,0,0,0,0.000200195,0.000282839,0,0,0,0
X533_Group1C_142dpi_RV_top_168_G_A8_P136.mzXML,533,Group1C,142,RV_top,A8,P136,5.76E-05,0.001427743,5.99E-05,0.000370744,0.002079259,0.014240582,0.000942686,0.000267454,0.000675258,0.000144671,0.002273145,0.001791773,6.33E-05,0.04459375,0.000328391,0.00018789,0.000150438,8.92E-05,0.001290344,0,0.005208175,0.001417373,0.003449831,6.65E-05,0.005595947,0.005910176,0.000748801,0,0,0.00025697,0.000274583,0.004178575,0.002841431,7.19E-05,0,0.008624578,0.000397036,0.004994232,6.89E-05,0,0.002166173,0.000423865,0,0.005582576,8.54E-05,7.75E-05,0.003316117,0.0001041,0.000869144,6.74E-05,7.56E-05,0.005174747,0,0,5.66E-05,6.09E-05,0,0.000106832,0.000173702,0,0,0,0
X534_Group1C_142dpi_RV_top_169_G_A9_P136.mzXML,534,Group1C,142,RV_top,A9,P136,0.000942486,0.00184771,4.83E-05,0.000203232,0.001633243,0.01578252,0.001182314,0.000128877,0.000934853,0.000204405,0.001638742,0.002579095,0.000127471,0.04668766,0.000137845,0.000260776,0.000307474,4.80E-05,0.001622245,0,0.003953879,0.0006379,0.003304981,5.36E-05,0.004938224,0.004723758,0.00076438,0,0.000101378,0.000237833,0.00024726,0.003915385,0.003013526,0.000373041,0.000341797,0.006708946,0.000940352,0.005939067,0.000156271,0,0.001737727,0.000214558,0,0.003464456,6.66E-05,0.000229621,0.010888289,0.000934853,0.000534639,0.000266728,0.000692891,0.005884075,4.20E-05,0.000190134,0.000103017,0.000156678,0.000113595,0.000134198,0.000274492,0,0.000132554,0.000143689,0.000153955
X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML,535,Group1C,142,RV_top,A10,P136,0.000559,0.003320358,5.05E-05,0.000300325,0.002164466,0.025044344,0.00121822,0.000205267,0.000611943,9.65E-05,0.001926488,0.002045477,8.35E-05,0.04255272,0.000175644,0.00027342,0.000206929,4.85E-05,0.001195556,0,0.005626478,0.001240885,0.003093713,0.000156876,0.004776557,0.005722803,0.000544214,0,5.53E-05,0.000165444,0.000331446,0.004561244,0.002714082,0.00014349,0.000366338,0.006516062,0.000501568,0.005263845,5.96E-05,0,0.001303212,0.000144853,0,0.003479011,6.32E-05,0,0.008725857,0.000329451,0.000522269,0.000174414,0.000352343,0.00399463,5.53E-05,0.000155574,8.24E-05,0.000105793,9.19E-05,0.000168552,0.000216709,0,8.05E-05,0.000173946,0.000109189
X541_Group1A_50dpi_RV_top_261_B_A11_P137.mzXML,541,Group1A,50,RV_top,A11,P137,0.000422,0.002212461,2.87E-05,0.000403305,0.00157167,0.011949889,0.001251275,0.000117448,0.000991494,0.000253275,0.001931033,0.002974483,0.000221379,0.0471934,0.000112939,0.000290353,0.000344192,0,0.001355187,0,0.003558989,0.000233617,0.001506725,5.24E-05,0.002528527,0.003922681,0.000606154,0,4.60E-05,8.08E-05,8.71E-05,0.002121538,0.001298901,0.0001597,0.000258773,0.00458945,0.000471934,0.004130505,0,8.24E-05,0.00091789,0,0,0.001584659,5.71E-05,0.000437297,0.011690109,0.001173341,0.000180084,0.000137139,0.000861604,0.003377143,0.000207329,0.000182323,9.66E-05,0.000179525,7.78E-05,0,0.000127027,0,0.000195829,0.000200201,0.000160667
X542_Group1A_50dpi_RV_top_262_B_A12_P137.mzXML,542,Group1A,50,RV_top,A12,P137,0.000112865,0.002235858,0,0,0.001930685,0.028212914,0.001451128,0.000140662,0.000613998,0.000174095,0.003381813,0.001918229,9.67E-05,0.04104263,5.58E-05,0.000218743,0.000295695,0,0.001220691,0.000133346,0.002752783,0.000311109,0.002061473,0,0.003126464,0.004303559,0.000647714,0,0.000158709,0.000122277,0.000145676,0.002815063,0.001762529,7.89E-05,0.000381369,0.007411339,0.000296009,0.003101552,0,5.01E-05,0.00069131,0,0,0.001015167,7.03E-05,6.99E-05,0.020365613,0.002067701,9.06E-05,0.000141275,0.000772274,0.004565136,0.000324809,0.000236808,0.000103294,9.39E-05,0,0,5.79E-05,0,6.94E-05,8.41E-05,8.96E-05
X543_Group1A_50dpi_RV_top_263_B_B1_P137.mzXML,543,Group1A,50,RV_top,B1,P137,0,0.004454016,0,0.000149001,0.001615733,0.009706684,0.001222551,0.000220676,0.000731073,0.00045837,0.00447859,0.00269084,0.000313971,0.05099081,6.07E-05,0.00050792,0.000311372,0,0.001400711,0.000178509,0.002918149,0.000265195,0.001474433,0,0.002617119,0.002967296,0.000576839,0,0,5.80E-05,0,0.002131784,0.001566585,7.29E-05,0.000108275,0.008600859,0.000220079,0.001996628,0,0.000132861,0.000626634,0,0,0.000792508,0,0.000124233,0.009030902,0.000841656,7.31E-05,8.70E-05,0.000669638,0.003661509,0.000595221,0.000180943,0.000179831,0.000193751,5.05E-05,0,0.000104909,0,0.00013776,0.000170851,0.00015704
X544_Group1A_50dpi_RV_top_264_B_B2_P137.mzXML,544,Group1A,50,RV_top,B2,P137,0.000158975,0.005477077,0,5.10E-05,0.001297939,0.007664551,0.001113318,0,0.000906319,0.000215167,0.00262385,0.003306387,0.000181412,0.0492881,5.43E-05,0.000329296,0.000300013,0,0.001426614,0,0.003893816,0.000136483,0.001292344,5.46E-05,0.002221041,0.003390305,0.000474502,0,0.000138421,5.73E-05,5.04E-05,0.002847633,0.001555289,5.87E-05,0.000409392,0.0057624,0.000180633,0.004430894,0,4.94E-05,0.000850374,0,0,0.001281155,7.22E-05,0.000192274,0.01818233,0.002081177,0.000114991,0.000221317,0.000928697,0.003686817,0.000783239,0.000186561,0.000282065,0.000343728,0.000132706,0,0.000118091,0,0.000325641,0.000365066,0.000262628
