filename,MouseID,Treatmentgroup,DPI,organ,well_position,plate,X293.211_2.933,X440.337_2.765,X442.353_2.823,X141.091_1.54,X203.007_0.309,X240.116_2.324,X249.112_2.768,X272.222_2.957,X296.258_2.976,X311.221_2.932,X345.243_3.095,X366.373_3.699,X546.029_2.319,X607.227_2.771,X608.227_2.768,X690.434_3.14,X692.414_2.985,X708.445_3.006,X709.936_2.18,X720.445_3.09,X737.391_2.399,X776.042_2.398,X776.095_2.398,X776.148_2.398,X776.359_2.398,X819.433_2.399,X867.281_2.399
X585_Group3E_142dpi_LV_top_180_G_B8_P128.mzXML,585,Group3E,142,LV_top,B8,P128,0.000285546,0.00041631,0.000579098,7.75E-05,0.000130843,8.18E-05,8.48E-05,0.000293552,0.000126785,0.000257409,1.95E-05,0.001657234,0,3.13E-05,9.87E-05,0.000309564,0.000557749,0.000926023,0,0.000152366,0,0,0,2.35E-05,3.58E-05,0,0
X646_Group3A_50dpi_LV_top_271_B_B9_P129.mzXML,646,Group3A,50,LV_top,B9,P129,0.000325528,0,0,0.000249983,0.000257042,0,3.34E-05,0.000469177,0.000266288,0.000238503,0,0.000812747,0,0,2.92E-05,0.000106109,0.000668669,0.000594783,0,0.000154945,0,0,0,0,0,0,0
X647_Group3A_50dpi_LV_top_272_B_B10_P129.mzXML,647,Group3A,50,LV_top,B10,P129,0.000489914,2.70E-05,0,0.000136413,7.65E-05,4.95E-05,0,0.001334933,0.000404426,0.000434018,0,0.002255577,0.000135722,0,3.50E-05,2.86E-05,0.00016743,0.000214037,5.90E-05,0,0,0,3.72E-05,5.06E-05,5.61E-05,4.83E-05,0
X648_Group3A_50dpi_LV_top_273_B_B11_P129.mzXML,648,Group3A,50,LV_top,B11,P129,4.17E-05,0.000397644,0.000501518,0.00015176,0.000211155,5.66E-05,0,0.000188584,0.00062069,8.78E-05,0,0.000660414,0,0,0,0,0.000110143,0.000116191,0,0,0,0,0,0,0,0,0
X649_Group3A_50dpi_LV_top_274_B_B12_P129.mzXML,649,Group3A,50,LV_top,B12,P129,0.000119335,0,0,0.000521954,0,0,0,0.000518187,0.001030817,0,0,0.000516154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X650_Group3A_50dpi_LV_top_275_B_C1_P129.mzXML,650,Group3A,50,LV_top,C1,P129,3.96E-05,0,0,0.000443373,0,0,0,0.000371256,0.000601149,0,0,0.001674958,0,0.00014321,0,0,0.000151988,0,0,0,0,0,0,0,0,0,0
X651_Group3B_70dpi_LV_top_301_B_E3_P129.mzXML,651,Group3B,70,LV_top,E3,P129,0.000714513,0.000810817,0.000972359,0.000137581,0,0.000438028,4.23E-05,0.000175467,0.000316871,0.000711407,0.000168845,0.000922654,0.000127882,2.87E-05,8.77E-05,0.000145773,0.000531225,0.000596463,0.000138519,0.000109786,4.73E-05,6.89E-05,0.000101553,0.000212107,0.000207812,0.000196392,7.09E-05
X652_Group3B_70dpi_LV_top_302_B_E4_P129.mzXML,652,Group3B,70,LV_top,E4,P129,0,0.000235888,0.00019571,0.000165725,0.000266575,0.000244306,0.000202456,0.000390116,0.000372767,0,0,0.000372967,0,0.00018436,0.00031874,0,0,0,7.38E-05,0,7.42E-05,0.000204385,9.17E-05,0.000252276,0.000257346,0.000400888,0.000151661
X653_Group3B_70dpi_LV_top_303_B_E5_P129.mzXML,653,Group3B,70,LV_top,E5,P129,0.000350459,0.000347163,0.000441825,0.000323117,0.000153734,3.39E-05,0.00016959,0.00056806,0.000153591,0.000357573,8.11E-05,0.001017775,0,0,0.000119405,3.16E-05,0.000508887,0.000500998,4.60E-05,0,0,0,5.21E-05,5.50E-05,5.22E-05,7.01E-05,0
X654_Group3B_70dpi_LV_top_304_B_E6_P129.mzXML,654,Group3B,70,LV_top,E6,P129,0.000533351,0.000618539,0.000733358,8.66E-05,9.52E-05,0.00052224,0.000172431,0.000374087,0.000230962,0.000514832,0.000134455,0.000777804,6.13E-05,2.87E-05,0.00013563,0,0.0003049,0.00055187,5.97E-05,0,0,3.96E-05,5.50E-05,7.54E-05,0.00013404,9.25E-05,4.97E-05
X655_Group3B_70dpi_LV_top_305_B_E7_P129.mzXML,655,Group3B,70,LV_top,E7,P129,0.000366872,0.000281361,0.000232394,0.000209011,0.000130317,0.000135799,0.000122912,6.61E-05,0.000207151,0.00032841,8.10E-05,0.001278136,3.94E-05,3.37E-05,9.75E-05,0.000129222,0.000615399,0.00067753,0,0.000254374,0,0,0,0,2.97E-05,2.67E-05,0
X666_Group3E_142dpi_LV_top_201_G_D5_P128.mzXML,666,Group3E,142,LV_top,D5,P128,0.000204383,0.000435216,0.000500138,3.69E-05,0,0.000146675,2.07E-05,0.000353463,0,0.000182743,0,0,6.62E-05,0,2.81E-05,0.000257282,0.000140664,0.000774252,6.95E-05,6.54E-05,0.000119745,0.000120105,0.000224822,0.000308979,0.000337833,0.000325811,0.000138259
X667_Group3E_142dpi_LV_top_202_G_D6_P128.mzXML,667,Group3E,142,LV_top,D6,P128,0.000163275,0.00137523,0.001571174,0.000162756,0,5.06E-05,0.000192382,0.000316827,0.000188501,3.62E-05,0,0.001059544,0,5.75E-05,0.000213484,0.000130519,0.000413658,0.000627744,4.88E-05,3.28E-05,0,3.78E-05,6.87E-05,0.000180156,0.000102879,0.000137775,5.32E-05
X668_Group3E_142dpi_LV_top_203_G_D7_P128.mzXML,668,Group3E,142,LV_top,D7,P128,0.000155161,0.000677972,0.000811071,0.000283937,0,4.83E-05,0.00017723,0.000353447,0.000199914,0.000152634,0,0.001605504,0,0.000118238,0.00020819,0.000276654,0.000428412,0.000702928,0,0.000197714,0,0,3.97E-05,4.72E-05,5.04E-05,4.57E-05,3.71E-05
X669_Group3E_142dpi_LV_top_204_G_D8_P128.mzXML,669,Group3E,142,LV_top,D8,P128,0.000499292,0.000176559,0.000135036,0.000207285,0.00014064,4.79E-05,3.20E-05,0.000266898,0.000213125,0,2.73E-05,0.001501096,2.83E-05,2.52E-05,0,0.000246989,0.000402655,0.000740884,0,0.000224164,0,0,0,7.67E-05,0,7.95E-05,0
X670_Group3E_142dpi_LV_top_205_G_D9_P128.mzXML,670,Group3E,142,LV_top,D9,P128,0.000370917,6.96E-05,5.09E-05,0.000593755,0,0,0.000159745,0.000526199,0.000500299,0.000392969,0,0.000360183,0,5.96E-05,0.000276885,0.00010682,0,0.000117239,0,0,0,7.59E-05,0.00010661,9.39E-05,0.000144239,0.000301718,0
X731_Group3A_50dpi_LV_top_276_B_C2_P129.mzXML,731,Group3A,50,LV_top,C2,P129,0.00059367,0.000289832,3.35E-05,0.000106731,0.000218906,3.99E-05,0,0.000260798,0.000479989,0,0,0.001102079,0,0,0,0.000172396,0.0006663,0.000571565,0,0.000325255,0,0,0,0,0,0,0
X732_Group3A_50dpi_LV_top_277_B_C3_P129.mzXML,732,Group3A,50,LV_top,C3,P129,0.000335748,5.38E-05,3.93E-05,0.000108764,0,0.000221576,0,0.000208594,0.000371525,0.000319236,9.44E-05,0.001304465,9.54E-05,0,2.74E-05,0,0.000299972,0.000643976,2.71E-05,0,0,0,0,0,0,0,0
X733_Group3A_50dpi_LV_top_278_B_C4_P129.mzXML,733,Group3A,50,LV_top,C4,P129,0,0,0,0.000212177,0,9.54E-05,0.000124254,0.000954915,0.00090144,0,0,0,0,0.000104043,0.000332417,0,0,0,0,0,0,0,8.90E-05,8.68E-05,0.00010304,8.21E-05,0
X734_Group3A_50dpi_LV_top_279_B_C5_P129.mzXML,734,Group3A,50,LV_top,C5,P129,0,0,0,0.000316539,0,0,8.19E-05,0.000788932,0.000788932,0,0,0,0,5.44E-05,9.74E-05,0,0,0,0,0,0,0,0,0,0,0,0
X735_Group3A_50dpi_LV_top_280_B_C6_P129.mzXML,735,Group3A,50,LV_top,C6,P129,0,0,0,0.000221013,0,0,0.000213345,0.00028117,0.000575421,0,0,0.000261545,0,9.34E-05,0.00039831,0,0,0,0,0,0,0,0,0,0,0,0
X736_Group3B_70dpi_LV_top_306_B_E8_P129.mzXML,736,Group3B,70,LV_top,E8,P129,0.000501187,0.000217297,0.000327122,0,5.41E-05,0.00048318,0,9.83E-05,0.000143511,0,7.71E-05,0.001863694,0,0,0,0.000160894,0.000507189,0.000573213,9.58E-05,0.000199683,0,0,0,0,0,0,0
X737_Group3B_70dpi_LV_top_307_B_E9_P129.mzXML,737,Group3B,70,LV_top,E9,P129,0.000184258,0.000305856,0.000301568,0.000184839,0,0.000443595,9.60E-05,0.000145416,0.000195353,0.000159473,2.94E-05,0.001191554,5.84E-05,6.87E-05,0.000101912,0.00013889,0.000686439,0.000670249,3.73E-05,0.000113942,0,0,0,0,0,0,0
X738_Group3B_70dpi_LV_top_308_B_E10_P129.mzXML,738,Group3B,70,LV_top,E10,P129,0.000428462,0.000360236,0.000384797,0,2.54E-05,0.000450295,2.38E-05,0.000311113,0.000262531,0,8.20E-05,0.001307219,7.40E-05,0,2.00E-05,0.000119888,0.000499418,0.000496689,3.86E-05,0.000135831,0,0,0,2.58E-05,0,0,0
X739_Group3B_70dpi_LV_top_309_B_E11_P129.mzXML,739,Group3B,70,LV_top,E11,P129,7.54E-05,0.000624564,0.00060578,0.000277822,0,6.05E-05,0.000115155,0.000262553,0.000376551,3.56E-05,0,0.000147638,0,4.26E-05,0.00010362,0,0.000232221,4.52E-05,4.90E-05,0,0,0,0,4.87E-05,5.07E-05,4.37E-05,0
X740_Group3B_70dpi_LV_top_310_B_E12_P129.mzXML,740,Group3B,70,LV_top,E12,P129,4.37E-05,0.000131645,0.000100637,0,0,0.000492587,5.38E-05,0.000442026,0.000604471,5.09E-05,0,0.000465637,0,0,8.42E-05,0.000105969,0.000203927,0,0.000212792,0,0,7.74E-05,0.000189192,0.000264467,0.000275231,0.000359863,0.000191457
X751_Group3E_142dpi_LV_top_226_G_F6_P128.mzXML,751,Group3E,142,LV_top,F6,P128,0.00028993,0.00031591,0.000290854,0.000125128,0,0,0.000143684,0.000649748,0.00025921,0.000270273,3.80E-05,0.000780633,5.06E-05,0.000102191,0.000139277,0.000188776,0.000626376,0.000537562,4.09E-05,5.38E-05,0,5.49E-05,0.000118734,0.000155002,0.000146367,0.000236342,6.69E-05
X752_Group3E_142dpi_LV_top_227_G_F7_P128.mzXML,752,Group3E,142,LV_top,F7,P128,0.000188541,8.17E-05,0.000202348,0.000258092,0,0,0.000149452,0.000302026,0.000186242,3.98E-05,0,0.001294895,0,5.79E-05,0.000205298,0.000193769,0.000588588,0.000706306,0,9.48E-05,5.71E-05,5.21E-05,0.000143776,0.00018461,0.000104374,0.000175799,7.10E-05
X753_Group3E_142dpi_LV_top_228_G_F8_P128.mzXML,753,Group3E,142,LV_top,F8,P128,0.000129871,0.000241287,0.000182068,0,0,0,0.000112599,0.000145159,0.000209291,4.50E-05,0,0.00026499,0,5.19E-05,0.000201825,0.000295814,0.000521762,0.000468782,4.84E-05,8.23E-05,0.000233041,0.00027383,0.000422596,0.000611885,0.000673547,0.000673547,0.000343364
X754_Group3E_142dpi_LV_top_229_G_F9_P128.mzXML,754,Group3E,142,LV_top,F9,P128,0.00016557,0.000112892,4.69E-05,0,0,6.62E-05,0.000135695,0.000236694,0.000269422,0.000200482,0,0.001404518,0,8.34E-05,0.000192701,0.000426689,0.000668479,0.000771596,0,0.000312376,0,0,5.84E-05,0.000116253,8.05E-05,9.18E-05,3.89E-05
X755_Group3E_142dpi_LV_top_230_G_F10_P128.mzXML,755,Group3E,142,LV_top,F10,P128,0.000212121,9.63E-05,0.000121434,0,1.99E-05,7.81E-05,3.02E-05,0.000113058,0.000141977,0,0,0.001821693,0,0,2.63E-05,0.000325703,0.000377367,0.000765965,0,0.000223377,0,0,0,0,0,2.09E-05,0
