"filename","LA_142DPI","RA_142DPI","LVT_142DPI","LVB_142DPI","RVT_142DPI","RVB_142DPI"
"X369.17_2.767",0.635538073,0.304280508,0.552142837,0.001097838,0.038197954,7.43e-05
"X568.341_2.887",1,1,0.605896046,0.110442095,0.126630087,8.35e-05
"X221.111_2.312",0.351556002,0.577746171,0.910637565,0.554409796,0.919203411,0.925950236
"X435.347_3.219",0.640236429,NA,NA,NA,NA,NA
"X321.315_3.533",0.963780656,0.782082965,0.404338137,0.554409796,0.263412506,1
"X634.453_3.069",0.640236429,0.585295585,1,NA,0.420475453,NA
"X208.17_3.328",0.978275557,0.585295585,0.605896046,0.554409796,0.479518482,0.994057791
"X694.465_3.135",1,0.741127259,0.800153207,NA,0.401413572,NA
"X216.196_2.567",0.872593177,0.971565194,1,0.379006802,0.37232957,1
"X313.077_2.525",1,0.801527822,0.782754755,1,0.099698552,0.112631641
"X354.337_3.278",1,0.280790983,1,0.554409796,0.479518482,1
"X216.16_2.471",0.895414194,0.68557416,0.605896046,0.858814452,0.015235688,0.557167405
"X137.046_0.42",0.47768826,0.864701242,0.848690769,0.003019147,0.420475453,0.088599382
"X111.092_5.384",0.640236429,0.585295585,0.605896046,0.379006802,0.656708498,0.830355261
"X652.382_2.947",1,1,0.659913703,0.554409796,NA,NA
"X520.341_2.89",0.693790673,0.585295585,0.605896046,0.252725815,0.479518482,0.001098316
"X425.136_2.773",0.640236429,0.027823996,0.495334739,0.554409796,1,1
"X795.335_2.768",0.640236429,0.135233821,0.549577573,0.001943688,0.126630087,0.000639751
"X280.263_3.169",0.181990431,0.522787637,0.605896046,0.554409796,NA,NA
"X256.264_3.225",0.954381948,0.51842694,0.756148589,0.002265299,0.401413572,0.73436308
"X198.186_3.331",0.872593177,0.585295585,0.605896046,0.59965439,0.401413572,0.562261103
"X113.964_6.627",0.640236429,0.445426582,0.787470871,1,1,1
"X111.092_5.093",0.84647764,0.585295585,0.605896046,0.554409796,0.479518482,0.729937231
"X256.227_2.847",0.954381948,0.899395039,0.882384386,0.847360888,0.000278499,0.018473635
"X295.227_3.017",0.640236429,0.230176712,0.277757595,0.04049528,0.200169858,0.001864421
"X111.092_4.634",0.973624439,0.280790983,1,1,0.724532416,0.557167405
"X454.294_2.917",1,0.750067529,0.610441132,0.364033825,0.737751905,0.213130401
"X122.072_5.438",0.854665549,0.87125813,0.315684548,0.489947517,0.957968681,1
"X722.505_3.058",0.640236429,0.51842694,1,NA,0.479518482,NA
"X432.238_2.839",0.933037258,0.577746171,NA,NA,1,NA
"X590.427_3.075",0.611683461,0.585295585,1,NA,0.420475453,NA
"X554.31_2.942",0.640236429,0.296381794,1,0.208187153,0.708461307,0.557167405
"X544.34_2.89",0.72011978,0.585295585,0.605896046,0.160925177,0.420475453,0.000144819
"X766.53_3.05",0.640236429,0.585295585,0.605896046,NA,0.420475453,NA
"X103.956_5.525",0.640236429,NA,NA,0.903294334,0.479518482,0.557167405
"X646.408_3.051",0.829162544,0.51842694,0.605896046,0.554409796,0.479518482,0.557167405
"X232.191_2.63",0.978275557,0.577746171,0.605896046,0.119000081,0.165981678,0.252285716
"X308.295_3.285",0.640236429,0.230176712,0.85938756,0.554409796,0.00183693,0.001268468
"X524.335_2.977",1,0.907760987,0.605896046,0.551876339,NA,NA
"X680.414_3.051",0.640236429,0.566068372,0.495334739,0.096566465,0.508227028,0.557167405
"X666.433_3.092",0.181990431,0.445426582,0.605896046,NA,NA,NA
"X230.248_2.715",0.872593177,0.911481657,0.610441132,0.137275242,0.488046326,0.557167405
"X678.469_3.244",0.319592798,0.585295585,0.872985214,0.768455721,NA,NA
"X224.084_2.236",0.640236429,0.710876143,0.641365362,0.160925177,0.893857306,0.902786912
"X281.102_2.768",0.635538073,0.100368863,0.512292585,0.005944731,0.479518482,0.000873796
"X526.294_2.877",0.954381948,0.577746171,0.605896046,0.554409796,0.479518482,0.030895806
"X301.285_2.662",0.848923212,1,0.800153207,0.73352908,NA,0.557167405
"X216.16_3.213",0.798364036,0.42923785,0.605896046,0.554409796,0.420475453,0.152055332
"X375.199_2.868",0.635538073,0.442020937,0.837873153,0.656597049,0.837318979,0.557167405
"X283.118_2.713",1,0.750067529,0.542110608,0.551876339,0.430113684,0.557167405
"X664.419_3.086",0.456728943,0.374038417,0.605896046,0.344493092,0.972284033,0.864311846
"X343.296_2.691",0.640236429,0.585295585,0.605896046,0.903294334,NA,0.557167405
"X608.393_3.002",0.78491085,0.937939564,0.610441132,0.554409796,0.416341018,0.557167405
"X550.351_3.01",0.798364036,0.796578587,0.610441132,0.554409796,0.401413572,NA
"X324.29_3.082",0.518605326,0.445426582,0.495334739,0.031541201,0.021255248,0.006108584
"X128.118_5.106",0.790843306,0.895943199,0.767390077,0.554409796,NA,0.427178722
"X694.465_3.092",0.640236429,0.585295585,NA,NA,NA,NA
"X175.148_2.71",0.640236429,0.585295585,0.937262829,0.554409796,0.00045256,0.021628715
"X278.248_3.1",0.640236429,0.566068372,0.695948014,0.192777265,0.000890588,0.000639751
"X266.173_2.61",1,0.507425202,0.549577573,0.629072885,0.401413572,0.557167405
"X250.178_2.71",0.640236429,0.566068372,0.980465531,0.819883408,0.00759879,0.006108584
"X198.149_3.205",0.78491085,0.585295585,0.605896046,0.554409796,0.065108495,0.01392568
"X566.346_3.087",0.9087694,0.585295585,0.605896046,1,0.808401401,0.687855543
"X607.227_2.771",0.658885092,0.304280508,0.175576804,0.551876339,0.401413572,0.557167405
"X385.346_3.54",1,0.585295585,0.605896046,0.767950489,0.259483187,NA
"X546.401_3.081",0.640236429,0.585295585,1,NA,0.420475453,NA
"X334.31_3.1",0.281986307,0.51842694,0.767390077,NA,NA,NA
"X650.366_2.938",0.798364036,0.585295585,0.315684548,0.096947108,NA,NA
"X272.222_2.957",0.640236429,1,0.315684548,0.326871148,0.034672988,0.172370102
"X272.222_2.809",0.835640632,0.782409171,1,NA,0.824362325,NA
"X340.285_3.14",0.640236429,0.585295585,0.495334739,0.087998272,0.698077024,NA
"X734.57_3.377",0.663554159,0.467764458,0.966852637,0.768455721,0.420475453,0.440931478
"X191.143_3.329",1,0.577746171,0.605896046,0.554409796,NA,1
"X570.341_2.875",0.640236429,0.585295585,0.605896046,NA,NA,NA
"X622.408_3.044",0.640236429,0.457943968,0.605896046,0.554409796,0.932189641,0.557167405
"X198.185_2.612",0.775957572,0.811486453,0.605896046,NA,NA,NA
"X113.964_6.749",0.843067827,0.577746171,0.704501217,0.554409796,0.479518482,0.557167405
"X173.132_3.332",0.635538073,0.51842694,0.800153207,1,NA,NA
"X296.258_2.976",0.47768826,0.090506104,0.605896046,0.001943688,NA,NA
"X324.326_3.469",0.9087694,0.577746171,0.605896046,0.554409796,1,0.557167405
"X568.361_2.947",1,0.585295585,0.747249934,0.743606903,0.479518482,NA
"X319.3_3.156",0.181990431,0.374038417,0.605896046,0.468316975,0.023097882,0.273029318
"X199.989_2.374",0.640236429,1,NA,0.554409796,0.479518482,0.874761832
"X678.471_3.228",0.635538073,0.624178266,0.605896046,0.379006802,0.212447593,0.864311846
"X622.372_2.977",0.47768826,0.522787637,0.605896046,0.554409796,0.420475453,1
"X399.326_3.225",0.640236429,NA,NA,NA,NA,NA
"X334.311_3.335",0.848923212,0.577746171,0.741537464,0.803670077,0.022348561,0.925950236
"X480.309_2.951",0.744784373,0.577746171,0.870738966,0.013730392,0.714456097,0.001268468
"X502.294_2.879",0.640236429,0.585295585,0.610441132,0.572400722,0.324305909,0.006108584
"X786.601_3.279",0.640236429,0.592941377,0.997623451,0.702656814,0.165981678,NA
"X650.402_3.006",0.177569439,0.930506086,NA,NA,NA,NA
"X674.439_3.163",0.640236429,0.445426582,0.605896046,0.551876339,0.777516611,0.557167405
"X184.074_0.312",0.616236333,0.577746171,0.668840211,0.554409796,0.401413572,0.489813907
"X113.964_1.584",0.893969073,0.577746171,0.605896046,0.554409796,NA,NA
"X175.148_3.322",1,0.577746171,0.605896046,0.656597049,0.479518482,0.925564479
"X385.346_3.401",0.931419,0.51842694,0.605896046,0.554409796,NA,NA
"X113.964_1.491",0.810712519,1,0.605896046,0.554409796,NA,NA
"X636.423_3.105",0.950093746,0.585295585,0.997346812,NA,NA,NA
"X810.557_3.053",0.640236429,0.577746171,0.605896046,NA,0.479518482,NA
"X209.177_3.331",0.609030753,0.48908258,0.837873153,NA,NA,NA
"X387.192_2.843",0.098306115,0.51842694,0.605896046,0.158906213,0.263412506,0.318896708
"X113.964_1.63",1,0.782409171,0.605896046,NA,NA,NA
"X474.249_2.887",1,0.585295585,0.605896046,0.554409796,0.65052535,0.18557241
"X786.601_3.393",0.836679947,0.585295585,0.704501217,1,0.420475453,1
"X128.118_4.636",0.635538073,0.880553697,0.495334739,0.554409796,NA,0.557167405
"X113.964_1.401",0.996718791,0.628034351,0.605896046,NA,NA,NA
"X678.398_3.039",0.436529995,0.214407544,0.553322756,0.326871148,1,NA
"X678.432_3.079",0.795753854,0.7090931,NA,NA,NA,NA
"X660.424_3.08",0.495885062,1,0.605896046,0.943534845,0.479518482,0.262278605
"X242.212_3.159",0.685407526,0.585295585,1,0.610191451,0.783413151,0.029384313
"X694.429_3.054",0.640236429,0.577746171,0.315684548,0.551876339,0.401413572,NA
"X654.332_3.32",0.836679947,0.545101448,0.757883106,0.119000081,0.038197954,0.001541202
"X416.337_2.79",0.954381948,0.782409171,0.315684548,0.003476579,0.008880037,0.427178722
"X666.397_2.955",1,0.577746171,0.605896046,0.554409796,NA,NA
"X414.14_2.772",0.835640632,0.445426582,0.495334739,0.58113855,0.401413572,0.557167405
"X598.336_2.916",0.640236429,NA,NA,NA,NA,NA
"X400.342_2.89",0.409555347,0.090506104,0.605896046,NA,0.010091811,0.557167405
"X212.165_2.546",0.642456586,0.938831034,0.605896046,NA,0.479518482,NA
"X636.424_3.106",0.640236429,1,0.605896046,0.00817703,0.750964625,0.596847993
"X801.313_2.768",0.640236429,0.168572021,0.315684548,0.031541201,0.009725252,0.001134625
"X103.956_5.454",0.640236429,NA,NA,0.554409796,0.479518482,NA
"X991.673_2.928",0.66943602,0.782409171,0.605896046,0.580259767,0.479518482,NA
"X800.313_2.771",0.810712519,0.374038417,0.58030714,0.252725815,0.420475453,NA
"X668.413_2.991",0.658885092,0.374038417,0.811355844,0.554409796,0.737751905,0.864311846
"X313.016_2.379",0.72011978,0.566960751,0.837873153,0.899490361,0.705814226,0.720169933
"X538.315_2.977",0.774933013,0.13614103,0.605896046,0.551876339,0.479518482,0.557167405
"X429.191_2.885",0.84647764,0.445426582,0.728877524,0.088994577,0.464141993,0.026499975
"X606.378_3.022",0.409555347,0.577746171,0.605896046,0.554409796,0.464141993,0.557167405
"X680.45_3.157",0.978275557,0.585295585,0.605896046,0.554409796,0.244660501,0.557167405
"X692.414_2.985",0.78491085,0.374038417,0.47683007,0.554409796,0.479518482,0.73436308
"X256.227_3.448",0.744784373,0.577746171,1,0.554409796,0.165981678,0.285859504
"X1022.625_3.326",0.640236429,0.670561527,0.918810541,0.91637196,0.479518482,0.756914982
"X254.212_2.739",0.871196341,0.445426582,1,0.938590682,NA,NA
"X230.175_2.591",0.640236429,0.585295585,0.58030714,0.768455721,0.479518482,NA
"X180.175_2.611",1,0.578442111,0.741537464,0.860592559,1,NA
"X446.218_2.884",0.846118996,0.507425202,0.839277683,0.039543845,0.868979778,0.010240062
"X620.393_3.029",0.829162544,0.420312182,0.742406168,0.90255105,0.65052535,1
"X692.412_3.038",0.640236429,0.68557416,NA,NA,0.479518482,NA
"X313.144_3.062",0.810712519,0.507425202,0.979083303,0.301514508,0.479518482,0.071417838
"X683.433_3.063",0.640236429,NA,0.605896046,NA,0.479518482,NA
"X152.995_6.215",0.324867126,0.750067529,0.878998858,0.554409796,0.479518482,0.557167405
"X808.57_3.842",0.835640632,NA,NA,NA,NA,NA
"X397.379_3.191",0.640236429,0.764320541,0.605896046,1,0.195320104,0.73436308
"X326.306_3.148",0.640236429,0.51842694,0.800153207,0.943534845,0.126630087,0.273029318
"X790.558_3.336",1,0.75911255,0.787622816,NA,NA,NA
"X205.017_5.778",0.78491085,0.811596271,0.605896046,0.971335925,0.401413572,0.557167405
"X172.133_3.109",0.640236429,0.811486453,1,0.554409796,0.479518482,0.557167405
"X158.962_2.362",0.281986307,1,0.605896046,NA,0.479518482,0.894371406
"X460.269_2.772",0.640236429,0.994946789,NA,NA,NA,NA
"X652.383_2.943",0.906766754,0.577746171,0.767390077,0.747559946,0.75730033,0.830355261
"X374.303_3.189",0.760660263,0.925219473,0.495334739,0.674159505,0.017932154,0.392192863
"X172.134_2.343",1,0.585295585,1,0.679762208,0.011943064,0.809690199
"X670.393_2.893",0.932391163,0.880691518,0.605896046,1,0.952794917,NA
"X510.356_2.983",0.640236429,0.82316318,0.610441132,0.554409796,0.447020223,0.557167405
"X109.023_5.881",0.935719118,0.577746171,0.559535895,0.554409796,0.525727784,0.945178948
"X242.212_2.78",0.744784373,1,0.668840211,0.554409796,0.00031099,0.010240062
"X661.452_3.064",0.978275557,NA,0.605896046,NA,NA,NA
"X654.398_2.907",0.848923212,0.924184215,0.605896046,0.847360888,0.689937226,0.660159695
"X149.082_4.832",0.846152285,0.577746171,0.605896046,0.379006802,0.792863808,0.557167405
"X153.041_0.336",0.950093746,0.782409171,0.63929166,0.145879822,0.887990774,0.322374394
"X254.212_2.792",0.640236429,0.552327865,0.651311176,0.554409796,0.407145446,NA
"X402.358_2.884",1,1,0.605896046,0.554409796,NA,0.557167405
"X221.06_2.396",0.646058266,0.585295585,0.605896046,0.526646812,0.479518482,0.950764087
"X650.403_3.074",0.127043407,0.577746171,0.605896046,0.711304283,0.479518482,0.947891942
"X476.24_2.164",0.319592798,0.69456674,0.605896046,0.001097838,0.87968382,0.000382654
"X688.455_3.179",0.78491085,0.577746171,0.836757194,0.661696097,0.68829731,NA
"X329.316_2.758",0.780596861,0.51842694,0.605896046,0.554409796,NA,NA
"X854.583_3.04",1,NA,0.605896046,NA,NA,NA
"X727.46_3.057",0.640236429,NA,0.605896046,NA,NA,NA
"X123.079_4.851",0.640236429,0.585295585,0.605896046,0.704775564,0.420475453,0.557167405
"X664.382_2.957",0.895998054,0.51842694,0.605896046,NA,NA,NA
"X787.668_3.596",1,0.585295585,0.889338751,0.73352908,NA,NA
"X680.413_3.014",0.640236429,0.585295585,0.605896046,NA,NA,NA
"X156.011_2.395",1,0.577746171,1,NA,0.479518482,0.557167405
"X622.372_3.037",0.640236429,0.585295585,0.605896046,0.304380633,0.479518482,0.812596301
"X705.225_2.339",0.810712519,0.577746171,0.767390077,0.238925729,0.245886192,0.73436308
"X166.087_0.522",0.656390227,1,1,0.637627751,0.698077024,0.557167405
"X371.327_2.803",0.836679947,0.51842694,NA,0.554409796,NA,0.557167405
"X652.418_3.02",0.872593177,0.51842694,0.637760844,0.286709927,0.723137974,0.951017264
"X676.419_3.043",0.942614331,0.585295585,0.495334739,0.554409796,0.749384,0.398173831
"X682.363_3.329",0.640236429,0.741127259,0.605896046,0.001441587,1,0.557167405
"X141.959_6.151",0.810712519,0.585295585,1,1,0.479518482,NA
"X153.041_0.412",0.248184968,0.82316318,0.979083303,0.358853845,0.420475453,NA
"X370.332_3.032",0.774933013,0.374038417,0.58030714,0.119455488,0.200169858,0.557167405
"X277.216_3.018",0.640449717,1,0.253364116,0.068605869,0.420475453,0.108933793
"X306.279_2.989",0.30853618,0.424983211,0.495334739,0.747559946,0.002601274,0.002007267
"X240.196_2.728",0.331684926,1,0.605896046,NA,NA,NA
"X518.322_2.93",0.932391163,0.545082724,0.315684548,0.390053235,NA,0.776732568
"X475.989_2.164",0.338143345,0.585295585,0.605896046,0.001097838,0.663262678,0.001134625
"X705.141_2.339",0.9087694,0.585295585,0.605896046,0.551876339,0.075067613,0.808365791
"X668.377_2.925",0.640236429,1,0.605896046,0.554409796,NA,NA
"X617.426_3.07",0.640236429,NA,0.605896046,NA,NA,NA
"X596.393_3.06",0.495885062,0.51842694,0.605896046,0.335806795,NA,NA
"X652.418_3.078",0.635538073,0.585295585,0.605896046,0.301514508,0.420475453,NA
"X554.288_2.924",0.780596861,0.585295585,0.882384386,0.119000081,0.479518482,0.902786912
"X103.956_5.227",0.640236429,NA,NA,NA,NA,NA
"X367.336_3.39",0.836679947,0.538547759,0.790958181,0.177312912,0.45884459,0.557167405
"X662.402_3.017",0.181990431,0.585295585,0.605896046,NA,NA,NA
"X676.454_3.145",0.744784373,0.782409171,0.605896046,1,0.479518482,1
"X440.359_2.985",0.78491085,0.743330925,0.495334739,0.006309821,0.479518482,0.557167405
"X226.081_2.237",0.640236429,0.811596271,0.641365362,0.22148413,0.917539817,0.968119647
"X718.429_3.009",1,0.577746171,0.605896046,0.786149473,0.899170711,0.427178722
"X120.102_0.391",0.78491085,0.696539162,0.605896046,0.414690915,0.479518482,0.557167405
"X103.956_4.386",0.640236429,NA,NA,1,NA,NA
"X142.035_0.315",0.640236429,0.545101448,0.872985214,0.497888571,0.02609548,0.001541202
"X482.361_2.958",0.646058266,1,0.641365362,0.943534845,0.07870729,NA
"X426.358_2.916",1,0.901374117,0.605896046,NA,0.479518482,0.557167405
"X119.049_2.77",0.640236429,0.368946697,0.495334739,0.554409796,1,0.392192863
"X383.331_3.501",0.78491085,0.707389434,0.605896046,NA,NA,NA
"X245.139_2.376",1,NA,NA,NA,NA,NA
"X705.478_3.058",0.640236429,NA,0.605896046,NA,NA,NA
"X332.218_2.237",0.725447575,0.304280508,0.605896046,NA,NA,0.557167405
"X149.082_4.735",0.78491085,0.782409171,0.605896046,0.960128661,0.539589944,1
"X566.382_3.018",0.334634488,0.374038417,0.553322756,0.554409796,0.572182856,0.557167405
"X285.217_3.322",0.932391163,0.585295585,0.605896046,0.943308393,0.263412506,0.557167405
"X638.439_3.025",0.436529995,0.864701242,0.605896046,NA,NA,NA
"X368.316_2.962",0.584922127,0.291981128,0.605896046,0.404535835,0.005267947,NA
"X268.227_2.861",0.878125575,1,0.824354495,0.62112018,0.420475453,0.830355261
"X682.429_3.009",0.640236429,0.630535192,0.605896046,0.286709927,0.769904905,0.557167405
"X698.423_2.997",0.640236429,0.585295585,0.605896046,NA,NA,NA
"X158.962_2.581",0.640236429,NA,NA,0.554409796,1,0.562261103
"X142.948_0.306",0.300048338,0.745570468,1,0.551876339,NA,0.557167405
"X854.538_3.484",0.640236429,NA,NA,NA,NA,NA
"X254.212_3.447",0.836679947,0.707389434,1,0.610960407,0.479518482,0.557167405
"X289.014_2.395",0.798364036,0.585295585,0.605896046,0.554409796,0.420475453,0.776732568
"X696.445_3.083",0.291171355,0.090506104,0.605896046,0.077692015,0.638187927,1
"X638.366_2.95",0.640236429,0.823771423,0.605896046,0.369085307,NA,NA
"X776.253_2.398",0.405276217,0.585295585,0.605896046,0.379006802,0.011943064,0.557167405
"X311.221_2.932",0.635538073,0.894112438,0.253364116,NA,NA,NA
"X732.444_2.968",0.640236429,0.994946789,0.605896046,0.554409796,NA,NA
"X296.146_2.932",1,NA,0.924974805,0.554409796,0.420475453,NA
"X720.445_3.09",0.315869327,0.445426582,0.495334739,0.208187153,0.66832177,NA
"X272.222_3.45",0.675072111,0.585295585,0.605896046,1,0.479518482,NA
"X293.211_2.931",0.640236429,1,0.23903737,0.035868723,0.420475453,NA
"X192.125_4.749",1,0.546757936,NA,NA,0.401413572,0.557167405
"X141.959_1.787",1,0.750067529,0.605896046,0.712494687,0.479518482,NA
"X141.959_1.904",0.640236429,0.988506518,0.824354495,0.930711505,NA,NA
"X420.202_2.692",1,NA,NA,NA,NA,NA
"X398.033_0.301",0.710259443,0.650039836,1,0.768455721,NA,NA
"X230.176_2.586",0.640236429,0.585295585,0.605896046,0.031053893,0.003169891,0.557167405
"X350.305_2.966",0.248184968,0.624178266,0.872985214,NA,NA,NA
"X238.142_2.469",0.810712519,NA,NA,0.554409796,0.479518482,NA
"X534.286_3.175",0.640236429,0.374038417,0.559535895,0.554409796,0.085758361,0.137798917
"X158.962_2.089",0.963780656,0.585295585,NA,1,0.525727784,0.557167405
"X399.238_3.192",0.640449717,NA,NA,NA,NA,NA
"X141.959_1.562",0.640236429,0.585295585,0.495334739,0.938590682,0.420475453,NA
"X771.644_3.333",1,0.585295585,0.800153207,NA,NA,NA
"X192.125_4.994",0.685493688,0.382769258,NA,NA,0.420475453,0.557167405
"X396.332_2.991",0.640236429,0.585295585,0.58030714,0.004176721,0.479518482,0.812596301
"X594.341_2.975",0.836679947,1,0.456085632,0.543428347,0.420475453,NA
"X706.464_3.123",0.780596861,0.782409171,0.605896046,NA,NA,NA
"X428.374_2.971",0.640236429,0.815445656,0.605896046,NA,0.401413572,NA
"X652.419_3.146",0.640449717,0.811596271,0.605896046,0.882174463,0.420475453,NA
"X368.316_3.329",0.978275557,0.670548601,1,0.031541201,NA,NA
"X573.4_3.077",0.66943602,NA,0.605896046,NA,NA,NA
"X815.699_3.647",0.836679947,NA,0.605896046,NA,NA,NA
"X141.959_1.379",1,0.782082965,0.605896046,1,0.420475453,NA
"X502.374_3.089",1,NA,1,NA,0.479518482,NA
"X145.979_5.543",0.810712519,NA,NA,0.803670077,NA,NA
"X303.232_3.023",0.635538073,0.782409171,0.824354495,0.087231946,0.764195114,0.061312914
"X662.483_3.072",0.685407526,0.585295585,0.605896046,NA,NA,NA
"X141.959_1.2",0.771015301,0.580883103,0.605896046,0.938590682,0.420475453,NA
"X720.444_3.034",0.954381948,1,0.605896046,0.554409796,NA,NA
"X666.397_3.021",0.181990431,0.670548601,0.767390077,0.554409796,NA,NA
"X251.037_0.329",0.640236429,1,0.605896046,0.554409796,NA,NA
"X478.294_2.879",0.872593177,0.585295585,0.605896046,0.054985287,0.945720768,0.003582287
"X141.959_1.295",1,0.585295585,1,0.938590682,0.420475453,NA
