filename,RVT_142DPI
X668.413_2.991,0.737751905
X313.016_2.379,0.705814226
X538.315_2.977,0.479518482
X429.191_2.885,0.464141993
X606.378_3.022,0.464141993
X680.45_3.157,0.244660501
X692.414_2.985,0.479518482
X256.227_3.448,0.165981678
X1022.625_3.326,0.479518482
X230.175_2.591,0.479518482
X180.175_2.611,1
X446.218_2.884,0.868979778
X620.393_3.029,0.65052535
X692.412_3.038,0.479518482
X313.144_3.062,0.479518482
X683.433_3.063,0.479518482
X152.995_6.215,0.479518482
X397.379_3.191,0.195320104
X326.306_3.148,0.126630087
X205.017_5.778,0.401413572
X172.133_3.109,0.479518482
X158.962_2.362,0.479518482
X652.383_2.943,0.75730033
X374.303_3.189,0.017932154
X172.134_2.343,0.011943064
X670.393_2.893,0.952794917
X510.356_2.983,0.447020223
X109.023_5.881,0.525727784
X242.212_2.78,0.00031099
X654.398_2.907,0.689937226
X149.082_4.832,0.792863808
X153.041_0.336,0.887990774
X254.212_2.792,0.407145446
X221.06_2.396,0.479518482
X650.403_3.074,0.479518482
X476.24_2.164,0.87968382
X688.455_3.179,0.68829731
X123.079_4.851,0.420475453
X156.011_2.395,0.479518482
X622.372_3.037,0.479518482
X705.225_2.339,0.245886192
X166.087_0.522,0.698077024
X652.418_3.02,0.723137974
X676.419_3.043,0.749384
X682.363_3.329,1
X141.959_6.151,0.479518482
X153.041_0.412,0.420475453
X370.332_3.032,0.200169858
X277.216_3.018,0.420475453
X306.279_2.989,0.002601274
X475.989_2.164,0.663262678
X705.141_2.339,0.075067613
X652.418_3.078,0.420475453
X554.288_2.924,0.479518482
X367.336_3.39,0.45884459
X676.454_3.145,0.479518482
X440.359_2.985,0.479518482
X226.081_2.237,0.917539817
X718.429_3.009,0.899170711
X120.102_0.391,0.479518482
X142.035_0.315,0.02609548
X482.361_2.958,0.07870729
X426.358_2.916,0.479518482
X119.049_2.77,1
X149.082_4.735,0.539589944
X566.382_3.018,0.572182856
X285.217_3.322,0.263412506
X368.316_2.962,0.005267947
X268.227_2.861,0.420475453
X682.429_3.009,0.769904905
X158.962_2.581,1
X254.212_3.447,0.479518482
X289.014_2.395,0.420475453
X696.445_3.083,0.638187927
X776.253_2.398,0.011943064
X296.146_2.932,0.420475453
X720.445_3.09,0.66832177
X272.222_3.45,0.479518482
X293.211_2.931,0.420475453
X192.125_4.749,0.401413572
X141.959_1.787,0.479518482
X230.176_2.586,0.003169891
X238.142_2.469,0.479518482
X534.286_3.175,0.085758361
X158.962_2.089,0.525727784
X141.959_1.562,0.420475453
X192.125_4.994,0.420475453
X396.332_2.991,0.479518482
X594.341_2.975,0.420475453
X428.374_2.971,0.401413572
X652.419_3.146,0.420475453
X141.959_1.379,0.420475453
X502.374_3.089,0.479518482
X303.232_3.023,0.764195114
X141.959_1.2,0.420475453
X478.294_2.879,0.945720768
X141.959_1.295,0.420475453
X114.092_2.075,0.479518482
X254.212_3.319,0.139031444
X141.959_1.101,0.420475453
X694.428_3.006,0.479518482
X632.393_3.152,0.479518482
X810.601_3.479,0.981374913
X186.15_2.46,0.479518482
X484.385_2.982,0.4045437
X708.409_2.912,0.902177335
X114.092_0.357,0.479518482
X150.059_0.3,0.420475453
X776.2_2.398,0.099698552
X245.175_3.33,0.263412506
X352.357_3.617,0.03273213
X819.378_2.399,0.051705185
X120.066_0.596,0.957968681
X108.045_2.395,0.599621137
X138.995_6.301,1
X307.083_0.407,0.479518482
X141.959_6.954,0.420475453
X114.092_2.178,1
X114.092_6.756,0.057896666
X125.016_2.257,0.479518482
X114.092_0.768,0.932189641
X620.356_2.913,0.407145446
X141.959_6.859,0.479518482
X212.165_2.546.1,0.115221631
X867.458_2.398,0.139031444
X638.367_3.032,0.75730033
X141.959_1.053,0.420475453
X412.211_2.304,0.622456345
X564.331_3.008,0.981374913
X708.445_3.006,1
X114.092_1.405,0.37232957
X694.428_2.938,1
X666.399_2.952,0.479518482
X439.121_2.673,0.876698844
X141.959_6.766,0.420475453
X114.092_1.255,0.887990774
X349.037_2.524,0.574509771
X444.369_2.876,0.420475453
X141.959_6.49,0.420475453
X141.959_0.99,0.479518482
X241.567_2.774,0.420475453
X107.061_4.811,0.302683541
X114.092_1.976,0.407145446
X114.092_1.058,0.4045437
X432.281_2.268,0.479518482
X716.45_3.129,0.479518482
X114.092_1.761,1
X818.59_3.473,0.479518482
X149.082_4.686,0.702151158
X441.136_2.721,0.737751905
X648.422_3.047,0.647765191
X350.305_3.132,0.65052535
X690.434_3.14,0.698077024
X819.267_2.398,0.065108495
X648.423_3.138,0.479518482
X192.125_4.795,0.698077024
X141.959_0.935,0.479518482
X430.223_2.769,0.94437507
X283.019_0.327,0.05965127
X704.45_3.153,0.420475453
X856.569_3.369,1
X141.959_0.889,0.479518482
X674.439_3.065,0.094611214
X703.575_5.592,0.165981678
X788.544_3.358,0.698077024
X776.306_2.398,0.165981678
X114.092_2.607,0.479518482
X634.372_2.992,0.401413572
X102.092_0.355,0.420475453
X277.216_2.857,0.420475453
X306.279_3.212,0.000769481
X819.322_2.398,0.022348561
X289.945_0.301,0.992777416
X207.058_2.248,0.497574854
X169.978_2.574,0.750498391
X810.602_5.596,0.263412506
X351.253_2.927,0.420475453
X604.362_2.948,0.05965127
X155.991_6.136,0.992887017
X732.445_3.025,0.724532416
X353.232_2.525,0.420475453
X298.2_2.676,0.472540055
X130.534_5.957,0.420475453
X155.991_6.367,0.513498446
X479.152_2.786,0.263412506
X748.439_2.944,0.516950327
X816.574_3.495,0.479518482
X114.092_2.659,0.479518482
X202.109_5.277,1
X263.08_2.779,0.479518482
X159.969_1.167,0.420475453
X487.105_2.774,0.420475453
X705.621_2.412,0.206533754
X159.969_1.214,0.420475453
X224.012_6.219,0.737751905
X224.012_6.019,0.420475453
X155.991_6.023,0.401413572
X224.012_6.146,0.698077024
X125.071_5.026,0.479518482
X708.481_3.277,0.479518482
X158.986_6.121,1
X159.969_1.264,0.420475453
X177.114_5.324,0.420475453
X294.243_2.915,0.479518482
X445.303_2.334,0.479518482
X130.534_5.896,0.479518482
X170.154_3.329,0.479518482
X486.097_2.773,0.724532416
X811.309_2.773,0.003579969
X223.056_2.398,0.479518482
X253.009_0.331,0.038077371
X858.584_3.362,0.420475453
X867.399_2.399,0.171088259
X339.032_2.412,0.729039626
X399.089_2.527,0.656708498
X335.059_2.522,0.420475453
X538.52_4.059,0.479518482
X222.147_2.554,0.099698552
X159.969_1.313,0.420475453
X102.092_0.611,0.656708498
X790.559_3.436,0.420475453
X552.331_2.608,0.479518482
X111.969_6.387,0.876698844
X258.111_0.302,0.981374913
X662.404_3.01,0.505995113
X382.295_2.86,0.65842082
X902.539_3.065,1
X900.524_2.999,0.479518482
X155.991_6.411,0.479518482
X102.092_0.737,0.479518482
X367.248_2.847,0.479518482
X123.045_0.997,0.887990774
X130.534_6.034,0.876698844
X156.011_2.394,0.324305909
X159.969_1.073,0.420475453
X102.092_0.892,0.479518482
X169.978_2.372,0.420475453
X138.996_6.048,0.420475453
X130.534_6.086,0.723736106
X159.969_1.021,0.420475453
X870.549_3.151,0.979623229
X131.975_2.015,1
X131.975_1.9,0.479518482
X127.98_0.372,0.546918253
X200.996_6.495,0.479518482
X774.564_3.587,0.479518482
X352.248_2.931,0.479518482
X154.991_6.397,0.526626542
X154.99_6.339,0.479518482
X154.99_6.076,0.479518482
X328.119_2.673,0.479518482
X110.021_6.438,0.656708498
X643.138_2.521,0.776680946
X307.004_2.393,0.420475453
X128.118_4.242,0.479518482
X788.616_3.614,0.40891673
X156.991_6.033,0.656708498
X152.995_6.44,0.479518482
X788.616_3.75,0.263412506
X131.975_6.684,0.491185983
X309_2.393,0.546918253
X131.975_6.925,0.702151158
X200.996_6.552,0.521160378
X200.996_6.663,0.420475453
X776.359_2.398,0.026644074
X921.611_2.399,0.033003665
X200.996_6.608,0.479518482
X819.433_2.399,0.165981678
X921.486_2.399,0.420475453
X152.995_5.959,0.479518482
X867.576_2.399,0.245886192
X111.969_6.564,0.479518482
X867.34_2.399,0.245886192
X344.229_2.208,0.479518482
X116.071_0.468,0.479518482
X819.489_2.399,0.407145446
X776.148_2.398,0.008310501
X114.092_0.517,0.401413572
X114.092_0.571,0.559328982
X121.064_5.008,0.702151158
X476.308_2.282,0.479518482
X200.996_6.916,0.420475453
X819.211_2.398,0.015821931
X107.061_4.761,1
X114.092_0.429,0.479518482
X109.023_6.436,0.698077024
X114.092_0.859,0.73664626
X116.071_0.411,1
X111.969_6.705,0.420475453
X114.092_1.158,0.278983933
X386.129_2.785,0.479518482
X114.092_1.494,0.538937826
X200.996_6.967,0.420475453
X921.674_2.399,0.407145446
X109.023_6.291,0.993124527
X159.969_0.92,0.420475453
X118.087_0.476,0.479518482
X118.087_0.407,0.704276837
X806.57_3.909,0.479518482
X336.326_3.423,0.263412506
X782.569_3.961,0.165981678
X372.244_2.75,0.656708498
X326.378_2.99,1
X782.57_4.015,0.099698552
X834.601_4.341,0.420475453
X358.228_2.703,0.420475453
X304.3_2.835,0.698077024
X760.586_5.601,0.250550289
X748.527_3.807,0.479518482
X834.601_4.227,0.401413572
X792.554_3.915,0.543618333
X530.289_2.929,0.004303121
X329.248_3.235,0.099698552
X703.574_3.778,0.479518482
X768.553_4.057,0.479518482
X766.537_3.827,0.401413572
X734.57_5.605,0.263412506
X572.372_2.972,0.420475453
X838.559_3.337,0.698077024
X438.298_2.957,0.479518482
X810.601_4.511,0.479518482
X814.559_3.371,0.656708498
X834.603_5.596,0.099698552
X1047.735_3.044,0.479518482
X784.584_4.164,0.479518482
X854.554_3.249,0.808690128
X480.345_2.967,0.479518482
X570.283_2.981,0.479518482
X530.325_2.96,0.20243754
X768.553_4.007,0.165981678
X256.227_3.318,0.03273213
X572.335_2.938,0.263412506
X792.553_3.906,0.479518482
X703.574_4.023,0.420475453
X1135.672_2.89,0.479518482
X620.437_2.993,0.479518482
X448.342_2.867,0.479518482
X854.554_3.321,0.165981678
X731.607_5.593,0.420475453
X576.411_2.999,0.420475453
X256.191_2.844,0.945720768
X532.385_3.004,0.420475453
X240.116_2.324,0.479518482
X822.564_3.588,0.420475453
X822.564_3.498,0.479518482
X870.548_3.337,0.479518482
X415.14_2.768,0.479518482
X353.146_2.624,0.479518482
X608.227_2.768,0.05965127
X708.489_2.982,0.479518482
X364.252_2.923,0.698077024
X377.195_2.868,1
X838.558_3.491,0.420475453
X714.471_3.247,0.420475453
X375.21_2.633,0.737751905
X122.072_3.63,0.797918223
X488.359_3.01,0.479518482
X866.59_3.576,0.420475453
X898.58_3.268,0.420475453
X319.299_3.424,0.401413572
X327.232_3.01,0.145653354
X385.165_2.771,0.420475453
X149.082_4.534,0.936414957
X506.288_2.93,0.420475453
X610.373_3.02,0.599621137
X874.579_3.277,0.479518482
X822.564_3.632,0.420475453
X752.515_2.977,0.479518482
X842.589_3.585,0.479518482
X852.538_3.349,0.420475453
X834.599_3.461,0.479518482
X724.527_3.883,0.479518482
X149.082_4.366,0.479518482
X836.543_3.349,0.479518482
X171.15_2.504,0.56617349
X846.549_3.324,0.479518482
X149.082_4.427,0.714456097
X866.59_3.462,0.420475453
X508.304_3.001,0.479518482
X149.082_4.314,0.698077024
X120.066_0.547,0.993124527
X343.286_3.884,0.479518482
X798.563_3.515,0.479518482
X798.563_3.548,0.479518482
X683.345_3.364,0.975991483
X638.403_2.987,1
X172.977_0.472,0.420475453
X828.551_3.874,0.479518482
X584.335_2.79,0.420475453
X117.103_0.539,0.650477195
X305.133_2.339,1
X444.332_3.016,0.479518482
X858.584_3.285,0.479518482
X590.322_2.887,0.099698552
X161.092_0.327,0.553579527
X257.223_2.565,0.208873682
X780.517_3.358,0.479518482
X149.082_4.27,0.831217231
X866.59_3.505,0.479518482
X701.558_3.565,0.479518482
X371.317_3.604,0.479518482
X874.58_3.338,0.479518482
X115.087_0.54,0.479518482
X879.255_2.556,0.453865481
X249.112_2.768,0.001218338
X307.173_2.826,0.66832177
X477.181_2.949,0.034672988
X728.405_3.36,0.420475453
X559.385_2.999,0.479518482
X634.408_3.14,0.420475453
X879.004_2.556,0.420475453
X131.975_6.769,0.741432609
X131.975_6.581,0.737751905
X650.404_3.146,0.479518482
X159.969_6.74,0.479518482
X798.563_3.612,0.479518482
X700.454_3.163,0.479518482
X796.512_3.324,0.479518482
X668.414_2.975,0.65052535
X343.227_2.907,0.479518482
X874.579_3.458,0.479518482
X736.476_3.119,0.479518482
X796.547_3.404,0.479518482
X798.563_3.38,0.479518482
X111.044_2.768,0.004458537
X820.549_3.427,0.479518482
X361.274_2.889,0.479518482
X452.277_2.851,0.420475453
X756.551_5.548,0.420475453
X542.288_2.784,0.698077024
X814.522_3.363,0.479518482
X364.358_3.275,0.45884459
X604.362_3.028,0.65052535
X796.542_2.973,0.479518482
X110.519_6.184,0.420475453
X558.283_2.723,0.429956939
X115.964_6.314,0.521160378
X110.519_6.086,0.479518482
X600.33_2.731,0.420475453
X912.467_2.871,0.420475453
X136.076_0.402,0.429956939
X177.131_2.673,0.479518482
X357.302_5.595,0.479518482
X524.278_2.709,1
X202.109_4.475,0.887990774
X353.352_3.526,0.479518482
X115.965_6.382,0.837233827
X251.037_0.323,0.420475453
X802.595_3.622,0.479518482
X111.092_4.28,0.75730033
X301.075_2.705,0.420475453
X111.092_4.227,0.479518482
X111.092_3.973,1
X111.092_4.073,0.656708498
X217.12_4.595,1
X138.103_4.297,0.479518482
X192.125_4.897,0.420475453
X192.125_4.414,0.479518482
X138.103_4.042,0.966700623
X122.072_3.691,0.663262678
X122.072_3.757,0.774785397
X192.125_4.643,1
X200.996_6.431,0.479518482
X211.001_2.403,0.420475453
X122.964_5.935,0.479518482
X759.637_3.774,0.479518482
X111.092_4.434,0.597001979
X112.087_3.966,1
X151.098_4.037,0.737751905
X151.098_3.979,1
X328.916_5.87,0.420475453
X192.125_5.305,0.420475453
X921.548_2.4,0.479518482
X921.736_2.399,0.364834506
X192.125_4.696,0.479518482
X819.155_2.399,0.222629826
X192.125_5.044,0.698077024
X158.986_5.846,1
X777.095_2.39,0.099698552
X867.517_2.399,0.068265216
X867.281_2.399,0.656708498
X810.601_3.669,0.724532416
X150.103_5.311,0.597001979
X192.124_4.305,0.479518482
X158.986_5.991,0.897105215
X136.087_3.719,0.992887017
X136.087_3.922,0.456541841
X776.095_2.398,0.065108495
X181.989_5.768,0.479518482
X737.441_2.398,1
X867.634_2.399,0.121441425
X159.969_0.964,0.420475453
X137.082_3.903,0.479518482
X737.491_2.399,0.401413572
X131.975_1.377,0.401413572
X180.022_5.741,0.420475453
X172.957_6.084,0.596643802
X213.983_5.986,0.401413572
X112.087_5.529,0.479518482
X102.092_0.5,0.724532416
X151.098_5.54,0.420475453
X102.092_0.665,0.420475453
X185.115_2.424,0.420475453
X102.092_0.844,0.737751905
X143.107_0.379,0.764195114
X117.028_5.695,0.479518482
X143.107_0.575,0.663262678
X388.255_2.24,0.479518482
X304.892_6.018,0.420475453
X145.99_0.378,0.401413572
X199.17_0.391,0.737751905
X123.044_2.031,0.420475453
X199.17_0.44,0.479518482
X100.076_0.584,0.831217231
X109.102_0.994,0.263412506
X199.17_0.612,0.479518482
X143.04_6.076,0.831217231
X109.102_1.532,0.420475453
X109.102_1.852,0.723137974
X185.154_0.582,0.479518482
X141.091_1.354,0.065108495
X109.102_1.247,0.878195537
X157.006_5.772,0.479518482
X199.17_0.757,0.479518482
X141.091_1.54,0.94006672
X141.091_1.257,0.05965127
X135.079_5.134,0.479518482
X117.028_5.813,0.420475453
X185.154_0.732,0.479518482
X127.076_1.913,1
X127.076_1.547,0.479518482
X127.076_1.87,1
X603.411_2.992,0.479518482
X113.964_6.036,0.479518482
X466.25_2.226,0.934295497
X380.993_2.164,0.420475453
X112.087_4.125,0.420475453
X458.23_2.165,0.401413572
X166.087_0.465,0.94437507
X596.356_3.046,0.479518482
X582.56_2.226,1
X706.399_2.251,0.420475453
X455.725_2.239,0.958710171
X449.738_2.229,1
X537.34_3.012,0.479518482
X426.484_2.164,0.491185983
X713.445_2.982,0.479518482
X510.584_2.174,1
X389.698_2.213,0.420475453
X443.633_2.199,0.663262678
X554.176_3.481,0.420475453
X420.899_2.103,1
X636.064_2.371,0.491185983
X156.991_6.135,0.479518482
X436.472_2.165,0.099698552
X153.114_3.835,0.975991483
X554.289_2.199,1
X636.387_3.051,0.420475453
X634.316_2.163,0.479518482
X635.813_2.371,0.737751905
X153.114_3.731,1
X309.242_3.027,0.479518482
X705.308_2.339,0.913390194
X650.978_2.339,0.479518482
X651.054_2.339,0.587489402
X705.058_2.339,0.845185552
X774.527_3.285,0.479518482
X854.553_3.251,0.452401903
X651.132_2.339,0.356019866
X882.585_3.363,0.479518482
X399.394_3.159,0.005469897
X769.153_2.339,1
X850.733_2.542,0.288189831
X769.244_2.339,0.479518482
X149.082_3.816,0.407145446
X277.216_2.921,0.479518482
X650.901_2.339,0.525727784
X769.062_2.339,0.479518482
X852.539_3.253,0.987998058
X769.335_2.339,1
X333.164_2.456,0.479518482
X914.576_3.148,0.479518482
X884.529_3.074,0.602011042
X902.538_3.013,0.479518482
X370.332_3.083,0.264732686
X900.523_3.027,0.479518482
X177.114_5.515,0.479518482
X868.534_3.116,0.639677937
X108.069_4.938,0.420475453
X886.544_3.107,0.521160378
X852.539_3.208,0.75730033
X700.373_3.36,1
X111.969_5.928,0.420475453
X114.092_6.41,0.889823737
X137.082_4.236,0.40891673
X138.103_3.729,0.479518482
X131.975_6.939,0.479518482
X177.114_4.153,0.479518482
X131.975_1.437,0.401413572
X131.975_1.336,0.420475453
X131.975_1.582,0.420475453
X131.975_1.622,0.479518482
X131.975_0.708,0.420475453
X131.975_0.913,0.420475453
X131.975_1.077,0.401413572
X131.975_0.799,0.401413572
X131.975_1.215,0.420475453
X131.975_1.273,0.401413572
X200.996_6.105,0.479518482
X131.975_1.032,0.401413572
X131.975_0.739,0.479518482
X117.103_0.478,0.660340077
X216.045_2.521,0.420475453
X203.015_2.391,1
X271.917_5.793,0.420475453
X174.999_5.806,0.420475453
X287.889_5.818,0.420475453
X212.02_2.391,0.479518482
X338.341_3.569,0.479518482
X172.977_6.331,0.479518482
X214.004_6.355,0.479518482
X127.076_1.363,0.464141993
X127.076_1.828,0.656708498
X155.107_6.981,0.401413572
X149.024_2.787,0.479518482
X130.087_0.452,0.065108495
X143.04_2.217,0.614311289
X125.071_0.362,0.420475453
X172.977_0.421,0.919203411
X170.096_1.127,0.479518482
X111.04_2.713,0.472540055
X115.076_0.943,0.556992012
X125.071_0.349,0.479518482
X115.076_0.738,0.420475453
X154.99_6.223,0.407119476
X113.964_5.942,0.420475453
X141.959_2.086,0.479518482
X103.956_3.65,0.420475453
X200.996_6.753,0.420475453
X200.996_6.378,0.420475453
X183.986_5.771,0.420475453
X155.991_5.971,0.479518482
X105.954_3.647,0.479518482
X158.986_6.161,0.981374913
X158.986_6.273,0.479518482
X140.082_5.513,0.420475453
X183.986_5.821,0.420475453
X111.969_6.946,0.420475453
X145.99_0.378.1,0.420475453
X183.986_5.851,0.479518482
X155.988_5.796,0.479518482
X194.022_5.955,0.420475453
X155.988_6.046,0.420475453
X194.022_6.031,0.420475453
X155.988_6.157,0.479518482
X119.026_5.842,0.479518482
X276.897_6.388,0.420475453
X119.026_6,0.479518482
X169.006_0.33,0.420475453
X146.98_5.481,0.479518482
X136.062_0.301,0.165981678
X225.135_0.478,0.807898666
X235.168_5.638,0.420475453
X111.056_1.049,0.479518482
X143.107_1.283,0.656708498
X115.076_1.45,0.420475453
X115.076_1.303,0.552858312
X143.107_1.396,1
X115.076_1.714,0.777516611
X115.076_1.212,0.797918223
X115.076_1.561,0.902177335
X115.076_1.94,0.420475453
X128.108_0.46,0.924122784
X369.352_3.929,0.479518482
X149.024_3.081,0.655982531
X143.04_2.417,0.166778165
X158.154_2.735,0.274810629
X309.242_3.204,0.479518482
X749.39_2.868,0.992887017
X782.568_5.56,0.479518482
X325.237_3.099,1
X758.571_5.594,0.165981678
X395.363_3.276,0.479518482
X500.277_2.717,0.420475453
X832.569_3.326,0.479518482
X584.335_2.714,0.479518482
X391.194_2.829,0.479518482
X397.181_2.866,1
X716.522_3.838,0.479518482
X335.222_2.829,0.479518482
X850.984_2.542,0.397692944
X870.549_3.116,0.479518482
X438.208_2.866,0.976654705
X846.549_3.166,0.420475453
X822.462_2.529,0.656708498
X376.319_3.155,0.479518482
X307.084_0.336,0.788557936
X772.511_3.33,0.479518482
X534.284_2.699,0.479518482
X669.941_2.258,0.479518482
X210.185_3.15,0.479518482
X219.138_2.854,0.981374913
X884.528_3.041,0.479518482
X254.248_3.555,0.479518482
X822.713_2.529,0.656708498
X327.228_2.699,0.139894061
X240.196_3.136,0.479518482
X523.3_2.941,0.479518482
X558.284_2.634,0.420475453
X742.538_3.842,0.479518482
X550.315_2.658,0.479518482
X343.286_5.593,0.479518482
X846.548_3.265,0.479518482
X332.295_3.04,0.263412506
X370.163_2.298,0.420475453
X261.221_3.104,0.099698552
X898.581_3.224,1
X440.338_3.277,0.656708498
X227.11_2.593,0.401413572
X850.482_2.542,0.259052924
X644.392_3.113,0.479518482
X870.549_3.217,0.263412506
X270.207_2.907,0.656708498
X882.585_3.443,0.479518482
X509.336_2.847,0.479518482
X683.346_3.414,0.548901362
X287.633_2.895,0.479518482
X209.055_2.25,0.479518482
X372.347_3.021,0.259483187
X179.063_2.255,0.420475453
X370.331_3.171,0.479518482
X127.013_2.258,0.479518482
X834.601_5.608,0.420475453
X506.255_3.172,0.014053407
X822.564_3.436,0.420475453
X511.375_3.109,0.479518482
X758.46_3.056,1
X776.411_2.398,0.020429434
X734.571_5.604,0.152601358
X737.541_2.399,0.479518482
X776.042_2.398,0.479518482
X737.591_2.4,0.420475453
X737.391_2.399,0.401413572
X703.574_3.965,0.401413572
X494.325_2.865,0.992887017
X921.861_2.4,0.420475453
X776.937_2.392,0.420475453
X195.994_5.715,0.488046326
X834.601_3.425,0.737751905
X834.601_3.517,0.479518482
X806.57_3.362,0.479518482
X683.846_2.364,1
X806.57_3.848,0.68126333
X806.57_3.256,0.479518482
X782.568_3.34,0.737751905
X366.3_3.034,0.724532416
X306.265_2.463,0.479518482
X362.327_2.694,1
X818.59_3.428,0.479518482
X838.559_3.424,0.263412506
X838.559_3.537,0.479518482
X818.59_3.603,0.479518482
X902.54_3.008,0.532337018
X489.228_3.175,0.479518482
X886.545_3.051,0.479518482
X343.286_4.002,0.479518482
X311.222_2.926,0.248372468
X902.539_3.116,0.479518482
X373.187_2.738,0.479518482
X907.526_2.579,0.200169858
X370.984_0.312,0.479518482
X907.276_2.579,0.185749006
X343.286_3.811,0.479518482
X159.969_6.632,0.479518482
X842.589_3.654,0.479518482
X746.387_2.343,0.724532416
X110.021_6.396,0.36502799
X814.559_3.446,0.420475453
X235.09_2.641,0.479518482
X709.936_2.18,0.03273213
X710.079_2.18,0.099698552
X746.471_2.343,0.479518482
X746.304_2.342,1
X732.445_3.057,0.656708498
X141.959_6.543,0.420475453
X546.28_2.319,1
X258.28_2.809,0.85525134
X109.023_6.388,0.735312834
X546.029_2.319,0.479518482
X918.534_3.025,1
