organ,LA,LVB,LVT,RA,RVB,RVT
X520.509_4.075,0.001558163,0,0,0.001535448,0,0
X706.428_3.062,0.000385056,0.001591469,0.000858981,0.000231321,0,0.0000278
X234.957_6.402,0.0000944,0.002729879,0,0,0,0.000271447
X722.423_2.938,0.000560776,0.000488745,0.001573081,0.000476979,0,0
X652.418_3.158,0.001052952,0,0.000610445,0.001436859,0,0
X325.938_5.647,0.002200788,0,0,0.000902025,0,0
X429.212_2.192,0.002547559,0,0,0.000556706,0,0
X217.12_4.979,0,0.000493723,0.000130206,0.000078,0,0.002411955
X880.569_3.459,0.001863556,0.000129419,0.000668453,0.0000896,0,0.000365641
X341.211_2.75,0.0001449,0.002398514,0.000574729,0,0,0
X550.387_3.072,0,0.000041,0.002528801,0.000560114,0,0
X333.206_2.857,0.000620468,0.001669366,0.000828975,0.0000244,0,0
X710.394_3.333,0.001175113,0.0000261,0,0.001942359,0,0
X824.574_2.975,0.002221944,0,0,0.000940638,0,0
X512.823_3.579,0,0,0,0,0.003162924,0
X195.969_0.321,0,0,0,0,0.002127632,0.001042168
X826.595_3.776,0.002758507,0,0.000420973,0,0,0
X862.542_3.159,0.001518733,0.0001251,0.00027311,0.001264232,0,0
X894.548_3.257,0.000516684,0.000554404,0.002083521,0,0,0.0000282
X415.21_2.654,0,0.0029745,0.0002108,0,0,0
X453.784_3.606,0,0,0,0,0.003185846,0
X169.036_0.367,0.0000548,0.00154587,0,0,0.001586191,0
X490.818_3.998,0,0,0,0,0.003186872,0
X122.082_0.572,0,0.001068392,0,0,0,0.002119219
X242.175_2.774,0,0.0001456,0.001167167,0.000702922,0,0.001175657
X462.32_3.27,0,0,0,0,0.000901193,0.002294523
X439.12_2.683,0,0,0.002803614,0.000392677,0,0
X111.969_6.705,0.000925282,0.0000288,0,0.000742199,0.001121214,0.000378895
X694.428_3.078,0.000682993,0.000609027,0.000430035,0.001377952,0.0000344,0.0000626
X131.975_2.015,0.000406137,0.0000703,0,0,0.002344949,0.000377702
X662.403_3.098,0.000987062,0.000603794,0.00119872,0.000291426,0,0.0001196
X355.285_3.157,0.0000778,0.000713003,0.000231043,0.000218916,0.001515795,0.000465971
X228.097_2.276,0.001703743,0.000669447,0.000238,0.0000979,0.0001584,0.000357486
X744.589_3.377,0.00273265,0,0,0.000495231,0,0
X256.227_3.328,0,0,0.002209361,0.001022375,0,0
X205.098_0.777,0.003023693,0.0001222,0,0.0000916,0,0
X748.527_3.963,0.000692327,0.0001649,0.000221043,0.000190621,0.001753723,0.000219373
X203.015_2.391,0,0,0,0,0.00107384,0.002172743
X361.238_2.895,0.0002733,0.002524607,0.000456113,0,0,0
X878.553_3.331,0.0001508,0.000462832,0.002591774,0.0000509,0,0
X512.823_3.665,0,0,0,0,0.003261127,0
X123.044_2.031,0.0001063,0.0006265,0.001538617,0.000132743,0,0.000861126
X224.012_6.302,0.00158099,0.0000625,0.000961441,0.000292011,0.000369646,0
X737.491_2.399,0.000948134,0.000296491,0.001002954,0.0000446,0.0002405,0.000737344
X630.306_2.472,0,0.003194426,0.0000783,0,0,0
X167.107_0.836,0,0.0002334,0.003008137,0,0,0.0000363
X368.316_2.962,0.0001538,0,0.002098699,0.000891085,0.0000328,0.000118
X372.459_2.145,0.002636115,0,0.0000319,0.000627194,0,0
X902.538_3.238,0.001291075,0,0.001274397,0.0000671,0,0.000667611
X492.817_3.351,0,0,0,0,0.003318198,0
X223.057_2.391,0,0,0,0,0,0.003322279
X452.277_2.9,0.001496158,0.000993913,0.000342,0.000491701,0,0
X640.382_3.01,0.000663476,0.0008615,0.001178114,0.00040352,0.000121,0.0001002
X512.756_2.233,0.001447015,0.0004457,0.000672817,0.000595959,0.000135,0.0000317
X550.279_2.552,0.002868009,0.000399535,0.0000751,0,0,0
X510.32_2.768,0,0.003225328,0.000127453,0,0,0
X764.523_3.86,0,0.000711924,0.002643308,0,0,0
X792.553_3.738,0,0,0.002701501,0.000562147,0,0.0000958
X630.306_2.441,0.0000846,0.003018625,0.000258235,0,0,0
X590.31_2.6,0.001504375,0.001621201,0.0002281,0.0000221,0,0
X850.595_3.83,0.002054006,0.000102,0.001175536,0.0000188,0,0.0000312
X288.075_0.36,0.0001066,0,0.0000524,0,0.003229633,0
X772.511_3.33,0.002732271,0.0000638,0.000297525,0.000262896,0.0000323,0
X130.534_6.153,0.00026288,0.000276072,0.001236941,0.0000803,0.000247367,0.001292543
X894.549_3.177,0,0.001450631,0.001707089,0,0.000242705,0
X874.579_3.458,0.001688804,0,0.000253635,0.00129143,0,0.00017388
X518.288_2.786,0.002248012,0.000229509,0.0001041,0.000829213,0,0
X462.267_2.643,0,0.000566569,0.001440861,0.001078998,0,0.000327036
X527.85_3.833,0,0,0,0,0.00341405,0
X830.571_3.799,0,0.001309566,0,0,0.000354372,0.001750901
X325.217_2.909,0,0.003350574,0.0000659,0,0,0
X467.802_3.551,0,0,0,0,0.003421236,0
X242.567_2.774,0.00017281,0.000291601,0,0.00139313,0.001214658,0.000362143
X102.092_1.035,0.0003299,0,0.002345362,0.000345216,0,0.000416336
X373.201_2.572,0.001143236,0.001389195,0.000906658,0,0,0
X312.633_2.891,0.000752889,0.000523319,0.000683448,0.0002165,0.001232291,0.0000344
X792.553_3.661,0,0,0.002713965,0.00055943,0,0.000171829
X944.548_3.092,0.000845928,0.000773725,0.001602043,0.000233175,0,0
X335.222_2.714,0.000811493,0.001561951,0.000527559,0.000556282,0,0
X279.117_2.333,0.001535701,0.000815131,0.000520652,0.000554171,0.0000381,0
X490.818_2.956,0,0,0,0,0.003477585,0
X806.571_5.597,0,0.000404912,0.000888486,0,0.00218712,0
X317.247_3.189,0.002869148,0.0003665,0.0000676,0.0002038,0,0
X758.568_4.495,0.002541752,0,0.000608681,0.000364302,0,0
X316.995_0.316,0.000337003,0,0,0.000529484,0.001397244,0.001256239
X704.449_3.104,0.001368973,0.000736996,0.001094111,0.000321966,0,0
X150.058_0.359,0.001384128,0,0.001291599,0.000849646,0,0
X812.506_3.18,0.002340162,0.00012783,0.001033356,0.0000476,0,0
X191.147_2.756,0,0.000252054,0.001415689,0.000662613,0,0.001226212
X737.541_2.399,0.001094238,0.000392457,0.001120173,0,0.0001604,0.000803287
X231.073_0.435,0.002651071,0.000783888,0,0.0000636,0.0000723,0
X759.638_5.605,0.000112201,0.001107277,0.001548995,0.000270287,0.000429011,0.000104897
X832.568_3.188,0.001953885,0,0.001037761,0.000586526,0,0
X792.556_5.59,0,0.00105998,0,0,0.001493673,0.001027251
X140.118_3.821,0.001207063,0,0.0000277,0.002349977,0,0
X328.916_5.92,0.001939311,0.000367961,0,0.000392278,0.000421073,0.00046912
X156.991_6.263,0,0,0,0.000685501,0,0.002905077
X392.978_0.309,0.00030962,0.0000867,0.0001336,0.000441612,0.001100921,0.001526823
X254.095_2.573,0.002092915,0.00079835,0.000584403,0,0.0000854,0.0000404
X660.424_3.137,0.000653915,0.001314652,0,0.000659088,0.0001266,0.000847573
X912.56_3.117,0.0001887,0.002149443,0.001007918,0.000164262,0,0.0000923
X643.138_2.521,0.0000935,0.0001094,0.0001914,0,0.002468988,0.0007395
X550.314_2.664,0.000604989,0.000417116,0.00235898,0.0002222,0,0
X333.206_2.743,0.00032109,0.002590351,0.0006039,0.00009,0,0
X878.555_3.262,0,0.003271149,0,0,0.000192172,0.000142381
X836.6_3.222,0.002579364,0,0.000238539,0.000788445,0,0
X583.325_5.663,0.000450219,0.0001363,0.00266031,0.000359664,0,0
X276.02_2.431.1,0,0,0,0,0.000852659,0.00275682
X119.119_0.445,0,0.001412368,0,0,0.0000283,0.002169851
X828.501_3.1,0.001920998,0.000780232,0.00088844,0.0000226,0,0
X227.11_2.593,0.0000898,0.000221542,0.001239542,0.0003748,0,0.001688947
X302.973_0.311,0.0001227,0,0,0.0000207,0.002162325,0.00130933
X262.129_0.406,0.002987934,0,0.000630771,0,0,0
X541.028_2.29,0.002494436,0.000441835,0.0001363,0.000556562,0,0
X531.845_3.923,0,0,0,0,0.003632246,0
X158.986_6.213,0.000312157,0.000203225,0,0.001621603,0,0.001496779
X539.022_0.304,0.0000668,0.000269266,0.003201748,0,0.000104192,0
X716.522_3.838,0.002529558,0,0.0000255,0.001101581,0,0
X492.817_3.679,0,0,0,0,0.003656805,0
X742.538_3.903,0.003184864,0,0,0.000473621,0,0
X366.264_3.103,0.00229331,0.001142276,0.0000673,0.0001708,0,0
X296.258_2.983,0,0,0.000447509,0.00322675,0,0
X600.33_2.804,0.000554941,0.000144825,0.002329677,0.0001097,0.0003086,0.000229397
X864.573_3.369,0.001974705,0.000518606,0.000762827,0.000422423,0,0
X724.527_3.993,0.003511731,0,0,0.000168989,0,0
X618.342_2.623,0,0.003604981,0.0000871,0,0,0
X143.107_1.396,0,0.000372,0.002984053,0,0,0.000338861
X856.569_3.472,0.003061232,0.000249175,0.000384738,0,0,0
X349.379_2.162,0.002549584,0,0,0.001148231,0,0
X758.569_5.591,0.000707842,0,0.001757771,0.001235745,0,0
X1021.626_2.909,0.001744291,0.001769343,0.000071,0.0000464,0.0000791,0
X760.584_5.512,0.003720337,0,0,0,0,0
X638.366_2.95,0.00057952,0.001256225,0.001558882,0.000228164,0.0000386,0.000063
X746.471_2.343,0.000735574,0.000851388,0.000920517,0.0001241,0.000521102,0.000582171
X462.227_2.432,0.0000696,0.0003791,0.00195883,0,0,0.001334388
X229.144_2.812,0.002010076,0.00148889,0.000138,0.000107744,0,0
X731.607_5.636,0.002104774,0.000152567,0.000701928,0.000787832,0,0
X836.614_3.283,0,0,0.003750719,0,0,0
X542.289_2.643,0.000148902,0.000614824,0.002291984,0.0000323,0,0.000666231
X301.115_0.413,0.0000136,0.001983704,0.000260425,0,0.0001422,0.001356967
X566.322_2.893,0.001368542,0.000331334,0.001107404,0.00023,0.000720704,0
X606.27_2.406,0.000263788,0.003444899,0.0000521,0,0,0
X319.299_3.424,0.001389551,0.0001653,0.000872,0.001105061,0.0001046,0.0001248
X659.288_3.313,0,0.0001701,0,0,0.002093745,0.00149944
X157.122_1.516,0,0.0004841,0.003218619,0,0,0.0000686
X734.57_4.658,0.003607552,0,0.000168197,0,0,0
X307.141_2.343,0.000392951,0.001768761,0.00131574,0.0000745,0.000228805,0
X502.257_2.547,0.0001088,0.0003195,0.002204506,0.0000303,0,0.001119414
X590.273_2.574,0,0,0.003783703,0,0,0
X453.784_3.57,0,0,0,0,0.00378416,0
X612.815_2.332,0.002376975,0.000376396,0.000314891,0.000718512,0,0
X810.6_4.678,0.003044357,0,0,0.000743957,0,0
X834.601_4.577,0.001975444,0,0.001131965,0.000691725,0,0
X223.057_2.227,0,0.000631636,0,0,0,0.003182131
X473.265_2.772,0.002383516,0,0,0.001437487,0,0
X784.584_3.275,0,0.001026345,0.001704818,0.000369096,0.000581117,0.000141266
X820.1_2.391,0.0002303,0.000629581,0.000688414,0,0.001144226,0.001132699
X634.371_2.921,0.001090957,0.001608018,0.00098961,0.0001379,0,0
X534.284_2.637,0.00206175,0.001459401,0.0001488,0.0001574,0,0
X826.595_3.726,0.003675063,0,0,0.00015515,0,0
X773.446_2.985,0.0000431,0.003371359,0.000423659,0,0,0
X350.305_2.966,0.00086881,0,0.000979121,0.001991935,0,0
X159.969_1.021,0.001226671,0,0,0.00234958,0.000192472,0.000074
X676.382_2.92,0.000235096,0.001643194,0.001792698,0.0000836,0.0000349,0.0000566
X270.91_2.538,0,0,0,0,0.00385414,0
X750.542_3.938,0.003358942,0,0.0000201,0.000492807,0,0
X776.042_2.398,0.001165289,0.000424441,0.001089135,0.000106144,0.0002236,0.000865576
X407.241_2.849,0.001211456,0.001923478,0.0000591,0.0000377,0.000263456,0.000381933
X760.475_3.131,0.000618713,0.001101637,0.00163322,0.000447196,0,0.0000844
X590.31_2.539,0.001063467,0.002306867,0.00045333,0.0000648,0,0
X836.544_5.597,0.000967725,0,0.001103501,0.001817288,0,0
X701.558_3.565,0.002904308,0,0.0000345,0.000956763,0,0
X787.668_3.268,0,0,0.002808955,0.001091281,0,0
X756.551_5.548,0.002883531,0.000104995,0.000242597,0.000277596,0,0.000403656
X161.093_0.696,0,0.001367302,0,0,0.001037386,0.001508583
X165.055_0.374,0.001069091,0.001942434,0.0001377,0.000342308,0.000280735,0.0001518
X896.565_3.18,0,0.002591947,0.000853964,0,0.000292966,0.000204695
X339.02_2.429,0,0,0.000422477,0.0002376,0.000510369,0.002779012
X158.013_0.32,0.000478751,0,0.001237266,0.000134194,0.002102014,0
X650.402_3.006,0.0005145,0.0000728,0.001387784,0.001985355,0,0
X790.574_4.038,0.003209208,0,0.000530087,0,0,0.000224485
X846.548_3.104,0.001429599,0.000993158,0.000648476,0.000900458,0,0
X800.542_3.527,0.003892143,0,0.000083,0,0,0
X708.512_4.837,0,0.000491071,0.001851166,0,0.001013146,0.000624363
X488.823_3.298,0,0,0,0,0.003995559,0
X949.624_2.926,0.001619873,0.00137791,0.000739474,0.000212,0.0000473,0
X777.148_2.391,0.0001387,0.000555952,0.000494247,0,0.001268554,0.001547088
X103.055_0.486,0.001581278,0,0.001651081,0.000776101,0,0
X764.434_2.913,0.000405448,0.002381737,0.001105942,0.0000253,0.0000291,0.0000754
X254.211_3.32,0,0.000033,0.00217844,0.001752152,0.0000684,0
X158.013_0.317,0,0,0,0,0.001414697,0.002623537
X787.668_3.787,0.001696917,0,0.000310698,0.002045535,0,0
X812.506_3.271,0.001723684,0.000343087,0.00160006,0.000393757,0,0
X703.575_5.628,0.001635754,0.000534252,0.001477313,0.000427327,0,0
X343.286_3.884,0.002073314,0,0.001350067,0.000520715,0,0.000131196
X834.601_4.514,0.003389724,0,0.000403365,0.000289691,0,0
X588.259_2.41,0.000346054,0.003511832,0.000224967,0,0,0
X141.959_0.429,0.002194257,0,0.000599465,0.001290378,0,0
X618.377_2.972,0.0001665,0.000741486,0,0.000298191,0.000842008,0.002041041
X101.071_3.51,0.002599488,0,0,0.001492751,0,0
X886.543_3.166,0.000601457,0.000113584,0.001517108,0.001048379,0,0.000818108
X820.548_3.418,0.000809043,0,0.002694642,0.000597774,0,0
X694.465_3.135,0.002385858,0.0000231,0.000457745,0.00111592,0,0.0001272
X820.211_2.39,0.0000457,0.000543224,0.000912596,0.0000254,0.001420056,0.001166335
X704.45_3.153,0.001420404,0.000839097,0.001046442,0.000316132,0.000066,0.000425742
X746.387_2.343,0.000778073,0.00095754,0.000977312,0.0000813,0.000670678,0.000653174
X343.227_2.709,0.0000112,0.002891107,0.001221567,0,0,0
X806.555_3.652,0.00268342,0,0.000330176,0.001111071,0,0
X659.287_3.323,0.0000376,0.0006716,0.0007357,0.0001238,0.002561093,0
X672.424_3.094,0.001141963,0.001353186,0.000764909,0.000534386,0.0000988,0.000244568
X800.542_3.562,0.004033029,0.0000492,0.0000341,0.0000281,0,0
X294.155_0.44,0.001482503,0,0.000503393,0.001934166,0.0002253,0
X348.07_0.322,0.0002673,0.000208887,0.003044362,0.00048635,0.000143009,0
X323.258_3.124,0.001564234,0.001887887,0.0004998,0.000199,0,0
X570.283_3.053,0.000987227,0.001946999,0.0002128,0.000364231,0.000546391,0.0001049
X826.594_3.683,0.003358016,0,0.000466035,0.000347847,0,0
X620.391_3.038,0,0,0,0.004179132,0,0
X530.324_2.967,0,0.0000155,0.002093451,0.002093223,0,0
X286.995_0.306,0.0000755,0.000163864,0.003428776,0.0000412,0.000495771,0
X921.736_2.399,0.001377691,0.000370552,0.001284482,0.000119587,0.000249239,0.00080569
X343.296_2.691,0.000340693,0.0005339,0.000767772,0.000740327,0.001833748,0
X427.133_2.772,0.0001029,0.0010737,0.001896086,0.000103,0.000418035,0.0006519
X352.291_3.779,0.001472305,0,0.000426344,0.002350257,0,0
X786.6_4.602,0.003189159,0,0,0.001060076,0,0
X801.499_2.968,0,0.004275448,0,0,0,0
X678.399_2.986,0,0.002860113,0,0,0.0001729,0.00125599
X444.369_2.876,0.000936956,0.001213837,0.001544931,0.000560793,0.0000325,0
X464.314_2.993,0.00216988,0.00163481,0,0.0002341,0.0002249,0.0000291
X866.589_3.607,0.000935741,0.000451661,0.002465757,0.000298765,0.000155802,0
X177.958_0.325,0,0.0000923,0,0,0.001018147,0.003199016
X185.154_0.869,0,0.000880271,0.003435795,0,0,0
X415.212_2.834,0.000735207,0.0012085,0.000513069,0.001871669,0,0
X780.517_3.481,0.003481627,0.000112314,0.000711505,0,0,0.0000306
X732.444_2.968,0.000923,0.001361369,0.001673086,0.000398892,0,0
X348.275_2.622,0.0002748,0.002631117,0.001368575,0.000083,0,0
X884.599_3.32,0.000547936,0,0.003639912,0.000172953,0,0
X262.988_2.432,0,0,0.000595349,0.001480166,0.000862487,0.001424943
X361.274_3.093,0.003223797,0.000234212,0.000393604,0.000518943,0,0
X890.575_3.213,0.002692254,0.00070038,0.0002783,0.000703516,0,0
X212.165_2.546,0.000689928,0.0002163,0.002398884,0.00060842,0.0002135,0.0002568
X774.565_3.634,0.003712298,0.000339997,0.000306649,0,0,0.0000257
X137.082_3.903,0.001544466,0.000857171,0.000533118,0.001301538,0.0000357,0.0001199
X824.542_3.439,0.002023174,0.000851143,0.000987021,0,0.0001493,0.000388083
X782.532_3.34,0.000427689,0.000847501,0.002621582,0.000329512,0.000173737,0
X802.558_3.408,0.004286702,0,0,0.0001255,0,0
X427.267_2.561,0.002184906,0.001303125,0.000525262,0.0001007,0.0001529,0.000147126
X473.238_2.238,0.003386935,0.0000561,0.0000868,0.000885791,0,0
X810.6_4.625,0.004014404,0,0,0.000404584,0,0
X116.071_0.468,0.001744419,0,0.002690249,0,0,0
X177.958_0.317,0.000410176,0,0,0.000451693,0.003576084,0
X576.295_2.614,0.0003798,0.003879565,0.0001796,0,0,0
X800.578_3.49,0.003179431,0.0000301,0.0001474,0.001085045,0,0
X776.578_3.558,0.004246011,0,0,0.000197943,0,0
X308.294_3.055,0,0,0.004444151,0,0,0
X734.569_4.504,0.003200767,0,0.001112283,0.000139185,0,0
X328.321_3.281,0.002530589,0.0002327,0.001257023,0.0004412,0,0
X242.586_2.768,0,0.000588946,0,0,0,0.003872627
X894.548_3.086,0.0002192,0.00262103,0.001485701,0,0.000135734,0
X888.558_3.267,0.004042885,0,0,0.000419341,0,0
X155.991_5.971,0.001188584,0.000289332,0.000376344,0.00097118,0.000853269,0.00078474
X824.579_3.639,0.003982349,0,0.0000956,0.000388242,0,0
X129.066_4.228,0.002561012,0.0001375,0,0.001768482,0,0
X802.594_3.711,0.003946025,0,0.0000742,0.000448347,0,0
X774.527_3.335,0.00307884,0.000360306,0.000524449,0.000375899,0.000145343,0
X710.461_3.089,0.00264243,0.000642148,0.00063728,0.00056394,0,0
X245.19_3.142,0.0004267,0.001004147,0.002313774,0.000359698,0.000224867,0.000157
X792.589_4.032,0.003433215,0,0.000693238,0.000371424,0,0
X272.222_3.326,0.002074947,0.000720971,0.000793019,0.000665687,0.000250474,0
X788.618_5.596,0.002232737,0.00098846,0.000444891,0,0.000721217,0.000118633
X495.341_2.956,0.001614593,0.001013541,0.000676645,0.001206265,0,0
X224.012_5.77,0.0000712,0.001841847,0,0.000205006,0,0.002393739
X566.325_2.709,0.00029339,0.004032795,0.0001044,0.0000865,0,0
X736.439_3.019,0.001515744,0.000713074,0.002237548,0.0000509,0,0
X192.124_4.305,0.001913132,0.0000237,0,0.002454971,0.00014038,0
X128.951_6.561,0.001897235,0.000551873,0,0.000487425,0.001388879,0.000215929
X792.829_2.765,0,0.000391456,0,0,0.001756894,0.002395873
X792.553_3.62,0,0,0.003690613,0.000716572,0,0.00013791
X757.621_3.278,0.00283115,0,0.000832858,0.000887539,0,0
X746.46_3.062,0.000700103,0.00159189,0.001846992,0.000355296,0,0.000063
X115.964_5.922,0.001086375,0,0,0.000896034,0.00257597,0
X128.108_0.46,0,0.002061893,0,0,0,0.002497604
X850.595_3.759,0.00156481,0.0001184,0.00276142,0.0000183,0,0.0001071
X1069.624_2.889,0.003112132,0.000478,0.000586841,0.000396002,0,0
X531.845_3.582,0,0,0,0,0.004577645,0
X872.564_3.274,0.003890496,0,0,0.00069368,0,0
X414.321_2.745,0.001059499,0.001514711,0.001547095,0.0001266,0.0001823,0.000156454
X143.107_1.283,0,0.000792987,0.003296688,0,0,0.000505103
X357.206_2.697,0.00008,0.003702656,0.000813516,0,0,0
X166.123_2.515,0,0.000448368,0.00045735,0,0,0.00369171
X713.444_3.014,0.000675787,0.001012516,0.000476596,0.002433466,0,0
X427.096_0.313,0.001324479,0.000654539,0.000420957,0.001651684,0.000396832,0.0001525
X288.075_0.344,0.000271542,0,0.002487031,0.001797956,0.0000484,0
X787.666_3.318,0.00178623,0,0.001635599,0.001184078,0,0
X199.17_1.061,0,0.000906754,0.003499,0,0,0.000203888
X878.55_3.264,0.001610032,0.000186919,0.002431311,0.0000856,0.000302464,0
X553.314_3.021,0.00020808,0.000184153,0.004228972,0,0,0
X768.553_4.271,0.003842684,0.0000806,0,0.000699487,0,0
X538.387_3.102,0,0,0.003921463,0.000701577,0,0
X199.17_0.961,0,0.001017803,0.003449901,0,0,0.000155379
X824.542_3.528,0.001401577,0.000599664,0.001966242,0,0.000308764,0.000354248
X703.574_4.122,0.004440783,0.0000624,0,0.000138183,0,0
X554.287_2.935,0,0,0.001879656,0.002768635,0,0
X896.565_3.2,0.000308,0.00203688,0.002099562,0.000209057,0,0
X808.584_4.204,0.00274116,0,0.000498346,0.001320779,0,0.0000949
X408.309_3.341,0,0.000157025,0.000179024,0,0.004231448,0.0000917
X810.527_3.351,0.001388269,0.000650963,0.001604216,0.000986003,0.0000328,0
X602.344_2.992,0.0001856,0.000932682,0.000693,0.0000744,0.002795207,0
X740.522_3.883,0.004190104,0,0.0000712,0.000437196,0,0
X263.2_2.895,0.004036769,0.0000369,0.0000175,0.000607922,0,0
X353.269_2.989,0.000431962,0.002323168,0,0.0002082,0.000973752,0.000763863
X510.284_2.604,0.00194064,0.002456602,0.000255878,0.0000645,0,0
X564.329_3.025,0.00012546,0.0000682,0.000995638,0.003529174,0,0
X792.554_4.226,0.001058894,0.000512066,0.000164684,0,0.002854079,0.000135914
X680.448_3.166,0.000172587,0,0.0000301,0.004523393,0,0
X1039.674_2.917,0.000635491,0.003961088,0.0000309,0.0001075,0,0
X468.309_2.821,0.002555877,0.001389191,0.0001784,0.000491414,0.0000489,0.0000813
X834.528_3.349,0.000231558,0.000421668,0.003987715,0.0001061,0,0
X756.553_3.783,0.002689762,0,0.000666284,0.001391641,0,0
X810.601_3.809,0.001649652,0,0,0.002891042,0,0.000212996
X267.207_3.326,0.002408238,0.000827835,0.000408568,0.000679205,0.000313788,0.0001165
X469.233_2.771,0.00298806,0,0,0.001771067,0,0
X244.093_0.305,0.001642761,0.001788501,0.001022153,0.000167,0,0.000140513
X921.486_2.399,0.00147317,0.0002907,0.00144392,0.00017718,0.000286016,0.001091768
X199.17_0.44,0,0.001392148,0.003302846,0,0,0.0000726
X930.569_3.182,0.000656532,0.0000377,0.003165848,0.000442422,0,0.00048048
X165.055_0.414,0.003212552,0.000206475,0.000740543,0.000491508,0.000139974,0
X771.647_3.321,0,0.002707184,0,0,0.001457806,0.000626403
X167.107_0.398,0,0.000729776,0.004062779,0,0,0
X828.55_3.82,0.000723296,0,0.003083385,0.000792767,0,0.000208155
X867.281_2.399,0.001455304,0.000482749,0.001462661,0.0000862,0.00028936,0.001044882
X576.33_2.64,0.001580916,0.002783925,0.000422892,0.0000336,0,0
X900.523_3.093,0.001055955,0.001347976,0.001597513,0.000173045,0.000601529,0.0000528
X734.459_2.999,0.000569787,0.001897732,0.001772071,0.000428184,0.0001458,0.0000258
X180.175_2.611,0.0002576,0.001678147,0.0011393,0.0001648,0.000464678,0.001140998
X200.996_6.753,0.001524461,0.0000637,0,0.000696847,0.002112452,0.000450986
X261.221_3.104,0.0010317,0.00134192,0.0006986,0.001754164,0.0000382,0
X766.501_3.29,0.001120764,0.000396847,0.003239814,0.0000886,0,0.0000345
X596.393_3.06,0.001174609,0.001742191,0.001396446,0.000441688,0.0000977,0.0000323
X254.212_2.792,0.000286691,0.001000081,0.000918507,0.001161409,0.0005344,0.0009948
X209.984_0.329,0.000106655,0,0,0.00016807,0.002792542,0.001838054
X199.17_0.612,0,0.001261242,0.00352733,0,0,0.000123398
X333.163_2.467,0.001219901,0,0.003715103,0,0,0
X862.543_3.138,0.000682643,0.002395718,0.000738078,0.001048578,0.00007,0
X408.951_0.308,0.000675845,0.00011375,0.003923843,0.000227087,0,0
X534.291_2.126,0.003817442,0,0.0000366,0.001088845,0,0
X678.397_2.89,0.0001326,0.002423768,0.002261598,0.0001428,0,0
X205.159_3.028,0.00034009,0.002184071,0.002253886,0.0001852,0,0
X370.983_0.307,0.0000629,0.0000921,0.004368266,0.000445046,0,0
X607.227_2.771,0.001112797,0.000864141,0.000792718,0.001411398,0.000542846,0.000247491
X558.283_2.643,0.001094122,0,0.003028888,0.000672738,0.000187299,0
X732.554_3.951,0,0,0.0001496,0.004835783,0,0
X836.615_5.594,0.004027169,0,0.000836862,0.0000971,0,0.0000512
X438.297_2.965,0,0.000277015,0.002993747,0.001742273,0,0
X371.317_3.604,0.001909063,0,0.001295234,0.001715169,0.000100446,0
X294.155_0.318,0.000803397,0,0.000635532,0.002309526,0.00127352,0
X464.313_2.996,0.001434753,0.000190063,0.0029108,0.000486881,0,0
X758.57_3.585,0,0.000502277,0.001743244,0,0.001474212,0.001303618
X848.579_3.592,0.002418714,0.0000713,0.002369275,0.0000635,0,0.000101
X808.584_3.334,0,0.000294249,0.003075475,0.000829756,0.000647414,0.000192225
X490.818_3.928,0,0,0,0,0.005040784,0
X680.413_3.014,0.001100421,0.001062647,0.001313824,0.001565293,0,0
X486.097_2.773,0,0.0001102,0,0.000353278,0.004191893,0.000410765
X211.079_2.777,0,0,0.003257639,0.00123797,0,0.000570928
X820.155_2.39,0.0001603,0.000709617,0.001023773,0.0000309,0.001663047,0.001483628
X448.288_2.871,0.0002098,0,0,0.004862567,0,0
X801.497_2.976,0.002592718,0.000581707,0.001166249,0.0007373,0,0
X240.196_2.728,0.000085,0,0.002082345,0.002915138,0,0
X564.365_3.022,0.001664205,0,0.002883145,0.00054008,0,0
X758.46_3.056,0.000340748,0.002014703,0.001887606,0.00027846,0.000162,0.000404903
X480.278_2.762,0,0.001436328,0.001882988,0.001009807,0,0.000760489
X341.211_2.823,0.000470448,0.003220208,0.001410373,0,0,0
X293.161_2.41,0.003769677,0.001258761,0,0.0000758,0,0
X944.55_3.076,0.00023636,0.00400434,0.000752593,0,0,0.0001139
X158.986_6.121,0.001899821,0,0,0.002103008,0,0.001114519
X1045.625_2.888,0.002939954,0.000898802,0.000866134,0.000425225,0,0
X205.098_1.171,0.005004032,0,0,0.000137742,0,0
X335.059_2.522,0.000143551,0.0001857,0.0000415,0.0000968,0.002848447,0.001829424
X157.086_1.02,0,0.001551602,0.002798158,0,0,0.000802977
X524.277_2.788,0.002208522,0,0.001674631,0.000237636,0.000916321,0.0001196
X533.844_3.62,0,0,0,0,0.005161521,0
X840.537_3.295,0.001451327,0.001328756,0.001785314,0,0.000295491,0.00031508
X205.098_0.5,0.000278467,0.002187642,0.000870683,0.000880122,0.000914037,0.0000456
X652.419_3.146,0.001021831,0.001281118,0.000596188,0.000559257,0.000450571,0.001269302
X492.817_3.425,0,0,0,0,0.005185505,0
X643.532_2.226,0.003921609,0,0.0000997,0.001167711,0,0
X604.362_3.06,0.001035598,0.001315661,0.001153112,0.000901785,0.000787219,0
X756.553_3.87,0.005008747,0.0000135,0.000173963,0,0,0
X804.553_3.688,0.004872477,0,0.000291183,0.0000337,0,0
X508.304_3.001,0.001165291,0,0,0.004039556,0,0
X728.485_3.29,0.001856601,0,0.002804893,0.000560003,0,0
