organ,LA,LVB,LVT,RA,RVB,RVT
X834.585_3.415,0.0000879,0,0,0.000212582,0,0
X515.258_2.277,0.000187865,0,0,0.0001143,0,0
X762.6_3.212,0,0,0.000302753,0,0,0
X792.59_5.594,0,0.0000347,0.000210553,0,0,0.0000576
X455.218_2.769,0,0,0,0,0,0.000303981
X352.182_2.856,0.0001563,0,0,0.000148393,0,0
X287.633_2.895,0,0.000269595,0,0.0000351,0,0
X786.491_3.258,0.000265634,0,0,0.0000391,0,0
X774.599_3.283,0.000290363,0,0.0000147,0,0,0
X413.195_2.651,0,0.00030531,0,0,0,0
X834.601_3.709,0,0.0000719,0.0000425,0,0,0.000191777
X110.519_6.297,0.000065,0.0000811,0.000133694,0,0.0000267,0
X774.599_3.587,0.0001084,0,0.0000934,0.000105499,0,0
X449.79_3.883,0,0,0,0,0.000308017,0
X267.206_3.338,0,0,0.000231898,0.0000763,0,0
X780.551_5.547,1.67E-04,0.00E+00,1.42E-04,0.00E+00,0.00E+00,0
X700.454_3.256,0.00E+00,6.54E-05,1.92E-04,5.17E-05,0.00E+00,0
X592.289_2.536,1.25E-04,8.33E-05,1.01E-04,0.00E+00,0.00E+00,0
X443.335_3.197,0,0,0,0,0.000261126,0.0000486
X486.823_3.74,0,0,0,0,0.000309902,0
X277.995_0.326,0.00E+00,4.96E-05,2.61E-04,0.00E+00,0.00E+00,0
X212.447_2.605,0,0,0,0,0.000310804,0
X794.604_3.361,0,0,0.000310974,0,0,0
X644.494_3.093,0,0,0.000206859,0,0.000104425,0
X390.358_2.856,0.000175188,0,0,0.000136391,0,0
X560.253_2.206,0.000295357,0,0,0.0000177,0,0
X758.496_3.309,0.000313646,0,0,0,0,0
X349.645_5.652,0,0.0000262,0.000287835,0,0,0
X113.518_3.687,0,0.000317145,0,0,0,0
X710.459_3.098,0,0,0,0.000317651,0,0
X434.243_2.114,2.57E-04,0.00E+00,0.00E+00,6.16E-05,0.00E+00,0
X452.395_3.267,0.00E+00,0.00E+00,9.22E-05,0.00E+00,1.80E-04,0.0000463
X469.01_2.215,0.000318613,0,0,0,0,0
X552.367_3.052,7.28E-05,0.00E+00,2.19E-04,2.72E-05,0.00E+00,0
X278.176_2.484,0.000319089,0,0,0,0,0
X649.755_2.425,2.38E-04,3.02E-05,5.16E-05,0.00E+00,0.00E+00,0
X357.213_2.178,8.69E-05,1.82E-05,1.57E-04,5.74E-05,0.00E+00,0
X322.192_2.576,0,0,0,0,0,0.000319557
X536.274_2.23,0.000320015,0,0,0,0,0
X257.152_5.623,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.08E-04,0.0002117
X554.251_2.648,0,0.000320355,0,0,0,0
X464.989_2.182,3.21E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0
X233.114_0.326,0.000321024,0,0,0,0,0
X261.946_0.314,0,0,0,0,0.000144786,0.000176839
X215.016_0.409,0.000269063,0,0.0000527,0,0,0
X159.065_0.577,0,0,0.000322237,0,0,0
X102.092_6.381,0.0001742,0,0.000148232,0,0,0
X758.531_3.361,0.000149458,0,0,0.0001734,0,0
X718.574_3.352,0.000309523,0,0.0000137,0,0,0
X790.538_3.929,0,0.000181393,0.000141854,0,0,0
X504.835_2.447,0,0,0,0,0.000323642,0
X108.069_4.64,5.87E-05,2.42E-04,0.00E+00,2.29E-05,0.00E+00,0
X888.521_3.238,2.26E-04,0.00E+00,9.89E-05,0.00E+00,0.00E+00,0
X122.082_0.599,0,0,0,0,0,0.000325029
X442.389_3.008,1.88E-04,0.00E+00,1.04E-04,0.00E+00,0.00E+00,0.0000331
X225.135_0.472,0,0.000036,0,0,0.000255831,0.0000333
X501.376_3.262,0,0,0.000186121,0,0.0001396,0
X759.637_3.187,0.0000881,0.0000849,0.000153434,0,0,0
X403.175_2.708,0,0.000206812,0.0000444,0.0000762,0,0
X812.615_3.579,0.0000564,0,0.00027202,0,0,0
X804.589_3.537,0,0,0.000328869,0,0,0
X689.558_3.819,0.000329004,0,0,0,0,0
X400.764_5.609,0.0000332,0,0,0,0.00015404,0.000143457
X451.789_3.708,0,0,0,0,0.000330699,0
X424.27_2.733,0,0.00033125,0,0,0,0
X654.398_3.023,0.000331803,0,0,0,0,0
X594.341_2.907,0.0000427,0.0000975,0.0000396,0.000152622,0,0
X646.301_2.451,0,0.000332558,0,0,0,0
X594.583_4.601,2.11E-04,0.00E+00,0.00E+00,1.24E-04,0.00E+00,0
X962.559_3.159,0.000189641,0,0.0000907,0,0,0.0000541
X621.671_2.438,0.000334683,0,0,0,0,0
X668.546_3.853,0.00023288,0,0,0.0001023,0,0
X269.139_2.648,0,0.000335402,0,0,0,0
X848.579_3.734,1.53E-04,0.00E+00,1.83E-04,0.00E+00,0.00E+00,0
X523.3_2.941,0.0000294,0.000214105,0,0.0000926,0,0
X608.728_2.766,0.0000262,0,0,0,0,0.000310602
X362.255_2.406,0,0,0,0,0,0.000336839
X590.31_2.654,0.00E+00,2.45E-04,9.23E-05,0.00E+00,0.00E+00,0
X138.043_0.408,4.14E-05,1.54E-04,1.42E-04,0.00E+00,0.00E+00,0
X461.215_2.634,0,0.000337471,0,0,0,0
X122.964_6.306,0.00025082,0,0,0,0.0000877,0
X410.254_2.692,0,0.000269147,0.0000697,0,0,0
X636.965_2.251,0.000339878,0,0,0,0,0
X799.668_3.367,0.000116378,0,0,0.000223851,0,0
X810.563_3.543,0.000340258,0,0,0,0,0
X516.272_2.72,2.58E-04,3.58E-05,1.77E-05,2.94E-05,0.00E+00,0
X676.381_3.024,0.0001144,0.0000741,0,0.00015193,0,0
X487.75_2.206,0.000340853,0,0,0,0,0
X872.563_3.076,0,0,0.00024893,0.0000924,0,0
X386.137_2.226,0.000299278,0,0,0.0000421,0,0
X796.511_3.392,1.59E-04,0.00E+00,7.86E-05,7.41E-05,0.00E+00,0.0000299
X754.5_3.36,0.0000331,0,0.000208824,0.000100331,0,0
X429.221_2.634,0.000209527,0,0.0001329,0,0,0
X730.429_3.016,0.000138581,0,0,0.0000194,0.0001533,0.0000313
X257.117_0.431,0.000343466,0,0,0,0,0
X608.392_3.314,0,0,0.000343861,0,0,0
X618.341_2.787,0.00E+00,2.69E-04,7.58E-05,0.00E+00,0.00E+00,0
X718.574_5.582,0.000344677,0,0,0,0,0
X606.377_3.126,2.64E-04,0.00E+00,8.12E-05,0.00E+00,0.00E+00,0
X834.589_3.339,0.000265207,0,0,0.0000809,0,0
X725.557_5.549,0.000308903,0,0,0,0.000038,0
X785.652_3.303,0.0000246,0,0.000323548,0,0,0
X610.636_2.16,0.000348236,0,0,0,0,0
X554.251_2.611,0,0.000348627,0,0,0,0
X281.113_1.305,0.000348781,0,0,0,0,0
X341.247_3.166,3.28E-04,2.09E-05,0.00E+00,0.00E+00,0.00E+00,0
X205.097_0.615,0.000200048,0.0000565,0.0000641,0.0000293,0,0
X242.212_3.324,0.00006746,0,0,0.000282958,0,0
X627.31_2.249,2.56E-04,0.00E+00,0.00E+00,9.42E-05,0.00E+00,0
X147.063_2.514,0,0,0,0,0,0.000352365
X610.406_3.059,0.000306,0,0,0.000047,0,0
X912.467_2.871,2.04E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.0003329
X248_0.303,0,0.000354613,0,0,0,0
X552.331_3.035,0.0001173,0,0,0.000237635,0,0
X612.351_2.913,3.20E-05,2.32E-05,1.74E-04,1.26E-04,0.00E+00,0
X319.19_2.857,0.00034008,0.0000152,0,0,0,0
X131.082_4.694,0,0,0,0.000356758,0,0
X794.566_5.577,0.000269678,0,0.0000549,0,0,0.0000326
X634.337_2.511,0,0.000358383,0,0,0,0
X794.532_3.407,1.23E-04,0.00E+00,2.36E-04,0.00E+00,0.00E+00,0
X584.962_2.257,0.000359476,0,0,0,0,0
X102.092_2.129,0,0,0.000359547,0,0,0
X622.265_2.408,0,0.000345773,0.000014,0,0,0
X366.307_5.595,0.00036097,0,0,0,0,0
X730.465_3.236,2.84E-04,0.00E+00,5.37E-05,2.42E-05,0.00E+00,0
X804.589_3.656,0,0,0.000363392,0,0,0
X477.236_2.206,2.45E-04,0.00E+00,0.00E+00,1.19E-04,0.00E+00,0
X528.411_2.98,1.42E-05,0.00E+00,7.15E-05,2.78E-04,0.00E+00,0
X385.333_3.54,0,0,0,0.00036395,0,0
X786.527_3.286,0.000364098,0,0,0,0,0
X860.599_3.311,0,0,0.000364782,0,0,0
X552.297_2.54,0.000350118,0.0000147,0,0,0,0
X809.587_5.591,0,0,0.000331106,0,0.000035,0
X113.518_3.628,0,0.000366412,0,0,0,0
X276.101_0.406,0.000366646,0,0,0,0,0
X393.225_2.522,2.79E-04,4.92E-05,0.00E+00,3.91E-05,0.00E+00,0
X692.522_3.611,3.43E-04,0.00E+00,0.00E+00,2.44E-05,0.00E+00,0
X457.35_3.267,0,0,0.000156304,0,0.0001719,0.0000395
X518.253_2.614,0.0001247,0.000243472,0,0,0,0
X690.432_3.137,0,0,0,0.00036829,0,0
X864.574_3.563,0.000251387,0,0.000116948,0,0,0
X630.413_3.089,6.48E-05,0.00E+00,2.85E-04,1.86E-05,0.00E+00,0
X493.416_3,0,0,0,0.000368621,0,0
X281.006_2.455,0.000369659,0,0,0,0,0
X476.228_2.773,0.0000175,0,0,0.000352178,0,0
X347.172_2.535,0.00E+00,3.30E-04,0.00E+00,0.00E+00,4.00E-05,0
X328.139_0.502,0.0000886,0,0.0000326,0.000249768,0,0
X820.51_3.273,0.000300397,0,0.0000706,0,0,0
X115.965_6.536,0,0,0,0,0.00037137,0
X290.61_2.88,0.0000133,0.000292314,0,0.0000661,0,0
X338.974_2.023,0.000372183,0,0,0,0,0
X311.222_2.808,0.000235689,0.0001366,0,0,0,0
X182.6_2.61,0,0,0,0,0.000082,0.000290652
X111.969_6.946,0,0,0,0.0000957,0.00020909,0.000068
X338.269_3.067,2.35E-04,4.52E-05,9.31E-05,0.00E+00,0.00E+00,0
X414.321_3.08,3.28E-04,0.00E+00,0.00E+00,4.57E-05,0.00E+00,0
X493.749_2.203,0.0003424,0,0,0.0000315,0,0
X738.506_3.586,0.000375265,0,0,0,0,0
X387.216_2.692,0,0.000375678,0,0,0,0
X298.274_2.73,0.000289831,0,0.0000426,0.0000445,0,0
X818.552_3.289,0.000377452,0,0,0,0,0
X238.18_3.13,0.0000751,0.0000373,0.000111207,0.0001542,0,0
X799.668_3.582,0.000378361,0,0,0,0,0
X610.334_3.338,0.0000945,0,0,0.000284058,0,0
X706.538_4.03,0.000378937,0,0,0,0,0
X393.263_2.859,0.000379086,0,0,0,0,0
X254.248_3.555,2.80E-04,0.00E+00,0.00E+00,6.01E-05,3.97E-05,0
X136.076_1.051,0,0,0.0002011,0,0,0.000178554
X490.818_2.601,0,0,0,0,0.000379897,0
X792.589_3.261,0,0,0.000380421,0,0,0
X182.588_2.711,0,0.000347023,0,0,0.0000334,0
X433.252_2.869,0,0,0,0.000380652,0,0
X337.237_2.86,0.000307255,0.0000234,0.0000501,0,0,0
X419.207_2.566,0.000022,0.000359582,0,0,0,0
X240.115_2.229,0.000307274,0,0.0000751,0,0,0
X268.653_3.253,1.58E-04,0.00E+00,0.00E+00,2.24E-04,0.00E+00,0
X652.382_3.047,0,0,0,0.000296474,0,0.0000862
X401.269_2.92,0.0001599,0.000168558,0,0,0.0000308,0.0000248
X300.199_2.264,0.0000902,0.0000634,0,0.000231102,0,0
X836.606_3.279,0.000233498,0.000028,0.000124011,0,0,0
X747.719_2.337,4.66E-05,8.88E-05,2.21E-04,0.00E+00,0.00E+00,0.0000294
X560.416_3.14,0.000385813,0,0,0,0,0
X155.991_2.151,0,0,0,0,0.000386317,0
X484.436_3.152,0.0001671,0,0.000219852,0,0,0
X729.59_4.03,0.000388792,0,0,0,0,0
X740.522_3.385,0.000364505,0,0,0.0000253,0,0
X850.616_3.346,0.0001518,0,0,0.000238549,0,0
X113.964_0.579,0,0,0,0.000390427,0,0
X761.578_3.999,0.000182852,0,0,0.000207788,0,0
X505.281_2.132,3.91E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0
X688.365_2.336,0.000392249,0,0,0,0,0
X337.237_2.687,2.19E-04,1.16E-04,5.78E-05,0.00E+00,0.00E+00,0
X529.284_2.184,5.70E-05,2.23E-04,3.48E-05,0.00E+00,0.00E+00,0.0000783
X686.349_2.221,3.65E-04,0.00E+00,0.00E+00,2.89E-05,0.00E+00,0
X918.533_3.092,0,0,0.000393654,0,0,0
X518.604_2.246,8.85E-05,1.97E-04,4.67E-05,0.00E+00,0.00E+00,0.0000619
X792.589_4.249,0.000353755,0,0.0000403,0,0,0
X246.171_2.203,0.000395115,0,0,0,0,0
X752.558_5.583,0.000358371,0,0.0000374,0,0,0
X429.319_3.126,0,0,0.0000891,0,0.000306866,0
X820.62_3.3,0,0,0.000396097,0,0,0
X158.961_6.8,0,0,0,0.000396361,0,0
X486.823_3.761,0,0,0,0,0.000397108,0
X361.237_2.912,0.00E+00,8.50E-05,3.12E-04,0.00E+00,0.00E+00,0
X876.521_3.124,0.000351758,0,0,0.0000455,0,0
X128.082_5.096,0.000370771,0,0,0.0000276,0,0
X495.221_2.995,0,0,0,0.000134758,0,0.000264388
X508.303_3.007,0,0,0,0.000399268,0,0
X298.274_2.799,3.80E-04,0.00E+00,0.00E+00,2.03E-05,0.00E+00,0
X512.336_2.725,0,0.000332038,0.0000682,0,0,0
X765.371_2.166,0.000400782,0,0,0,0,0
X516.272_2.791,3.25E-04,0.00E+00,0.00E+00,7.79E-05,0.00E+00,0
X660.346_2.421,0.000288163,0.0000479,0,0.0000436,0,0.0000233
X100.076_1.157,0,0.0001035,0,0,0,0.000300003
X459.2_2.608,0,0.000403703,0,0,0,0
X750.541_4.002,0.000404036,0,0,0,0,0
X274.137_2.29,0.00024679,0.0000323,0.0000584,0.0000686,0,0
X762.506_3.67,4.06E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0
X856.531_3.405,0.0001621,0,0.000113278,0.00007,0,0.0000615
X752.558_3.352,0,0,0.000406999,0,0,0
X300.633_2.897,0.000365005,0,0,0.0000437,0,0
X533.358_3.104,0,0,0,0,0,0.000409935
X481.818_3.375,0,0,0,0,0.000410533,0
X467.802_2.46,0,0,0,0,0.00041117,0
X240.079_0.487,0.0000385,0.000298232,0,0,0.0000752,0
X215.07_0.325,0.00016485,0,0.000247167,0,0,0
X391.284_0.702,3.40E-05,0.00E+00,3.78E-04,0.00E+00,0.00E+00,0
X773.653_5.59,0,0,0.000412449,0,0,0
X706.538_4.076,0.000412605,0,0,0,0,0
X720.408_2.952,0.000150245,0.0000947,0.0001688,0,0,0
X834.601_4.851,0.000192665,0.0000252,0,0.000197185,0,0
X231.171_2.1,0.000415176,0,0,0,0,0
X228.934_2.542,0,0,0,0,0.000416451,0
X443.205_2.702,0,0.000416544,0,0,0,0
X534.283_2.717,0,0,0.000157201,0.000259736,0,0
X758.46_3.114,0.0000409,0.0000643,0.00028687,0.0000257,0,0
X813.62_5.6,0.000419953,0,0,0,0,0
X616.336_2.362,0.00042048,0,0,0,0,0
X756.48_3.227,0.000348846,0,0.0000717,0,0,0
X534.296_2.937,0.00000807,0.000318428,0.0000941,0,0,0
X115.051_4.519,0.000421166,0,0,0,0,0
X457.095_2.507,0.000203877,0.0002173,0,0,0,0
X804.555_3.448,0.000421451,0,0,0,0,0
X572.29_2.141,0.000384188,0,0,0.000038,0,0
X380.322_3.727,0.000199322,0,0.0000182,0.000205002,0,0
X134.04_0.437,0,0,0,0,0,0.000422667
X990.369_2.871,0.000309587,0,0,0.000113945,0,0
X412.306_2.696,3.78E-05,1.53E-04,2.34E-04,0.00E+00,0.00E+00,0
X642.53_3.723,0.000216162,0,0,0.000209283,0,0
X480.405_3.014,0.0002185,0,0.000177126,0,0,0.0000306
X728.405_3.431,0.00E+00,0.00E+00,3.77E-05,3.89E-04,0.00E+00,0
X423.819_2.185,0.000362555,0,0,0.0000668,0,0
X762.506_3.463,0.000430237,0,0,0,0,0
X429.19_2.54,0,0.00043086,0,0,0,0
X834.584_3.416,0,0,0,0.000430884,0,0
X145.979_4.513,0,0.000431697,0,0,0,0
X506.36_3.003,7.36E-05,2.11E-05,3.37E-04,0.00E+00,0.00E+00,0
X588.263_2.541,0.0001828,0.000249303,0,0,0,0
X345.242_3.091,0,0,0.000432103,0,0,0
X343.263_3.433,0.000432727,0,0,0,0,0
X772.62_3.336,0,0,0.000434096,0,0,0
X654.398_3.076,0.00039594,0,0,0.0000382,0,0
X477.278_2.868,0,0,0,0.000435746,0,0
X403.212_2.616,0,0.000438138,0,0,0,0
X773.653_3.33,0.000172506,0,0.000228814,0.0000387,0,0
X392.2_2.123,0.00041205,0,0,0.0000281,0,0
X776.579_3.556,0.0000829,0,0,0.000359143,0,0
X574.313_2.635,0.000165401,0.0002595,0.0000177,0,0,0
X722.423_3.028,0.000116,0.000213845,0.0000172,0.0000969,0,0
X508.341_2.908,0.00E+00,4.44E-04,0.00E+00,0.00E+00,0.00E+00,0
X362.29_2.707,0,0.000317304,0.0001276,0,0,0
X475.196_2.407,0.00E+00,4.48E-04,0.00E+00,0.00E+00,0.00E+00,0
X776.559_5.587,0.000302322,0,0.0000479,0,0,0.0001008
X127.039_2.765,3.74E-04,0.00E+00,0.00E+00,7.86E-05,0.00E+00,0
X209.074_2.274,6.25E-05,2.22E-04,0.00E+00,0.00E+00,4.69E-05,0.0001213
X366.3_3.034,0.0000434,0,0.0000418,0.000368579,0,0
X429.17_3.322,0,0,0,0.000385399,0.0000685,0
X804.589_3.596,0,0,0.000454239,0,0,0
X583.325_5.73,0.00E+00,6.04E-05,3.94E-04,0.00E+00,0.00E+00,0
X253.101_2.235,0.000454857,0,0,0,0,0
X297.169_2.066,0.000455123,0,0,0,0,0
X446.196_2.386,4.55E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0
X467.802_2.932,0,0,0,0,0.000455968,0
X427.741_2.879,0.000181987,0.0001017,0.000173724,0,0,0
X780.516_3.395,0,0,0,0.000458675,0,0
X195.969_0.326,0,0,0,0,0,0.000459283
X922.674_2.39,0.00E+00,6.50E-05,8.72E-05,0.00E+00,1.00E-04,0.0002071
X580.545_2.283,0.0001277,0.0001121,0.0000928,0.000127809,0,0
X421.222_2.666,0.000140625,0.000320054,0,0,0,0
X834.585_3.142,0.00043567,0,0,0.0000254,0,0
X309.242_2.852,0.00E+00,6.37E-05,3.97E-04,0.00E+00,0.00E+00,0
X745.622_3.563,0.0001517,0,0.0000882,0.000221258,0,0
X731.606_5.622,0,0,0.000337507,0.00012401,0,0
X546.283_3.015,0.000215041,0,0,0.000246936,0,0
X158.986_6.377,0,0,0,0,0,0.000462256
X188.067_0.434,0.000344582,0.000118531,0,0,0,0
X566.274_2.546,0.000439956,0,0,0.000024,0,0
X429.225_2.73,0.00007,0.000395382,0,0,0,0
X766.574_4.106,0.000466624,0,0,0,0,0
X780.55_4.028,0.0000428,0,0,0.000424076,0,0
X746.51_3.501,0.000467032,0,0,0,0,0
X745.622_3.62,0.000260605,0,0.000207133,0,0,0
X776.507_3.184,0.000157897,0,0.000310741,0,0,0
X508.34_3.061,3.98E-04,2.50E-05,1.85E-05,2.74E-05,0.00E+00,0
X683.846_2.364,0.000471199,0,0,0,0,0
X720.59_3.536,0.0000547,0,0.0000852,0.000332753,0,0
X370.158_5.642,1.06E-04,0.00E+00,3.68E-04,0.00E+00,0.00E+00,0
X722.46_3.017,0,0.000125037,0.000349326,0,0,0
X167.057_0.375,0,0,0,0,0,0.000474844
X429.221_2.564,3.22E-04,3.33E-05,1.20E-04,0.00E+00,0.00E+00,0
X376.318_3.198,0,0,0.0000262,0.000273975,0,0.0001756
X385.333_3.611,0.00021047,0,0.000118023,0.000147374,0,0
X628.5_3.232,0,0,0.000201997,0,0.000274445,0
X216.045_2.521,0.00E+00,4.39E-05,0.00E+00,0.00E+00,3.73E-04,0.0000609
X252.079_2.625,2.52E-04,2.68E-05,1.67E-04,3.28E-05,0.00E+00,0
X757.621_3.181,0.0001364,0,0.000314334,0.0000296,0,0
X224.012_6.403,0.00044915,0,0,0.0000315,0,0
X233.113_0.452,0.000481114,0,0,0,0,0
X733.712_2.255,0.000481177,0,0,0,0,0
X163.031_2.26,3.63E-04,2.21E-05,6.46E-05,0.00E+00,0.00E+00,0.0000317
X486.824_3.302,0,0,0,0,0.000481801,0
X510.452_3.16,0.000212353,0,0.000269772,0,0,0
X708.408_3.001,0.000237671,0.0001815,0.0000633,0,0,0
X963.64_3.031,0.000464925,0,0.0000193,0,0,0
X756.515_3.381,0.000304886,0,0,0.000179345,0,0
X525.856_3.73,0,0,0,0,0.000484247,0
X391.442_2.054,4.40E-04,0.00E+00,0.00E+00,4.48E-05,0.00E+00,0
X321.128_2.348,0.000233277,0.0000956,0.000157,0,0,0
X646.372_3,3.66E-04,1.20E-04,0.00E+00,0.00E+00,0.00E+00,0
X381.351_3.772,3.92E-04,0.00E+00,0.00E+00,9.45E-05,0.00E+00,0
X772.526_3.686,0.000439815,0,0.0000469,0,0,0
X822.526_3.333,0.000410864,0,0.0000452,0,0.0000311,0
X391.211_2.714,0.0000787,0.0002538,0.000155958,0,0,0
X189.124_0.452,0.000489869,0,0,0,0,0
X490.818_2.543,0,0,0,0,0.000489919,0
X138.043_0.411,5.70E-05,0.00E+00,4.33E-04,0.00E+00,0.00E+00,0
X500.304_2.711,0.000490025,0,0,0,0,0
X618.339_2.931,0.000216091,0.0001691,0.0000747,0,0.0000306,0
X199.169_1.898,0,0,0.000491033,0,0,0
X129.066_3.792,0.000412965,0.0000597,0,0.0000197,0,0
X275.273_3.395,2.10E-04,1.99E-05,0.00E+00,2.63E-04,0.00E+00,0
X662.403_3.148,0.00027431,0,0.000218977,0,0,0
X212.447_2.888,0,0,0,0,0.000493384,0
X519.262_2.211,4.35E-04,0.00E+00,0.00E+00,5.91E-05,0.00E+00,0
X437.218_2.55,0,0.00049395,0,0,0,0
X516.237_2.545,0.000364266,0.000129879,0,0,0,0
X352.306_2.997,0,0.000233297,0.0000276,0.0000973,0,0.0001362
X732.553_4.261,0.000494427,0,0,0,0,0
X319.19_2.756,0.000336957,0.000124,0.000034,0,0,0
X1147.751_3.056,0.000241,0.0000216,0.00021366,0.000019,0,0
X776.506_3.219,0.000238891,0,0.000256648,0,0,0
X745.622_3.594,0.0000976,0,0.000347039,0.0000513,0,0
X391.284_1.591,7.40E-05,0.00E+00,4.22E-04,0.00E+00,0.00E+00,0
X131.975_0.739,0,0,0,0,0.000391269,0.0001051
X1049.619_2.93,3.15E-04,3.13E-05,0.00E+00,3.38E-05,1.17E-04,0
X242.1_0.472,0.000474183,0.000024,0,0,0,0
X768.553_3.263,0,0,0.000499663,0,0,0
X1273.605_3.33,0.00E+00,0.00E+00,0.00E+00,5.00E-04,0.00E+00,0
X405.261_3.052,0,0.000164475,0.00033576,0,0,0
X217.123_2.843,0,0.000500818,0,0,0,0
X834.6_4.799,0,0.0000457,0.000285262,0.000170035,0,0
X328.285_2.89,0.000475886,0,0,0.0000256,0,0
X366.132_2.184,0.0000396,0.0000674,0.000395434,0,0,0
X403.212_2.684,0,0.000503026,0,0,0,0
X223.989_6.195,0,0.000194769,0.0000663,0,0.000242083,0
X270.911_2.165,0,0,0,0,0.000503198,0
X608.32_2.596,0.00050324,0,0,0,0,0
X387.217_2.697,0,0.000503613,0,0,0,0
X512.276_2.766,2.64E-04,0.00E+00,0.00E+00,2.39E-04,0.00E+00,0
X794.568_4.029,0,0,0.000503826,0,0,0
X153.127_1.819,0,0,0.000504161,0,0,0
X403.609_2.171,5.05E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0
X832.582_5.552,0,0,0.000287821,0.00021904,0,0
X515.314_2.928,0.00E+00,4.17E-04,0.00E+00,0.00E+00,4.21E-05,0.0000475
X110.519_6.337,0.000272982,0,0.0000186,0,0.000216359,0
X729.59_3.973,0.000508343,0,0,0,0,0
X706.428_2.946,1.02E-04,2.36E-04,1.22E-04,4.94E-05,0.00E+00,0
X758.569_4.65,0.000221463,0.0000511,0,0.000236791,0,0
X531.845_5.635,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.14E-04,0.0000951
X207.102_2.547,0.0000196,0.00035139,0.00014,0,0,0
X811.666_5.596,0.0000917,0,0.000419717,0,0,0
X570.458_3.173,0,0,0,0.0000434,0.000417691,0.0000504
X593.72_2.375,0.000511995,0,0,0,0,0
X832.57_3.158,2.20E-04,2.21E-04,0.00E+00,3.31E-05,3.83E-05,0
X776.558_3.298,0,0,0.000512428,0,0,0
X305.001_0.304,4.68E-04,0.00E+00,0.00E+00,4.56E-05,0.00E+00,0
X301.216_2.769,0.000244335,0,0.000269806,0,0,0
X254.095_2.211,0.000482996,0.000032,0,0,0,0
X785.652_5.596,0.0000506,0,0.000465141,0,0,0
X169.472_2.698,0,0,0,0,0.000516256,0
X301.216_3.021,0.000438247,0.0000792,0,0,0,0
X820.584_4.007,0.000517625,0,0,0,0,0
X603.293_3.168,0.000321876,0,0.000197779,0,0,0
X622.301_2.257,0.000474656,0,0,0.0000453,0,0
X468.405_3.022,1.62E-04,4.33E-05,2.58E-04,2.09E-05,3.62E-05,0
X330.264_2.816,0.0000546,0.0000344,0.000385249,0.0000464,0,0
X136.048_3.57,0,0,0.000522304,0,0,0
X419.208_2.504,0.0000323,0.000490575,0,0,0,0
X802.594_3.776,0,0,0.000170755,0.000352447,0,0
X102.092_6.818,0.00010766,0,0.000357899,0.00006,0,0
X212.119_2.277,0.000106927,0,0.000156979,0.000263101,0,0
X451.315_2.964,0.0001841,0.000230569,0.0000645,0.0000479,0,0
X210.185_3.15,5.75E-05,7.68E-05,8.00E-05,3.13E-04,0.00E+00,0
X820.549_3.664,0,0.000200803,0.000219065,0,0.0000397,0.0000677
X833.587_3.911,0,0,0.000527337,0,0,0
X442.011_0.308,0,0,0,0,0.000239981,0.000287753
X922.549_2.391,3.01E-05,2.80E-05,2.61E-05,0.00E+00,2.39E-04,0.000207
X313.237_2.84,0.0002146,0.000250444,0.000066,0,0,0
X808.569_3.971,0.000531813,0,0,0,0,0
X746.605_5.604,0.00020331,0,0,0.000329106,0,0
X287.889_5.906,0.000532481,0,0,0,0,0
X356.316_2.956,0.000534359,0,0,0,0,0
X662.437_3.088,0.000535757,0,0,0,0,0
X804.553_3.437,0.0002666,0,0.00026942,0,0,0
X391.194_2.829,0.0000564,0,0,0,0.000482645,0
X836.602_3.252,0.00047027,0,0.0000697,0,0,0
X353.352_3.526,0.000514981,0,0,0.0000269,0,0
X247.129_0.718,0.000542197,0,0,0,0,0
X269.165_2.867,0.000274611,0,0,0.000268538,0,0
X768.553_3.284,0,0,0.00054327,0,0,0
X247.129_0.567,0.000543651,0,0,0,0,0
X405.192_2.494,0,0.000472733,0.000071,0,0,0
X402.207_2.182,3.24E-04,0.00E+00,0.00E+00,2.20E-04,0.00E+00,0
X348.288_3.044,0.00E+00,0.00E+00,0.00E+00,2.68E-05,4.56E-04,0.0000623
X445.209_2.234,3.49E-04,4.96E-05,1.00E-04,4.75E-05,0.00E+00,0
X814.057_2.343,8.26E-05,1.01E-04,2.82E-04,0.00E+00,4.44E-05,0.0000366
X646.301_2.438,0,0.000547351,0,0,0,0
X698.461_3.073,0.0000821,0,0,0.000421141,0.0000446,0
X180.022_5.86,0.000292867,0,0,0,0,0.000255028
X331.263_3.302,0.000493801,0,0,0.0000542,0,0
X383.331_3.439,0.0000472,0,0.0002758,0.000225985,0,0
X299.149_2.574,0,0,0,0,0,0.00054949
X137.988_5.759,0,0.000550383,0,0,0,0
X149.129_0.462,0,0.0000404,0,0,0,0.000511081
X601.103_2.21,0.000281586,0,0,0.000270208,0,0
X508.829_2.872,0,0,0,0,0.000552926,0
