mass,DPI_142
X368.389_3.87,1
X472.363_3.023,1
X488.359_3.01,1
X516.39_3.018,1
X532.385_3.004,1
X560.416_3.006,1
X576.411_2.999,1
X604.442_3.001,1
X608.393_3.098,1
X620.437_2.993,1
X648.468_2.995,1
X650.403_3.014,1
X664.463_2.992,1
X708.489_2.982,1
X137.046_0.35,1
