filename,MouseID,Treatmentgroup,status,DPI,organ,well_position,plate,mass_all
X548_Group1B_70dpi_RA_293_B_D7_P125.mzXML,548,Group1B,naive,DPI_75,RA,D7,P125,0.007377424
X548_Group1B_70dpi_RV_bottom_293_B_D7_P141.mzXML,548,Group1B,naive,DPI_75,RV_bottom,D7,P141,0.004432233
X548_Group1B_70dpi_RV_top_293_B_D7_P137.mzXML,548,Group1B,naive,DPI_75,RV_top,D7,P137,0.003592619
X549_Group1B_70dpi_LA_294_B_D8_P121.mzXML,549,Group1B,naive,DPI_75,LA,D8,P121,0.016642881
X549_Group1B_70dpi_LV_bottom_294_B_D8_P133.mzXML,549,Group1B,naive,DPI_75,LV_bottom,D8,P133,0.010456063
X549_Group1B_70dpi_LV_top_294_B_D8_P129.mzXML,549,Group1B,naive,DPI_75,LV_top,D8,P129,0.021391989
X549_Group1B_70dpi_RA_294_B_D8_P125.mzXML,549,Group1B,naive,DPI_75,RA,D8,P125,0.010957737
X549_Group1B_70dpi_RV_bottom_294_B_D8_P141.mzXML,549,Group1B,naive,DPI_75,RV_bottom,D8,P141,0.002589574
X549_Group1B_70dpi_RV_top_294_B_D8_P137.mzXML,549,Group1B,naive,DPI_75,RV_top,D8,P137,0.001674123
X550_Group1B_70dpi_LA_295_B_D9_P121.mzXML,550,Group1B,naive,DPI_75,LA,D9,P121,0.020704202
X550_Group1B_70dpi_LV_bottom_295_B_D9_P133.mzXML,550,Group1B,naive,DPI_75,LV_bottom,D9,P133,0.010745655
X550_Group1B_70dpi_LV_top_295_B_D9_P129.mzXML,550,Group1B,naive,DPI_75,LV_top,D9,P129,0.035200325
X550_Group1B_70dpi_RA_295_B_D9_P125.mzXML,550,Group1B,naive,DPI_75,RA,D9,P125,0.010634152
X550_Group1B_70dpi_RV_bottom_295_B_D9_P141.mzXML,550,Group1B,naive,DPI_75,RV_bottom,D9,P141,0.00819467
X550_Group1B_70dpi_RV_top_295_B_D9_P137.mzXML,550,Group1B,naive,DPI_75,RV_top,D9,P137,0.00305509
X511_Group1C_142dpi_LA_161_G_A1_P120.mzXML,511,Group1C,naive,DPI_142,LA,A1,P120,0.004950499
X511_Group1C_142dpi_LV_bottom_161_G_A1_P132.mzXML,511,Group1C,naive,DPI_142,LV_bottom,A1,P132,0.010270358
X511_Group1C_142dpi_LV_top_161_G_A1_P128.mzXML,511,Group1C,naive,DPI_142,LV_top,A1,P128,0.036098507
X511_Group1C_142dpi_RA_161_G_A1_P124.mzXML,511,Group1C,naive,DPI_142,RA,A1,P124,0.00522288
X511_Group1C_142dpi_RV_bottom_161_G_A1_P140.mzXML,511,Group1C,naive,DPI_142,RV_bottom,A1,P140,0.013062875
X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML,511,Group1C,naive,DPI_142,RV_top,A1,P136,0.002748312
X512_Group1C_142dpi_LA_162_G_A2_P120.mzXML,512,Group1C,naive,DPI_142,LA,A2,P120,0.00423196
X512_Group1C_142dpi_LV_bottom_162_G_A2_P132.mzXML,512,Group1C,naive,DPI_142,LV_bottom,A2,P132,0.008165191
X512_Group1C_142dpi_LV_top_162_G_A2_P128.mzXML,512,Group1C,naive,DPI_142,LV_top,A2,P128,0.036749607
X512_Group1C_142dpi_RA_162_G_A2_P124.mzXML,512,Group1C,naive,DPI_142,RA,A2,P124,0.012268326
X512_Group1C_142dpi_RV_bottom_162_G_A2_P140.mzXML,512,Group1C,naive,DPI_142,RV_bottom,A2,P140,0.022242443
X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML,512,Group1C,naive,DPI_142,RV_top,A2,P136,0.002552671
X513_Group1C_142dpi_LA_163_G_A3_P120.mzXML,513,Group1C,naive,DPI_142,LA,A3,P120,0.001499764
X513_Group1C_142dpi_LV_bottom_163_G_A3_P132.mzXML,513,Group1C,naive,DPI_142,LV_bottom,A3,P132,0.00712823
X513_Group1C_142dpi_LV_top_163_G_A3_P128.mzXML,513,Group1C,naive,DPI_142,LV_top,A3,P128,0.053393809
X513_Group1C_142dpi_RA_163_G_A3_P124.mzXML,513,Group1C,naive,DPI_142,RA,A3,P124,0.023458945
X513_Group1C_142dpi_RV_bottom_163_G_A3_P140.mzXML,513,Group1C,naive,DPI_142,RV_bottom,A3,P140,0.015200461
X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML,513,Group1C,naive,DPI_142,RV_top,A3,P136,0.003271756
X514_Group1C_142dpi_LA_164_G_A4_P120.mzXML,514,Group1C,naive,DPI_142,LA,A4,P120,0.005695345
X514_Group1C_142dpi_LV_bottom_164_G_A4_P132.mzXML,514,Group1C,naive,DPI_142,LV_bottom,A4,P132,0.005657654
X514_Group1C_142dpi_LV_top_164_G_A4_P128.mzXML,514,Group1C,naive,DPI_142,LV_top,A4,P128,0.025599086
X514_Group1C_142dpi_RA_164_G_A4_P124.mzXML,514,Group1C,naive,DPI_142,RA,A4,P124,0.010957086
X514_Group1C_142dpi_RV_bottom_164_G_A4_P140.mzXML,514,Group1C,naive,DPI_142,RV_bottom,A4,P140,0.003712494
X514_Group1C_142dpi_RV_top_164_G_A4_P136.mzXML,514,Group1C,naive,DPI_142,RV_top,A4,P136,0.002321212
X515_Group1C_142dpi_LA_165_G_A5_P120.mzXML,515,Group1C,naive,DPI_142,LA,A5,P120,0.005520652
X515_Group1C_142dpi_LV_bottom_165_G_A5_P132.mzXML,515,Group1C,naive,DPI_142,LV_bottom,A5,P132,0.008083914
X515_Group1C_142dpi_LV_top_165_G_A5_P128.mzXML,515,Group1C,naive,DPI_142,LV_top,A5,P128,0.054913517
X515_Group1C_142dpi_RA_165_G_A5_P124.mzXML,515,Group1C,naive,DPI_142,RA,A5,P124,0.00393925
