"filename","MouseID","Treatmentgroup","DPI","organ","well_position","plate","mass_400","mass_500","mass_600","mass_700","mass_800"
"X581_Group3E_142dpi_RA_176_G_B4_P124.mzXML",581,"infected","142dpi","RA","B4","P124",0.010463229,0.020277467,3.12e-05,0.00424954,0
"X582_Group3E_142dpi_RA_177_G_B5_P124.mzXML",582,"infected","142dpi","RA","B5","P124",0.011081501,0.025045727,4.88e-05,0.008411663,0
"X583_Group3E_142dpi_RA_178_G_B6_P124.mzXML",583,"infected","142dpi","RA","B6","P124",0.00370806,0.014433959,4.44e-05,0,0
"X584_Group3E_142dpi_RA_179_G_B7_P124.mzXML",584,"infected","142dpi","RA","B7","P124",0.000650048,0.00421,3.16e-05,0.015013471,0.000326066
"X585_Group3E_142dpi_RA_180_G_B8_P124.mzXML",585,"infected","142dpi","RA","B8","P124",0.007332559,0.02168942,0,0.00854258,0
"X611_Group9_142dpi_RA_181_G_B9_P124.mzXML",611,"combo","142dpi","RA","B9","P124",0.001313951,0.0029,0,0.000360499,0
"X612_Group9_142dpi_RA_182_G_B10_P124.mzXML",612,"combo","142dpi","RA","B10","P124",0.001351687,0.007094888,0,0.001720036,0
"X613_Group9_142dpi_RA_183_G_B11_P124.mzXML",613,"combo","142dpi","RA","B11","P124",0.005236741,0.012265284,7.62e-05,0.004143269,0
"X614_Group9_142dpi_RA_184_G_B12_P124.mzXML",614,"combo","142dpi","RA","B12","P124",0.003651434,0.005511553,0,0.000933502,0
"X615_Group9_142dpi_RA_185_G_C1_P124.mzXML",615,"combo","142dpi","RA","C1","P124",0.001423112,0.003741692,3.17e-05,0.000356207,0
"X631_Group15_142dpi_RA_191_G_C7_P124.mzXML",631,"BNZ","142dpi","RA","C7","P124",0.0046348,0.00813,0,0.000392,0
"X632_Group15_142dpi_RA_192_G_C8_P124.mzXML",632,"BNZ","142dpi","RA","C8","P124",0.001145037,0.00412,0,0.00128,0
"X633_Group15_142dpi_RA_193_G_C9_P124.mzXML",633,"BNZ","142dpi","RA","C9","P124",0.009590847,0.017267594,0,0.004839455,0.000117151
"X634_Group15_142dpi_RA_194_G_C10_P124.mzXML",634,"BNZ","142dpi","RA","C10","P124",0.005949973,0.015005459,0.000230937,0.005398365,0
"X635_Group15_142dpi_RA_195_G_C11_P124.mzXML",635,"BNZ","142dpi","RA","C11","P124",0.00088604,0.00395,0,0.001458761,0
"X666_Group3E_142dpi_RA_201_G_D5_P124.mzXML",666,"infected","142dpi","RA","D5","P124",0.002130889,0.003407951,0,0.009411127,3.2e-05
"X667_Group3E_142dpi_RA_202_G_D6_P124.mzXML",667,"infected","142dpi","RA","D6","P124",0.003501736,0.005342402,0,0.0022928,0
"X668_Group3E_142dpi_RA_203_G_D7_P124.mzXML",668,"infected","142dpi","RA","D7","P124",0.002284882,0.007417578,4.04e-05,0.00848,0
"X669_Group3E_142dpi_RA_204_G_D8_P124.mzXML",669,"infected","142dpi","RA","D8","P124",0.000998424,0.002437253,0,0.002812995,0
"X670_Group3E_142dpi_RA_205_G_D9_P124.mzXML",670,"infected","142dpi","RA","D9","P124",0.003766915,0.011081875,5.18e-05,0.000629076,0
"X696_Group9_142dpi_RA_206_G_D10_P124.mzXML",696,"combo","142dpi","RA","D10","P124",0.000531601,0.004115328,0,0.010825591,0
"X697_Group9_142dpi_RA_207_G_D11_P124.mzXML",697,"combo","142dpi","RA","D11","P124",0.001041158,0.00475049,0,0.006247059,2.04e-05
"X698_Group9_142dpi_RA_208_G_D12_P124.mzXML",698,"combo","142dpi","RA","D12","P124",0.001890196,0.006248327,0,0.017948616,0.000294877
"X699_Group9_142dpi_RA_209_G_E1_P124.mzXML",699,"combo","142dpi","RA","E1","P124",0.002015563,0.005454913,0,0.001926347,0
"X700_Group9_142dpi_RA_210_G_E2_P124.mzXML",700,"combo","142dpi","RA","E2","P124",0.010755077,0.0104,0,0.002804127,0
"X716_Group15_142dpi_RA_216_G_E8_P124.mzXML",716,"BNZ","142dpi","RA","E8","P124",0.005294117,0.005468799,0.000127552,0.001634777,0
"X717_Group15_142dpi_RA_217_G_E9_P124.mzXML",717,"BNZ","142dpi","RA","E9","P124",0.002665173,0.007183264,0,0.00143,0
"X718_Group15_142dpi_RA_218_G_E10_P124.mzXML",718,"BNZ","142dpi","RA","E10","P124",0.001145335,0.006015767,2.42e-05,0.002506955,0
"X719_Group15_142dpi_RA_219_G_E11_P124.mzXML",719,"BNZ","142dpi","RA","E11","P124",0.012438866,0.01472569,0.000477354,0.001333816,0
"X720_Group15_142dpi_RA_220_G_E12_P124.mzXML",720,"BNZ","142dpi","RA","E12","P124",0.00762919,0.011840259,0,0.000989143,0
"X751_Group3E_142dpi_RA_226_G_F6_P124.mzXML",751,"infected","142dpi","RA","F6","P124",0.011338511,0.018123618,0.000527748,0,0
"X752_Group3E_142dpi_RA_227_G_F7_P124.mzXML",752,"infected","142dpi","RA","F7","P124",0.004311037,0.00587,3.81e-05,0.00090042,0
"X753_Group3E_142dpi_RA_228_G_F8_P124.mzXML",753,"infected","142dpi","RA","F8","P124",0.001433183,0.005537921,0,0.00431505,0
"X754_Group3E_142dpi_RA_229_G_F9_P124.mzXML",754,"infected","142dpi","RA","F9","P124",0.000830768,0.004719166,0,0.002219404,0
"X755_Group3E_142dpi_RA_230_G_F10_P124.mzXML",755,"infected","142dpi","RA","F10","P124",0.005090592,0.00884,0.000362419,0,0
"X781_Group9_142dpi_RA_231_G_F11_P124.mzXML",781,"combo","142dpi","RA","F11","P124",0.00494975,0.019298844,0,0.001644146,0
"X782_Group9_142dpi_RA_232_G_F12_P124.mzXML",782,"combo","142dpi","RA","F12","P124",0.002716288,0.007778546,0,0.000811257,0
"X783_Group9_142dpi_RA_233_G_G1_P124.mzXML",783,"combo","142dpi","RA","G1","P124",0.003492299,0.014049647,6.32e-05,0,0
"X784_Group9_142dpi_RA_234_G_G2_P124.mzXML",784,"combo","142dpi","RA","G2","P124",0.010592708,0.017130988,0,0.000639461,0
"X785_Group9_142dpi_RA_235_G_G3_P124.mzXML",785,"combo","142dpi","RA","G3","P124",0.001216809,0.00431749,0,0.000766749,0
"X801_Group15_142dpi_RA_241_G_G9_P124.mzXML",801,"BNZ","142dpi","RA","G9","P124",0.002163037,0.0048,0.00026071,0.001097633,0
"X802_Group15_142dpi_RA_242_G_G10_P124.mzXML",802,"BNZ","142dpi","RA","G10","P124",0.00040735,0.00223,0,0.000786049,0
"X803_Group15_142dpi_RA_243_G_G11_P124.mzXML",803,"BNZ","142dpi","RA","G11","P124",0.00572182,0.008826802,0,0,0
"X804_Group15_142dpi_RA_244_G_G12_P124.mzXML",804,"BNZ","142dpi","RA","G12","P124",0.000956452,0.003134981,4.08e-05,0.000112778,0
"X805_Group15_142dpi_RA_245_G_H1_P124.mzXML",805,"BNZ","142dpi","RA","H1","P124",0.000586962,0.004279801,0,0.001706468,0
