MouseID,Treatmentgroup,Heart.Weight..Body.Weight,Liver.Weight..Body.Weight,Ejection.Fraction,PR.Interval..s.,QTc..s.,P.Amplitude..V.,CD3.CD8.IFNg.,X440.337_2.765,X442.353_2.823,X105.07_2.767,X119.049_2.765,X128.018_0.344,X136.062_0.301,X136.097_0.551,X137.046_0.35,X137.046_0.42,X203.007_0.309,X249.112_2.768,X251.037_0.323,X256.264_3.225,X258.207_2.775,X267.123_2.767,X285.133_2.768,X291.146_2.39,X296.258_2.976,X301.115_0.328,X301.115_0.413,X324.327_3.455,X351.217_2.741,X352.306_2.997,X369.17_2.767,X380.993_2.164,X386.717_2.856,X387.193_2.842,X396.332_2.991,X397.22_2.071,X400.97_2.127,X416.337_2.79,X420.899_2.103,X426.484_2.164,X430.223_2.769,X440.359_2.985,X458.23_2.165,X466.25_2.226,X475.989_2.164,X476.24_2.164,X484.385_2.982,X489.228_2.768,X494.325_2.865,X570.357_2.934,X580.362_2.984,X599.241_2.765,X604.362_2.948,X620.356_2.913,X682.363_3.329,X682.364_3.313,X764.524_3.729,X790.38_2.768,X792.329_2.764,X795.335_2.768,X811.309_2.773
716,Group15,0.00438247,0.055776892,58.125892,0.04104,0.04721,0.08168,-0.0027,7.21E-05,4.78E-05,0.005812134,0,0.000127465,0.000182777,0,0.01402929,0.006814226,0.000195991,0.000158885,0.000673406,0.001246603,0.001146393,0.005050544,0.00289805,0.000175189,0,0.000144161,0,0,0,0.000100007,0.00167149,0,0,0,0.000178207,0,0,0.000218747,0,0,0.000184463,0.000172044,0,0,0.000301335,0.000310896,0.000111881,0.0056518,0.000220585,0.001062218,0.007896486,0.000529105,0.00054113,0.000176939,0,0.000194786,0,0.003579473,0.000171731,0.002228653,0.00016699
717,Group15,0.004700855,0.055555556,62.5932835,0.03819,0.04321,0.131,-6.00E-04,0.000129503,5.40E-05,0.007131967,0.000284709,0.000176959,0.000911307,0.000297728,0.016096454,0.01272858,0,0.000188164,0,0,0.002268362,0.006438581,0.003640275,0,0,0.000235646,0.000123412,0.000132165,0,0.000140585,0.002327795,0,0,0,0.000182189,0,0,5.55E-05,0,0,0.000346651,0.000266507,0,0,0.000261003,0.000260495,0.000227914,0.006587164,0.000162131,0.000742913,0.009459762,0.000713197,0.000619094,0.000189996,0,0.000148258,0,0.004700164,0.000248028,0.002917173,0.000161741
718,Group15,0.003813559,0.058898305,48.222922,0.03943,0.04239,0.1247,0.0043,0.000227207,0.000172031,0.005149477,0,9.96E-05,0.000380732,0,0.011637008,0.01119099,0.000278428,0.000125821,0.00055955,0,0.000948801,0.004500724,0.002339566,0.000272734,0,0.000241351,0.000106683,0.00055955,2.99E-05,0.000109608,0.001285342,3.95E-05,3.82E-05,0.000132742,0.000191252,0,0,0.000274906,0,0,0.000218368,0.000134041,0,0,0.000265058,0.000275618,0.000110251,0.004338536,0.000340631,0.001634047,0.006163154,0.000514948,0.00062037,0.000330032,0,0.000309295,0.0009042,0.002842349,0.000149942,0.001897603,0.00020085
719,Group15,0.005829596,0.056053812,41.488826,0.03687,0.04418,0.07887,0.0047,4.12E-05,0,0.005852056,0.000205275,0.000149051,0,0,0.013880497,0.008753903,0.000185242,0.000103801,0.000720625,0.000788335,0.002466569,0.004884774,0.002248931,0.000189112,0,0.000165547,0,0,0,0,0.001368704,0,0,0,9.56E-05,0,0,0.000114328,7.96E-05,0,0.000244961,5.31E-05,0,0,0.000398446,0.000422966,0,0.003414506,0,0.000918918,0.009576092,0.000517496,0.000657752,0.00023733,0,0.000126837,7.83E-05,0.002703553,0.00012935,0.001789472,0.000190018
720,Group15,0.006746032,0.057539683,41.488826,0.03603,0.06231,0.05127,0.0027,0.000133568,5.74E-05,0.002441388,0,9.15E-05,0.000404913,0,0.012742854,0.008018868,0.000346286,0,0.000571642,0.00090907,0.001167103,0.002195264,0.001159163,0.000305196,0,0.00023783,0,0.000234248,0,0,0.000571642,0,4.54E-05,0.000199158,0,0,0,7.77E-05,0,0,0.00011528,3.23E-05,0,0,0.000189609,0.000200428,0,0.001182982,0.000235584,0.001448954,0.009090697,0.000156607,0.000662946,0.000310745,0,0.000276265,0.000219648,0.001377499,0,0.000801887,7.34E-05
751,Group3E,0.007377049,0.059836066,64.871977,0.04165,0.05075,0.106,0.0041,0.000208282,0.000216257,0.005910135,0.000251804,0.000140118,0.000150066,0,0.008091728,0.005473816,0,0.000169772,0,0.00040062,0.001507283,0.004680509,0.00237992,3.09E-05,0,0,0,0.000146079,0,3.40E-05,0.001503316,0,0,0.000117433,0.000155707,0,0,0.000342122,0,0,0.000248828,0.000127998,0,0,0,0,7.43E-05,0.003950667,0.000436319,0.001066997,0.010669975,0.000515649,0.000785374,0.000338515,0,0.000177561,0.000213886,0.003153394,0.000109009,0.002058631,0.000250226
752,Group3E,0.006451613,0.055241935,54.651132,0.03487,0.04538,0.1279,0.0086,5.76E-05,8.12E-05,0.006688525,0,0.000296573,7.19E-05,0,0.010522712,0.005793882,0.000235633,0.00017335,0.000788138,0.000847781,0.001938394,0.005836484,0.00329314,0,0,7.78E-05,0,0.000223099,0,0.00012723,0.00204916,0,0,0,0.000160102,0,0,0.000190545,0,0,0.000176666,0.000153583,0,0,9.54E-05,0.000101548,0.00014456,0.00698674,0.000123199,0.000694414,0.009883681,0.00061347,0.000424644,4.02E-05,0,0.000257677,3.99E-05,0.004473218,0.000227324,0.002730793,0.000196587
753,Group3E,0.006698565,0.054066986,76.8340295,0.03477,0.03802,0.08864,0.0013,5.66E-05,6.95E-05,0.006605265,0.000277789,0.000113672,0.000112758,0.00012909,0.008511482,0.007491877,0,0.000159697,0,0,0.001489509,0.005718652,0.003218404,3.13E-05,0,0,0,0.000316568,0,0.000163415,0.00196828,0,0,0.000154854,0.000149778,0,0,0.000134907,0,0,0.000316369,0.000209402,0,0,0.000109847,0.000122937,0.000171963,0.006206289,0.000288168,0.000806818,0.009974393,0.000633928,0.000554133,0.000195587,0,0.000232874,0.000149519,0.004371001,0.000214676,0.002726334,0.000259807
754,Group3E,0.007594937,0.058227848,53.2638975,0.0366,0.04794,0.08941,-0.0024,0,0,0.006253152,0,0.000100856,0.000149324,6.97E-05,0.009754918,0.005877963,8.42E-05,0.000174888,0,0,0.001267306,0.005085897,0.002534611,0,0,0,0,0.000342821,0,4.47E-05,0.001642495,0,0,0,0.000146224,0,0,0,0,0,0.000243279,0.000138386,0,0,3.82E-05,4.32E-05,0.000126117,0.004794083,0.000178041,0.000729534,0.009796605,0.000633653,0.000446058,5.09E-05,0,0.000175525,0.000105094,0.003184939,0.000202266,0.002155253,0.000183599
755,Group3E,0.007111111,0.061777778,41.9446585,0.03582,0.05007,-0.05044,-0.0072,0,0,0.005545005,0.000218287,6.25E-05,0.000319101,0.000390272,0.009443837,0.005891568,0,8.38E-05,0,0.000178807,0.002010064,0.004548637,0.002421608,0,0,0,0,4.98E-05,0,3.62E-05,0.001542205,0,0,0.000131836,8.86E-05,0,0,0,0,0,0.000253335,8.19E-05,0,0,6.30E-05,6.39E-05,3.89E-05,0.003517613,0.00018213,0.000818755,0.010830088,0.000390814,0.000610817,0.000242021,0,0.000159362,0,0.002924124,0.000102198,0.002131361,0.000225664
781,Group9,0.006410256,0.056410256,34.2927655,0.03478,0.05478,0.0706,0.0615,0,0,0.004812008,0.000137791,0.000207329,0.000686234,0,0.012971501,0.00648575,0,3.76E-05,0,0,0.001924803,0.004050456,0.002117284,0.000167647,0,0,0,8.57E-05,0,0,0.001263675,0,0,0.000174703,0,0,0,8.05E-05,0,0,0.000165915,0,0,0,0.000129829,0.000125272,0,0.002887205,0.000151977,0.000786659,0.008661615,0.000358154,0.000694603,0.000152549,0,0.000186328,6.52E-05,0.002636144,0,0.001820194,0.000168366
782,Group9,0.0075,0.0575,68.2174695,0.03696,0.0335,0.04007,0.0172,0.000543493,0.000527665,0.003743815,9.54E-05,0.000187663,0.00013522,0.000762932,0.011825442,0.006920881,0,0,0,0,0.003324203,0.00324246,0.001651202,0,0,0,0,0,0,0,0.000833775,0,0,0.000383812,0,0,0,0.000387364,0,0,0,0,0,0,0.000311593,0.000351217,0,0.001024508,0.000303199,0.000986362,0.011825442,9.97E-05,0.000773831,0.000272727,0,0.000429803,0,0.001841935,0,0.001193443,0.000165247
783,Group9,0.0072,0.0652,74.8295605,0.04034,0.04173,0.08183,0.0156,5.93E-05,0.000149809,0.002465422,0,0.000130802,0.000355857,0.000405808,0.007758963,0.006381632,0,0,0,0,0.001923672,0.002157818,0.001065136,0,0,0,0,0.000107,0,0,0.000426542,0,0,0.000391757,0,0,0,0.00028108,0,0,7.16E-05,0,0,0,0,0,0,0.000734576,0.000518795,0.002043041,0.008172162,0.000113055,0.000505021,0.000176378,0,0.000495839,0.000927403,0.001101865,0,0.00070703,8.28E-05
784,Group9,0.007692308,0.061111111,49.4814565,0.03788,0.04558,0.0766,0.0187,0.000111768,0.000138529,0.003096777,0,0.000187929,0.000638955,0,0.010074325,0.007173546,0.000292918,0,0.000642875,0.000995673,0.001477829,0.00263422,0.00132103,9.35E-05,0,0.000137397,3.34E-05,0,0,0,0.000772234,0,0,0.000216072,3.45E-05,0,0,0.00022255,3.08E-05,0,0.000169059,0,0,0,0.000150338,0.000160715,0,0.001720867,0,0.00131711,0.009172731,0.000188864,0.000580156,0.000213929,0,0.000249739,0,0.001920786,3.41E-05,0.001015272,0.000121553
785,Group9,0.006882591,0.061538462,75.213886,0.03875,0.0461,0.08315,0.007,8.79E-05,5.55E-05,0.004164029,8.48E-05,9.82E-05,0.000340297,0,0.009024862,0.00516306,0,7.04E-05,0,0,0.001330642,0.003605747,0.002149176,0.000128947,0,0,0,0.000229784,0,0,0.001057798,0,0,0.000257681,0,0,0,0.000213411,0,0,0.00014668,0,0,0,0,0,0,0.002392638,0.000364941,0.001162738,0.008269292,0.000344584,0.000533096,0.000229586,0,0.000436551,0.001658056,0.001968679,4.58E-05,0.001292864,0.000128311
801,Group15,0.007692308,0.058547009,60.969161,0.03906,0.05172,0.1961,-0.024,0,0,0.005268243,0.000190121,0.000130381,0.000619793,0.000519077,0.013712926,0.009335636,0,9.64E-05,0,0,0.001235713,0.004222342,0.002289361,0.000491961,0,0,0.000142841,0.000286767,0,3.39E-05,0.001375166,0,0,0.00016924,8.57E-05,0,0,0.00010731,0,0,0.000242591,4.99E-05,0,0,0.000151733,0.000164094,8.11E-05,0.003695517,0.000253138,0.00096068,0.007243834,0.000468719,0.000728257,0.000328769,0,8.57E-05,0.000949058,0.002854923,0.000128294,0.001882622,0.000198014
802,Group15,0.005957447,0.058297872,35.6604905,0.03889,0.04065,0.09487,-0.0045,0,0,0.001305645,0,0,0.000101759,1.59E-05,0.001026278,0.0026055,0,1.74E-05,0,0.000589133,0.000343058,0.001144973,0.000730988,0,0,0,1.51E-05,0,1.36E-05,1.53E-05,0.00036477,0,0,0.000109286,3.75E-05,0,0,2.19E-05,0,0,1.40E-05,1.95E-05,0,0,1.98E-05,1.97E-05,1.65E-05,0.00127959,0,0.000466095,0.002677875,0.000102483,0.00017949,0.000119419,0,2.17E-05,0,0.000662955,0,0.000172253,0
803,Group15,0.006896552,0.056034483,69.944388,0.03607,0.04878,0.1445,0.0011,0,0,0.000725512,7.14E-06,0,0,5.01E-05,0,0.000727491,0,1.04E-05,0,0,0.000176182,0,0.000394924,0,0,0,0,0.000203896,0,0,0.000180141,0,0,6.10E-05,0,0,0,0,0,0,0,8.03E-06,0,0,0,0,0,0.000583973,8.31E-05,0.000180141,0.001276822,4.32E-05,4.06E-05,3.09E-05,0,5.69E-05,0.000109866,0.000224681,0,2.80E-05,0
804,Group15,0.007438017,0.058677686,32.614051,0.03453,0.04894,0.06265,0.0039,0,0,0.004263874,4.61E-05,0.000240828,0.000688468,4.45E-05,0.018282009,0.008620314,0,0,0,0.00019287,0.003291919,0.003731613,0.001862914,4.79E-05,0,0,0,0,0,0,0.000989311,5.67E-05,0,0.000468477,0,0,0,0.000149423,0,0,0.000144894,5.93E-05,0,0,0.000467882,0.00047666,0,0.001434791,0.000113119,0.000809962,0.010934493,0.000191876,0.000601686,0.000123428,0,0.000406296,0,0.00207119,0,0.001365365,0.000100461
805,Group15,0.006198347,0.05785124,49.900498,0.03659,0.04808,0.06497,-3.00E-04,6.50E-05,0.000115875,0.002472698,0,0,0.001045277,0.000316268,0.015398164,0.012138698,0,0,0,0,0.002939139,0.002287245,0.001174531,0.000189433,0,0,0.000122834,0,0,0,0.000507526,0,0,0.000397548,0.000109181,0,0,7.13E-05,0,0,0,0.000106507,0,0,0.000216688,0.000346664,5.48E-05,0.00072495,0.000286672,0.001730888,0.011351931,0,0.000938501,0.000372147,0,0.000391272,0,0.00097784,0,0.000618174,4.72E-05
