Mouse ID,Infection Status,Body Weight (g),Heart weight (mg),Liver weight (mg),Heart weight/ Body weight ratio,Liver weight/ Body weight ratio,Heart Rate Echo,Diameter;s,Diameter;d,Volume;s,Volume;d,Stroke Volume,Ejection Fraction,Fractional Shortening,Cardiac Output,LV Mass,LV Mass Cor,LVAW;s,LVAW;d,LVPW;s,LVPW;d,RR Interval (s),Heart Rate (BPM) ECG,PR Interval (s),P Duration (s),QRS Interval (s),QT Interval (s),QTc (s),JT Interval (s),Tpeak Tend Interval (s),P Amplitude (V),Q Amplitude (V),R Amplitude (V),S Amplitude (V),ST Height (V),T Amplitude (V),Body Weight (g),Cardiac Index,Avg LV cardiac fibrosis % Area,CD3+CD4+,CD3+CD4+IL-2+,CD3+CD4+IL-4+,CD3+CD4+IFNg+,CD3+CD4+IL-17+,CD3+CD4+TNFa+,CD3+CD8+,CD3+CD8+IL-2+,CD3+CD8+IL-4+,CD3+CD8+IFNg+,CD3+CD8+IL-17+,CD3+CD8+TNFa+
#506,Naive,23.5,130,1420,0.005531915,0.060425532,419.05292,2.6674485,3.7265355,26.2304085,59.1329895,32.902581,55.6335025,28.417882,13.7840615,104.187276,83.3498205,1.230018,0.898601,1.0744215,0.696338,0.1594,376.4,0.03851,0.01061,0.01035,0.01467,0.03674,0.004318,0.002776,0.129,0.02475,1.12,-0.6241,0.06696,0.3573,23.5,0.586555809,4.58142075,0.006,-0.0003,-0.0001,0.0006,0.0012,-0.0001,-0.007,0.0008,0.0004,0.0037,-0.0035,0.0042
#507,Naive,20.5,150,1320,0.007317073,0.064390244,428.8483755,2.4322775,3.430447,20.8457965,48.469193,27.623396,56.987925,29.0963265,11.843854,89.0703925,71.2563135,1.2903445,0.8931745,0.985342,0.6758115,0.1385,435.7,0.0332,0.01187,0.009286,0.01747,0.0471,0.008188,0.006302,0.1632,0.008583,1.231,-0.3201,0.2152,0.4872,20.5,0.577748976,4.4314052,-0.013,-0.0005,-0.0005,0.0002,-0.0001,-0.0001,0.009,0.0098,0.0009,0.0061,-0.0002,0.0035
#508,Naive,21.2,180,1280,0.008490566,0.060377358,372.4218835,3.0288165,3.607209,35.8323475,54.7005975,18.86825,34.4935265,16.034291,7.027208,72.690835,58.152668,0.910452,0.6790665,0.703732,0.590299,0.1678,365.2,0.0375,0.0152,0.008701,0.01572,0.03878,0.007034,0.005275,0.1803,0.02433,1.64,-0.5123,0.0997,0.4413,21.2,0.331472075,2.5853678,-0.005,-0.0012,-0.00095,0.00061,0.0006,0.0004,0.01,-0.0009,0.0015,-0.0008,-0.0025,0.002
#509,Naive,21.8,130,1440,0.005963303,0.066055046,380.78564,2.598402,3.5585575,24.577401,52.9422215,28.3648205,53.568561,26.979355,10.802911,82.6240755,66.099261,1.007551,0.7041405,1.1014055,0.717563,0.1605,373.9,0.03555,0.01625,0.007886,0.01848,0.04613,0.01059,0.008471,0.1729,0.01724,1.671,-0.1236,0.1878,0.4948,21.8,0.495546376,2.2619138,-0.015,0.0059,0.0007,0.0011,-0.0004,0.0006,0.006,0.011,0.0048,0.0224,-0.0019,0.0147
#510,Naive,22.4,150,1410,0.006696429,0.062946429,344.6810825,3.456949,3.9519665,49.460627,68.0353085,18.5746815,27.298764,12.525195,6.3964665,103.8210585,83.0568465,1.039543,0.7921385,0.718012,0.6882795,0.178,337.8,0.04224,0.01803,0.01029,0.01743,0.04131,0.007142,0.005262,0.1603,0.03528,1.29,-0.5229,0.2248,0.6199,22.4,0.28555654,3.6855058,-0.008,0.0019,-0.0008,-0.0002,0.0006,0.0003,0.014,0.005,0.001,0.0028,0.0004,-0.0018
#526,Naive,19.7,120,1150,0.006091371,0.058375635,387.925846,2.702668,3.7420105,27.125184,59.724287,32.599103,54.5697155,27.7714165,12.649361,104.3485235,83.478819,1.3467125,0.895533,0.9298945,0.692809,0.1477,406.5,0.03781,0.01261,0.008623,0.01754,0.04565,0.008922,0.006918,0.2051,0.01908,1.244,-0.4521,0.1177,0.413,19.7,0.642099543,2.6219142,0.028,-0.0302,-0.0007,-0.0045,0.0005,-0.0012,0.009,-0.0945,-0.0124,-0.0561,-0.0061,-0.0665
#527,Naive,25.5,140,1510,0.005490196,0.059215686,387.6445055,2.3314965,3.440096,18.754836,48.802217,30.0473805,61.5776455,32.22807,11.6472185,78.0011165,62.4008935,1.293591,0.7923885,1.007735,0.622902,0.17,352.9,0.03722,0.009934,0.00862,0.01976,0.04788,0.01069,0.008312,0.1671,0.007144,1.413,0.1586,0.08077,0.1237,25.5,0.456753667,1.7358358,-0.016,0.0295,0.0009,0.0022,-0.0009,0.0002,-0.017,0.0269,0.0082,0.0079,-0.0029,0.0094
#528,Naive,22,120,1500,0.005454545,0.068181818,441.860892,2.241697,3.162224,16.9958385,39.801938,22.8061,57.2798885,29.10486,10.070708,115.4090075,92.327206,1.6249535,1.2204725,1.1610645,0.8248805,0.1388,432.3,0.03972,0.01724,0.009376,0.01585,0.04254,0.006472,0.004705,0.1629,0.04605,1.514,-0.5201,0.1868,0.7167,22,0.457759455,1.791317,0.002,0.0024,-0.0008,0.0002,0.0001,-0.0005,0,-0.0059,-0.0026,-0.0021,-0.0035,-0.0052
#529,Naive,24.5,180,1450,0.007346939,0.059183673,414.0542025,2.587375,3.547208,24.3311895,52.570476,28.239286,53.703589,27.054273,11.709561,112.557439,90.045951,1.538302,1.0971235,0.947939,0.6868085,0.1579,380.2,0.03593,0.01259,0.009682,0.01794,0.04517,0.008258,0.006411,0.1171,-0.004684,1.167,-0.447,0.1049,0.4248,24.5,0.477941265,2.241478,0.036,-0.014,0,-0.0034,0.0015,-0.0009,0.018,-0.098,-0.0096,-0.0639,-0.009,-0.0752
