filename,X506_Group1B_70dpi_LA_281_B_C7_P121.mzXML,X507_Group1B_70dpi_LA_282_B_C8_P121.mzXML,X508_Group1B_70dpi_LA_283_B_C9_P121.mzXML,X509_Group1B_70dpi_LA_284_B_C10_P121.mzXML,X510_Group1B_70dpi_LA_285_B_C11_P121.mzXML,X526_Group1B_70dpi_LA_286_B_C12_P121.mzXML,X527_Group1B_70dpi_LA_287_B_D1_P121.mzXML,X528_Group1B_70dpi_LA_288_B_D2_P121.mzXML,X529_Group1B_70dpi_LA_289_B_D3_P121.mzXML,X530_Group1B_70dpi_LA_290_B_D4_P121.mzXML,X546_Group1B_70dpi_LA_291_B_D5_P121.mzXML,X547_Group1B_70dpi_LA_292_B_D6_P121.mzXML,X548_Group1B_70dpi_LA_293_B_D7_P121.mzXML,X549_Group1B_70dpi_LA_294_B_D8_P121.mzXML,X550_Group1B_70dpi_LA_295_B_D9_P121.mzXML,X566_Group3B_70dpi_LA_296_B_D10_P121.mzXML,X567_Group3B_70dpi_LA_297_B_D11_P121.mzXML,X568_Group3B_70dpi_LA_298_B_D12_P121.mzXML,X569_Group3B_70dpi_LA_299_B_E1_P121.mzXML,X570_Group3B_70dpi_LA_300_B_E2_P121.mzXML,X651_Group3B_70dpi_LA_301_B_E3_P121.mzXML,X652_Group3B_70dpi_LA_302_B_E4_P121.mzXML,X653_Group3B_70dpi_LA_303_B_E5_P121.mzXML,X654_Group3B_70dpi_LA_304_B_E6_P121.mzXML,X655_Group3B_70dpi_LA_305_B_E7_P121.mzXML,X736_Group3B_70dpi_LA_306_B_E8_P121.mzXML,X737_Group3B_70dpi_LA_307_B_E9_P121.mzXML,X738_Group3B_70dpi_LA_308_B_E10_P121.mzXML,X739_Group3B_70dpi_LA_309_B_E11_P121.mzXML,X740_Group3B_70dpi_LA_310_B_E12_P121.mzXML
X787.668_3.596,0,0.000623879,0.000566231,0,0,0,0,0,0.0000618,0.000162859,0,0.000798179,0.000279696,0.0000876,0.0000533,0,0.000900343,0.0000782,0.0000133,0.000039,0,0.001643956,0.000119057,0.000171223,0.000194716,0,0.000241746,0,0,0.000119685
X680.413_3.014,0,0.000257784,0.000169064,0.0000512,0.000183573,0.000032,0,0.0000747,0,0.0000686,0,0,0,0,0.0000875,0,0,0.0000771,0,0,0,0,0,0,0,0.0000251,0,0,0,0.0000738
X156.011_2.395,0.0000593,0,0.000192447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X622.372_3.037,0.000155654,0.00057189,0.000979301,0.000239816,0.00070813,0.000323734,0.000237873,0.000108762,0.0002996,0.000405955,0.00047313,0.000135593,0,0.000640515,0.000475608,0,0,0.000626295,0.000137615,0,0,0.000448656,0.000480479,0,0.000546575,0,0,0,0,0
X705.225_2.339,0,0.0000226,0.000193734,0.000236843,0.000209193,0.000263179,0.000362887,0.000396068,0.000692408,0.000324284,0.0000562,0.000381519,0,0.000551185,0.00027123,0.001190453,0.000815657,0.0003539,0.000702569,0.000543927,0.000273549,0.000435263,0.000333666,0.000224374,0.0000915,0.000279384,0.000303282,0.000260095,0.000254912,0.000231048
X166.087_0.522,0.000570153,0.00150121,0.004274578,0.003250402,0.002625891,0.005426618,0.00310798,0,0,0.004467911,0.001294689,0,0,0.002812945,0,0,0.00368457,0.002831196,0,0.005325429,0.004255042,0.006461987,0,0.006262726,0.010248285,0,0.005274464,0,0,0.002089872
X371.327_2.803,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.40E-05,0.00E+00,1.01E-05,1.49E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X652.418_3.02,0.000101161,0.000231789,0.000249203,0.0000975,0.000199624,0.000112268,0.0000714,0.000101595,0.0000656,0.000120877,0.000202237,0,0,0.000156057,0.000137525,0.0000264,0.0000627,0.000136311,0.0000599,0.0000253,0.0000894,0.0000621,0.0000525,0,0.000165464,0.0000903,0.000148564,0.000174046,0.0000844,0.00013231
X676.419_3.043,0.0000462,0.000231789,0.000266383,0,0,0.0000917,0.000046,0,0.0000567,0.000189947,0,0,0,0.00020717,0.0000625,0,0.0000118,0.0000708,0,0,0,0,0,0,0,0,0,0,0,0
X682.363_3.329,0.000169107,0.000118129,0.000449692,0.00000742,0.000174999,0.000147815,0.000153848,0,0.000213049,0.000218756,0.0000757,0.000394069,0,0.000186647,0.0000277,0.000124619,0.0000747,0.000153935,0.0000807,0.0000211,0.000188251,0.000398433,0.000320016,0.000386299,0.000444092,0.000649503,0.000172739,0.000188068,0.00022965,0.000507762
X141.959_6.151,0,0,0.003968256,0,0.002128694,0,0.002205103,0,0,0,0.000274097,0,0.002280493,0.0000765,0.0000607,0,0,0,0,0,0.000150193,0.001781232,0,0,0,0,0,0,0,0
X153.041_0.412,0.00068363,0.000862167,0.00123921,0.001417096,0.002081342,0.00211708,0.001892569,0.002703324,0.00256324,0.00281046,0.000949928,0.001360417,0,0.002375798,0.001528057,0.000123022,0.002510856,0.001711587,0,0.001846823,0.00208557,0.002886131,0,0.001284737,0,0.001425395,0.002149344,0.001899722,0.001527176,0.002625499
X370.332_3.032,0,0.000193571,0.000608002,0.0000924,0.000262589,0.000177278,0.0000531,0.000101972,0.00005,0.000121365,0.000284301,0.0000619,0,0.000115945,0.000252129,0.000116017,0.0000384,0.000172085,0.000046,0.0000477,0.0000959,0.0000584,0.000106402,0.000086,0.0000318,0.000449386,0.000117796,0.00012393,0.0000778,0.0000695
X277.216_3.018,0.0000639,0.000227456,0.000510536,0.000987012,0.000940586,0.002084474,0.000583397,0.000891468,0.000434419,0.000552484,0.00078855,0.000537139,0,0.001765693,0.000523359,0.000393412,0.000264457,0.000169793,0.000159946,0.000565432,0.000677211,0.002149531,0.001988649,0.002265117,0.00108888,0.000452896,0.000661506,0.001452117,0.000569533,0.000235127
X306.279_2.989,2.39E-05,0.00E+00,5.00E-05,1.16E-05,4.42E-05,5.30E-05,3.99E-05,1.13E-05,1.65E-05,2.43E-05,0.00E+00,2.87E-05,0.00E+00,3.79E-05,3.34E-05,3.98E-05,3.03E-05,4.81E-05,0.00E+00,2.76E-05,4.82E-05,3.95E-05,4.65E-05,2.92E-05,3.98E-05,4.06E-05,2.75E-05,6.30E-05,5.92E-05,3.53E-05
X240.196_2.728,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.82E-05,1.50E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.15E-05,0.00E+00,3.03E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X518.322_2.93,0.000103219,0.000174285,0.0000908,0.000184322,0.000189724,0.000314418,0.000112953,0.00024267,0.000126217,0.000197191,0.0000417,0.000172691,0,0.00020717,0.00017267,0.000265681,0.000142609,0.000159079,0.00020805,0.000173298,0.000153849,0.000415174,0.000450449,0.000775524,0.000503874,0.000349878,0.0000741,0.000182911,0.000167923,0.000249853
X475.989_2.164,0,0.0000379,0.002608374,0.000977103,0.000755482,0.003260629,0.000517418,0.001735157,0.001389809,0.00134758,0.0000657,0.000612439,0,0.002698907,0.000792679,0.000183933,0.000167886,0.000538356,0.000529727,0.00023781,0.000599302,0.000250919,0.000810808,0.000403858,0.00025026,0.000502048,0.000259328,0.000296669,0.000355958,0
X705.141_2.339,0,0.0000261,0.000166806,0.000246753,0.000225999,0.000246876,0.00036636,0.000396068,0.000614179,0.000329088,0.0000505,0.000358929,0,0.000528377,0.000250219,0.001049098,0.000772571,0.000332451,0.000768184,0.000538868,0.000273619,0.000502227,0.000340339,0.000154981,0.0000858,0.000293238,0.000360422,0.000288862,0.000243429,0.000230914
X668.377_2.925,0.00E+00,2.76E-05,0.00E+00,0.00E+00,1.47E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X617.426_3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X596.393_3.06,0,0.000126493,0.0000555,0.0000803,0.000133918,0.0000534,0,0.0000891,0,0.0000904,0.000130498,0,0,0.0000589,0.0000464,0,0,0.0000574,0.0000149,0,0.0000271,0,0.0000256,0,0,0.0000259,0.000022,0.00007,0.0000295,0.0000373
X652.418_3.078,0,0.000246952,0.000249328,0.0000849,0.000200862,0.0000815,0.0000458,0.0000939,0.0000348,0.000207639,0.000209294,0,0,0.000137964,0.000105245,0,0.0000537,0.000138362,0.0000786,0,0.0000268,0,0,0,0,0.0000755,0.000082,0.00015277,0.00011905,0.000105299
X554.288_2.924,0.002850765,0.0000372,0.000047,0.000273509,0.0000637,0,0.00139425,0.000323141,0.000802261,0.000175172,0,0.000552199,0,0.000203368,0.000865262,0.000544986,0.001105371,0.000611281,0.000696167,0.000641328,0.000353588,0.00021457,0.0000596,0.0000926,0.000110063,0.000256679,0.000263723,0.000247024,0.000792294,0.000325091
X103.956_5.227,0,0,0,0.0000219,0,0,0,0,0,0,0,0,0,0,0.000137716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X367.336_3.39,0.000287844,0.000933653,0.00067762,0.000653053,0.001551859,0.000861738,0.000336843,0.000784593,0.000456057,0.001001677,0.000590496,0.000353909,0,0.000838182,0.000467967,0.000551798,0.000309028,0.000806462,0.000406498,0.00037063,0.00044648,0.000341514,0.000580579,0.000646758,0.000253304,0.000649503,0.000518656,0.00064018,0.000553458,0.000282774
X662.402_3.017,0.0000487,0.000255617,0.000242815,0.0000532,0.000182379,0.0000675,0,0.0000694,0.0000135,0,0.000212823,0,0,0.0000875,0.000152233,0,0.0000279,0.000146718,0.000048,0,0.0000235,0.000025,0,0,0,0.000145673,0.000207023,0.000260236,0.000103935,0.000230567
X676.454_3.145,0.000194925,0.000407255,0.000645132,0.000360715,0.000482131,0.000358669,0.000146194,0.0002477,0.000106451,0.000391543,0.000770212,0.000157851,0,0.000155617,0.000347633,0.0000986,0.000142977,0.000407521,0.000127506,0.000175828,0.000259775,0.000210442,0.000236167,0.000116617,0.000169208,0.000257931,0.000172079,0.000229377,0.000250319,0.000221986
X440.359_2.985,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.77E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.97E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X226.081_2.237,0.000236715,0.00124126,0.000672979,0.001169352,0.000865253,0.001127246,0.001720675,0.002087217,0.00327895,0.001772752,0.000913251,0.001516037,0,0.006899318,0.001310309,0.000892414,0.002555428,0.001694428,0.002848684,0.003756894,0.000937907,0.001473199,0.003703692,0.001065249,0.001695237,0.00131656,0.001344988,0.001332408,0.00061087,0.001318942
X718.429_3.009,0.0000202,0.00021249,0.000269989,0.0000892,0.000236761,0.0000469,0.0000307,0.0000475,0.0000356,0.000209307,0.000203005,0,0,0.000155243,0.000248309,0,0.0000433,0.000191624,0.0000776,0,0.0000267,0,0,0,0.000144166,0.0000603,0.000248339,0.000200438,0.0000782,0.000390109
X120.102_0.391,0.000658721,0.000102042,0,0.00014171,0,0.000398263,0.000182312,0.000069,0,0,0,0,0.002210478,0.000092,0,0.000112681,0.0007176,0.000261671,0.000220853,0,0,0.000508923,0.002195522,0.000725774,0.002583422,0,0.000143509,0.000465822,0.000209118,0
X103.956_4.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X269.088_0.306,0.000337663,0,0.000478047,0,0,0.000195118,0,0,0,0.000254623,0.000146214,0.000363949,0,0,0.000294151,0,0,0.000238078,0,0.0000204,0.000138954,0.000248947,0,0,0,0.0000279,0.000107907,0.000220823,0.000153501,0.000916448
X142.035_0.315,0.00010933,0.000478741,0.000974659,0.000279455,0.000757634,0.000542662,0.000222247,0.00033823,0.000466044,0.000691806,0.000469462,0.000783119,0.000767509,0.000351618,0.000490888,0.000539877,0.000393714,0.000574819,0.000393695,0.000306117,0.00089296,0.000800215,0.000740738,0.000398005,0.000819863,0.000663546,0.000452725,0.000653192,0.000583312,0.000981466
X482.361_2.958,0.0000918,0.000457078,0.000164074,0.000584676,0.000432626,0.000728984,0.0000747,0.000613592,0.000163111,0.000494833,0.0000637,0.000426699,0,0.000144712,0.000236849,0.000887305,0.000185714,0.000510473,0.000553733,0.000502184,0.001114701,0.000639502,0.000817482,0.001609579,0.000828403,0.000698654,0.000356026,0.000512665,0.000463894,0.000637798
X426.358_2.916,0.000570153,0.005632245,0,0.000723413,0.000523026,0.00104573,0.000798699,0.000965652,0.00067077,0.0000807,0.00025056,0.002005486,0,0.001182197,0.0000325,0.00067442,0.000885485,0.000546936,0.002464592,0.000633739,0,0.0000306,0.0000951,0.0000311,0.000160342,0,0,0,0,0
X119.049_2.77,0.0000729,0.000053,0.0000474,0.000016,0.0000207,0,0,0.0000118,0.0000183,0.0000504,0,0.0000709,0.000268694,0.0000488,0.0000451,0.000037,0.0000285,0,0,0.0000123,0,0.0000748,0.000046,0.0000862,0.000119432,0.00010622,0,0,0.0000272,0.0000223
X383.331_3.501,0,0.000104072,0,0.00000667,0.0000193,0,0,0,0,0,0,0,0,0,0.0000275,0,0,0.0000218,0.000014,0,0,0,0,0,0,0,0.00002,0,0,0
X245.139_2.376,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.39E-05,2.66E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.03E-05,3.48E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X705.478_3.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X332.218_2.237,0,0,0.000326526,0.000055,0.000441236,0.000461146,0.000491373,0.000177288,0.000233022,0.000386739,0,0,0,0.000309804,0.000162547,0.00038149,0.000941943,0.000834345,0,0.000675482,0.000234667,0.000247332,0.0000589,0,0,0.001011118,0.000116478,0.000253203,0,0
X149.082_4.735,0.000525869,0.000387758,0,0.000132791,0.000210975,0.000409908,0,0.0000929,0.000321237,0.000170622,0.000320996,0.000326299,0,0.000463756,0,0,0.0000934,0.00048259,0.000294471,0.000164443,0.000291357,0,0,0,0,0.00050907,0.000274712,0.000113931,0.000339883,0.000300985
X566.382_3.018,0.0000552,0.000240454,0.000123039,0.000124863,0.00016067,0.000119157,0.0000557,0.0000714,0.0000601,0.000132095,0.000209438,0,0,0.000115595,0,0.0000279,0.0000523,0.00019122,0.0000673,0.0000183,0.0000691,0.0000729,0.000114983,0,0.000136579,0.000123634,0.000135378,0.000182629,0.0000445,0.00012719
X285.217_3.322,0.000142368,0.000172605,0.000087,0.000148646,0.000266894,0.0001366,0.000277808,0.000178545,0.000181424,0.000158708,0.000244102,0,0,0.000081,0.000168659,0.0000818,0.000205029,0.000454707,0.000145645,0.000203657,0.000157555,0,0,0.000029,0,0.000135002,0.000131642,0.000148362,0.000385813,0.000548011
X638.439_3.025,0,0.0000413,0.000192335,0.0000112,0.0000662,0.0000185,0,0,0,0,0.000066,0,0,0.0000151,0,0,0,0.0000464,0.0000104,0,0,0,0.0000269,0,0,0.0000424,0,0,0,0
X368.316_2.962,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.56E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.73E-05,0.00E+00,4.88E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.21E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X268.227_2.861,0.00E+00,0.00E+00,4.40E-05,0.00E+00,1.61E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.10E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.89E-05,0.00E+00,0.00E+00,0.00E+00,3.20E-05
X682.429_3.009,0.0000783,0.00057189,0.000393055,0.000146664,0.000604816,0.000207877,0.000201411,0.000477797,0.000233022,0.000502039,0,0.0000503,0,0.000545483,0,0.000135314,0,0.000424679,0.00037289,0.0000908,0.0000304,0.000202579,0.000302039,0,0.000326305,0,0,0.00018649,0.000243429,0
X698.423_2.997,0.00E+00,1.68E-05,0.00E+00,3.79E-05,0.00E+00,0.00E+00,0.00E+00,1.79E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.58E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.99E-05
X158.962_2.581,0,0,0,0,0,0,0,0,0,0,0.000129623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X142.948_0.306,0.000240133,0.002187911,0.001118538,0.000516299,0.000342227,0.001166839,0.001062617,0.000626165,0.000291277,0.000811911,0.001716472,0.000908618,0,0.000815374,0.000334262,0,0.000653714,0.000540501,0.000280067,0.000727345,0.000545365,0.000746644,0,0,0,0.000860152,0.000661506,0.000575121,0.000507528,0.000296677
X854.538_3.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X254.212_3.447,0.000153818,0.000184873,0,0.000165493,0.000243218,0.0000927,0.000164708,0.000132023,0.000104322,0.000121452,0.000184487,0.0000238,0,0.0000435,0.00026359,0.0000559,0.000115158,0.000265961,0.0000978,0.000115996,0.000162884,0,0,0.0000246,0,0.0000802,0.000166146,0.0000488,0.000248022,0.000304763
X289.014_2.395,0.0000267,0,0.000161268,0.00000912,0.0000255,0.0000266,0.0000487,0.0000116,0.0000429,0.0000325,0.000122651,0.0000771,0,0,0.0000558,0.0000216,0.0000437,0.0000546,0.0000298,0.000018,0.0000989,0.0000959,0.0000924,0.0000744,0.0000495,0.0000956,0.0000226,0.0000265,0.0000906,0.0000826
X696.445_3.083,0.00010438,0.000543728,0.000233852,0.000555938,0.000488588,0.000295786,0.000201411,0.00069532,0.000274633,0.000506844,0.000298849,0.0000736,0,0.000397233,0.000338083,0.0000837,0.0002288,0.000291699,0.00024806,0.000102714,0.000139403,0.0000872,0.000114582,0,0.000149787,0.000121272,0.000263723,0.000431992,0.000188784,0.000212126
X638.366_2.95,0,0.00010512,0.0000364,0.0000182,0.000075,0,0,0,0,0.0000193,0.0000259,0,0,0.0000506,0.0000372,0,0,0.0000425,0.0000113,0,0,0,0,0,0.000033,0,0,0.0000783,0.0000191,0.0000276
X776.253_2.398,0.0000237,0,0,0.0000609,0.0000293,0.0000579,0.000284753,0.000169744,0.000351197,0.000160895,0,0.000202226,0,0.000120758,0.000110211,0.000173714,0.000355086,0.0000862,0.00016644,0.00011005,0.000323623,0.000226354,0.000189282,0.0000552,0.0000459,0.0000382,0.000106368,0.0000897,0.000181487,0.000215593
X311.221_2.932,0.0000214,0.00025995,0.000257299,0.000589631,0.000755482,0.001609353,0.000244819,0.000578386,0.000246337,0.000415564,0.000106653,0.000184462,0,0.001214508,0.000303701,0.000160904,0.000108039,0.000143578,0,0.000179623,0.000205964,0.000893964,0,0.00123206,0.000520955,0.000328572,0.000156256,0.000512665,0.000367441,0
X732.444_2.968,0,0.000309773,0,0.000061,0.0000627,0,0,0.0000614,0,0,0,0,0,0.0000743,0.0000796,0,0,0,0.0000147,0,0,0,0,0,0.000102879,0,0,0.000137448,0.0000192,0
X296.146_2.932,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.94E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.42E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X720.445_3.09,0,0.00041592,0.000236254,0.0000501,0.000275503,0,0.000014,0.0000441,0,0.000115158,0.00052081,0,0,0.000166523,0.000169805,0,0.0000114,0.000110698,0,0,0,0,0,0,0,0,0.0000765,0.000110322,0.0000551,0
X272.222_3.45,0,0.0000777,0,0.000095,0.000117697,0,0.0000771,0.0000674,0.0000446,0.0000217,0.0000688,0,0,0,0.000122436,0.0000201,0.0000518,0.000145152,0.0000262,0.0000538,0.000109017,0,0,0,0,0,0.0000752,0,0.000102809,0
X293.211_2.931,0.0000199,0.000255617,0.000293281,0.00059855,0.000643559,0.001420703,0.000232664,0.000535635,0.00026964,0.000353109,0.000175794,0.000170439,0,0.001062457,0.000297971,0.000202667,0.000128687,0.00012546,0.0000935,0.000217571,0.000229996,0.001074766,0.000643975,0.001135485,0.000516684,0.000358104,0.000176475,0.000536086,0.000349069,0.000121287
X192.125_4.749,0.000783269,0.000223124,0.000197867,0.0000427,0.00009,0,0.000139507,0,0.00017976,0,0,0.000444269,0.001500324,0,0,0,0.0000486,0.000174999,0.000252861,0,0.000226874,0.000251745,0.000383716,0,0,0.000287364,0.000246142,0,0.0001119,0.00017913
X141.959_1.787,0,0,0.000450365,0,0,0,0.000177103,0.0000909,0.0000912,0.000309871,0.000299917,0.00013565,0,0.000140025,0.000140963,0,0.0001664,0.00017907,0,0.000177093,0.000187622,0.000242412,0,0.00014196,0.000499604,0,0,0,0,0.000217504
X141.959_1.904,0,0,0.000580154,0.000202159,0.000393884,0,0.0000974,0,0.000176431,0,0.000634508,0,0.002400519,0.00020717,0.000129312,0,0,0.000134872,0,0,0,0.000262091,0,0,0.000683219,0,0.000170981,0,0,0.000187493
X420.202_2.692,0,0,0,0,0,0,0,0.0000168,0.0000347,0,0,0,0,0.000106262,0,0,0.0000159,0,0,0,0,0,0,0,0,0,0,0,0,0
X398.033_0.301,0.000315522,0,0.000262271,0.0000852,0.000241065,0.000102643,0.000345524,0.000147111,0.00050599,0.000490029,0,0.000283629,0,0.000104847,0.000160255,0.000166713,0.000225829,0.000268106,0.000520125,0.000179623,0.000476445,0.000455352,0,0,0,0,0.000246142,0.000390354,0.000248022,0.000504665
X230.176_2.586,0.00E+00,2.93E-05,0.00E+00,1.30E-05,0.00E+00,3.58E-05,0.00E+00,5.17E-05,0.00E+00,0.00E+00,0.00E+00,2.82E-05,0.00E+00,6.66E-05,0.00E+00,8.21E-05,0.00E+00,0.00E+00,7.96E-05,3.11E-05,0.00E+00,0.00E+00,3.41E-05,0.00E+00,0.00E+00,4.95E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X350.305_2.966,0,0.0000494,0,0.00000945,0.0000866,0.0000608,0.0000509,0.0000416,0.0000468,0,0,0.0000395,0,0.000112074,0.0000158,0.000120586,0.0000108,0.0000441,0.0000172,0.0000111,0,0,0,0.0000511,0,0.0000334,0.0000179,0.0000497,0,0
X238.142_2.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X534.286_3.175,0.0000428,0,0.0000449,0,0.0000287,0,0.0000242,0,0.0000208,0.0000238,0,0.0000567,0.000217088,0,0,0.0000167,0.0000171,0.0000346,0.0000291,0.0000121,0.0000441,0,0,0.0000272,0,0.0000447,0,0,0.0000346,0.0000725
X158.962_2.089,0.000273111,0,0.000654414,0,0.000181887,0,0.000136945,0,0,0,0.000429118,0,0,0.000214772,0.000177446,0,0,0,0,0,0,0.000696421,0,0,0,0,0.000183068,0.000206338,0,0
X399.238_3.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X141.959_1.562,0,0,0.000242474,0,0.000114551,0,0.000116717,0,0.000124337,0.000176977,0.000351276,0.000106955,0.000458724,0.000273692,0.000213928,0,0.0000678,0.0000902,0,0,0.000215456,0.00026133,0,0.000220815,0.000653328,0,0.000196474,0,0,0.000241605
X771.644_3.333,0.000130288,0.000206934,0,0.000163511,0.00032716,0.0000915,0.000576452,0.000147111,0.000203062,0.0000811,0.000273653,0,0,0,0.000292241,0.0000647,0.000257028,0.000591977,0.000235256,0.000269434,0.000247576,0,0,0,0,0.000110907,0.000160432,0.000190757,0.000640725,0.000448935
X192.125_4.994,0,0.000210639,0.00048733,0.0000352,0.000111329,0,0.000143657,0.000111905,0.0000874,0,0.0000431,0,0.00102022,0.0000684,0,0,0.000139954,0.000218774,0.000212851,0.000141674,0.000168554,0,0.000175122,0,0.00108034,0.00059333,0,0.0000731,0.000107928,0
X396.332_2.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X594.341_2.975,0,0.000318438,0.000240252,0.000224952,0.000241065,0.000272495,0.0000713,0.000158427,0.0000784,0.000317078,0.0000627,0,0,0.000281294,0.000213928,0.0000587,0.000051,0.000180181,0.000123106,0.0000105,0,0.0000666,0.0000715,0.000152646,0.000159661,0.000161636,0.0000677,0.000168493,0.000150798,0.0000775
X706.464_3.123,0.00E+00,1.88E-05,0.00E+00,8.33E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.29E-05,0.00E+00,0.00E+00,0.00E+00,1.65E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X428.374_2.971,0.000913352,0.00270781,0,0,0,0.000572939,0.000916767,0.00067646,0.000396137,0.000135779,0,0.000921168,0,0.000378227,0,0.000378084,0,0,0.001555574,0,0,0,0.0000478,0.0000766,0.000047,0,0,0,0,0
X652.419_3.146,0.000118072,0.000175247,0.000167722,0,0,0.0000593,0,0.00018106,0,0.00013338,0,0,0,0.0000513,0,0,0,0,0.00010755,0.0000282,0,0,0,0,0,0,0,0,0,0
X368.316_3.329,0.000152271,0.000160227,0.0000854,0.000157565,0.000266894,0.000181132,0.000270863,0.000172258,0.000183089,0.000175074,0.00023919,0,0,0.0000846,0.000227298,0.0000877,0.000221371,0.00042039,0.000174442,0.000201127,0.000248201,0,0,0.0000314,0,0.00010618,0.000124829,0.000220127,0.000438632,0.000479897
X573.4_3.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X815.699_3.647,0.0000489,0,0,0,0,0.000154647,0,0,0,0.0000195,0.000506139,0,0.00038137,0,0,0,0,0,0,0,0,0,0.000088,0.0000857,0,0.000149016,0,0,0,0.000101174
