filename,X506_Group1B_70dpi_LA_281_B_C7_P121.mzXML,X507_Group1B_70dpi_LA_282_B_C8_P121.mzXML,X508_Group1B_70dpi_LA_283_B_C9_P121.mzXML,X509_Group1B_70dpi_LA_284_B_C10_P121.mzXML,X510_Group1B_70dpi_LA_285_B_C11_P121.mzXML,X526_Group1B_70dpi_LA_286_B_C12_P121.mzXML,X527_Group1B_70dpi_LA_287_B_D1_P121.mzXML,X528_Group1B_70dpi_LA_288_B_D2_P121.mzXML,X529_Group1B_70dpi_LA_289_B_D3_P121.mzXML,X530_Group1B_70dpi_LA_290_B_D4_P121.mzXML,X546_Group1B_70dpi_LA_291_B_D5_P121.mzXML,X547_Group1B_70dpi_LA_292_B_D6_P121.mzXML,X548_Group1B_70dpi_LA_293_B_D7_P121.mzXML,X549_Group1B_70dpi_LA_294_B_D8_P121.mzXML,X550_Group1B_70dpi_LA_295_B_D9_P121.mzXML,X566_Group3B_70dpi_LA_296_B_D10_P121.mzXML,X567_Group3B_70dpi_LA_297_B_D11_P121.mzXML,X568_Group3B_70dpi_LA_298_B_D12_P121.mzXML,X569_Group3B_70dpi_LA_299_B_E1_P121.mzXML,X570_Group3B_70dpi_LA_300_B_E2_P121.mzXML,X651_Group3B_70dpi_LA_301_B_E3_P121.mzXML,X652_Group3B_70dpi_LA_302_B_E4_P121.mzXML,X653_Group3B_70dpi_LA_303_B_E5_P121.mzXML,X654_Group3B_70dpi_LA_304_B_E6_P121.mzXML,X655_Group3B_70dpi_LA_305_B_E7_P121.mzXML,X736_Group3B_70dpi_LA_306_B_E8_P121.mzXML,X737_Group3B_70dpi_LA_307_B_E9_P121.mzXML,X738_Group3B_70dpi_LA_308_B_E10_P121.mzXML,X739_Group3B_70dpi_LA_309_B_E11_P121.mzXML,X740_Group3B_70dpi_LA_310_B_E12_P121.mzXML
X464.208_2.321,0,0.000152063,0,0.000115944,0.000068,0.000027,0.0000899,0.000118821,0.000139246,0.0000527,0.0000388,0.000144011,0,0.0000747,0.0000544,0.0000656,0.0000775,0.0000394,0.000101818,0.000169503,0,0,0,0,0,0,0,0,0,0
X784.547_3.694,0,0,0,0.000417201,0,0,0,0.0000327,0,0,0,0,0,0,0.000172861,0,0,0.0000697,0.0000118,0.0000105,0,0,0,0,0,0,0,0,0,0
X878.538_3.095,0,0.000115933,0,0.000085,0,0,0,0,0,0.0000177,0,0,0,0.0000144,0,0,0.0000541,0,0.00013099,0.0000737,0,0,0,0,0,0,0.0000492,0,0,0
X826.595_3.872,0,0.000342267,0,0.000388463,0.000288418,0.0000885,0,0.000409899,0,0.000458802,0,0,0,0.0000953,0.000182221,0.0000381,0,0.000199884,0.000122614,0,0,0,0,0,0,0,0,0,0,0
X548.263_2.598,0,0.0000184,0,0.000061,0.0000438,0,0,0.00007,0,0.000103739,0,0,0,0.0000711,0,0,0,0,0,0,0,0,0.00021966,0.000129733,0,0,0,0,0,0
X652.551_3.953,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.31E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X333.206_2.628,0.00E+00,0.00E+00,0.00E+00,4.77E-05,0.00E+00,5.85E-05,0.00E+00,3.67E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.87E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X776.411_2.398,0,0,0,0.000033,0,0.0000395,0.000201411,0.000130765,0.000184753,0.0000864,0,0.0000857,0,0.000091,0.0000951,0.000107261,0.000242171,0.0000731,0.000102214,0.0000808,0.000247147,0.00010915,0.0000655,0.0000351,0,0,0.0000499,0.0000653,0.000124012,0.000163939
X734.571_5.604,0,0,0,0,0,0,0,0.001471111,0.000444406,0,0,0,0,0,0.002578596,0,0,0,0.004209011,0,0,0,0.001818479,0,0,0.001070802,0,0,0.001745343,0.000916448
X737.541_2.399,0,0,0,0.0000171,0,0,0.0000826,0.0000622,0.000146978,0,0,0.0000559,0,0.000063,0.0000256,0.0000519,0.0000874,0,0.0000508,0.0000239,0.00015996,0.0000703,0.0000596,0,0,0,0.0000273,0.000031,0.0000443,0.0000344
X776.042_2.398,0,0,0,0.0000155,0,0.0000226,0.0000522,0.0000414,0.000137401,0,0,0.0000841,0,0.0000187,0.0000235,0.0000436,0.000136826,0.0000244,0.0000689,0.0000304,0.000154962,0.0000937,0.0000605,0,0,0,0.0000231,0.0000356,0.0000563,0.0000416
X737.591_2.4,0,0,0,0.0000141,0,0.0000245,0.0000472,0.0000606,0.000114934,0,0,0.000039,0,0.0000273,0.000021,0.0000272,0.00010275,0,0.0000426,0.0000215,0.0000488,0.0000506,0.0000354,0,0,0,0.0000226,0.0000299,0.000038,0
X737.391_2.399,0,0,0,0.0000163,0,0,0.0000478,0.0000277,0.000125983,0.0000284,0,0.0000503,0,0.0000259,0,0.0000238,0.0000946,0.0000186,0.0000494,0.0000204,0.0000985,0.000042,0.0000336,0,0,0,0.000021,0.0000313,0,0
X703.574_3.965,0,0.003877584,0,0.003032387,0.000802834,0.000850093,0,0,0.000619172,0.00083353,0,0,0,0.000349717,0,0.001316481,0.001368342,0,0,0.001302896,0,0,0,0.000330695,0,0.001046226,0,0,0.001743047,0.000282623
X494.325_2.865,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.48E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X921.861_2.4,0,0,0,0.0000111,0,0,0.0000461,0.0000328,0.0000391,0,0,0.0000329,0,0.0000201,0.0000241,0.0000268,0,0,0.0000435,0.0000154,0.000110775,0,0.0000594,0,0,0,0.0000231,0,0.0000326,0.0000355
X678.433_3.136,0.00E+00,1.96E-05,0.00E+00,0.00E+00,1.77E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X815.7_5.599,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E-05,4.05E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.07E-05,0.00E+00,0.00E+00,0.00E+00
X982.984_2.4,0.00E+00,0.00E+00,0.00E+00,1.27E-05,0.00E+00,2.11E-05,3.46E-05,1.99E-05,7.18E-05,0.00E+00,0.00E+00,4.08E-05,0.00E+00,2.51E-05,0.00E+00,2.52E-05,5.48E-05,0.00E+00,2.77E-05,1.33E-05,4.58E-05,3.16E-05,2.89E-05,0.00E+00,0.00E+00,0.00E+00,2.09E-05,0.00E+00,2.34E-05,0.00E+00
X1091.689_2.945,0,0.0000472,0,0,0.0000284,0.0000325,0,0.000065,0,0.0000289,0,0,0,0,0,0,0,0.0000277,0,0,0,0.0000317,0,0.0000651,0.000195267,0,0,0.0000607,0.000027,0.0000487
X776.937_2.392,0.00E+00,2.53E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.86E-05,0.00E+00,2.71E-05,0.00E+00,1.55E-05,3.01E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.15E-05
X815.699_3.698,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.33E-05
X703.574_4.082,0,0,0,0,0.00053594,0.000715009,0,0,0,0.000391543,0.0000813,0,0,0.000807771,0.000720097,0,0,0.00034961,0,0,0,0,0,0.000164469,0,0,0.000988962,0.001426093,0.00061087,0.00015093
X195.994_5.715,0,0.0000946,0,0.000447921,0.000131756,0.00014717,0.000204884,0.0000314,0.000148961,0,0,0.000182391,0.001060229,0.000201468,0,0.0000834,0.000130813,0.000321727,0.000216052,0.0000607,0.001150659,0.000251924,0.000210122,0.000096,0.000174561,0.000337863,0.000846112,0.001407877,0.00047308,0.00034986
X834.601_3.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000243429,0
X757.621_3.278,0,0.000238287,0,0,0,0.000235231,0.000515682,0,0,0,0,0.000119844,0,0,0,0.000294633,0,0.000276685,0.000100723,0.0000683,0,0.000348211,0.0000778,0,0,0,0,0,0.000555754,0
X680.412_2.954,0.00E+00,0.00E+00,0.00E+00,1.76E-05,0.00E+00,0.00E+00,0.00E+00,9.41E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.31E-05,0.00E+00,0.00E+00,0.00E+00,3.91E-05,2.30E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X398.327_2.855,0,0.001347406,0,0.00016252,0.0000242,0.000122764,0.000168263,0.000154655,0.0000837,0.000093,0,0.000296179,0,0.000216673,0.000144401,0.000133536,0.000237714,0,0.000646555,0.0000912,0,0,0,0,0.0000384,0,0,0,0,0
X536.335_2.7,0,0.000296776,0,0.000472696,0.000197784,0.000291128,0.0000514,0.000191119,0.0000676,0.00014773,0,0.0000425,0,0.000179086,0.000137907,0.000183933,0.000106989,0.0000669,0.000185645,0.00048574,0.0000268,0.000246192,0.000269971,0.000403858,0.000271042,0.0000344,0,0.0000905,0.0000669,0.0000351
X660.424_3.137,0,0,0,0.000102071,0.0000753,0,0.0000211,0,0.0000524,0,0.0000553,0,0,0,0,0,0.0000702,0.000104144,0,0,0,0,0,0,0,0,0,0.0000688,0.000076,0.0000286
X760.474_3.064,0,0.0000882,0,0.0000269,0,0,0,0,0,0,0.000118207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X414.96_0.309,0.00E+00,4.36E-05,0.00E+00,4.09E-05,0.00E+00,1.79E-05,9.74E-05,4.92E-05,4.21E-05,6.68E-05,0.00E+00,4.92E-05,0.00E+00,5.32E-05,1.56E-05,0.00E+00,4.93E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.56E-05,0.00E+00,0.00E+00,0.00E+00
X758.459_2.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X110.519_6.241,0.00E+00,8.70E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X838.629_3.294,0,0,0,0,0,0,0.0000961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102163,0
X745.622_3.594,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.76E-05,0.00E+00
X834.601_3.517,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.88E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X676.382_2.92,0,0.000122596,0,0,0.0000382,0,0,0,0,0,0,0,0,0.0000508,0.0000235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X127.039_1.365,0,0.000101342,0,0.0000277,0,0.0000477,0.000150284,0.0000963,0.0000939,0.0000722,0,0.0000735,0,0.0000903,0,0.0000997,0.000147486,0.0000303,0,0.00024287,0,0.000119513,0,0,0,0,0,0,0,0
X782.567_3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000886728,0,0,0,0,0,0,0,0,0,0
X703.574_4.122,0,0,0,0,0.000206307,0,0,0,0,0.000658176,0.000175511,0.000131006,0,0.00032881,0.000666615,0,0,0.001259024,0,0,0,0,0,0,0,0,0.001015334,0,0,0
X720.408_2.952,0,0.000150245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X818.322_2.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X440.242_2.435,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.35E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.34E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.25E-05,2.81E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X806.57_3.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X566.38_3.055,0,0.0000195,0,0,0,0,0,0,0,0,0,0,0,0,0.000161974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X845.967_2.338,0,0,0,0.0000324,0.0000377,0,0.0000473,0.0000709,0.000100948,0.0000512,0,0.000045,0,0.000120603,0.0000481,0.000228213,0.000161943,0.0000546,0.000157278,0.000114857,0.0000476,0.0000579,0.0000689,0.000046,0,0.0000473,0.0000846,0.0000583,0,0.0000427
X400.158_0.333,0,0,0,0,0.000196768,0,0.000162137,0,0.000145225,0.0000392,0,0.000107787,0,0.0000144,0.000177064,0,0,0.0000769,0,0,0,0,0,0,0,0,0,0.0000211,0,0.000343668
X284.222_2.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X698.387_2.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X683.846_2.364,0,0,0,0,0.0000338,0,0.0000151,0,0.00008,0,0,0.0000268,0,0,0,0,0.0000231,0.000077,0,0,0,0,0.000215399,0,0,0,0,0,0,0
X712.439_3.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X806.57_3.848,0,0,0,0,0,0.002000629,0,0,0.021970632,0.004371827,0,0.00517059,0,0,0,0,0,0,0,0.01013223,0,0,0.001231227,0.001469107,0.000892455,0,0,0,0,0
X801.684_3.302,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.99E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.92E-05,0.00E+00,0.00E+00,0.00E+00
X806.57_3.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X782.568_3.34,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.01E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X381.315_3.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X425.41_3.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X782.569_3.91,0,0,0,0.002427892,0.000370208,0.003051017,0.012310378,0.009593656,0,0,0,0,0,0,0,0.003695685,0,0,0.011426744,0.002264256,0,0,0,0,0,0,0,0,0.000486859,0
X846.067_2.339,0,0,0,0.0000296,0.0000374,0.0000345,0.0000417,0.0000749,0.000106921,0.0000563,0,0.0000403,0,0.000122909,0.0000502,0.000233322,0.000153029,0.0000579,0.000182444,0.000121182,0,0.0000502,0.0000525,0,0,0.000048,0.0000569,0.0000492,0.0000315,0.0000414
X1117.704_2.954,0.00E+00,0.00E+00,0.00E+00,2.27E-05,0.00E+00,0.00E+00,0.00E+00,1.32E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X678.434_3.156,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.65E-05,2.08E-05,0.00E+00,0.00E+00
X580.397_3.17,0.00E+00,0.00E+00,0.00E+00,6.84E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X493.341_2.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X776.579_3.701,0,0.0000229,0,0,0.00029057,0.000227172,0.0000134,0.000187347,0,0.00011226,0,0,0,0.000017,0,0,0,0.0000707,0.000013,0,0,0,0,0,0,0,0,0,0,0
X538.351_2.868,0.00E+00,0.00E+00,0.00E+00,6.86E-05,3.54E-05,5.46E-05,0.00E+00,5.41E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.35E-05,0.00E+00,0.00E+00,0.00E+00,2.63E-05,8.15E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X634.408_3.056,0.00E+00,6.76E-05,0.00E+00,3.04E-05,1.55E-05,0.00E+00,0.00E+00,2.90E-05,0.00E+00,3.20E-05,6.29E-05,0.00E+00,0.00E+00,3.49E-05,1.76E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.80E-05,6.36E-05,0.00E+00,0.00E+00
X676.382_2.983,0.00E+00,1.77E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.92E-05,0.00E+00,0.00E+00
X590.31_2.539,0,0,0,0.0000413,0,0,0.0000421,0.0000671,0.0000801,0.000023,0,0,0,0,0,0.000076,0.000012,0,0.000145152,0.0000861,0,0.0000577,0.0000282,0.000127195,0,0,0.000109445,0.000168075,0,0
X806.569_3.835,0,0.002231236,0,0,0,0,0.023092811,0.009744539,0,0,0,0,0,0,0,0.004070363,0.012836568,0,0.013123151,0.018468235,0,0.003415143,0,0,0.000905265,0,0,0,0.01247002,0
X706.464_3.184,0.00E+00,0.00E+00,0.00E+00,8.58E-06,5.04E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.83E-05,0.00E+00,0.00E+00,4.25E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X696.407_2.929,0.00E+00,4.87E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X366.3_3.034,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.11E-05,0.00E+00,1.23E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X215.016_0.331,0,0,0,0.0000373,0,0.0000186,0.0000295,0.0000728,0.000145933,0.0000179,0,0.0000623,0,0.0000899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X207.986_0.312,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.61E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.66E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.73E-05
X845.866_2.338,0,0,0,0.0000229,0.0000299,0,0.000038,0.0000597,0.0000931,0.0000386,0,0,0,0.0000887,0.0000374,0.000155297,0.000145678,0.0000458,0.000132175,0.0000845,0.0000481,0,0.0000491,0,0,0.0000363,0.0000402,0.0000341,0,0.0000326
X782.569_3.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X944.548_3.092,0,0.000203904,0,0.000116935,0.0000536,0,0,0.0000949,0,0,0.000145089,0,0,0,0.0000882,0,0,0,0.0000233,0,0,0,0,0,0,0,0.0000376,0.0000824,0,0
X415.317_2.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X360.275_2.608,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.43E-05,0.00E+00,3.59E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.03E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.69E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X370.226_2.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X306.265_2.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X760.584_4.674,0,0.000695366,0,0.002992748,0.000318551,0,0.004097672,0.000505459,0.000722368,0,0,0,0,0,0,0,0,0.00117752,0.000563335,0.000657773,0,0,0,0,0,0,0,0,0,0
X362.327_2.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X734.57_4.702,0,0.000470076,0,0.000482605,0.000228151,0,0,0,0,0,0,0,0,0.000340214,0,0,0,0.000326017,0,0.000757704,0,0,0,0,0,0,0,0,0,0
X734.57_4.559,0,0.000688867,0,0.001615291,0.00024537,0,0,0.000358348,0.000500997,0,0,0,0,0,0,0.000362756,0,0.00139415,0.000276866,0.000260579,0,0,0,0,0,0,0,0,0,0
X327.202_2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X415.254_2.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1161.769_3.06,0.00E+00,3.93E-05,0.00E+00,4.92E-05,2.06E-05,0.00E+00,0.00E+00,2.36E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
X818.59_3.428,0,0.001481714,0,0,0,0,0.00026739,0,0.000277962,0,0,0.000128932,0,0.000937015,0,0.000551798,0.000185714,0,0.000307274,0,0,0.0000853,0.000387053,0.000398005,0,0,0,0,0,0.000278462
X440.337_2.772,0,0.000595718,0,0.000228916,0.0000272,0.0000478,0.000142642,0.000079,0.000249666,0.000102069,0,0.000214572,0,0.000210971,0.00026168,0.0000222,0.000081,0.0000317,0,0.0000264,0.0000861,0.000162036,0.0000465,0.0000626,0.000204961,0,0.0000404,0.000125629,0.0000618,0.000061
X452.277_2.9,0,0.0000657,0,0,0.0000421,0.000143359,0,0.000116934,0.000017,0.000126222,0,0,0,0.0000325,0,0.000125047,0,0.0000474,0.0000996,0,0.0000342,0.0000469,0.000130978,0.000284571,0.0000412,0.000109547,0,0,0.0000329,0
X393.21_2.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X838.559_3.424,0,0.000610882,0,0,0,0,0.000753555,0.000745614,0.000838879,0,0,0,0,0.000488464,0,0.00042577,0.0008736,0.000774289,0.000945827,0,0,0,0,0,0,0,0,0,0.000730288,0.000411782
