filename,MouseID,Treatmentgroup,DPI,organ,well_position,plate,mass_all
X700_Group9_142dpi_LV_top_210_G_E2_P128.mzXML,700,combo,142dpi,LV_top,E2,P128,0.003172825
X700_Group9_142dpi_RA_210_G_E2_P124.mzXML,700,combo,142dpi,RA,E2,P124,0.006712309
X700_Group9_142dpi_RV_bottom_210_G_E2_P140.mzXML,700,combo,142dpi,RV_bottom,E2,P140,0
X700_Group9_142dpi_RV_top_210_G_E2_P136.mzXML,700,combo,142dpi,RV_top,E2,P136,0.005205618
X716_Group15_142dpi_LA_216_G_E8_P120.mzXML,716,BNZ,142dpi,LA,E8,P120,0.001668795
X716_Group15_142dpi_LV_bottom_216_G_E8_P132.mzXML,716,BNZ,142dpi,LV_bottom,E8,P132,0.000245647
X716_Group15_142dpi_LV_top_216_G_E8_P128.mzXML,716,BNZ,142dpi,LV_top,E8,P128,0.000815293
X716_Group15_142dpi_RA_216_G_E8_P124.mzXML,716,BNZ,142dpi,RA,E8,P124,0.003094818
X716_Group15_142dpi_RV_bottom_216_G_E8_P140.mzXML,716,BNZ,142dpi,RV_bottom,E8,P140,0
X716_Group15_142dpi_RV_top_216_G_E8_P136.mzXML,716,BNZ,142dpi,RV_top,E8,P136,0.000393353
X717_Group15_142dpi_LA_217_G_E9_P120.mzXML,717,BNZ,142dpi,LA,E9,P120,0.000768751
X717_Group15_142dpi_LV_bottom_217_G_E9_P132.mzXML,717,BNZ,142dpi,LV_bottom,E9,P132,0.000185003
X717_Group15_142dpi_LV_top_217_G_E9_P128.mzXML,717,BNZ,142dpi,LV_top,E9,P128,0.0000622
X717_Group15_142dpi_RA_217_G_E9_P124.mzXML,717,BNZ,142dpi,RA,E9,P124,0.001329478
X717_Group15_142dpi_RV_bottom_217_G_E9_P140.mzXML,717,BNZ,142dpi,RV_bottom,E9,P140,0
X717_Group15_142dpi_RV_top_217_G_E9_P136.mzXML,717,BNZ,142dpi,RV_top,E9,P136,0
X718_Group15_142dpi_LA_218_G_E10_P120.mzXML,718,BNZ,142dpi,LA,E10,P120,0.001555548
X718_Group15_142dpi_LV_bottom_218_G_E10_P132.mzXML,718,BNZ,142dpi,LV_bottom,E10,P132,0.000546013
X718_Group15_142dpi_LV_top_218_G_E10_P128.mzXML,718,BNZ,142dpi,LV_top,E10,P128,0.0000489
X718_Group15_142dpi_RA_218_G_E10_P124.mzXML,718,BNZ,142dpi,RA,E10,P124,0.00419602
X718_Group15_142dpi_RV_bottom_218_G_E10_P140.mzXML,718,BNZ,142dpi,RV_bottom,E10,P140,0.0000531
X718_Group15_142dpi_RV_top_218_G_E10_P136.mzXML,718,BNZ,142dpi,RV_top,E10,P136,0
X719_Group15_142dpi_LA_219_G_E11_P120.mzXML,719,BNZ,142dpi,LA,E11,P120,0.001295085
X719_Group15_142dpi_LV_bottom_219_G_E11_P132.mzXML,719,BNZ,142dpi,LV_bottom,E11,P132,0.000114328
X719_Group15_142dpi_LV_top_219_G_E11_P128.mzXML,719,BNZ,142dpi,LV_top,E11,P128,0.000333439
X719_Group15_142dpi_RA_219_G_E11_P124.mzXML,719,BNZ,142dpi,RA,E11,P124,0.000988187
X719_Group15_142dpi_RV_bottom_219_G_E11_P140.mzXML,719,BNZ,142dpi,RV_bottom,E11,P140,0.0000555
X719_Group15_142dpi_RV_top_219_G_E11_P136.mzXML,719,BNZ,142dpi,RV_top,E11,P136,0
X720_Group15_142dpi_LA_220_G_E12_P120.mzXML,720,BNZ,142dpi,LA,E12,P120,0.0001784
X720_Group15_142dpi_LV_bottom_220_G_E12_P132.mzXML,720,BNZ,142dpi,LV_bottom,E12,P132,0.0001055
X720_Group15_142dpi_LV_top_220_G_E12_P128.mzXML,720,BNZ,142dpi,LV_top,E12,P128,0.000426908
X720_Group15_142dpi_RA_220_G_E12_P124.mzXML,720,BNZ,142dpi,RA,E12,P124,0.001316158
X720_Group15_142dpi_RV_bottom_220_G_E12_P140.mzXML,720,BNZ,142dpi,RV_bottom,E12,P140,0.0000602
X720_Group15_142dpi_RV_top_220_G_E12_P136.mzXML,720,BNZ,142dpi,RV_top,E12,P136,0.000167597
X751_Group3E_142dpi_LA_226_G_F6_P120.mzXML,751,infected,142dpi,LA,F6,P120,0.002701864
X751_Group3E_142dpi_LV_bottom_226_G_F6_P132.mzXML,751,infected,142dpi,LV_bottom,F6,P132,0.000695979
X751_Group3E_142dpi_LV_top_226_G_F6_P128.mzXML,751,infected,142dpi,LV_top,F6,P128,0.000800256
X751_Group3E_142dpi_RA_226_G_F6_P124.mzXML,751,infected,142dpi,RA,F6,P124,0.005657812
X751_Group3E_142dpi_RV_bottom_226_G_F6_P140.mzXML,751,infected,142dpi,RV_bottom,F6,P140,0.0000624
X751_Group3E_142dpi_RV_top_226_G_F6_P136.mzXML,751,infected,142dpi,RV_top,F6,P136,0.001202458
X752_Group3E_142dpi_LA_227_G_F7_P120.mzXML,752,infected,142dpi,LA,F7,P120,0.002079755
X752_Group3E_142dpi_LV_bottom_227_G_F7_P132.mzXML,752,infected,142dpi,LV_bottom,F7,P132,0.000242945
X752_Group3E_142dpi_LV_top_227_G_F7_P128.mzXML,752,infected,142dpi,LV_top,F7,P128,0.001139321
X752_Group3E_142dpi_RA_227_G_F7_P124.mzXML,752,infected,142dpi,RA,F7,P124,0.003647437
X752_Group3E_142dpi_RV_bottom_227_G_F7_P140.mzXML,752,infected,142dpi,RV_bottom,F7,P140,0
X752_Group3E_142dpi_RV_top_227_G_F7_P136.mzXML,752,infected,142dpi,RV_top,F7,P136,0.000576867
X753_Group3E_142dpi_LA_228_G_F8_P120.mzXML,753,infected,142dpi,LA,F8,P120,0.000738733
X753_Group3E_142dpi_LV_bottom_228_G_F8_P132.mzXML,753,infected,142dpi,LV_bottom,F8,P132,0.000191507
X753_Group3E_142dpi_LV_top_228_G_F8_P128.mzXML,753,infected,142dpi,LV_top,F8,P128,0.00057766
X753_Group3E_142dpi_RA_228_G_F8_P124.mzXML,753,infected,142dpi,RA,F8,P124,0.003431166
X753_Group3E_142dpi_RV_bottom_228_G_F8_P140.mzXML,753,infected,142dpi,RV_bottom,F8,P140,0.000176
X753_Group3E_142dpi_RV_top_228_G_F8_P136.mzXML,753,infected,142dpi,RV_top,F8,P136,0.000705598
X754_Group3E_142dpi_LA_229_G_F9_P120.mzXML,754,infected,142dpi,LA,F9,P120,0.00039849
X754_Group3E_142dpi_LV_bottom_229_G_F9_P132.mzXML,754,infected,142dpi,LV_bottom,F9,P132,0
X754_Group3E_142dpi_LV_top_229_G_F9_P128.mzXML,754,infected,142dpi,LV_top,F9,P128,0.000589652
X754_Group3E_142dpi_RA_229_G_F9_P124.mzXML,754,infected,142dpi,RA,F9,P124,0.000936574
X754_Group3E_142dpi_RV_bottom_229_G_F9_P140.mzXML,754,infected,142dpi,RV_bottom,F9,P140,0.0001349
X754_Group3E_142dpi_RV_top_229_G_F9_P136.mzXML,754,infected,142dpi,RV_top,F9,P136,0.0000427
X755_Group3E_142dpi_LA_230_G_F10_P120.mzXML,755,infected,142dpi,LA,F10,P120,0.001300849
X755_Group3E_142dpi_LV_bottom_230_G_F10_P132.mzXML,755,infected,142dpi,LV_bottom,F10,P132,0
X755_Group3E_142dpi_LV_top_230_G_F10_P128.mzXML,755,infected,142dpi,LV_top,F10,P128,0.00107016
X755_Group3E_142dpi_RA_230_G_F10_P124.mzXML,755,infected,142dpi,RA,F10,P124,0.002393614
X755_Group3E_142dpi_RV_bottom_230_G_F10_P140.mzXML,755,infected,142dpi,RV_bottom,F10,P140,0.003446841
X755_Group3E_142dpi_RV_top_230_G_F10_P136.mzXML,755,infected,142dpi,RV_top,F10,P136,0.000333156
X781_Group9_142dpi_LA_231_G_F11_P120.mzXML,781,combo,142dpi,LA,F11,P120,0.002814208
X781_Group9_142dpi_LV_bottom_231_G_F11_P132.mzXML,781,combo,142dpi,LV_bottom,F11,P132,0.0000805
X781_Group9_142dpi_LV_top_231_G_F11_P128.mzXML,781,combo,142dpi,LV_top,F11,P128,0.000266871
X781_Group9_142dpi_RA_231_G_F11_P124.mzXML,781,combo,142dpi,RA,F11,P124,0.004063653
X781_Group9_142dpi_RV_bottom_231_G_F11_P140.mzXML,781,combo,142dpi,RV_bottom,F11,P140,0
X781_Group9_142dpi_RV_top_231_G_F11_P136.mzXML,781,combo,142dpi,RV_top,F11,P136,0.000574648
X782_Group9_142dpi_LA_232_G_F12_P120.mzXML,782,combo,142dpi,LA,F12,P120,0.004115445
X782_Group9_142dpi_LV_bottom_232_G_F12_P132.mzXML,782,combo,142dpi,LV_bottom,F12,P132,0.000930857
X782_Group9_142dpi_LV_top_232_G_F12_P128.mzXML,782,combo,142dpi,LV_top,F12,P128,0.001598721
X782_Group9_142dpi_RA_232_G_F12_P124.mzXML,782,combo,142dpi,RA,F12,P124,0.005303991
X782_Group9_142dpi_RV_bottom_232_G_F12_P140.mzXML,782,combo,142dpi,RV_bottom,F12,P140,0.002830634
X782_Group9_142dpi_RV_top_232_G_F12_P136.mzXML,782,combo,142dpi,RV_top,F12,P136,0.0000643
X783_Group9_142dpi_LA_233_G_G1_P120.mzXML,783,combo,142dpi,LA,G1,P120,0.001358827
X783_Group9_142dpi_LV_bottom_233_G_G1_P132.mzXML,783,combo,142dpi,LV_bottom,G1,P132,0.00043498
X783_Group9_142dpi_LV_top_233_G_G1_P128.mzXML,783,combo,142dpi,LV_top,G1,P128,0.001832101
X783_Group9_142dpi_RA_233_G_G1_P124.mzXML,783,combo,142dpi,RA,G1,P124,0.00158916
X783_Group9_142dpi_RV_bottom_233_G_G1_P140.mzXML,783,combo,142dpi,RV_bottom,G1,P140,0
X783_Group9_142dpi_RV_top_233_G_G1_P136.mzXML,783,combo,142dpi,RV_top,G1,P136,0.0001055
X784_Group9_142dpi_LA_234_G_G2_P120.mzXML,784,combo,142dpi,LA,G2,P120,0.000960926
X784_Group9_142dpi_LV_bottom_234_G_G2_P132.mzXML,784,combo,142dpi,LV_bottom,G2,P132,0.000337471
X784_Group9_142dpi_LV_top_234_G_G2_P128.mzXML,784,combo,142dpi,LV_top,G2,P128,0.001089731
X784_Group9_142dpi_RA_234_G_G2_P124.mzXML,784,combo,142dpi,RA,G2,P124,0.002675411
X784_Group9_142dpi_RV_bottom_234_G_G2_P140.mzXML,784,combo,142dpi,RV_bottom,G2,P140,0
X784_Group9_142dpi_RV_top_234_G_G2_P136.mzXML,784,combo,142dpi,RV_top,G2,P136,0.000364345
X785_Group9_142dpi_LA_235_G_G3_P120.mzXML,785,combo,142dpi,LA,G3,P120,0.002823466
X785_Group9_142dpi_LV_bottom_235_G_G3_P132.mzXML,785,combo,142dpi,LV_bottom,G3,P132,0.000398411
X785_Group9_142dpi_LV_top_235_G_G3_P128.mzXML,785,combo,142dpi,LV_top,G3,P128,0.002162578
X785_Group9_142dpi_RA_235_G_G3_P124.mzXML,785,combo,142dpi,RA,G3,P124,0.001414955
X785_Group9_142dpi_RV_bottom_235_G_G3_P140.mzXML,785,combo,142dpi,RV_bottom,G3,P140,0.0000901
X785_Group9_142dpi_RV_top_235_G_G3_P136.mzXML,785,combo,142dpi,RV_top,G3,P136,0.000519554
X801_Group15_142dpi_LA_241_G_G9_P120.mzXML,801,BNZ,142dpi,LA,G9,P120,0.002717918
X801_Group15_142dpi_LV_bottom_241_G_G9_P132.mzXML,801,BNZ,142dpi,LV_bottom,G9,P132,0.00010731
X801_Group15_142dpi_LV_top_241_G_G9_P128.mzXML,801,BNZ,142dpi,LV_top,G9,P128,0.0001236
X801_Group15_142dpi_RA_241_G_G9_P124.mzXML,801,BNZ,142dpi,RA,G9,P124,0.004513954
X801_Group15_142dpi_RV_bottom_241_G_G9_P140.mzXML,801,BNZ,142dpi,RV_bottom,G9,P140,0
X801_Group15_142dpi_RV_top_241_G_G9_P136.mzXML,801,BNZ,142dpi,RV_top,G9,P136,0
X802_Group15_142dpi_LA_242_G_G10_P120.mzXML,802,BNZ,142dpi,LA,G10,P120,0.011441982
X802_Group15_142dpi_LV_bottom_242_G_G10_P132.mzXML,802,BNZ,142dpi,LV_bottom,G10,P132,0.0000368
X802_Group15_142dpi_LV_top_242_G_G10_P128.mzXML,802,BNZ,142dpi,LV_top,G10,P128,0.000443898
X802_Group15_142dpi_RA_242_G_G10_P124.mzXML,802,BNZ,142dpi,RA,G10,P124,0.001446315
X802_Group15_142dpi_RV_bottom_242_G_G10_P140.mzXML,802,BNZ,142dpi,RV_bottom,G10,P140,0.0000679
X802_Group15_142dpi_RV_top_242_G_G10_P136.mzXML,802,BNZ,142dpi,RV_top,G10,P136,0.0000866
X803_Group15_142dpi_LA_243_G_G11_P120.mzXML,803,BNZ,142dpi,LA,G11,P120,0.001955901
X803_Group15_142dpi_LV_bottom_243_G_G11_P132.mzXML,803,BNZ,142dpi,LV_bottom,G11,P132,0.000212535
X803_Group15_142dpi_LV_top_243_G_G11_P128.mzXML,803,BNZ,142dpi,LV_top,G11,P128,0.000486743
X803_Group15_142dpi_RA_243_G_G11_P124.mzXML,803,BNZ,142dpi,RA,G11,P124,0.001458816
X803_Group15_142dpi_RV_bottom_243_G_G11_P140.mzXML,803,BNZ,142dpi,RV_bottom,G11,P140,0.000332044
X803_Group15_142dpi_RV_top_243_G_G11_P136.mzXML,803,BNZ,142dpi,RV_top,G11,P136,0.000223127
X804_Group15_142dpi_LA_244_G_G12_P120.mzXML,804,BNZ,142dpi,LA,G12,P120,0.00039539
X804_Group15_142dpi_LV_bottom_244_G_G12_P132.mzXML,804,BNZ,142dpi,LV_bottom,G12,P132,0.000149423
X804_Group15_142dpi_LV_top_244_G_G12_P128.mzXML,804,BNZ,142dpi,LV_top,G12,P128,0.000282587
X804_Group15_142dpi_RA_244_G_G12_P124.mzXML,804,BNZ,142dpi,RA,G12,P124,0.002415577
X804_Group15_142dpi_RV_bottom_244_G_G12_P140.mzXML,804,BNZ,142dpi,RV_bottom,G12,P140,0
X804_Group15_142dpi_RV_top_244_G_G12_P136.mzXML,804,BNZ,142dpi,RV_top,G12,P136,0.000480735
X805_Group15_142dpi_LA_245_G_H1_P120.mzXML,805,BNZ,142dpi,LA,H1,P120,0.000607254
X805_Group15_142dpi_LV_bottom_245_G_H1_P132.mzXML,805,BNZ,142dpi,LV_bottom,H1,P132,0.0001363
X805_Group15_142dpi_LV_top_245_G_H1_P128.mzXML,805,BNZ,142dpi,LV_top,H1,P128,0.001412917
X805_Group15_142dpi_RA_245_G_H1_P124.mzXML,805,BNZ,142dpi,RA,H1,P124,0.000984478
X805_Group15_142dpi_RV_bottom_245_G_H1_P140.mzXML,805,BNZ,142dpi,RV_bottom,H1,P140,0.000142
X805_Group15_142dpi_RV_top_245_G_H1_P136.mzXML,805,BNZ,142dpi,RV_top,H1,P136,0.000168202
