organ,LA,LVB,LVT,RA,RVB,RVT,all_sum
X526.315_5.76,0,0.0000759,0.000252263,0.0000371,0,0,0.000365263
X766.448_2.91,0.000122552,0,0.0001047,0,0.000138386,0,0.000365638
X287.889_5.906,0.000104857,0,0,0,0.0000788,0.000182844,0.000366501
X836.543_3.594,0,0,0.00036728,0,0,0,0.00036728
X389.232_2.717,0,0.000169257,0.000198458,0,0,0,0.000367715
X794.604_3.274,0,0,0,0,0.000368037,0,0.000368037
X406.164_2.363,0.0000131,1.17E-04,2.38E-04,0.00E+00,0.00E+00,0,0.0003681
X428.205_2.248,0.0000796,1.76E-04,1.67E-05,0.00E+00,1.75E-05,0.0000784,0.0003682
X516.237_2.545,0.00030791,0.0000236,0.000037,0,0,0,0.00036851
X417.337_3.233,0.0000465,0,0,0,0,0.000322577,0.000369077
X718.574_3.397,0.000196865,0,0,0.000172824,0,0,0.000369689
X784.547_3.694,0.000355105,0,0.0000147,0,0,0,0.000369805
X318.887_5.829,0,0,0,0.0000552,0.000188096,0.000126957,0.000370253
X500.241_2.634,0.0001423,9.74E-05,1.31E-04,0.00E+00,0.00E+00,0,0.0003707
X217.12_4.242,0,0.000251021,0,0.000119837,0,0,0.000370858
X294.155_0.318,0.0000677,0,0,0,0,0.00030334,0.00037104
X512.823_4.385,0,0,0,0,0.000371884,0,0.000371884
X724.439_2.916,0.000215774,0,0.0000931,0,0.000064,0,0.000372874
X878.538_3.154,0.0001321,0,0,0.000240914,0,0,0.000373014
X341.305_3.054,0.0001658,0.00E+00,1.89E-04,0.00E+00,1.85E-05,0,0.0003733
X508.376_3.076,0,0,0.0002029,0.000153453,0.0000192,0,0.000375553
X606.318_2.737,0,0.000289279,0,0,0.0000872,0,0.000376479
X403.213_2.593,0,0.000376509,0,0,0,0,0.000376509
X423.237_2.603,0.0001325,0,0.000244083,0,0,0,0.000376583
X303.131_0.336,0.0000437,0.000332953,0,0,0,0,0.000376653
X244.98_0.316,0.0000444,0,0,0.000333911,0,0,0.000378311
X122.082_0.599,0,0,0,0,0.0001095,0.000269663,0.000379163
X590.427_3.075,0.0000654,0.0000468,0,0.000267093,0,0,0.000379293
X160.109_6.635,0,1.37E-04,0.00E+00,0.00E+00,0.00E+00,0.0002424,0.0003794
X474.343_2.839,0.0000339,0,0,0,0.00025478,0.0000917,0.00038038
X734.569_4.824,0,0,0,0.000380742,0,0,0.000380742
X1318.665_3.329,0.0000321,0.00E+00,0.00E+00,3.51E-04,0.00E+00,0,0.0003831
X344.229_2.208,0.000383163,0,0,0,0,0,0.000383163
X261.185_2.107,0,0,0.000367639,0.0000164,0,0,0.000384039
X352.306_2.997,0,0.000118103,0,0.00004,0,0.000226703,0.000384806
X337.167_3.276,0,0.00E+00,8.41E-05,6.28E-05,2.38E-04,0,0.0003849
X435.99_0.312,0,0,0,0,0.000385695,0,0.000385695
X231.073_0.435,0.000132371,0.000167116,0.0000866,0,0,0,0.000386087
X677.099_2.36,0.0002116,1.03E-04,2.91E-05,4.24E-05,0.00E+00,0,0.0003861
X776.558_3.73,0,0,0.000386206,0,0,0,0.000386206
X249.114_2.344,0.0002129,4.24E-05,1.02E-04,2.94E-05,0.00E+00,0,0.0003867
X240.232_3.555,0.0003439,0.00E+00,0.00E+00,4.29E-05,0.00E+00,0,0.0003868
X339.289_2.941,0.0001335,0,0,0.0001534,0.000100048,0,0.000386948
X692.522_3.611,0.0003725,0.00E+00,1.48E-05,0.00E+00,0.00E+00,0,0.0003873
X834.585_3.964,0.00030137,0,0,0.0000861,0,0,0.00038747
X718.574_5.582,0.000387889,0,0,0,0,0,0.000387889
X792.589_3.261,0,0,0.0000564,0,0.000332244,0,0.000388644
X744.59_3.613,0.000196709,0,0,0,0.000191958,0,0.000388667
X422.312_2.561,0.0002689,0,0.000121285,0,0,0,0.000390185
X113.518_3.628,0,0.000391347,0,0,0,0,0.000391347
X766.5_3.304,0.0000364,0.0000382,0.000245006,0.0000719,0,0,0.000391506
X205.159_3.027,0,0,0,0,0.000391838,0,0.000391838
X446.736_5.608,0,0,0.000392242,0,0,0,0.000392242
X774.543_4.007,0.0000603,0,0.0000593,0,0.000272888,0,0.000392488
X578.317_2.257,0.0001265,5.04E-05,9.26E-05,1.23E-04,0.00E+00,0,0.0003925
X370.126_2.341,0.000295001,0,0.0000648,0.0000328,0,0,0.000392601
X664.31_2.524,0,2.37E-05,2.70E-04,0.00E+00,9.96E-05,0,0.0003933
X654.398_3.023,0.0001228,0,0,0.000271079,0,0,0.000393879
X614.484_3.156,0.000287955,0,0,0,0,0.0001071,0.000395055
X339.3_3.045,0.00039596,0,0,0,0,0,0.00039596
X834.6_4.663,0.000396044,0,0,0,0,0,0.000396044
X287.889_6.133,0.000396209,0,0,0,0,0,0.000396209
X421.222_2.666,0.0000237,0,0.000373253,0,0,0,0.000396953
X652.382_3.047,0,0,0,0.00028283,0,0.000114504,0.000397334
X443.205_2.666,0,0.000397437,0,0,0,0,0.000397437
X745.622_3.35,0.0003607,0,0,0.0000377,0,0,0.0003984
X370.158_5.642,0.0000253,0,0.000327401,0.000046,0,0,0.000398701
X432.281_2.268,0.00030585,0.0000503,0,0.0000431,0,0,0.00039925
X475.196_2.407,0,0.000399266,0,0,0,0,0.000399266
X696.408_3.026,0.0001433,0.0000342,0.000160149,0.0000619,0,0,0.000399549
X447.074_2.183,0,0,0.00036814,0.0000319,0,0,0.00040004
X303.305_3.529,0,0,0,0,0.000191529,0.000208906,0.000400435
X756.48_3.227,0.000311127,0,0.0000905,0,0,0,0.000401627
X196.017_2.941,0,0,0.000101996,0.000300619,0,0,0.000402615
X433.252_2.869,0,0,0,0.00040281,0,0,0.00040281
X815.699_3.272,0.0000312,0,0.000302042,0.0000711,0,0,0.000404342
X833.587_3.863,0,0,0.000404464,0,0,0,0.000404464
X818.591_3.695,0,0,0,0,0.000404467,0,0.000404467
X777.435_2.264,0.000229106,0,0,0.00017666,0,0,0.000405766
X354.373_3.821,0.0004083,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0004083
X127.039_6.611,0.0001099,0,0.000298895,0,0,0,0.000408795
X122.06_1.136,0,0,0.000408989,0,0,0,0.000408989
X125.096_1.522,0,0.00E+00,4.10E-04,0.00E+00,0.00E+00,0,0.00041
X552.402_3.174,0.0000615,0,0.000348845,0,0,0,0.000410345
X103.956_5.454,0,0.000411661,0,0,0,0,0.000411661
X272.222_3.305,0,0,0,0,0.000124077,0.000287605,0.000411682
X127.112_0.415,0,0,0.000411845,0,0,0,0.000411845
X592.325_2.825,0,0,0.000228349,0,0,0.000183812,0.000412161
X111.056_1.049,0,0.000170638,0.000209766,0,0,0.000033,0.000413404
X722.423_3.028,0.0001369,0,0.0001902,0.0000874,0,0,0.0004145
X690.433_2.989,0.0002675,0.00E+00,1.47E-04,0.00E+00,0.00E+00,0,0.0004145
X331.263_3.302,0.000361606,0,0.0000363,0,0.0000167,0,0.000414606
X149.956_2.576,0,0,0,0,0.000414845,0,0.000414845
X533.326_2.618,0,0,0.000415435,0,0,0,0.000415435
X794.566_5.577,0.000309753,0,0.0001057,0,0,0,0.000415453
X198.129_2.333,0,0,0.000417215,0,0,0,0.000417215
X267.206_3.338,0,0,0.0002478,0.000169761,0,0,0.000417561
X832.582_5.552,0,0,0,0,0.000417882,0,0.000417882
X331.263_3.275,0.000215102,0,0.0000262,0,0.000177686,0,0.000418988
X294.243_2.915,0.000260981,0,0,0.0001589,0,0,0.000419881
X125.096_1.787,0,0,0.000420261,0,0,0,0.000420261
X320.975_0.302,0.0003904,0.00E+00,3.13E-05,0.00E+00,0.00E+00,0,0.0004217
X291.232_3.009,0.0003517,7.05E-05,0.00E+00,0.00E+00,0.00E+00,0,0.0004222
X391.284_3.524,0.0004224,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0004224
X332.091_0.86,0.000187111,0,0.000108928,0.000126744,0,0,0.000422783
X665.976_2.25,0.0004251,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0004251
X403.358_3.54,0.0000738,0,0.0000738,0.0000941,0.00018405,0,0.00042575
X612.815_2.332,0.000375398,0,0.0000516,0,0,0,0.000426998
X766.574_4.17,0.000427543,0,0,0,0,0,0.000427543
X810.6_5.007,0.000428324,0,0,0,0,0,0.000428324
X356.316_2.956,0.000428752,0,0,0,0,0,0.000428752
X808.568_3.107,0,0.000065,0.000207685,0.000157885,0,0,0.00043057
X706.464_3.123,0.0002885,0.00E+00,0.00E+00,7.30E-05,3.18E-05,0.0000374,0.0004307
X399.215_2.819,0,0.000270794,0.0000871,0,0.0000744,0,0.000432294
X282.206_2.716,0.000432834,0,0,0,0,0,0.000432834
X383.331_3.439,0.000137994,0,0.00011454,0.0000873,0.0000387,0.0000547,0.000433234
X364.251_2.929,0,0,0.000143063,0.000291227,0,0,0.00043429
X164.129_0.424,0,0.000220374,0,0,0,0.000214,0.000434374
X438.379_3.197,0.000282509,0,0,0.000017,0,0.0001349,0.000434409
X786.491_3.166,0.000193,0.00E+00,1.72E-04,4.12E-05,2.84E-05,0,0.0004346
X601.336_5.631,0.0001408,0,0.000293819,0,0,0,0.000434619
X729.59_5.578,0.000434815,0,0,0,0,0,0.000434815
X344.279_2.867,0.000343422,0.0000425,0,0.0000495,0,0,0.000435422
X398.763_5.72,0,0,0,0,0.000435852,0,0.000435852
X729.59_4.03,0.000437827,0,0,0,0,0,0.000437827
X622.265_2.408,0,0.000332134,0.0001059,0,0,0,0.000438034
X628.383_2.98,0.0000219,0.00E+00,3.30E-05,8.45E-05,2.58E-04,0.0000407,0.0004381
X114.074_2.118,0.000438293,0,0,0,0,0,0.000438293
X766.574_4.106,0.000425305,0,0,0.0000137,0,0,0.000439005
X860.54_3.447,0,0,0.0000155,0,0.000423906,0,0.000439406
X304.015_2.43,0,0,0,0.000377319,0.000063,0,0.000440319
X512.336_2.725,0.0000142,0.000191006,0.000235447,0,0,0,0.000440653
X103.956_5.227,0,0.00044185,0,0,0,0,0.00044185
X337.237_2.86,0.0003531,7.54E-05,1.36E-05,0.00E+00,0.00E+00,0,0.0004421
X822.526_3.333,0.000350686,0,0.0000222,0.0000175,0.0000523,0,0.000442686
X155.991_2.151,0,0,0,0.000443359,0,0,0.000443359
X185.154_1.839,0,0,0.000443844,0,0,0,0.000443844
X636.352_2.816,0,4.44E-04,0.00E+00,0.00E+00,0.00E+00,0,0.000444
X307.227_3.143,0.0001507,0.000255887,0.0000375,0,0,0,0.000444087
X790.574_4.218,0,0,0.000199849,0,0.000244705,0,0.000444554
X325.183_2.735,0,0,0.00032335,0.0001222,0,0,0.00044555
X720.59_3.536,0.000446802,0,0,0,0,0,0.000446802
X746.51_3.501,0.000446832,0,0,0,0,0,0.000446832
X429.212_2.192,0.0003903,0.00E+00,0.00E+00,4.16E-05,1.52E-05,0,0.0004471
X834.585_3.415,0.000425513,0,0,0.0000216,0,0,0.000447113
X703.574_4.303,0.000264986,0,0.000166621,0.0000163,0,0,0.000447907
X447.232_2.538,0.000017,0,0.000183056,0,0.0000728,0.0001755,0.000448356
X325.216_3.007,0,0.0001166,0.0001812,0,0.000151399,0,0.000449199
X324.243_2.7,0.0000746,0.0000977,0.0000586,0.000218903,0,0,0.000449803
X447.237_2.609,0,0.000353216,0,0,0.0000989,0,0.000452116
X438.322_2.729,0.000241009,0,0,0,0.000212088,0,0.000453097
X152.995_2.46,0,0,0,0.000454173,0,0,0.000454173
X159.969_6.506,0.000428994,0,0,0.0000262,0,0,0.000455194
X194.022_5.955,0,0,0,0,0.000188327,0.000267479,0.000455806
X774.601_5.586,0.000456735,0,0,0,0,0,0.000456735
X495.663_2.271,0.0003792,0.00E+00,0.00E+00,2.98E-05,5.00E-05,0,0.000459
X185.154_1.56,0,0,0.000459471,0,0,0,0.000459471
X361.201_3.016,0,0.0000916,0.000052,0,0,0.000316277,0.000459877
X116.107_6.632,0,0,0.000461136,0,0,0,0.000461136
X147.063_2.514,0,0,0,0,0,0.00046382,0.00046382
X248.14_3.254,0.000161,0,0,0.000303042,0,0,0.000464042
X361.274_2.889,0.0003565,0.00E+00,9.43E-05,1.44E-05,0.00E+00,0,0.0004652
X335.279_3.001,0.0000229,0.000123013,0.000018,0.000156,0,0.000145377,0.00046529
X290.61_2.88,0.0000294,0.000217383,0,0.0000298,0,0.000188861,0.000465444
X278.095_2.623,0.0000335,0.0002206,0.000211475,0,0,0,0.000465575
X125.096_1.857,0,0,0.000465852,0,0,0,0.000465852
X772.526_3.686,0.000360963,0,0.000082,0,0.0000243,0,0.000467263
X365.196_2.648,0.0000531,0.0000941,0.000320464,0,0,0,0.000467664
X780.516_3.395,0,0.0000892,0.000287176,0.0000935,0,0,0.000469876
X630.413_3.089,0.0001175,0.00E+00,3.37E-04,1.55E-05,0.00E+00,0,0.00047
X231.098_0.31,0,0.0000235,0,0,0.000446896,0,0.000470396
X730.465_3.236,0.000358211,0,0.0000726,0,0.0000397,0,0.000470511
X664.455_3.195,0.0002934,0.00E+00,0.00E+00,1.80E-04,0.00E+00,0,0.0004734
X277.995_0.326,0.0000259,0.0001665,0.000237269,0,0.0000442,0,0.000473869
X654.398_3.076,0.000454308,0,0,0,0.0000199,0,0.000474208
X372.347_2.911,0.00008106,0,0,0.000268603,0,0.000124552,0.000474215
X122.06_1.53,0,0,0.000474584,0,0,0,0.000474584
X577.519_3.773,0.000474796,0,0,0,0,0,0.000474796
X447.234_2.604,0,0.0001556,0.00024022,0,0.00008,0,0.00047582
X130.087_2.008,0,0,0.000477248,0,0,0,0.000477248
X814.15_2.341,0,0.0000671,0,0,0.000366794,0.0000439,0.000477794
X922.549_2.391,0,1.26E-04,5.83E-05,0.00E+00,5.27E-05,0.0002414,0.0004784
X750.542_4.149,0.000428617,0,0,0,0.0000499,0,0.000478517
X490.818_3.733,0,0,0,0,0.000479981,0,0.000479981
X445.209_2.234,0.0001108,2.11E-04,1.59E-04,0.00E+00,0.00E+00,0,0.0004808
X649.755_2.425,0.000254,8.41E-05,1.18E-04,0.00E+00,2.48E-05,0,0.0004809
X621.571_2.18,0.0002013,0,0,0,0.000236244,0.0000437,0.000481244
X159.065_1.984,0,0,0.000481398,0,0,0,0.000481398
X570.458_3.173,0.00041721,0,0,0,0,0.0000643,0.00048151
X104.964_0.385,0,0,0,0.000482288,0,0,0.000482288
X804.538_3.258,0.000439038,0,0.0000434,0,0,0,0.000482438
X412.306_2.696,0.0000741,0.0000996,0.00007,0,0.000238776,0,0.000482476
X459.2_2.608,0,0.000439331,0.0000434,0,0,0,0.000482731
X757.621_3.499,0.000483093,0,0,0,0,0,0.000483093
X482.406_3.188,0.000212195,0,0.0000457,0,0.0000791,0.0001464,0.000483395
X820.378_2.391,0,0.0000253,0,0,0.0002336,0.000224796,0.000483696
X746.461_3.116,0,0,0.0000386,0,0.000262622,0.0001833,0.000484522
X313.274_3.226,0.000408,0.00E+00,5.88E-05,1.81E-05,0.00E+00,0,0.0004849
X621.303_3.107,0.000442455,0,0.0000471,0,0,0,0.000489555
X528.411_2.98,0,0.00E+00,2.02E-05,4.09E-04,6.08E-05,0,0.00049
X730.429_3.016,0.000136355,0,0,0.000055,0.000299192,0,0.000490547
X301.216_2.703,0.0001132,0,0.00029788,0,0.0000188,0.0000616,0.00049148
X808.584_3.586,0.000377337,0,0.0000597,0.0000566,0,0,0.000493637
X126.103_1.247,0,0,0,0,0.00049429,0,0.00049429
X610.406_3.059,0.0001289,0,0,0.000365583,0,0,0.000494483
X810.563_3.543,0.000494658,0,0,0,0,0,0.000494658
X502.224_2.413,0.0002666,0.000160053,0.0000178,0,0.0000503,0,0.000494753
X704.448_3.178,0.000297925,0,0.000162654,0.0000359,0,0,0.000496479
X117.028_5.813,0,0.0000473,0,0,0,0.000449762,0.000497062
X914.574_3.336,0,0.0000869,0.000201207,0.0000411,0.000170071,0,0.000499278
X194.155_2.386,0.0000221,0.000461464,0.0000172,0,0,0,0.000500764
X298.115_0.465,0.0000547,0.000417626,0.0000286,0,0,0,0.000500926
X445.232_2.773,0.0001778,0.00E+00,0.00E+00,3.24E-04,0.00E+00,0,0.0005018
X864.572_3.503,0.000502082,0,0,0,0,0,0.000502082
X361.709_2.314,0.0003201,1.21E-04,4.06E-05,0.00E+00,2.05E-05,0,0.0005022
X100.076_1.227,0,0.0000205,0.000427932,0.000054,0,0,0.000502432
X276.101_0.308,0,0.000148,0,0,0,0.000355134,0.000503134
X620.356_2.999,0.0001151,0.000253284,0.0000236,0.0001116,0,0,0.000503584
X762.599_5.596,0.000295103,0.000102562,0,0,0.000106405,0,0.00050407
X254.248_3.555,0.0004074,0.00E+00,0.00E+00,9.67E-05,0.00E+00,0,0.0005041
X386.137_2.226,0,0,0,0,0,0.000504921,0.000504921
X305.248_3.146,0.0000432,3.67E-04,4.70E-05,4.87E-05,0.00E+00,0,0.0005059
X121.065_6.872,0,0,0.0003008,0,0,0.000206367,0.000507167
X136.076_2.056,0.000147024,0,0.000360583,0,0,0,0.000507607
X319.19_2.756,0.0000883,1.39E-04,2.81E-04,0.00E+00,0.00E+00,0,0.0005083
X745.622_3.563,0.0000417,0,0,0.000468416,0,0,0.000510116
X648.315_2.507,0,0,0.00051012,0,0,0,0.00051012
X261.11_2.663,0,0,0,0,0,0.000512456,0.000512456
X424.363_3.001,0.000485208,0,0,0.0000277,0,0,0.000512908
X159.065_0.501,0,0,0.00051317,0,0,0,0.00051317
X794.532_3.407,0.0000846,0.00E+00,3.69E-04,6.00E-05,0.00E+00,0,0.0005136
X811.666_3.383,0.000297226,0,0,0.000217671,0,0,0.000514897
X594.311_2.18,0.000469489,0,0,0,0.0000477,0,0.000517189
X570.341_2.459,0,0,0.00051757,0,0,0,0.00051757
X1040.532_2.538,0.0000968,0.000130544,0.0000244,0.000236633,0,0.00003,0.000518377
X285.132_2.602,0,0,0,0.000520414,0,0,0.000520414
X618.339_2.931,0.0002039,0.0000477,0.000163538,0,0.0001061,0,0.000521238
X359.221_2.98,0.00011503,0.00E+00,3.11E-04,0.00E+00,9.65E-05,0,0.00052253
X580.361_3.113,0.000523771,0,0,0,0,0,0.000523771
X592.29_2.443,0,0.0002128,0.000311013,0,0,0,0.000523813
X774.6_3.438,0.000236076,0,0,0.000292508,0,0,0.000528584
X203.007_0.308,0,0.0000811,0.0000425,0,0.000405356,0,0.000528956
X122.06_1.755,0,0,0.000529414,0,0,0,0.000529414
X922.674_2.39,0,0,0.0001042,0,0.0000979,0.000328574,0.000530674
X127.039_1.427,0.0002972,0,0.000234234,0,0,0,0.000531434
X784.511_3.335,0.0003669,0.00E+00,1.06E-04,4.42E-05,1.46E-05,0,0.0005317
X213.185_2.078,0,0,0.000532315,0,0,0,0.000532315
X159.969_6.567,0.0002266,0,0,0.00030572,0,0,0.00053232
X504.26_2.172,0.000234965,0,0.0000244,0.000273218,0,0,0.000532583
X298.274_2.799,0.000468672,0,0,0,0.0000653,0,0.000533972
X211.001_2.403,0,0.0000534,0,0.000300619,0,0.000179964,0.000533983
X770.496_3.311,0.000452191,0,0.0000685,0.0000147,0,0,0.000535391
X689.558_3.728,0.000519445,0,0.0000162,0,0,0,0.000535645
X577.519_3.672,0.000536061,0,0,0,0,0,0.000536061
X147.081_2.966,0,0.000536287,0,0,0,0,0.000536287
X328.285_2.89,0.0005365,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.0005365
X372.459_2.145,0.000362,0,0,0.000130303,0.0000448,0,0.000537103
X892.53_3.261,0,0,0.0002401,0,0.000298823,0,0.000538923
X622.314_2.637,0,5.24E-04,0.00E+00,0.00E+00,1.51E-05,0,0.0005391
X260.223_2.558,0.0001355,0.000403621,0,0,0,0,0.000539121
X618.341_2.787,0,0.000427954,0.0001128,0,0,0,0.000540754
X768.553_3.511,0,0.000124527,0,0,0.000416407,0,0.000540934
X762.506_3.463,0.000489928,0,0.0000218,0.0000294,0,0,0.000541128
X265.144_2.511,0.000036,0.0003129,0.000192544,0,0,0,0.000541444
X335.143_2.416,0.000202937,0.0001524,0.0000895,0,0.0000992,0,0.000544037
X127.039_2.025,0.000544979,0,0,0,0,0,0.000544979
X216.045_2.521,0,1.77E-04,0.00E+00,0.00E+00,2.34E-04,0.0001356,0.0005466
X548.335_2.94,0.0003124,9.65E-05,1.21E-04,1.81E-05,0.00E+00,0,0.000548
X128.082_5.096,0.000548332,0,0,0,0,0,0.000548332
X437.218_2.55,0,0.000329208,0.000220125,0,0,0,0.000549333
X766.537_3.976,0.000164742,0,0.0000789,0.000164564,0.000142153,0,0.000550359
X748.511_3.295,0.00055137,0,0,0,0,0,0.00055137
X234.957_0.346,0,0,0,0.000516892,0.0000345,0,0.000551392
X776.579_3.556,0.0000192,0,0,0.000504876,0.0000274,0,0.000551476
X100.012_5.6,0,0.000451014,0,0,0.0000343,0.0000666,0.000551914
X415.158_0.412,0,0.000304642,0.0000977,0,0.000149757,0,0.000552099
X525.856_3.657,0,0,0,0,0.000552641,0,0.000552641
X263.081_2.818,0,0,0,0,0,0.000553286,0.000553286
X480.278_2.619,0,0,0.000553913,0,0,0,0.000553913
X332.091_0.721,0.0000822,0,0.000255507,0.000216496,0,0,0.000554203
X820.51_3.273,0.000246382,0,0.000149,0.0000299,0.00012938,0,0.000554662
X808.584_4.337,0.0000584,0.0000289,0.000467536,0,0,0,0.000554836
X269.089_0.42,0,0,0,0,0.000555482,0,0.000555482
X742.538_3.999,0.000497843,0,0,0.0000581,0,0,0.000555943
X274.991_0.316,0.00027172,0,0.000206341,0.0000784,0,0,0.000556461
X387.217_2.697,0,0.000299511,0.00025754,0,0,0,0.000557051
X125.096_1.994,0,0,0.000557488,0,0,0,0.000557488
X157.086_6.827,0,0,0.000557722,0,0,0,0.000557722
X329.316_2.758,0,0.000325051,0,0,0,0.000233384,0.000558435
X385.129_0.304,0.0002459,2.70E-04,2.90E-05,0.00E+00,1.41E-05,0,0.000559
X199.169_1.898,0,0,0.000560917,0,0,0,0.000560917
X275.201_2.815,0.000190456,0.000206406,0.0001645,0,0,0,0.000561362
X792.589_4.249,0.000561445,0,0,0,0,0,0.000561445
X366.785_2.164,0.000395832,0,0.0000365,0.000111218,0.0000179,0,0.00056145
X603.293_3.149,0.000392702,0,0.0000208,0,0.000149225,0,0.000562727
X115.051_4.519,0.000346382,0,0,0.000217415,0,0,0.000563797
X397.219_0.349,0.000266369,0.0000646,0.0000606,0.000172326,0,0,0.000563895
X419.208_2.504,0,0.000487745,0.0000773,0,0,0,0.000565045
X353.146_2.624,0.000123284,0.000351207,0.0000455,0.0000462,0,0,0.000566191
X298.993_0.33,0.0000132,0.000429358,0,0.0000648,0.0000601,0,0.000567458
X504.834_3.66,0,0,0,0,0.000569134,0,0.000569134
X205.017_5.505,0.0001633,0.00E+00,0.00E+00,4.06E-04,0.00E+00,0,0.0005693
X410.254_2.635,0,0.000399392,0.000170231,0,0,0,0.000569623
X690.468_3.207,0.000493295,0,0,0.0000776,0,0,0.000570895
X608.32_2.596,0.0000935,0.0000455,0.000310888,0,0.000121834,0,0.000571722
X506.36_3.003,0.0000106,0.00E+00,5.64E-04,0.00E+00,0.00E+00,0,0.0005746
X349.055_0.381,0,0.0000459,0.0000313,0,0.000331604,0.000166012,0.000574816
X810.6_5.504,0.000575736,0,0,0,0,0,0.000575736
X930.572_3.157,0,0.0000713,0,0,0.000504866,0,0.000576166
X193.93_0.348,0,0,0,0.000577448,0,0,0.000577448
X696.443_3.1,0,0,0,0.000577507,0,0,0.000577507
X459.2_2.535,0,0.00055462,0,0,0.0000235,0,0.00057812
X811.667_3.276,0.000299741,0,0.000263336,0.0000151,0,0,0.000578177
X158.986_6.377,0.000464662,0,0,0,0,0.000115275,0.000579937
X352.357_3.661,0,0.0000228,0.00012765,0.000345805,0.0000841,0,0.000580355
X934.529_3.044,0.0000371,0.0000846,0.000310015,0.0000827,0.0000663,0,0.000580715
X488.823_3.514,0,0,0,0,0.000581167,0,0.000581167
X604.254_2.445,0,0.000379529,0.000201951,0,0,0,0.00058148
X776.559_5.587,0,0,0,0,0.000581646,0,0.000581646
X127.039_1.727,0.000550009,0,0.0000335,0,0,0,0.000583509
X242.212_2.726,0.000216101,0,0.0000667,0.0000871,0.000214133,0,0.000584034
X541.028_2.29,0.000441,4.43E-05,9.91E-05,0.00E+00,0.00E+00,0,0.0005844
X531.845_5.635,0,0,0,0,0.00058489,0,0.00058489
X149.013_0.333,0.000584998,0,0,0,0,0,0.000584998
X136.076_0.866,0,0,0.000552409,0,0,0.0000337,0.000586109
X451.174_2.881,0,0.0001155,0,0,0.000471954,0,0.000587454
X410.254_2.692,0,0.000257,0.000331811,0,0,0,0.000588811
X747.719_2.337,0.0000582,1.01E-04,3.29E-04,0.00E+00,1.01E-04,0,0.0005892
X676.382_2.983,0.0001408,2.17E-04,2.09E-04,2.24E-05,0.00E+00,0,0.0005892
X508.268_2.584,0.000230173,0.0002632,0.0000962,0,0,0,0.000589573
X776.557_3.583,0,0,0.000589725,0,0,0,0.000589725
X350.305_2.96,0,0.0000784,0.0000249,0.000413597,0.000073,0,0.000589897
X804.553_3.437,0.0000987,0,0.000431058,0.0000612,0,0,0.000590958
X272.088_2.077,0.0001036,0.000157728,0.00027083,0,0.000059,0,0.000591158
X226.975_1.21,0,0,0,0.000592587,0,0,0.000592587
X193.93_0.383,0,0,0,0.000592587,0,0,0.000592587
X213.185_0.826,0,0,0.000593295,0,0,0,0.000593295
X288.641_2.969,0,0.0000485,0,0.000545007,0,0,0.000593507
X339.032_2.412,0,0.00E+00,0.00E+00,4.27E-04,7.00E-05,0.0000971,0.0005941
X215.07_0.325,0.000439,0.00E+00,1.56E-04,0.00E+00,0.00E+00,0,0.000595
X983.051_2.4,0.000129,4.42E-05,1.32E-04,4.95E-05,1.33E-04,0.0001082,0.0005959
X764.433_2.927,0.000364739,0.0000258,0.0000956,0.000110236,0,0,0.000596375
X403.212_2.616,0,0.000305754,0.00029063,0,0,0,0.000596384
X105.954_4.375,0,0.000520488,0,0.0000769,0,0,0.000597388
X720.408_2.916,0.0001773,2.99E-04,5.31E-05,0.00E+00,6.82E-05,0,0.0005976
X782.569_3.123,0,0,0,0,0.000598228,0,0.000598228
X700.454_3.256,0,0.000114,0.000325619,0.0000775,0.0000817,0,0.000598819
X116.107_1.141,0,0,0.00059967,0,0,0,0.00059967
X801.684_5.591,0.000193189,0,0.000407484,0,0,0,0.000600673
X762.506_3.572,0.000587581,0,0.0000149,0,0,0,0.000602481
X167.107_2.012,0,0,0.000604379,0,0,0,0.000604379
X648.629_5,0.000569734,0,0,0.0000353,0,0,0.000605034
X553.328_2.259,0.0000308,0,0,0.000574774,0,0,0.000605574
X742.538_3.842,0.000549925,0,0.0000565,0,0,0,0.000606425
X655.314_2.28,0,0.000437933,0.0001701,0,0,0,0.000608033
X319.227_2.86,0,0.0000928,0.000515551,0,0,0,0.000608351
X792.555_4.362,0,0.000034,0,0,0.000576068,0,0.000610068
X409.725_2.21,0.0002633,1.43E-04,6.20E-05,8.57E-05,5.62E-05,0,0.0006102
X732.553_3.992,0,0,0.0000459,0.000565564,0,0,0.000611464
X385.333_3.611,0.0000585,0,0.000422204,0.0001309,0,0,0.000611604
X808.583_3.395,0.000224347,0,0.000124802,0.000262771,0,0,0.00061192
X116.107_1.037,0,0,0.000612382,0,0,0,0.000612382
X174.999_5.806,0,0.0000785,0,0,0.000174706,0.000361688,0.000614894
X249.149_2.694,0,0.000555302,0.0000597,0,0,0,0.000615002
X396.311_2.801,0.000450221,0.0000188,0.000021,0.000106275,0.0000189,0,0.000615196
X796.548_3.529,0,0.000117942,0.00014585,0,0.000351658,0,0.00061545
X215.016_0.409,0.000305,0,0,0,0.000310588,0,0.000615588
