"filename","MouseID","Treatmentgroup","DPI","organ","well_position","plate","mass_400","mass_500","mass_600","mass_700","mass_800"
"X716_Group15_142dpi_RV_bottom_216_G_E8_P140.mzXML",716,"BNZ","142dpi","RV_bottom","E8","P140",0.016965821,0.020466452,0.00064638,0,0
"X717_Group15_142dpi_RV_bottom_217_G_E9_P140.mzXML",717,"BNZ","142dpi","RV_bottom","E9","P140",0.01073308,0.012014997,6.16e-05,0,0
"X718_Group15_142dpi_RV_bottom_218_G_E10_P140.mzXML",718,"BNZ","142dpi","RV_bottom","E10","P140",0.014516474,0.01912507,0.00030749,0.000769437,0
"X719_Group15_142dpi_RV_bottom_219_G_E11_P140.mzXML",719,"BNZ","142dpi","RV_bottom","E11","P140",0.009278756,0.011863596,0,0,0
"X720_Group15_142dpi_RV_bottom_220_G_E12_P140.mzXML",720,"BNZ","142dpi","RV_bottom","E12","P140",0.013203201,0.017329112,0.000352713,0,0
"X751_Group3E_142dpi_RV_bottom_226_G_F6_P140.mzXML",751,"infected","142dpi","RV_bottom","F6","P140",0.016335059,0.01814751,0.000332725,0.000260947,0.0001281
"X752_Group3E_142dpi_RV_bottom_227_G_F7_P140.mzXML",752,"infected","142dpi","RV_bottom","F7","P140",0.006695043,0.006900587,0,0.00043091,0
"X753_Group3E_142dpi_RV_bottom_228_G_F8_P140.mzXML",753,"infected","142dpi","RV_bottom","F8","P140",0.015049297,0.01562038,0.000250894,0.02300142,0.005810353
"X754_Group3E_142dpi_RV_bottom_229_G_F9_P140.mzXML",754,"infected","142dpi","RV_bottom","F9","P140",0.01147478,0.012824873,0.000294671,0,0
"X755_Group3E_142dpi_RV_bottom_230_G_F10_P140.mzXML",755,"infected","142dpi","RV_bottom","F10","P140",0.009684411,0.01153915,0,0,0
"X781_Group9_142dpi_RV_bottom_231_G_F11_P140.mzXML",781,"combo","142dpi","RV_bottom","F11","P140",0.013530458,0.016305127,0.000342764,0,0
"X782_Group9_142dpi_RV_bottom_232_G_F12_P140.mzXML",782,"combo","142dpi","RV_bottom","F12","P140",0.013709084,0.014937589,0,0,0
"X783_Group9_142dpi_RV_bottom_233_G_G1_P140.mzXML",783,"combo","142dpi","RV_bottom","G1","P140",0.018472864,0.018734498,0.000239839,0.001198684,0
"X784_Group9_142dpi_RV_bottom_234_G_G2_P140.mzXML",784,"combo","142dpi","RV_bottom","G2","P140",0.012474659,0.014241745,0.0001088,0,0
"X785_Group9_142dpi_RV_bottom_235_G_G3_P140.mzXML",785,"combo","142dpi","RV_bottom","G3","P140",0.01285803,0.013198733,0.000141538,0.001638144,0.000185401
"X801_Group15_142dpi_RV_bottom_241_G_G9_P140.mzXML",801,"BNZ","142dpi","RV_bottom","G9","P140",0.011769697,0.015771994,0.000183612,0,0
"X802_Group15_142dpi_RV_bottom_242_G_G10_P140.mzXML",802,"BNZ","142dpi","RV_bottom","G10","P140",0.014225184,0.018622006,0.000243862,0.001152529,0
"X803_Group15_142dpi_RV_bottom_243_G_G11_P140.mzXML",803,"BNZ","142dpi","RV_bottom","G11","P140",0.014001479,0.017511573,0,0,0
"X804_Group15_142dpi_RV_bottom_244_G_G12_P140.mzXML",804,"BNZ","142dpi","RV_bottom","G12","P140",0.017526422,0.019851383,0.000306624,0,0
"X805_Group15_142dpi_RV_bottom_245_G_H1_P140.mzXML",805,"BNZ","142dpi","RV_bottom","H1","P140",0.017541619,0.024772188,0.000447064,0.00108823,0
