"filename","MouseID","Treatmentgroup","status","DPI","organ","well_position","plate","mass_400","mass_500","mass_600","mass_700","mass_800"
"X533_Group1C_142dpi_RV_top_168_G_A8_P136.mzXML",533,"Group1C","naive","142dpi","RV_top","A8","P136",0.000145535,0.001532144,0,0,0
"X534_Group1C_142dpi_RV_top_169_G_A9_P136.mzXML",534,"Group1C","naive","142dpi","RV_top","A9","P136",0.001038047,0.004464137,0,0,0
"X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML",535,"Group1C","naive","142dpi","RV_top","A10","P136",0.000436314,0.001584317,0,0,0
"X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML",551,"Group1C","naive","142dpi","RV_top","A11","P136",0,0.000759807,0,0,0
"X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML",552,"Group1C","naive","142dpi","RV_top","A12","P136",0.001382608,0.004233342,0,0,0
"X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML",553,"Group1C","naive","142dpi","RV_top","B1","P136",0.000741191,0.003148006,0,0.000310199,0
"X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML",554,"Group1C","naive","142dpi","RV_top","B2","P136",0.001008741,0.002326894,0.000104976,0,0
"X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML",555,"Group1C","naive","142dpi","RV_top","B3","P136",0.00075861,0.00187871,9e-05,0,0
"X561_Group3A_50dpi_RV_top_266_B_B4_P137.mzXML",561,"Group3A","infected","50dpi","RV_top","B4","P137",0.000940277,0.003165046,4.42e-05,0,0
"X562_Group3A_50dpi_RV_top_267_B_B5_P137.mzXML",562,"Group3A","infected","50dpi","RV_top","B5","P137",0.001271261,0.005378199,8.39e-05,0.000710929,9.85e-05
"X563_Group3A_50dpi_RV_top_268_B_B6_P137.mzXML",563,"Group3A","infected","50dpi","RV_top","B6","P137",0.000907947,0.003325517,0,0.000474284,0
"X564_Group3A_50dpi_RV_top_269_B_B7_P137.mzXML",564,"Group3A","infected","50dpi","RV_top","B7","P137",0.000854159,0.003130131,0.000209698,0.000264808,0
"X565_Group3A_50dpi_RV_top_270_B_B8_P137.mzXML",565,"Group3A","infected","50dpi","RV_top","B8","P137",0.000789376,0.004290229,0,0.001792401,0
"X646_Group3A_50dpi_RV_top_271_B_B9_P137.mzXML",646,"Group3A","infected","50dpi","RV_top","B9","P137",0.002120313,0.006682713,0,0.001948736,0.000371743
"X647_Group3A_50dpi_RV_top_272_B_B10_P137.mzXML",647,"Group3A","infected","50dpi","RV_top","B10","P137",0.001088889,0.00413331,0,0,0
"X648_Group3A_50dpi_RV_top_273_B_B11_P137.mzXML",648,"Group3A","infected","50dpi","RV_top","B11","P137",0.000491088,0.001983087,0,0,0
"X649_Group3A_50dpi_RV_top_274_B_B12_P137.mzXML",649,"Group3A","infected","50dpi","RV_top","B12","P137",0.000516711,0.004158753,0,0.000276335,0
"X650_Group3A_50dpi_RV_top_275_B_C1_P137.mzXML",650,"Group3A","infected","50dpi","RV_top","C1","P137",0.000656912,0.001052288,0.000519,0,0
"X731_Group3A_50dpi_RV_top_276_B_C2_P137.mzXML",731,"Group3A","infected","50dpi","RV_top","C2","P137",0.00105534,0.003226437,4.15e-05,0.000269506,0
"X732_Group3A_50dpi_RV_top_277_B_C3_P137.mzXML",732,"Group3A","infected","50dpi","RV_top","C3","P137",0.000244836,0.003874567,0,0,0
"X733_Group3A_50dpi_RV_top_278_B_C4_P137.mzXML",733,"Group3A","infected","50dpi","RV_top","C4","P137",0.000416412,0.001575199,0,0,0
"X734_Group3A_50dpi_RV_top_279_B_C5_P137.mzXML",734,"Group3A","infected","50dpi","RV_top","C5","P137",0.000850581,0.001495618,0,0,0
"X735_Group3A_50dpi_RV_top_280_B_C6_P137.mzXML",735,"Group3A","infected","50dpi","RV_top","C6","P137",0.000221963,0.003994043,0,0,0
"X566_Group3B_70dpi_RV_top_296_B_D10_P137.mzXML",566,"Group3B","infected","70dpi","RV_top","D10","P137",0.000892157,0.002471858,0,0.00020339,6.75e-05
"X567_Group3B_70dpi_RV_top_297_B_D11_P137.mzXML",567,"Group3B","infected","70dpi","RV_top","D11","P137",0.000990481,0.003429514,0,0.000128996,0
"X568_Group3B_70dpi_RV_top_298_B_D12_P137.mzXML",568,"Group3B","infected","70dpi","RV_top","D12","P137",0.000620921,0.002586015,0,0,0
"X569_Group3B_70dpi_RV_top_299_B_E1_P137.mzXML",569,"Group3B","infected","70dpi","RV_top","E1","P137",0.001456664,0.0037456,0,0.000541639,0
"X570_Group3B_70dpi_RV_top_300_B_E2_P137.mzXML",570,"Group3B","infected","70dpi","RV_top","E2","P137",0.000187522,0.003093664,0,0,0
