"filename","MouseID","Treatmentgroup","DPI","organ","well_position","plate","CAR_mid_chain","CAR_long_chain"
"X753_Group3E_142dpi_LV_bottom_228_G_F8_P132.mzXML",753,"infected",142,"LV_bottom","F8","P132",0,0.000191507
"X754_Group3E_142dpi_LV_bottom_229_G_F9_P132.mzXML",754,"infected",142,"LV_bottom","F9","P132",0,0
"X755_Group3E_142dpi_LV_bottom_230_G_F10_P132.mzXML",755,"infected",142,"LV_bottom","F10","P132",0,0
"X781_Group9_142dpi_LV_bottom_231_G_F11_P132.mzXML",781,"combo",142,"LV_bottom","F11","P132",0,8.05e-05
"X782_Group9_142dpi_LV_bottom_232_G_F12_P132.mzXML",782,"combo",142,"LV_bottom","F12","P132",0,0.000930857
"X783_Group9_142dpi_LV_bottom_233_G_G1_P132.mzXML",783,"combo",142,"LV_bottom","G1","P132",0,0.00043498
"X784_Group9_142dpi_LV_bottom_234_G_G2_P132.mzXML",784,"combo",142,"LV_bottom","G2","P132",0,0.000337471
"X785_Group9_142dpi_LV_bottom_235_G_G3_P132.mzXML",785,"combo",142,"LV_bottom","G3","P132",0,0.000398411
"X801_Group15_142dpi_LV_bottom_241_G_G9_P132.mzXML",801,"BNZ",142,"LV_bottom","G9","P132",0,0.00010731
"X802_Group15_142dpi_LV_bottom_242_G_G10_P132.mzXML",802,"BNZ",142,"LV_bottom","G10","P132",0,3.68e-05
"X803_Group15_142dpi_LV_bottom_243_G_G11_P132.mzXML",803,"BNZ",142,"LV_bottom","G11","P132",0.000161335,5.12e-05
"X804_Group15_142dpi_LV_bottom_244_G_G12_P132.mzXML",804,"BNZ",142,"LV_bottom","G12","P132",0,0.000149423
"X805_Group15_142dpi_LV_bottom_245_G_H1_P132.mzXML",805,"BNZ",142,"LV_bottom","H1","P132",0,0.0001363
