filename,MouseID,Treatmentgroup,status,DPI,organ,well_position,plate,X452.242_2.457,X468.308_2.823,X468.309_2.821,X476.242_2.484,X480.345_2.967,X482.36_2.968,X482.361_2.958,X492.308_2.804,X494.324_2.861,X494.325_2.865,X496.34_2.935,X496.341_2.924,X496.341_2.926,X502.257_2.547,X506.324_2.987,X506.36_3.003,X506.361_3.016,X508.303_3.007,X508.304_3.001,X508.34_3.061,X508.376_3.076,X510.319_2.774,X510.32_2.768,X510.355_2.988,X510.356_2.983,X510.392_3.083,X510.392_3.088,X518.322_2.93,X518.323_2.92,X518.325_2.837,X520.341_2.89,X522.355_2.966,X524.371_3.05,X524.372_3.04,X524.373_3.132,X534.319_2.722,X536.335_2.7,X536.335_2.767,X536.336_2.744,X538.351_2.803,X538.352_2.737,X538.387_3.102,X538.388_3.104,X542.323_2.885,X542.324_2.718,X544.305_2.627,X544.305_2.706,X546.353_3.044,X546.354_3.034,X546.356_2.933,X550.387_3.072,X550.388_3.072,X552.402_3.174,X552.403_3.173,X560.335_2.722,X560.335_2.774,X566.38_3.055,X566.382_3.018,X568.341_2.887,X570.356_2.935,X572.372_2.972,X584.335_2.714,X584.335_2.79,X594.377_3,X596.391_3.062,X596.393_3.06,X600.33_2.645,X600.33_2.731,X600.33_2.804,X600.331_2.658,X648.423_3.138,X648.424_3.067,X674.437_3.128,X674.439_3.065,X674.439_3.163,X674.439_3.237,X698.437_3.068,X706.538_3.9,X706.538_3.951,X706.538_4.03,X706.538_4.076,X716.485_3.266,X720.443_2.989,X720.444_3.034,X720.445_3.09,X732.555_3.343,X734.568_4.907,X734.569_3.073,X734.569_4.31,X734.569_4.399,X734.569_4.504,X734.569_4.824,X734.569_5.591,X734.569_5.603,X734.57_3.377,X734.57_4.45,X734.57_4.559,X734.57_4.658,X734.57_4.702,X734.57_5.605,X734.571_3.043,X744.554_5.58,X744.59_5.59,X746.51_3.501,X746.568_3.653,X746.568_3.705,X748.527_3.337,X748.62_3.417,X754.537_3.679,X756.551_3.414,X758.571_5.594,X758.571_5.632,X760.583_5.072,X760.584_4.341,X760.584_4.578,X760.584_4.674,X760.584_4.778,X760.584_4.836,X760.584_4.943,X760.584_5.512,X760.584_5.607,X760.584_5.636,X760.585_4.148,X760.585_4.737,X760.585_5.61,X760.586_3.367,X760.586_5.601,X762.506_3.463,X762.506_3.572,X762.599_3.268,X762.599_3.341,X762.599_3.749,X762.599_5.596,X762.6_3.212,X766.536_3.971,X766.537_3.976,X766.573_4.054,X766.574_4.106,X766.574_4.17,X768.553_3.263,X768.553_3.284,X768.588_5.586,X768.589_4.124,X772.548_3.502,X772.584_3.341,X772.584_4.226,X772.62_3.336,X772.62_3.348,X772.62_3.374,X774.599_3.283,X774.599_3.587,X774.6_3.438,X774.6_5.602,X774.601_5.586,X776.558_3.324,X776.578_3.558,X778.537_3.629,X778.537_3.785,X780.517_3.358,X780.553_3.716,X782.567_3.55,X782.568_3.34,X782.568_5.56,X782.569_3.91,X782.569_4.084,X782.569_4.198,X782.569_4.312,X782.57_3.269,X782.57_4.015,X782.57_5.591,X784.584_4.164,X784.584_4.252,X784.584_5.594,X784.585_5.595,X786.563_3.567,X786.599_5.438,X786.599_5.596,X786.599_5.653,X786.6_4.389,X786.6_4.521,X786.6_4.602,X786.6_4.95,X786.601_3.279,X786.601_3.393,X786.601_5.59,X786.601_5.631,X786.602_5.6,X788.521_3.624,X788.522_3.689,X788.616_3.191,X788.616_3.75,X788.616_5.598,X790.572_3.358,X792.552_4.231,X792.553_3.269,X792.553_3.274,X792.553_3.389,X792.553_3.906,X792.554_3.351,X792.554_3.915,X792.554_3.989,X792.554_4.048,X792.554_4.114,X792.554_4.169,X792.554_4.53,X792.554_5.593,X792.555_4.362,X792.589_3.261,X792.589_3.314,X792.589_3.329,X792.589_3.367,X792.589_4.032,X792.589_4.09,X792.589_4.167,X792.589_4.249,X792.589_4.299,X792.59_5.594,X792.59_5.628,X794.604_3.247,X794.604_3.274,X794.604_3.326,X794.604_3.361,X794.604_4.185,X794.604_5.596,X794.605_5.605,X796.582_3.602,X796.582_5.568,X798.563_3.38,X798.563_3.515,X802.595_3.81,X804.553_3.651,X804.589_3.537,X804.589_3.596,X804.589_3.656,X804.589_3.798,X804.61_3.784,X804.61_3.876,X806.53_3.404,X806.532_3.537,X806.532_3.587,X806.569_3.835,X806.569_5.586,X806.57_3.157,X806.57_3.256,X806.57_3.303,X806.57_3.362,X806.57_3.848,X806.57_3.972,X806.57_4.101,X806.571_4.175,X808.547_3.517,X808.548_3.613,X808.58_3.363,X808.584_3.271,X808.584_3.334,X808.584_3.586,X808.584_4.008,X808.584_4.102,X808.584_4.204,X808.584_4.337,X808.585_5.595,X808.586_4.577,X810.6_3.201,X810.6_4.069,X810.6_4.289,X810.6_4.625,X810.6_4.678,X810.6_4.741,X810.6_4.806,X810.6_4.843,X810.6_4.952,X810.6_5.007,X810.6_5.077,X810.6_5.216,X810.6_5.504,X810.601_3.479,X810.601_3.669,X810.601_3.752,X810.601_3.809,X810.601_4.362,X810.601_4.413,X810.601_4.46,X810.601_4.511,X810.601_4.568,X810.601_5.6,X810.602_5.596,X812.611_3.352,X812.614_3.487,X812.614_3.571,X812.615_3.579,X814.631_3.254,X814.631_3.702,X816.646_3.398,X816.646_3.609,X816.647_3.49,X816.647_3.739,X826.594_3.683,X826.595_3.726,X830.553_3.623,X836.615_3.699,X836.616_3.594,X836.617_3.659,X852.549_3.694,X854.537_3.527,X854.538_3.484,X862.624_3.581,X882.569_3.692,X882.57_3.622
X508_Group1B_70dpi_RV_bottom_283_B_C9_P141.mzXML,508,Group1B,naive,DPI_75,RV_bottom,C9,P141,0,0,0,0,0,0,0,0,0,0,0,0,0.019126115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000372003,0,0.003496721,0,0,0.007373044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005854635,0,0,0,0,0.001752011,0,0,0,0,0,0,0,7.00E-05,0,0.000157845,0.000220905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X508_Group1B_70dpi_RV_top_283_B_C9_P137.mzXML,508,Group1B,naive,DPI_75,RV_top,C9,P137,0,0,0,0,0,0,5.86E-05,0,0,0.00010056,0,0,0.027710283,0,0,0,0,0,0,0,0,0,0,0,6.01E-05,0,0,0,0.000511644,0,0.004708937,0,0,0.010142326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,0,0,0,0,0,0,0,0,0.000123789,0.006791736,0,0,0,0,0.002861585,0,0,0,0,0,0,0,0,0,0.000117078,0.000552395,0,0,0,0,0,0,0,0,0,9.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000135834,0,0.00040463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89E-05,0,0,0,0.000379283,8.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06E-05,0.000370318,0,0,0,0,0,0,0,0,0,0,0,0,0.00093726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002259384,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X509_Group1B_70dpi_LA_284_B_C10_P121.mzXML,509,Group1B,naive,DPI_75,LA,C10,P121,0,0,0.000146664,0,0.000522244,0,0.000584676,0,0.00124863,0,0.042314683,0,0,0,2.96E-05,2.57E-05,0,0,5.10E-05,6.86E-05,0,5.76E-05,0,0,0.00081161,5.79E-05,0,0.000184322,0,0.000326031,0.015756521,0,0,0.034585069,0,0.000310176,0.000472696,0.000302248,0,0.000148646,8.82E-05,0,0.000421165,3.45E-05,4.64E-05,3.02E-05,1.04E-05,0.000113962,0,0.000303239,0,0.000209096,0,0.000116935,0.000204141,0.000249726,0,0.000124863,0.012585398,0.001377457,0.000357742,0.00028441,0.000336932,0.000807646,0,8.03E-05,0.000228916,0.00032504,0,0,8.56E-05,0,0,0,0.000635216,0,0,0,0,0,0.000208105,0.000259636,1.55E-05,1.80E-05,5.01E-05,0,0,0,0,0,0,0,0,0,0,0,0.001615291,0.001070254,0.000482605,0.003399048,0,0.000605486,0.000194231,0.000174412,0,0,0,0,2.80E-05,0,0,0,0,0,0,0.002992748,0.00089287,0,0,0,0,0,0,0.001526103,0.009305266,0,0,0.000138737,0.000148646,0,0,5.65E-05,0,0,0.001972043,0,0,0,0.000246753,0,0,0,0,0,0,6.63E-05,0,0,0,0,1.78E-05,0,0,9.38E-06,0,0.000775934,3.15E-05,0,0.000451885,0.000281437,0,0,0,0.002427892,0,0,0,0,0.010306152,0,0,0,0,0,0.000210087,0,0,0,0,0,0,0,0.000333959,0.000202159,0.010306152,0,0,0.001020705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001377457,0.001119803,0,0,0,0,0,0,0,0.000493506,0,0.000234861,0,0,0,0,0,0,0,0,2.95E-05,0,0,0,5.01E-05,0.000450894,0.001803577,0,6.53E-05,0,0,0,0,0,0,7.09E-05,0.000119908,0.000246753,0,0,0,0,0,0,0,0.011990812,0,0,0.000230897,8.02E-05,0,0,0,0,0.002130599,0.001040525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68E-06,0,0,0,0.00667918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000827465,0,0,0,0,0,0,0,0,0,0
X509_Group1B_70dpi_LV_bottom_284_B_C10_P133.mzXML,509,Group1B,naive,DPI_75,LV_bottom,C10,P133,0,0,0,0,0,0,0.000116381,0,4.34E-05,0,0,0,0.022836065,0,0,0,0,0,0,0,0,0,0,0,0.000115558,0,0,0.000335097,0,0,0.00321821,0,0,0.009346034,0,0,3.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121577,0.004038192,0,0,0,0,0.002168985,0,0,0,0,0,3.32E-05,0,0,0,4.09E-05,0.000263186,0,0,0,0,0,0,0,0,0,3.59E-05,0,0,0,0,0,0,0,0,0,0.001944151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003002193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002358551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000551063,0.000215765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055988,0.000230979,0,0,0,0,0,0
X509_Group1B_70dpi_LV_top_284_B_C10_P129.mzXML,509,Group1B,naive,DPI_75,LV_top,C10,P129,0,0,0,0,0.00045518,0,0.000345104,0,0.000612857,0,0.05801317,0,0,0,0,0,0,0,0,0,0,0,0,0.000490881,0,0,0,0.000529556,0,0.000117529,0.010858875,0.00603932,0.024633284,0,0,0.000212755,0.000296271,0.000187012,0,0,0,0.000119351,0,0,0,0,0,0.000144042,0,9.27E-05,3.52E-05,0,0,0,8.30E-05,0.000195018,0,0.000138177,0.01558918,0.001478592,0.000212066,0.00045518,0.001056137,0.001722545,0,9.61E-05,0.000297503,0.000511706,7.33E-05,0,5.31E-05,0,0,0,0.00127034,0,0,0,0,0,0,0,0,0.000147037,0.000213168,0,0,0,0,0,0,0,0,0,0.001758245,0,0,0,0,0.001163238,0,0,0,0,0,0,0,0,0,0,0.00088061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002103349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107928,0,0,0.000815159,0,0.003034535,0,0,0,0,0.000342129,0,0.00040758,0,4.59E-05,8.52E-05,0,0,0,0,0,0,0,0,0.001082913,0.00047303,0.001457767,0,0,0.000120302,0,0,0,0,0,0,0,0,0,0,0,0.00174932,0,0,0,0,0,0,0,0,0,0,0,2.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116869,0.000386754,0,0,0,0,0,0,0,0,0,0,0,0.00865735,0,0,0,0,0,0,0,0,0,0,2.70E-05,0,0.000207363,0.000464105,2.61E-05,0,0,0,0,0,0,0,0,0.000389729,0,0,0,0,0,0,0,0,0,0,0.000440305,0.000297503,0,0,0.000239149,0.000523606,0,0,0,0.000835985,0,0,0,0,0,0,0,0,0,0,0,2.45E-05,0,0,0,0,0,0,0,0,0,0,0
X509_Group1B_70dpi_RA_284_B_C10_P125.mzXML,509,Group1B,naive,DPI_75,RA,C10,P125,0,0,0,0,0,0,0.000100194,0,0.000366002,0,0.015188752,0,0,0,0,0,0,0,0.001171133,0,0,0,0,0,8.71E-05,0,0,0.000105673,0,4.20E-05,0.00799408,0,0,0.012230942,0,4.12E-05,0.000236777,3.19E-05,0,0,0,0,0,0,0,0,0,0.000107242,0,0.000105588,0,0,0,0,0,0,0,0,0.000827387,0,0,0,0,0.001123168,0,0,0,0,0,0,0,0,0,0.000551592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004316803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71E-05,0.000210031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96E-05,0,0,0.000579571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003009771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17E-05,6.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X509_Group1B_70dpi_RV_bottom_284_B_C10_P141.mzXML,509,Group1B,naive,DPI_75,RV_bottom,C10,P141,0,0,0,0,0,0,0,0,0,0,0,0,0.022924757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000780105,0,0.004257455,0,0,0.006320683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007163987,0,0,0,0,0.001547421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X509_Group1B_70dpi_RV_top_284_B_C10_P137.mzXML,509,Group1B,naive,DPI_75,RV_top,C10,P137,0,0,0,0,0,0,4.26E-05,0,0,4.67E-05,0,0,0.025889115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000658996,0,0.004063807,0,0,0.00591004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106636,0.006642258,0,0,0,0,0.002275104,0,0,0,0,0,0,0,5.52E-05,0,0,0.000204446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000307272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X510_Group1B_70dpi_LA_285_B_C11_P121.mzXML,510,Group1B,naive,DPI_75,LA,C11,P121,0,0,2.32E-05,0,6.32E-05,0,0.000432626,0,0.000598359,0,0.038957895,0,0,0,0,0,0,0,1.74E-05,0,0,0,0,0,0.000492893,0,0,0.000189724,0,3.11E-05,0.007188915,0,0,0.027765571,0,0.000150711,0.000197784,0.00029057,0,0.000171535,9.54E-05,0,0.000213485,0,0,0,0,8.22E-05,0,0.000109262,0,9.98E-05,0,2.12E-05,8.52E-05,0.000191378,0,0.00016067,0.004024932,0.000415407,0.000101976,0.000154645,0,0.00203399,0,0.000133918,0.00014099,0.000109951,0,0,9.10E-05,0,0,0.000158562,0.000350836,0,0,0,0,0,0,2.22E-05,3.04E-05,0,0.000275503,0,0,0,0.000591902,0.000297027,0.000168729,0,0,0,0.000619883,0.000228151,0.00024537,0,0.000228151,0.002884176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000854491,0.000927671,0.000318551,0,0,0,0,0,0,0,0.00053594,0.001308641,0,0.004993498,0,0,0,0,7.76E-05,0,0,0,0,0,0,0,0,0,0,0,0.001635801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469217,0.000370208,0,0,0,0,0,0,0.000682301,0.000484283,1.67E-05,0,0.000110554,0,0,0,0,0,0,0,0,0.00078992,0.003013318,0,0,0,0,0,0.000176507,0,0,0,0,0,0,0,0,0.000383122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000266894,0.001007309,0.0001494,0,0,0,0,0,1.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000318551,0.000320703,0,0,0,0,0,0,0.000538092,0,8.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000802834,0.000131187,0.000193208,0,0.000333617,0.000482131,0,0,0,0,0,0,0,0,0,0,0,0.000380969,0,0,0,0,0,0,0,0,0,0,0
X510_Group1B_70dpi_LV_bottom_285_B_C11_P133.mzXML,510,Group1B,naive,DPI_75,LV_bottom,C11,P133,0,0,0,0,0,0,0.000475349,0,0.000299214,0,0,0,0.051856293,0,0,0,0,0,0,0,0,0,0,0,0.000544491,0,0,0.000782166,0,0,0.006093114,0,0,0.029428446,0,5.00E-05,0.000165162,0.00011695,0,0,0,0,8.74E-05,0,0,0,0,0.000289352,0,0,0,0,0,0,0,3.00E-05,0,0.000133357,0.005877047,0,0,0.000199059,0,0.002169322,0,3.49E-05,0,0.000207455,0,0.000220791,0,0,0,0,0.000307914,0,0,0,0,0,0,0,0,0,3.31E-05,0,0,0,0,0,0,0,0,0,0.000622276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000730309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138826,0.000335812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144905,0.000121314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X510_Group1B_70dpi_LV_top_285_B_C11_P129.mzXML,510,Group1B,naive,DPI_75,LV_top,C11,P129,5.38E-05,0,1.51E-05,0,0,0.000364935,0,0,0.000585924,0,0.051699148,0,0,5.69E-05,0,0,0,0,0,0,0,0,0,0.000646746,0,0,0,0.000328442,0,0.00016617,0.011617103,0.006224172,0.025545461,0,0,0.000247345,0.000399401,0.000199868,0,5.74E-05,0,0.000253427,0,0,0,0,0,0.000147193,0,0.000212879,0.00014048,0,0,0,0.000153504,0.000225043,0,0.000157743,0.018915806,0.001705058,0.000330469,0.000596061,0.001186039,0.00124078,0,0.000212879,0.000427785,0.000630527,0.000149765,0,0.000144636,0,0,0,0.001794265,0,0,0,0,0,0,0,8.68E-05,0,0.000462251,0,0,0,0,0,0,0,0,0.00271674,0.001796292,0,0,0,0,0,0,2.03E-05,0,0,0,0,0,0,0,0,0,0.001214423,0,0,0,0,0,0,0,0,0,0,0,0,0.004399496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000371017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003771,0,0,0,0,0,0.000997489,0.000322359,0.000366963,0,0.001200231,0.000685267,0,0,0,0.000740007,0,0,0,0,0,0,0,0,0.00123267,0,0.002980304,0,0,0.000185081,6.82E-05,0,0,0,0,0.000142698,0,0,0,0.000583896,0,0,0.000336551,0.00029803,0.000371017,0,0,0.000123015,0,0,0,0,0,0,0,0,0,0,4.19E-05,0,0,0,0,0,0,0,0,0,0,0.000200039,0,0,0,0,0,0,0,0,0,0,9.03E-05,0,0.007906928,0,0,0,0,0,0,0,0.002534272,0,0,0.000175543,0,0,0,0,0,0,0,0,0.000490635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001212396,0.001275246,0,0,0,0,0,0,0,0,0,0,0.000113889,0,0,0,0,0,0,0,0,0,0,0
X510_Group1B_70dpi_RA_285_B_C11_P125.mzXML,510,Group1B,naive,DPI_75,RA,C11,P125,0,0,0,0,4.55E-05,0,0.000379608,0,0.000313542,0,0.032173258,0,0,0,0,0,0,0,0.000146049,0,0,0,0,0,0.000283491,0,0,0.00025908,0,0,0.005755766,0,0,0.017267299,0,3.82E-05,0.000148988,4.62E-05,0,0,0,0,0,0,0,0,0,5.11E-05,0,0.000104003,0,3.98E-05,0,0,0,0,0,9.77E-05,0.002282629,0.000174753,0,0,0,0.002833608,0,4.28E-05,0,0,0,0,0,0,0,0.000213826,0.000118067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003610883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000846147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003502654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039182,0,0,0,0,0,0,0,0,0,0,0,0,0.000153249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X510_Group1B_70dpi_RV_bottom_285_B_C11_P141.mzXML,510,Group1B,naive,DPI_75,RV_bottom,C11,P141,0,0,0,0,0,0,8.06E-05,0,0,7.82E-05,0,0,0.027158227,0,0,0,0,0,0,0,0,0,0,0,6.94E-05,0,0,0,0.000935089,0,0.007017231,0,0,0.00870039,0,0,0,0,0,0,0,0,0,0.000194804,0,0,0,0,8.99E-05,0,0,0,0,0,0,0,0,0,0.012847305,0,7.44E-05,0.000231746,0,0.00161811,0,0,0,0,0,0,0,0,0,0,8.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
