filename,MouseID,Treatmentgroup,DPI,organ,well_position,plate,X452.242_2.457,X468.308_2.823,X468.309_2.821,X476.242_2.484,X480.345_2.967,X482.36_2.968,X482.361_2.958,X492.308_2.804,X494.324_2.861,X494.325_2.865,X496.34_2.935,X496.341_2.924,X496.341_2.926,X502.257_2.547,X506.324_2.987,X506.36_3.003,X506.361_3.016,X508.303_3.007,X508.304_3.001,X508.34_3.061,X508.376_3.076,X510.319_2.774,X510.32_2.768,X510.355_2.988,X510.356_2.983,X510.392_3.083,X510.392_3.088,X518.322_2.93,X518.323_2.92,X518.325_2.837,X520.341_2.89,X522.355_2.966,X524.371_3.05,X524.372_3.04,X524.373_3.132,X534.319_2.722,X536.335_2.7,X536.335_2.767,X536.336_2.744,X538.351_2.803,X538.352_2.737,X538.387_3.102,X538.388_3.104,X542.323_2.885,X542.324_2.718,X544.305_2.627,X544.305_2.706,X546.353_3.044,X546.354_3.034,X546.356_2.933,X550.387_3.072,X550.388_3.072,X552.402_3.174,X552.403_3.173,X560.335_2.722,X560.335_2.774,X566.38_3.055,X566.382_3.018,X568.341_2.887,X570.356_2.935,X572.372_2.972,X584.335_2.714,X584.335_2.79,X594.377_3,X596.391_3.062,X596.393_3.06,X600.33_2.645,X600.33_2.731,X600.33_2.804,X600.331_2.658,X648.423_3.138,X648.424_3.067,X674.437_3.128,X674.439_3.065,X674.439_3.163,X674.439_3.237,X698.437_3.068,X706.538_3.9,X706.538_3.951,X706.538_4.03,X706.538_4.076,X716.485_3.266,X720.443_2.989,X720.444_3.034,X720.445_3.09,X732.555_3.343,X734.568_4.907,X734.569_3.073,X734.569_4.31,X734.569_4.399,X734.569_4.504,X734.569_4.824,X734.569_5.591,X734.569_5.603,X734.57_3.377,X734.57_4.45,X734.57_4.559,X734.57_4.658,X734.57_4.702,X734.57_5.605,X734.571_3.043,X744.554_5.58,X744.59_5.59,X746.51_3.501,X746.568_3.653,X746.568_3.705,X748.527_3.337,X748.62_3.417,X754.537_3.679,X756.551_3.414,X758.571_5.594,X758.571_5.632,X760.583_5.072,X760.584_4.341,X760.584_4.578,X760.584_4.674,X760.584_4.778,X760.584_4.836,X760.584_4.943,X760.584_5.512,X760.584_5.607,X760.584_5.636,X760.585_4.148,X760.585_4.737,X760.585_5.61,X760.586_3.367,X760.586_5.601,X762.506_3.463,X762.506_3.572,X762.599_3.268,X762.599_3.341,X762.599_3.749,X762.599_5.596,X762.6_3.212,X766.536_3.971,X766.537_3.976,X766.573_4.054,X766.574_4.106,X766.574_4.17,X768.553_3.263,X768.553_3.284,X768.588_5.586,X768.589_4.124,X772.548_3.502,X772.584_3.341,X772.584_4.226,X772.62_3.336,X772.62_3.348,X772.62_3.374,X774.599_3.283,X774.599_3.587,X774.6_3.438,X774.6_5.602,X774.601_5.586,X776.558_3.324,X776.578_3.558,X778.537_3.629,X778.537_3.785,X780.517_3.358,X780.553_3.716,X782.567_3.55,X782.568_3.34,X782.568_5.56,X782.569_3.91,X782.569_4.084,X782.569_4.198,X782.569_4.312,X782.57_3.269,X782.57_4.015,X782.57_5.591,X784.584_4.164,X784.584_4.252,X784.584_5.594,X784.585_5.595,X786.563_3.567,X786.599_5.438,X786.599_5.596,X786.599_5.653,X786.6_4.389,X786.6_4.521,X786.6_4.602,X786.6_4.95,X786.601_3.279,X786.601_3.393,X786.601_5.59,X786.601_5.631,X786.602_5.6,X788.521_3.624,X788.522_3.689,X788.616_3.191,X788.616_3.75,X788.616_5.598,X790.572_3.358,X792.552_4.231,X792.553_3.269,X792.553_3.274,X792.553_3.389,X792.553_3.906,X792.554_3.351,X792.554_3.915,X792.554_3.989,X792.554_4.048,X792.554_4.114,X792.554_4.169,X792.554_4.53,X792.554_5.593,X792.555_4.362,X792.589_3.261,X792.589_3.314,X792.589_3.329,X792.589_3.367,X792.589_4.032,X792.589_4.09,X792.589_4.167,X792.589_4.249,X792.589_4.299,X792.59_5.594,X792.59_5.628,X794.604_3.247,X794.604_3.274,X794.604_3.326,X794.604_3.361,X794.604_4.185,X794.604_5.596,X794.605_5.605,X796.582_3.602,X796.582_5.568,X798.563_3.38,X798.563_3.515,X802.595_3.81,X804.553_3.651,X804.589_3.537,X804.589_3.596,X804.589_3.656,X804.589_3.798,X804.61_3.784,X804.61_3.876,X806.53_3.404,X806.532_3.537,X806.532_3.587,X806.569_3.835,X806.569_5.586,X806.57_3.157,X806.57_3.256,X806.57_3.303,X806.57_3.362,X806.57_3.848,X806.57_3.972,X806.57_4.101,X806.571_4.175,X808.547_3.517,X808.548_3.613,X808.58_3.363,X808.584_3.271,X808.584_3.334,X808.584_3.586,X808.584_4.008,X808.584_4.102,X808.584_4.204,X808.584_4.337,X808.585_5.595,X808.586_4.577,X810.6_3.201,X810.6_4.069,X810.6_4.289,X810.6_4.625,X810.6_4.678,X810.6_4.741,X810.6_4.806,X810.6_4.843,X810.6_4.952,X810.6_5.007,X810.6_5.077,X810.6_5.216,X810.6_5.504,X810.601_3.479,X810.601_3.669,X810.601_3.752,X810.601_3.809,X810.601_4.362,X810.601_4.413,X810.601_4.46,X810.601_4.511,X810.601_4.568,X810.601_5.6,X810.602_5.596,X812.611_3.352,X812.614_3.487,X812.614_3.571,X812.615_3.579,X814.631_3.254,X814.631_3.702,X816.646_3.398,X816.646_3.609,X816.647_3.49,X816.647_3.739,X826.594_3.683,X826.595_3.726,X830.553_3.623,X836.615_3.699,X836.616_3.594,X836.617_3.659,X852.549_3.694,X854.537_3.527,X854.538_3.484,X862.624_3.581,X882.569_3.692,X882.57_3.622
X720_Group15_142dpi_RV_bottom_220_G_E12_P140.mzXML,720,BNZ,142,RV_bottom,E12,P140,0,0,0,0,0,0,0,0,0,0,0,0,0.013203201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306413,0,0.002774244,0,0,0.003277223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009902401,0,0,0,0,0.001068831,0,0,0,0.00012889,0,0,0,0,0,0,0.000223823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X720_Group15_142dpi_RV_top_220_G_E12_P136.mzXML,720,BNZ,142,RV_top,E12,P136,0,0,0,0,0,0,5.80E-05,0,0,0.00022874,0,0,0.033348005,0,0,0,0,0,0.000531721,0,0,0,0,0,6.65E-05,0,0,0,0.00075016,0,0.006076293,0,0,0.011388787,0,0,0,0,0,0,0,0,0,6.08E-05,0,0,0,0,7.44E-05,0,0,0,0,0,0,0,0,0,0.012889106,0,0,0,0,0.00186176,0,0,0,0,0,0,0,6.35E-05,0,6.06E-05,0.000495868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011116,0.000575104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176525,0,0,0.00014852,0,0,0,5.29E-05,0,0,0,0,0,0,0,0,0.000355228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000886552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X801_Group15_142dpi_LA_241_G_G9_P120.mzXML,801,BNZ,142,LA,G9,P120,0,0,2.86E-05,0,2.70E-05,0,0.000165253,0,0.000291937,0.000119559,0,0,0.027180361,0,0,0,0,0,0,0,0,0,0,0,0.00026677,0,0,9.93E-05,0,0,0.003196209,0,0,0.016408885,0,8.67E-05,0.000139237,0.000232016,0,0.000155025,0.000116109,0,8.70E-05,0,0,0,0,0,0,2.06E-05,0,3.19E-05,0,0,0,2.08E-05,2.19E-05,0.000197648,0.002718036,0,0,2.09E-05,0,0.00247895,0,0.000148094,0,0,0,0,0.000204794,0,0,0,0.001260867,0,0,0,0,0,0,5.59E-05,0,0.000171325,0.000377505,0,0,0,0,0,0,0,0,0,0.00053354,0,0,0,0,0.003800217,0,0,0,0,0,0,0,0,0,0,0.000417772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007474599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072481,0,0,0,0,0,0,0,0,0,0,0,0.00098403,0,0,0,0,0,0,0.000687059,0,0,0,0,0,0.002894205,0,0,0.000149122,0,0,0,0,0,0,0,0,0,0,0,0,0.001867391,0,0,0,0,0,0.00016955,0,0,0,0,0,0,0,0,0,0.00048824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39E-05,0.000232731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160568,0.00016683,0.000141701,0.000319621,0,6.05E-05,0,0,0,0,0,0,0,0,0,0,0,0.000369955,0.000247283,0.000639242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X801_Group15_142dpi_LV_bottom_241_G_G9_P132.mzXML,801,BNZ,142,LV_bottom,G9,P132,0,0,0,0,0,0,3.81E-05,0,0,0.000253138,0,0,0.026070054,0,0,0,0,0,0,0,0,0,0,0,8.60E-05,0,0,0,0.000488087,0,0.005578139,0,0,0.008987002,0,0,0,0,0,0,0,0,0,6.26E-05,0,0,0,0,3.27E-05,0,0,0,0,0,0,0,0,0,0.018438849,0,3.20E-05,0.000179742,0,0.001239587,0,0,0,0.000274053,0,6.33E-05,0,0,0,0,0.000557814,6.54E-05,0,0,0,0,0,0,0,0,6.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000674025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000340704,0.0002533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000146826,0,0,0,0,0,0,0,0,0,0,0,0,0.000538445,0.000279521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161921,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000402866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X801_Group15_142dpi_LV_top_241_G_G9_P128.mzXML,801,BNZ,142,LV_top,G9,P128,0,0,0,0,8.89E-05,4.14E-05,0,0,0.00021832,0,0.026065491,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52E-05,0,0,0.000207488,0,0,0.006405172,0.00371411,0,0.006494132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01E-05,0,0,0,0,0,0,0,0.000170888,0.02353011,0.00124545,9.83E-05,0,0.000294997,0.002143953,0,0,7.32E-05,0.000384018,7.35E-05,0,0,0,0,9.99E-05,0.000394619,0,0,0,0,0,0,0,0,0,5.03E-05,0,0,0,0,0,0,0,0,0,0.002357459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000925191,0,0,0,0,0,0,0,0.000394563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X801_Group15_142dpi_RA_241_G_G9_P124.mzXML,801,BNZ,142,RA,G9,P124,0,0,0,0,0,4.42E-05,8.27E-05,0,0.000312466,0,0.032045047,0,0,0,0,0,0,0,0,0,0,0,0,3.76E-05,8.81E-05,0,0,0.000129079,0,0,0.004528208,0,0.006237595,0.008285049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341286,0.013713185,0.000599952,0,0,0.000301718,0.004685338,0,3.93E-05,0,3.78E-05,0,0,4.76E-05,0,0,0.000138315,0.000409942,0.00026071,0,0,0,0,0,0,0,0,5.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000408206,0.000378527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001480834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000676136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000628521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002014124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68E-05,0,0,0,0,0,0,0,0.000723751,0,0,0,0,0,0,0,0,0,0,0.000270243,0.000604713,0,0.000125944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X801_Group15_142dpi_RV_bottom_241_G_G9_P140.mzXML,801,BNZ,142,RV_bottom,G9,P140,0,0,0,0,0,0,0,0,0,0,0,0,0.011769697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000240076,0,0.002619268,0,0,0.003721401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008027886,0,0,0,0,0.001163363,0,0,0,0,0,0,0,0,0,0,0.000183612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X801_Group15_142dpi_RV_top_241_G_G9_P136.mzXML,801,BNZ,142,RV_top,G9,P136,0,0,0,0,0,0,0,0,0,3.64E-05,0,0,0.014910105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000305519,0,0.002348852,0,0,0.006004891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85E-05,0.006331688,0,0,0,0,0.001184638,0,0,0,0,0,0,0,0.000137243,0,0,0.000318505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98E-05,0,0,0,0,0,0,0,0,0,0,7.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201789,0,0.000473855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18E-05,0.00011501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147485,0,0,0,0,0,0,0,0,0,0,0,0,0.00046977,0.000210705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001629899,0.00049428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X802_Group15_142dpi_LA_242_G_G10_P120.mzXML,802,BNZ,142,LA,G10,P120,0,0,6.91E-05,0,0.000146903,0,0.000336128,0,0.000480183,0.000172982,0,0,0.043902401,0,0,0,0,0,0,0,0,0,0,0,0.000519054,0,0,0.000171148,0,0,0.005282008,0,0,0.025152417,0,0.000218354,0.000217446,0.000521341,0,0.000338414,0.00028125,0,0.000157724,0,0,0,0,6.26E-05,0,0.000125849,0,0.000108375,0,1.96E-05,7.43E-05,0.000167602,2.37E-05,0.000209327,0.004870423,0,8.80E-05,0.00014741,0.000251524,0.002378047,0,0.000233232,0,2.28E-05,0,2.24E-05,0,0.000221799,0,0,0.001801828,0,0,0,0.000163368,0,0,0.000150012,0,0.000167585,0.000345274,0,0,0,0.000685975,0.000770579,0.00055564,0,0,0,0,0,0.000407012,0,0,0.000592225,0,0,7.38E-05,0,0,0,0,0,0,0,0,0,0,0,0.001216462,0,0,0,0,0.001600608,0,0,0,0,0,0,0.006425299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001230182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004641764,0.001159298,0,0,0,0,0,0.000358994,0.000233232,0,0.000108231,0,0,0,0,0,0,0,0,0,0,0.000358994,0,0.001701218,0,0,0,0.000397866,0,0,0,0,0,0,0,0,0.000624237,0,0,7.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000172059,0.000603658,0.000347561,0,0,0,0,0,0.000144115,4.19E-05,0,0,0,0,0,0,0,0,0,0.006928348,0,0,0,0,0,0,0,0,0,0,0.00036128,0,0,0,0,0,0,0.000859755,0.00021478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001056402,0.000379573,0,0.000304116,0.000352134,0,0.000814024,0,0,0,0,0,0,0,0,0,0,0,0.000294969,0,0,0,0,0,0,0,0,0,0
X802_Group15_142dpi_LV_bottom_242_G_G10_P132.mzXML,802,BNZ,142,LV_bottom,G10,P132,0,0,0,0,1.32E-05,0,4.18E-05,0,0.000143447,0,0,0,0.013013027,0,0,0,0,0,0,0,0,0,0,0,0.000112471,0,0,0,0.000140263,1.58E-05,0.0025476,0,0,0.006455851,0,6.08E-05,6.82E-05,0,1.36E-05,0,0,0,3.14E-05,0,0,0,0,0,5.82E-05,3.08E-05,0,1.15E-05,0,0,1.25E-05,3.62E-05,0,1.21E-05,0.007121701,0,5.88E-05,0,0.00022002,0.000476228,0,2.11E-05,0,0.000215678,0,0.00022002,0,2.52E-05,0,0,0.00056163,0,0,0,0,0,0,9.10E-05,0,0,9.73E-05,0,0,0,0,0,0,0,0,0,0.000574658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000942323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001211558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.90E-05,0,0,0,0,0,0,0,0,0,0,0.000209888,0,0,0,0.000192518,0,0,0,0,0,0,0,0,0.00028371,0.000678878,0,0,0,0,8.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000204098,0.000592028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000749805,0,0,0,0,0,0,0,0,0,0,0,0.000102628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002156775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X802_Group15_142dpi_LV_top_242_G_G10_P128.mzXML,802,BNZ,142,LV_top,G10,P128,0.000177279,0,0,0,0,0.000124516,0,0,0.000620695,0,0.039361125,0,0,0.0004905,0,0,0,0,0,0,0,0,0,0.000411778,0,0,0,0.000460222,0,0.000144914,0.009688892,0.006055558,0.020013618,0,0,9.54E-05,0.000115069,0.000125,0,0,0,4.10E-05,0,0,0,0,0,0.000131856,0,0.00014355,3.19E-05,0,0,0,0,0.00020584,0,0.000121451,0.030580567,0.00189539,0.00029259,0,0.00068125,0.001450306,0,3.81E-05,0.000269492,0.000993111,0,0,0.00012104,0,0,0,0.000702445,0.000451139,0,0,0,0,0,0,0,0,0.000229024,0,0,0,0,0,0,0,0,0.002143667,0.002228445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000835667,0.000784195,0,0,0,0,0,0,0,0,0,0,0,0,0.002022556,0,0.001377639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000265849,0,0,0,0,0.000423889,0.000348195,0,0,0,0.000908334,0.000802361,0,0,0,0.000302778,0,0,0,0,0,0,0,0,0.000793278,0,0.002043751,0,0,0.000130414,0,0,8.31E-05,0,0,0,0,0,0,0,0,0.001516917,0,0.000563167,0.000211934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52E-05,0.000110003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006418891,0.001550223,0,0,0,2.33E-05,0,0,0,0,0,0,0,0,0.000487472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001398834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31E-05,0,0,0,0,0,0,0
X802_Group15_142dpi_RA_242_G_G10_P124.mzXML,802,BNZ,142,RA,G10,P124,0,0,0,0,0,0,0,0,0.00015862,0,0,0,0.017795784,0,0,0,0,0,0,0,0,0,0,0,0.000122211,0,0,0,0,0,0.001962219,0,0,0.012691204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207757,0.003399931,0,0,0,0,0.004917256,0,5.72E-05,0,0,0,0,0.000147146,0,0,0.000143021,0.000419371,0,0,0,0,0,0,0,0,0,0.000253005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76E-05,0,0,0.000903839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001137994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000418587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001025599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000309584,0.000196436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X802_Group15_142dpi_RV_bottom_242_G_G10_P140.mzXML,802,BNZ,142,RV_bottom,G10,P140,0,0,0,0,0,0,0,0,0,0,0,0,0.014225184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000418334,0,0,0.002715717,0,0,0.00389481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010117377,0,0,0,0,0.001475768,0,0,0,0,0,0,0,0,0,0,0.000243862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000775919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X802_Group15_142dpi_RV_top_242_G_G10_P136.mzXML,802,BNZ,142,RV_top,G10,P136,0,0,0,0,0,0,0,0,0,6.86E-05,0,0,0.015473608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277594,0,0.002278184,0,0,0.004962381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006496208,0,0,0,0,0.001799991,0,0,0,0,0,0,0,3.87E-05,0,0,0.000193276,0,0,0,0,0,0,0,0,0,3.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122721,0.000105927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000445034,0.000124944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
