	SubjectID1	SubjectID2	Group1	Group2	Distance
36	X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	Group1C	Group1C	0.2993035826728397
37	X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	Group1C	Group1C	0.2498027160747911
38	X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	Group1C	Group1C	0.22950656090231
39	X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML	X514_Group1C_142dpi_RV_top_164_G_A4_P136.mzXML	Group1C	Group1C	0.31507469721842396
40	X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML	X515_Group1C_142dpi_RV_top_165_G_A5_P136.mzXML	Group1C	Group1C	0.2621117038869312
41	X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML	X531_Group1C_142dpi_RV_top_166_G_A6_P136.mzXML	Group1C	Group1C	0.32243690963744065
42	X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML	X532_Group1C_142dpi_RV_top_167_G_A7_P136.mzXML	Group1C	Group1C	0.2800090306794898
43	X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML	X533_Group1C_142dpi_RV_top_168_G_A8_P136.mzXML	Group1C	Group1C	0.24649665644842794
44	X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML	X534_Group1C_142dpi_RV_top_169_G_A9_P136.mzXML	Group1C	Group1C	0.193038611272255
45	X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	Group1C	Group1C	0.3652449585244961
46	X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	Group1C	Group1C	0.3719692718563054
47	X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	Group1C	Group1C	0.37139226238410034
48	X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML	X514_Group1C_142dpi_RV_top_164_G_A4_P136.mzXML	Group1C	Group1C	0.368928129179848
49	X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML	X515_Group1C_142dpi_RV_top_165_G_A5_P136.mzXML	Group1C	Group1C	0.4306334368026997
50	X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML	X531_Group1C_142dpi_RV_top_166_G_A6_P136.mzXML	Group1C	Group1C	0.3061213402653034
51	X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML	X532_Group1C_142dpi_RV_top_167_G_A7_P136.mzXML	Group1C	Group1C	0.27954653475795926
52	X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML	X533_Group1C_142dpi_RV_top_168_G_A8_P136.mzXML	Group1C	Group1C	0.2747259595933606
53	X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML	X534_Group1C_142dpi_RV_top_169_G_A9_P136.mzXML	Group1C	Group1C	0.32904648737736675
54	X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML	X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML	Group1C	Group1C	0.32792865585042597
55	X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	Group1C	Group1C	0.26951356449929376
56	X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	Group1C	Group1C	0.3084468887247988
57	X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	Group1C	Group1C	0.2742602090218212
58	X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML	X514_Group1C_142dpi_RV_top_164_G_A4_P136.mzXML	Group1C	Group1C	0.3941631919483027
59	X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML	X515_Group1C_142dpi_RV_top_165_G_A5_P136.mzXML	Group1C	Group1C	0.3029551967918018
60	X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML	X531_Group1C_142dpi_RV_top_166_G_A6_P136.mzXML	Group1C	Group1C	0.38908971363292794
61	X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML	X532_Group1C_142dpi_RV_top_167_G_A7_P136.mzXML	Group1C	Group1C	0.38866957848084965
62	X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML	X533_Group1C_142dpi_RV_top_168_G_A8_P136.mzXML	Group1C	Group1C	0.37456506854079613
63	X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML	X534_Group1C_142dpi_RV_top_169_G_A9_P136.mzXML	Group1C	Group1C	0.3375984442239181
64	X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML	X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML	Group1C	Group1C	0.27996362424743865
65	X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML	X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML	Group1C	Group1C	0.4756536352437032
66	X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	Group1C	Group1C	0.2592291162514975
67	X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	Group1C	Group1C	0.21125238892237996
68	X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	Group1C	Group1C	0.21154315898948522
69	X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML	X514_Group1C_142dpi_RV_top_164_G_A4_P136.mzXML	Group1C	Group1C	0.3024966023421703
70	X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML	X515_Group1C_142dpi_RV_top_165_G_A5_P136.mzXML	Group1C	Group1C	0.1995082987652127
71	X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML	X531_Group1C_142dpi_RV_top_166_G_A6_P136.mzXML	Group1C	Group1C	0.3487135587941691
72	X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML	X532_Group1C_142dpi_RV_top_167_G_A7_P136.mzXML	Group1C	Group1C	0.3134420847776176
