MouseID,Treatment_group,X440.337_2.765,X442.353_2.823,X105.07_2.767,X119.049_2.765,X128.018_0.344,X136.062_0.301,X136.097_0.551,X137.046_0.35,X137.046_0.42,X203.007_0.309,X249.112_2.768,X251.037_0.323,X256.264_3.225,X258.207_2.775,X267.123_2.767,X285.133_2.768,X291.146_2.39,X296.258_2.976,X301.115_0.328,X301.115_0.413,X324.327_3.455,X351.217_2.741,X352.306_2.997,X369.17_2.767,X380.993_2.164,X386.717_2.856,X387.193_2.842,X396.332_2.991,X397.22_2.071,X400.97_2.127,X416.337_2.79,X420.899_2.103,X426.484_2.164,X430.223_2.769,X440.359_2.985,X458.23_2.165,X466.25_2.226,X475.989_2.164,X476.24_2.164,X484.385_2.982,X489.228_2.768,X494.325_2.865,X570.357_2.934,X580.362_2.984,X599.241_2.765,X604.362_2.948,X620.356_2.913,X682.363_3.329,X682.364_3.313,X764.524_3.729,X790.38_2.768,X792.329_2.764,X795.335_2.768,X811.309_2.773
755,infected,0,0,0.005545005,0.000218287,6.25E-05,0.000319101,0.000390272,0.009443837,0.005891568,0,8.38E-05,0,0.000178807,0.002010064,0.004548637,0.002421608,0,0,0,0,4.98E-05,0,3.62E-05,0.001542205,0,0,0.000131836,8.86E-05,0,0,0,0,0,0.000253335,8.19E-05,0,0,6.30E-05,6.39E-05,3.89E-05,0.003517613,0.00018213,0.000818755,0.010830088,0.000390814,0.000610817,0.000242021,0,0.000159362,0,0.002924124,0.000102198,0.002131361,0.000225664
781,combo,0,0,0.004812008,0.000137791,0.000207329,0.000686234,0,0.012971501,0.00648575,0,3.76E-05,0,0,0.001924803,0.004050456,0.002117284,0.000167647,0,0,0,8.57E-05,0,0,0.001263675,0,0,0.000174703,0,0,0,8.05E-05,0,0,0.000165915,0,0,0,0.000129829,0.000125272,0,0.002887205,0.000151977,0.000786659,0.008661615,0.000358154,0.000694603,0.000152549,0,0.000186328,6.52E-05,0.002636144,0,0.001820194,0.000168366
782,combo,0.000543493,0.000527665,0.003743815,9.54E-05,0.000187663,0.00013522,0.000762932,0.011825442,0.006920881,0,0,0,0,0.003324203,0.00324246,0.001651202,0,0,0,0,0,0,0,0.000833775,0,0,0.000383812,0,0,0,0.000387364,0,0,0,0,0,0,0.000311593,0.000351217,0,0.001024508,0.000303199,0.000986362,0.011825442,9.97E-05,0.000773831,0.000272727,0,0.000429803,0,0.001841935,0,0.001193443,0.000165247
783,combo,5.93E-05,0.000149809,0.002465422,0,0.000130802,0.000355857,0.000405808,0.007758963,0.006381632,0,0,0,0,0.001923672,0.002157818,0.001065136,0,0,0,0,0.000107,0,0,0.000426542,0,0,0.000391757,0,0,0,0.00028108,0,0,7.16E-05,0,0,0,0,0,0,0.000734576,0.000518795,0.002043041,0.008172162,0.000113055,0.000505021,0.000176378,0,0.000495839,0.000927403,0.001101865,0,0.00070703,8.28E-05
784,combo,0.000111768,0.000138529,0.003096777,0,0.000187929,0.000638955,0,0.010074325,0.007173546,0.000292918,0,0.000642875,0.000995673,0.001477829,0.00263422,0.00132103,9.35E-05,0,0.000137397,3.34E-05,0,0,0,0.000772234,0,0,0.000216072,3.45E-05,0,0,0.00022255,3.08E-05,0,0.000169059,0,0,0,0.000150338,0.000160715,0,0.001720867,0,0.00131711,0.009172731,0.000188864,0.000580156,0.000213929,0,0.000249739,0,0.001920786,3.41E-05,0.001015272,0.000121553
785,combo,8.79E-05,5.55E-05,0.004164029,8.48E-05,9.82E-05,0.000340297,0,0.009024862,0.00516306,0,7.04E-05,0,0,0.001330642,0.003605747,0.002149176,0.000128947,0,0,0,0.000229784,0,0,0.001057798,0,0,0.000257681,0,0,0,0.000213411,0,0,0.00014668,0,0,0,0,0,0,0.002392638,0.000364941,0.001162738,0.008269292,0.000344584,0.000533096,0.000229586,0,0.000436551,0.001658056,0.001968679,4.58E-05,0.001292864,0.000128311
801,BNZ,0,0,0.005268243,0.000190121,0.000130381,0.000619793,0.000519077,0.013712926,0.009335636,0,9.64E-05,0,0,0.001235713,0.004222342,0.002289361,0.000491961,0,0,0.000142841,0.000286767,0,3.39E-05,0.001375166,0,0,0.00016924,8.57E-05,0,0,0.00010731,0,0,0.000242591,4.99E-05,0,0,0.000151733,0.000164094,8.11E-05,0.003695517,0.000253138,0.00096068,0.007243834,0.000468719,0.000728257,0.000328769,0,8.57E-05,0.000949058,0.002854923,0.000128294,0.001882622,0.000198014
802,BNZ,0,0,0.001305645,0,0,0.000101759,1.59E-05,0.001026278,0.0026055,0,1.74E-05,0,0.000589133,0.000343058,0.001144973,0.000730988,0,0,0,1.51E-05,0,1.36E-05,1.53E-05,0.00036477,0,0,0.000109286,3.75E-05,0,0,2.19E-05,0,0,1.40E-05,1.95E-05,0,0,1.98E-05,1.97E-05,1.65E-05,0.00127959,0,0.000466095,0.002677875,0.000102483,0.00017949,0.000119419,0,2.17E-05,0,0.000662955,0,0.000172253,0
803,BNZ,0,0,0.000725512,7.14E-06,0,0,5.01E-05,0,0.000727491,0,1.04E-05,0,0,0.000176182,0,0.000394924,0,0,0,0,0.000203896,0,0,0.000180141,0,0,6.10E-05,0,0,0,0,0,0,0,8.03E-06,0,0,0,0,0,0.000583973,8.31E-05,0.000180141,0.001276822,4.32E-05,4.06E-05,3.09E-05,0,5.69E-05,0.000109866,0.000224681,0,2.80E-05,0
804,BNZ,0,0,0.004263874,4.61E-05,0.000240828,0.000688468,4.45E-05,0.018282009,0.008620314,0,0,0,0.00019287,0.003291919,0.003731613,0.001862914,4.79E-05,0,0,0,0,0,0,0.000989311,5.67E-05,0,0.000468477,0,0,0,0.000149423,0,0,0.000144894,5.93E-05,0,0,0.000467882,0.00047666,0,0.001434791,0.000113119,0.000809962,0.010934493,0.000191876,0.000601686,0.000123428,0,0.000406296,0,0.00207119,0,0.001365365,0.000100461
805,BNZ,6.50E-05,0.000115875,0.002472698,0,0,0.001045277,0.000316268,0.015398164,0.012138698,0,0,0,0,0.002939139,0.002287245,0.001174531,0.000189433,0,0,0.000122834,0,0,0,0.000507526,0,0,0.000397548,0.000109181,0,0,7.13E-05,0,0,0,0.000106507,0,0,0.000216688,0.000346664,5.48E-05,0.00072495,0.000286672,0.001730888,0.011351931,0,0.000938501,0.000372147,0,0.000391272,0,0.00097784,0,0.000618174,4.72E-05
