filename,adjuvant_VS_MASPpepK,MASPpepK_VS_NGP24h,NGP24h_VS_MASPpepK + NGP24h,adjuvant_VS_NGP24h,MASPpepK_VS_MASPpepK + NGP24h,adjuvant_VS_MASPpepK + NGP24h
aq_pos_mass_179.128_0.327_2074,0.0005965632210801782,0.6426891712062756,0.693798003649465,0.002521252359080329,0.4125956449189422,0.00320379892282833
aq_pos_mass_180.174_3.918_3044,0.00040581908832030265,0.00010157249601713054,1.109708607154122e-05,7.084733302901501e-07,0.06564467965076447,0.07913681183968604
aq_pos_mass_183.138_4.475_5459,0.016297262912258043,0.9424675874144188,0.05964549321285119,0.003087191041993368,0.08668425440088963,0.5873528750166327
aq_pos_mass_185.117_4.413_5485,0.025271161776870603,0.439382151717562,0.4499549276146769,0.00040581908832030265,0.8397811470865129,0.03076775825205137
aq_pos_mass_186.112_3.564_3961,0.01822817785893125,0.05647943963383298,0.027621100544799167,0.00034688334547885,0.2921439804957928,0.20542570708751917
aq_pos_mass_187.133_4.114_4165,0.08144535973059991,0.24401479744248233,0.005482530786307642,0.006293128166672163,0.13912475468441005,0.7576406619373144
aq_pos_mass_187.133_4.449_4122,0.020356521632181022,0.03635855317279068,0.017650112808849438,1.714176365150844e-05,0.8731878288255717,0.04661163354269371
aq_pos_mass_189.113_6.521_5486,0.08511645002715026,0.8770993047821505,0.11777439286349586,0.0592009297805028,0.4248397357489112,0.0010881009645759842
aq_pos_mass_192.118_1.752_5926,0.006698271306476066,0.9424675874144188,0.693798003649465,0.006293128166672163,0.7254808306999916,0.017650112808849438
aq_pos_mass_192.118_3.006_5730,0.11003784368397303,0.2882755904247021,0.16986082052303642,0.009660047071220692,0.9745341584953889,0.16333796807724754
aq_pos_mass_192.118_3.179_4567,0.15781862293298143,0.3376525357692982,0.5873528750166327,0.005910177030927583,0.7095766425318525,0.032453325199455485
aq_pos_mass_192.159_0.387_2608,4.941573855125697e-06,0.4768500218436187,0.013164620047608032,2.261849200290364e-05,0.013164620047608032,0.0003358943265665902
aq_pos_mass_195.003_0.361_2215,0.002698383221760215,0.6279871929800329,0.8899802599450805,0.0006940145128506937,0.5301338579431278,0.0012635421058453168
aq_pos_mass_195.138_4.232_5193,0.012235179952196243,0.30740948674816493,0.009718381057731186,5.083342321091998e-05,0.3657515014317637,0.10351892440394236
aq_pos_mass_195.138_4.449_4295,0.04661336118033611,0.10552415804955881,0.023422590558945692,0.0002145588959565848,0.6320582930091349,0.07913681183968604
aq_pos_mass_196.108_1.376_4578,0.005206645006082294,0.9753257805563759,0.6169953637949551,0.0005119753315565893,0.7254808306999916,0.02215197186250734
aq_pos_mass_198.185_3.917_3059,0.005910177030927583,1.2943593626932324e-05,6.762848941579448e-06,2.9914695196150355e-07,0.25488855203843164,0.11286065749608003
aq_pos_mass_200.145_0.645_2717,1.1982414285497006e-06,0.29773983977541074,0.0022590031081360395,2.7445651191271866e-08,0.032453325199455485,5.510965986567112e-05
aq_pos_mass_200.237_4.127_5313,0.0003752711253509224,0.14039944873478255,0.9237061355849945,9.32853149583386e-05,0.28250397161801766,5.032569918821912e-05
aq_pos_mass_201.087_0.396_3576,0.023954891416220755,0.2882755904247021,0.14490207256892992,0.0009347805104956954,0.5301338579431278,0.13912475468441005
aq_pos_mass_203.128_4.409_6625,0.015401014690545304,0.7336876455731964,0.4005631908703319,0.0020517454392337897,0.5026254477381114,0.06564467965076447
aq_pos_mass_204.123_0.391_2606,0.8285930752186466,0.000748107596402603,0.06882591062252712,0.0003752711253509224,0.10351892440394236,0.08668425440088963
aq_pos_mass_205.041_3.305_4606,0.000748107596402603,0.9097070273165737,0.05682083650713546,0.00018222252425981428,0.15086142558629534,0.11286065749608003
aq_pos_mass_205.086_4.467_416,0.0010822814831204174,0.35884165476033514,0.02215197186250734,0.000748107596402603,0.10810994430993735,0.27308193265189773
aq_pos_mass_207.014_0.288_2072,0.08511645002715026,0.03455676567958414,0.221072490664723,3.895012892950288e-05,0.005852319133606772,0.0001028119999529956
aq_pos_mass_209.092_0.599_4609,0.0005119753315565893,0.197492567454973,0.003673552991225149,4.477855916866232e-06,0.15086142558629534,0.027621100544799167
aq_pos_mass_209.153_4.284_3906,0.03635855317279068,0.35884165476033514,0.3436271148554936,0.009660047071220692,0.46282151671134464,0.21314547016694085
aq_pos_mass_212.092_3.626_2485,0.029602150981776827,0.48971740875937286,0.35458034716422326,0.004884063010547583,0.8231815274918841,0.020941731256719855
aq_pos_mass_212.164_3.84_1938,0.0015502078583888577,0.5160029354435863,0.22920864740434965,2.973588692178011e-05,0.5026254477381114,0.012399500579024484
aq_pos_mass_213.148_4.234_5507,0.0071267102844447625,0.718216129533986,0.13352644740886185,0.0019140289654979322,0.13352644740886185,0.18348917031903877
aq_pos_mass_214.253_4.16_789,2.0058910372077837e-06,0.6279871929800329,0.8564523383039433,4.1460971989232233e-07,0.6320582930091349,9.32534014717419e-07
aq_pos_mass_220.089_3.494_2132,0.016297262912258043,0.5294149186577493,0.5162846617279295,0.011539988490258973,0.9237061355849945,0.03076775825205137
aq_pos_mass_220.097_3.607_4571,0.028092445265394367,0.17031047118644138,0.16986082052303642,0.0017848483939171347,0.6320582930091349,0.06564467965076447
aq_pos_mass_221.042_0.285_187,5.725135536156626e-07,5.143384694389768e-07,5.393085111041238e-07,3.472741907600644e-09,0.05150485211063124,5.032569918821912e-05
aq_pos_mass_221.186_0.313_2172,0.04661336118033611,0.012235179952196243,0.011674031523844861,3.895012892950288e-05,0.7738833276987518,0.037992300413851675
aq_pos_mass_222.068_3.305_2781,0.00034688334547885,0.7028592976964558,0.11777439286349586,3.895012892950288e-05,0.21314547016694085,0.05410838200155295
aq_pos_mass_224.065_3.303_4877,0.00018222252425981428,0.17031047118644138,0.032453325199455485,0.002198499437948425,0.012399500579024484,0.6020918949814629
aq_pos_mass_225.185_4.419_5467,0.01822817785893125,0.8125590397647926,0.13912475468441005,0.0010060313623902943,0.32237665407895655,0.16333796807724754
aq_pos_mass_226.105_0.309_2271,0.8125590397647926,0.0012510612291407742,0.7576406619373144,0.0017848483939171347,0.016658525873453237,0.02215197186250734
aq_pos_mass_226.18_3.918_256,9.722797636417771e-07,0.00011055116443956473,5.032569918821912e-05,1.9222676006081192e-08,0.3657515014317637,3.484660412806671e-05
aq_pos_mass_227.164_4.109_4167,0.003766763000078115,0.5430019506067205,0.03076775825205137,0.00032051420585046416,0.10351892440394236,0.23755567689454182
aq_pos_mass_227.164_4.448_3909,0.008058107539921757,0.03823979566169538,0.032453325199455485,4.055993393566385e-06,0.8231815274918841,0.017650112808849438
aq_pos_mass_228.134_1.375_4875,0.0010822814831204174,0.5430019506067205,0.7738833276987518,0.004292558926637027,0.19791118649608652,0.015716194055695337
aq_pos_mass_230.247_4.163_793,2.1504037837743404e-07,0.6134313729551664,0.25488855203843164,1.7220623209524726e-07,0.693798003649465,3.4526336456176473e-07
aq_pos_mass_230.248_4.078_118,0.8285930752186466,0.0005119753315565893,0.049007004210562415,0.005548356179065037,0.0990842385956441,0.17657702124569574
aq_pos_mass_232.129_0.406_3603,0.2790163132113638,0.11470273038255883,0.04000896112872107,0.0071267102844447625,0.5026254477381114,0.5583871155473787
aq_pos_mass_235.169_4.402_3772,0.020356521632181022,0.8446988486564181,0.5727830892082293,0.003526451136186436,0.7415043087592827,0.029157918716810522
aq_pos_mass_238.099_3.494_364,0.019266678870001924,0.35884165476033514,0.5026254477381114,0.011539988490258973,0.9237061355849945,0.05150485211063124
aq_pos_mass_238.155_3.637_3046,0.02269849481938352,0.197492567454973,0.16333796807724754,0.0016637261613751642,0.6472754956287547,0.06258566157626287
aq_pos_mass_241.173_3.91_219,0.8125590397647926,0.00018222252425981428,0.0006878281664177948,0.000748107596402603,0.8066606559445169,0.8899802599450805
aq_pos_mass_241.195_4.423_6372,0.004292558926637027,0.9424675874144188,0.5583871155473787,0.0006940145128506937,0.4499549276146769,0.04000896112872107
aq_pos_mass_242.149_3.472_4517,0.031181114443719026,0.41537215962865337,0.12810406034044802,0.0009347805104956954,0.5162846617279295,0.11286065749608003
aq_pos_mass_243.183_3.254_2149,0.6575324631990798,2.165442838350712e-08,3.771180341911082e-08,4.387047157635009e-08,0.8731878288255717,0.693798003649465
aq_pos_mass_245.138_3.643_4546,0.026649573031274718,0.5430019506067205,0.05964549321285119,0.0020517454392337897,0.3436271148554936,0.19791118649608652
aq_pos_mass_246.145_1.474_4248,0.4516799095559624,0.006293128166672163,0.32237665407895655,0.010880076944579528,0.16333796807724754,0.06564467965076447
aq_pos_mass_246.145_1.55_5382,0.0015502078583888577,0.3376525357692982,0.7095766425318525,0.00757959203158261,0.388744069374785,0.15086142558629534
aq_pos_mass_246.17_3.007_2669,9.737785441998757e-06,0.22772123760157525,0.2461151672187305,0.0010822814831204174,0.06882591062252712,0.019789521588537556
aq_pos_mass_248.149_0.34_2048,0.42727890617197617,0.005548356179065037,0.6781510107917366,0.0006940145128506937,0.04431557593200846,0.005482530786307642
aq_pos_mass_250.147_3.636_5101,0.008058107539921757,0.2699614194997886,0.00320379892282833,2.7155125360679333e-05,0.11286065749608003,0.26387710472720083
aq_pos_mass_251.136_0.499_3110,0.7807319473938321,0.002198499437948425,0.13352644740886185,0.010880076944579528,0.07556856758427484,0.16333796807724754
aq_pos_mass_251.2_4.351_6688,0.002698383221760215,0.8446988486564181,0.20542570708751917,0.0006940145128506937,0.17657702124569574,0.14490207256892992
aq_pos_mass_251.237_4.474_6631,0.019266678870001924,0.7807319473938321,0.04431557593200846,0.010253921182571684,0.04431557593200846,0.8066606559445169
aq_pos_mass_256.165_3.518_3577,0.0513483325632606,0.197492567454973,0.23755567689454182,0.0015502078583888577,0.8066606559445169,0.05410838200155295
aq_pos_mass_258.279_4.329_4530,0.010880076944579528,0.17682769153006928,0.16333796807724754,0.002354817567869459,0.8397811470865129,0.010986469552605896
aq_pos_mass_259.205_4.211_7032,0.002698383221760215,0.9260716380147049,0.7415043087592827,0.002521252359080329,0.8564523383039433,0.016658525873453237
aq_pos_mass_259.205_4.428_4582,0.014548439253271471,0.09693818842839903,0.029157918716810522,2.7155125360679333e-05,0.5873528750166327,0.04661163354269371
aq_pos_mass_260.16_3.286_4518,0.0592009297805028,0.8125590397647926,0.6020918949814629,0.005910177030927583,0.7902256036823868,0.06882591062252712
aq_pos_mass_261.185_4.152_5200,0.00027330728966718973,0.15183902058357474,0.4891597095761495,0.00909702974074202,0.06258566157626287,0.07913681183968604
aq_pos_mass_262.237_3.931_102,0.3921551216382412,0.0001308010009972485,0.28250397161801766,0.0015502078583888577,0.005852319133606772,0.04000896112872107
aq_pos_mass_263.2_4.255_5380,0.13493406800802574,0.24401479744248233,0.07556856758427484,0.006293128166672163,0.47589071739669675,0.32237665407895655
aq_pos_mass_266.172_3.916_322,0.0005119753315565893,7.811925397159599e-08,4.318914782099876e-07,4.456510382156085e-09,0.6020918949814629,0.0003950700342073858
aq_pos_mass_267.195_4.404_4661,0.003087191041993368,0.6575324631990798,0.23755567689454182,0.0010060313623902943,0.221072490664723,0.07213273916105309
aq_pos_mass_268.129_3.296_6347,0.003300170025373635,0.9097070273165737,0.5162846617279295,0.0011638469577302437,0.5873528750166327,0.0012635421058453168
aq_pos_mass_269.088_0.424_2043,0.8933806381420359,7.299111542450259e-06,1.3487110000052456e-05,4.055993393566385e-06,0.3120800279457193,0.33289241602703057
aq_pos_mass_269.174_3.871_4592,0.06497081247311541,0.35884165476033514,0.12810406034044802,0.004884063010547583,0.5162846617279295,0.15086142558629534
aq_pos_mass_269.174_4.133_4283,0.028092445265394367,0.21987171062870314,0.10351892440394236,0.0017848483939171347,0.7095766425318525,0.07913681183968604
aq_pos_mass_270.181_3.638_3041,0.021499758239571096,0.30740948674816493,0.15086142558629534,0.002354817567869459,0.6626415911148368,0.0828408973035591
aq_pos_mass_273.169_3.703_2406,0.0016637261613751642,0.05647943963383298,0.7095766425318525,4.653490422623316e-05,0.003673552991225149,3.8624046907482176e-07
aq_pos_mass_275.2_4.327_4141,0.013737753233950132,0.03635855317279068,0.008060239591620505,1.4219973496541848e-05,0.6781510107917366,0.08668425440088963
aq_pos_mass_276.126_3.645_4023,0.023954891416220755,0.0005527639632859501,0.002424556318956469,3.3236721937291334e-06,0.8066606559445169,0.06882591062252712
aq_pos_mass_276.18_2.021_3213,1.5615850610006668e-05,0.22772123760157525,1.433855425262041e-06,1.5128957162723e-08,0.0003643604857758136,0.8397811470865129
aq_pos_mass_277.216_4.234_3058,0.01822817785893125,0.15781862293298143,0.0014647847089902337,1.1776977265325071e-05,0.19791118649608652,0.22920864740434965
aq_pos_mass_277.216_4.416_2926,0.006293128166672163,0.015401014690545304,0.005482530786307642,1.329392979098482e-06,0.6320582930091349,0.037992300413851675
aq_pos_mass_279.191_0.323_6212,0.08892020657765104,0.5847767220837196,0.6626415911148368,0.010880076944579528,0.4891597095761495,0.016658525873453237
aq_pos_mass_279.232_4.368_2921,0.002521252359080329,0.03455676567958414,0.009134652942607685,1.4742942149091545e-06,0.3771397546659717,0.05964549321285119
aq_pos_mass_281.138_3.681_2726,3.672371527798871e-06,0.020356521632181022,0.0008028144706828488,0.002521252359080329,0.23755567689454182,2.459720283696611e-07
aq_pos_mass_281.138_3.726_2295,0.0008060946154186267,5.709488006862737e-09,5.1655924194398475e-09,3.0636642336731697e-09,0.46282151671134464,0.019789521588537556
aq_pos_mass_281.247_4.732_5099,0.06203037670989281,0.41537215962865337,0.06882591062252712,0.0014438613414250558,0.46282151671134464,0.12810406034044802
aq_pos_mass_283.165_3.801_3079,0.11952183383136966,0.17031047118644138,0.03076775825205137,0.006698271306476066,0.5162846617279295,0.26387710472720083
aq_pos_mass_284.099_0.419_2086,0.4768500218436187,0.0006940145128506937,0.0003643604857758136,5.083342321091998e-05,0.7415043087592827,0.28250397161801766
aq_pos_mass_285.131_3.642_4521,0.003766763000078115,0.8608698044170195,0.05964549321285119,0.0001308010009972485,0.21314547016694085,0.0990842385956441
aq_pos_mass_288.253_4.206_4553,2.973588692178011e-05,0.36974299252616816,0.7415043087592827,1.1776977265325071e-05,0.8231815274918841,2.8921323975460073e-05
aq_pos_mass_289.216_4.371_6621,0.00757959203158261,0.7336876455731964,0.4005631908703319,0.0010060313623902943,0.5026254477381114,0.05682083650713546
aq_pos_mass_291.069_0.332_2069,0.2882755904247021,0.0020517454392337897,0.027621100544799167,7.858874835056908e-05,0.3771397546659717,0.05964549321285119
aq_pos_mass_291.195_4.074_4720,0.006293128166672163,0.8285930752186466,0.693798003649465,0.004292558926637027,0.6320582930091349,0.05150485211063124
aq_pos_mass_291.195_4.227_4704,0.028092445265394367,0.5706867047301827,0.5301338579431278,0.009660047071220692,0.7415043087592827,0.06882591062252712
aq_pos_mass_291.195_4.283_6541,0.002521252359080329,0.5567604652232558,0.14490207256892992,0.005206645006082294,0.06564467965076447,0.46282151671134464
aq_pos_mass_291.231_4.439_3094,0.00757959203158261,0.03455676567958414,0.019789521588537556,4.477855916866232e-06,0.9068221962682691,0.019789521588537556
aq_pos_mass_292.121_3.608_4614,0.15781862293298143,0.13493406800802574,0.27308193265189773,0.0005119753315565893,0.7415043087592827,0.07913681183968604
aq_pos_mass_293.211_4.318_3092,0.012967226151306417,0.9097070273165737,0.25488855203843164,0.0020517454392337897,0.3120800279457193,0.0990842385956441
aq_pos_mass_293.247_4.594_2816,0.4641699943597949,1.4219973496541848e-05,0.0009354300474509583,0.00012027488337972093,0.8731878288255717,0.9575697405400247
aq_pos_mass_295.226_4.226_3017,0.004021867123993529,0.13493406800802574,0.0034313652818014776,2.719115971350221e-06,0.28250397161801766,0.05410838200155295
aq_pos_mass_295.226_4.413_2939,0.002354817567869459,0.4516799095559624,0.04661163354269371,2.261849200290364e-05,0.27308193265189773,0.05682083650713546
aq_pos_mass_297.133_3.694_435,1.9222676006081192e-08,2.7445651191271866e-08,5.868359447650934e-09,3.0636642336731697e-09,0.6781510107917366,1.2498882007728241e-08
aq_pos_mass_300.155_3.299_4903,0.00288681741713989,0.8933806381420359,0.6020918949814629,0.000643575328832956,0.8397811470865129,0.009134652942607685
aq_pos_mass_301.141_4.494_144,0.0071267102844447625,0.11003784368397303,0.02215197186250734,0.0004386776417116388,0.33289241602703057,0.15700576611852554
aq_pos_mass_301.216_4.278_3009,0.010253921182571684,0.16397493056101187,0.012399500579024484,5.083342321091998e-05,0.3657515014317637,0.12810406034044802
aq_pos_mass_301.216_4.459_4127,0.1011586290821741,0.06203037670989281,0.017650112808849438,0.000748107596402603,0.4891597095761495,0.32237665407895655
aq_pos_mass_302.232_4.221_5990,0.04020316203008206,0.40366370084884173,0.9915101046715017,0.010880076944579528,0.5727830892082293,0.014821076179233776
aq_pos_mass_303.231_4.421_2977,0.005206645006082294,6.370065893774589e-07,0.0006878281664177948,1.7220623209524726e-07,0.221072490664723,0.0006362604172781388
aq_pos_mass_304.15_0.648_4551,0.06203037670989281,0.010880076944579528,0.07913681183968604,0.0005527639632859501,0.6020918949814629,0.03421738271297906
aq_pos_mass_304.211_3.386_2120,1.5400851876942902e-07,0.09693818842839903,0.05150485211063124,0.003526451136186436,0.0004638769027320738,0.6169953637949551
aq_pos_mass_304.212_3.447_2134,8.752802415366257e-07,0.10552415804955881,0.12810406034044802,0.0005965632210801782,0.014821076179233776,0.5873528750166327
aq_pos_mass_304.299_4.374_790,0.2357684427087915,0.0009347805104956954,0.027621100544799167,0.00018222252425981428,0.4125956449189422,0.06258566157626287
aq_pos_mass_307.043_0.322_2041,0.8770993047821505,4.653490422623316e-05,0.04661163354269371,9.737785441998757e-06,0.08668425440088963,0.03606274988369152
aq_pos_mass_307.226_4.256_4717,0.0015502078583888577,0.8446988486564181,0.09480250293078125,9.32853149583386e-05,0.221072490664723,0.032453325199455485
aq_pos_mass_307.226_4.316_4563,0.006698271306476066,0.14039944873478255,0.024755995557244146,8.849270861410743e-06,0.4372935444271038,0.049007004210562415
aq_pos_mass_308.091_0.394_2050,0.9917740945477351,0.01822817785893125,0.027621100544799167,0.008563492804623466,0.8564523383039433,0.9745341584953889
aq_pos_mass_309.205_4.08_6687,0.0013442758642847337,0.6876227792115092,0.5727830892082293,0.003766763000078115,0.2921439804957928,0.037992300413851675
aq_pos_mass_309.206_3.988_6654,0.003766763000078115,0.6725120572471346,0.21314547016694085,0.0015502078583888577,0.16986082052303642,0.17657702124569574
aq_pos_mass_309.242_4.416_2889,0.0071267102844447625,0.020356521632181022,0.015716194055695337,2.0058910372077837e-06,0.8564523383039433,0.017650112808849438
aq_pos_mass_309.242_4.641_2745,0.06203037670989281,0.005206645006082294,0.014821076179233776,5.083342321091998e-05,0.9406245188913854,0.10810994430993735
aq_pos_mass_311.221_4.044_6623,0.008058107539921757,0.8933806381420359,0.08668425440088963,0.006293128166672163,0.15086142558629534,0.26387710472720083
aq_pos_mass_311.221_4.304_6607,0.014548439253271471,0.8770993047821505,0.06564467965076447,0.00757959203158261,0.07556856758427484,0.5441693209533585
aq_pos_mass_313.051_0.316_6237,0.09285974841735238,0.4768500218436187,0.11286065749608003,0.004579668772944515,0.5026254477381114,0.27308193265189773
aq_pos_mass_316.212_3.374_346,0.8446988486564181,1.5128957162723e-08,1.1031242374152579e-08,4.456510382156085e-09,0.8731878288255717,0.7738833276987518
aq_pos_mass_318.166_3.391_4265,0.003087191041993368,0.012967226151306417,0.22920864740434965,0.00015451018474271964,0.4891597095761495,0.002990068011184244
aq_pos_mass_319.226_4.287_3050,0.03283181089903758,0.020356521632181022,0.037992300413851675,1.1776977265325071e-05,0.7576406619373144,0.04431557593200846
aq_pos_mass_322.054_0.327_2319,0.5294149186577493,0.0014438613414250558,0.20542570708751917,6.058455057030492e-05,0.05410838200155295,0.018693056960232598
aq_pos_mass_322.054_0.406_5993,0.020356521632181022,0.026649573031274718,0.12285444338664299,9.722797636417771e-07,0.5583871155473787,0.011674031523844861
aq_pos_mass_323.196_4.021_3656,0.48971740875937286,0.029602150981776827,0.16986082052303642,0.00909702974074202,0.46282151671134464,0.16333796807724754
aq_pos_mass_323.221_4.011_4650,0.04020316203008206,0.3808478181551693,0.15700576611852554,0.0071267102844447625,0.4891597095761495,0.16333796807724754
aq_pos_mass_323.221_4.094_6620,0.003766763000078115,0.6876227792115092,0.26387710472720083,0.004292558926637027,0.22920864740434965,0.12810406034044802
aq_pos_mass_323.221_4.212_4744,0.002198499437948425,0.7028592976964558,0.6320582930091349,0.0019140289654979322,0.26387710472720083,0.02215197186250734
