filename,MouseID,Treatmentgroup,DPI,organ,well_position,plate,X293.211_2.933,X440.337_2.765,X442.353_2.823,X141.091_1.54,X203.007_0.309,X240.116_2.324,X249.112_2.768,X272.222_2.957,X296.258_2.976,X311.221_2.932,X345.243_3.095,X366.373_3.699,X546.029_2.319,X607.227_2.771,X608.227_2.768,X690.434_3.14,X692.414_2.985,X708.445_3.006,X709.936_2.18,X720.445_3.09,X737.391_2.399,X776.042_2.398,X776.095_2.398,X776.148_2.398,X776.359_2.398,X819.433_2.399,X867.281_2.399
X551_Group1C_142dpi_LV_top_171_G_A11_P128.mzXML,551,naive,142dpi,LV_top,A11,P128,0.000437632,7.20E-05,9.42E-05,0.000226969,6.50E-05,0,4.71E-05,0.000545247,0.000342466,0.000394586,0.000146066,0.00056677,0,2.69E-05,5.64E-05,0.000167903,0,0.000376651,0,0,5.85E-05,6.39E-05,0.000126389,0.000218605,0.000299814,0.000239741,0.000103383
X552_Group1C_142dpi_LV_top_172_G_A12_P128.mzXML,552,naive,142dpi,LV_top,A12,P128,0.000437429,0,0,0.000358059,0.000139934,0,0,0.000906517,0.000518914,0.000476836,8.31E-05,0,0,0,0,0.000294025,5.24E-05,0.00029165,0,0,0.000112275,0.000147264,0.00034958,0.000528022,0.000454245,0.000539593,0.000383944
X553_Group1C_142dpi_LV_top_173_G_B1_P128.mzXML,553,naive,142dpi,LV_top,B1,P128,0.000216699,5.76E-05,3.49E-05,0.000111176,2.11E-05,2.92E-05,0,0.000166369,0.000119757,9.12E-05,7.22E-05,0.001509903,0.000126154,0,0,1.48E-05,0,1.20E-05,1.61E-05,0,9.97E-05,0.000176155,0.000209709,0.000343922,0.000348116,0.00029499,0.000164971
X554_Group1C_142dpi_LV_top_174_G_B2_P128.mzXML,554,naive,142dpi,LV_top,B2,P128,0.000571513,0,0,0.000160133,0.000164546,7.27E-05,0,0.000585121,0.000246269,0.000521619,0.000126532,0.000188467,8.30E-05,0,5.35E-05,0.000113079,0.0002453,0.000675837,0,0,0.00013939,0.000286905,0.000512548,0.000625943,0.000807376,0.000625943,0.000319603
X555_Group1C_142dpi_LV_top_175_G_B3_P128.mzXML,555,naive,142dpi,LV_top,B3,P128,0.00055178,0.000135909,0.000106739,0.000141179,4.87E-05,3.47E-05,2.84E-05,0.000309823,0.000190907,0.000557681,0.00020216,0.001029793,9.39E-05,0,2.86E-05,7.87E-05,0.000182559,0.000460308,2.86E-05,0,6.03E-05,6.97E-05,0.000136097,0.000191824,0.000232803,0.000215891,6.57E-05
X581_Group3E_142dpi_LV_top_176_G_B4_P128.mzXML,581,infected,142dpi,LV_top,B4,P128,0.000744074,0.000442853,0.00029723,7.66E-05,0,0.000213447,2.15E-05,0.00568528,0,0.000702182,0,0.001248767,0.000241375,1.95E-05,2.18E-05,6.36E-05,0.000147547,0.000686223,9.20E-05,0,0.000255339,0.000307205,0.00042889,0.000696197,0.000766017,0.000626378,0.000307205
X582_Group3E_142dpi_LV_top_177_G_B5_P128.mzXML,582,infected,142dpi,LV_top,B5,P128,0.000555608,0.000314255,0.000212164,0.000114338,0.000115359,0,5.28E-05,0.00020212,0.000223923,0.000545627,0,0.001071292,3.52E-05,3.41E-05,5.65E-05,0.000218718,0.000429182,0.001008079,4.16E-05,0.000180561,3.62E-05,3.89E-05,5.69E-05,8.45E-05,7.55E-05,0.000166114,4.83E-05
X583_Group3E_142dpi_LV_top_178_G_B6_P128.mzXML,583,infected,142dpi,LV_top,B6,P128,0.000387376,0.000697277,0.000739536,8.66E-05,0,0.000196786,0.00011515,0.000707842,0.000207706,0.000383854,9.75E-05,0.00077123,5.33E-05,4.11E-05,0.00015011,3.99E-05,0.000162319,0.000552891,4.41E-05,0,8.87E-05,9.52E-05,0.000216706,0.000338104,0.000471894,0.000485981,0.000190673
X584_Group3E_142dpi_LV_top_179_G_B7_P128.mzXML,584,infected,142dpi,LV_top,B7,P128,0.000670678,0.000169451,0.000152333,0.000137472,6.49E-05,8.14E-05,7.19E-05,0.000348635,0.000241067,0,0,0.001799309,0,0,3.97E-05,0.000283243,0.000508179,0.00050227,0,0.000234553,0,0,0,0,0,0,0
X585_Group3E_142dpi_LV_top_180_G_B8_P128.mzXML,585,infected,142dpi,LV_top,B8,P128,0.000285546,0.00041631,0.000579098,7.75E-05,0.000130843,8.18E-05,8.48E-05,0.000293552,0.000126785,0.000257409,1.95E-05,0.001657234,0,3.13E-05,9.87E-05,0.000309564,0.000557749,0.000926023,0,0.000152366,0,0,0,2.35E-05,3.58E-05,0,0
X611_Group9_142dpi_LV_top_181_G_B9_P128.mzXML,611,combo,142dpi,LV_top,B9,P128,0.000543645,0.000386347,0.000275962,0.000146666,0,0.00029252,3.93E-05,0.002445024,0.000195543,0.000565722,0,0.000557443,0.000235,3.76E-05,4.67E-05,7.79E-05,0.000477414,0.001156281,0.000118265,9.72E-05,8.67E-05,0.000102903,0.000189529,0.000303558,0.00036151,0.000309077,0.000141744
X612_Group9_142dpi_LV_top_182_G_B10_P128.mzXML,612,combo,142dpi,LV_top,B10,P128,0.000262293,0.000229917,0.000220292,0,0.000393517,7.65E-05,0.000149907,0.000412467,0.000356011,0.000308169,0,0,9.72E-05,0.000110132,0.000140528,6.44E-05,0.000418073,0.000366927,0,0,9.77E-05,0.000245467,0.000409828,0.000828059,0.000811386,0.000800271,0.000424
X613_Group9_142dpi_LV_top_183_G_B11_P128.mzXML,613,combo,142dpi,LV_top,B11,P128,0.000278313,0.000276787,0.000509145,0.000256755,6.61E-05,0.000185667,4.55E-05,0.000294685,0.000296358,0.000210295,3.15E-05,0.000654024,3.44E-05,3.36E-05,5.99E-05,0,3.44E-05,0.000284637,0,0,0.00018563,0.000187123,0.000310442,0.00039713,0.000591933,0.000496727,0.000263751
X614_Group9_142dpi_LV_top_184_G_B12_P128.mzXML,614,combo,142dpi,LV_top,B12,P128,0.000510418,0.000318514,0.000243216,0.000405619,4.84E-05,0.000110574,0,0.000680557,0.000488605,0.000475517,0.000112158,0,7.08E-05,0,0,0.00025281,0.000203383,0.000606393,6.52E-05,0,9.75E-05,0.000186552,0.000435305,0.000724182,0.000706732,0.000759083,0.000406023
X615_Group9_142dpi_LV_top_185_G_C1_P128.mzXML,615,combo,142dpi,LV_top,C1,P128,0.000479521,0.000246842,0.0003561,0.000107109,0,2.85E-05,0,0.000189621,0.000177686,0,0.000208399,0.001116859,6.19E-05,0,0,6.79E-05,9.63E-05,0.000313611,0,0,1.97E-05,3.59E-05,7.98E-05,0.000119594,0.000131164,9.74E-05,7.36E-05
X631_Group15_142dpi_LV_top_191_G_C7_P128.mzXML,631,BNZ,142dpi,LV_top,C7,P128,0.000402601,0.000398175,0.00029581,0.000240284,0.000177127,6.28E-05,0.000104868,0.001361236,0.000279231,0.000370784,0,0.000665298,0,3.18E-05,0.000125216,0.000468335,0.000678429,0.000871016,0,0.000373889,0,0,0,5.97E-05,8.82E-05,8.13E-05,6.44E-05
X632_Group15_142dpi_LV_top_192_G_C8_P128.mzXML,632,BNZ,142dpi,LV_top,C8,P128,0.00036459,4.10E-05,5.60E-05,0.000375501,0.000147563,0.000153118,0.000137026,0.000339494,0.000186292,0.000354305,3.38E-05,0.000804135,0,9.22E-05,0.000155109,0.000315686,0.00054364,0.000928719,3.99E-05,0.000311334,0,0,0,5.79E-05,0.000118815,6.94E-05,0
X633_Group15_142dpi_LV_top_193_G_C9_P128.mzXML,633,BNZ,142dpi,LV_top,C9,P128,0.000405705,0.000718133,0.000496164,0.000105927,0.000263935,0,0.000112107,0.000304102,0.000240063,0.000328337,0,0.001283934,0,3.55E-05,8.19E-05,0.000264242,0.000539688,0.000887873,0,0.000234169,0,0,0,0,4.89E-05,6.34E-05,0
X634_Group15_142dpi_LV_top_194_G_C10_P128.mzXML,634,BNZ,142dpi,LV_top,C10,P128,0.000644154,0.000347407,0.000531915,0,0.000215369,5.18E-05,8.70E-05,0.000440346,0.000243784,0.000658794,4.93E-05,0.000476863,0,4.53E-05,9.42E-05,0.000114543,0.000517275,0.000805192,5.55E-05,0.000101264,0.00011395,0.000224599,0.00027283,0.000377007,0.000433284,0.000372248,0.000221177
X635_Group15_142dpi_LV_top_195_G_C11_P128.mzXML,635,BNZ,142dpi,LV_top,C11,P128,0.000162848,0,7.92E-05,0.000224684,0.000245962,8.08E-05,6.85E-05,0.000876452,0.000385755,0.000232097,0,7.39E-05,0,0,0.000172541,0.000128918,0.000431143,0.000396591,0,0,0.000194323,0.000305304,0.000400807,0.00052431,0.000651417,0.000564329,0.000320164
X666_Group3E_142dpi_LV_top_201_G_D5_P128.mzXML,666,infected,142dpi,LV_top,D5,P128,0.000204383,0.000435216,0.000500138,3.69E-05,0,0.000146675,2.07E-05,0.000353463,0,0.000182743,0,0,6.62E-05,0,2.81E-05,0.000257282,0.000140664,0.000774252,6.95E-05,6.54E-05,0.000119745,0.000120105,0.000224822,0.000308979,0.000337833,0.000325811,0.000138259
X667_Group3E_142dpi_LV_top_202_G_D6_P128.mzXML,667,infected,142dpi,LV_top,D6,P128,0.000163275,0.00137523,0.001571174,0.000162756,0,5.06E-05,0.000192382,0.000316827,0.000188501,3.62E-05,0,0.001059544,0,5.75E-05,0.000213484,0.000130519,0.000413658,0.000627744,4.88E-05,3.28E-05,0,3.78E-05,6.87E-05,0.000180156,0.000102879,0.000137775,5.32E-05
X668_Group3E_142dpi_LV_top_203_G_D7_P128.mzXML,668,infected,142dpi,LV_top,D7,P128,0.000155161,0.000677972,0.000811071,0.000283937,0,4.83E-05,0.00017723,0.000353447,0.000199914,0.000152634,0,0.001605504,0,0.000118238,0.00020819,0.000276654,0.000428412,0.000702928,0,0.000197714,0,0,3.97E-05,4.72E-05,5.04E-05,4.57E-05,3.71E-05
X669_Group3E_142dpi_LV_top_204_G_D8_P128.mzXML,669,infected,142dpi,LV_top,D8,P128,0.000499292,0.000176559,0.000135036,0.000207285,0.00014064,4.79E-05,3.20E-05,0.000266898,0.000213125,0,2.73E-05,0.001501096,2.83E-05,2.52E-05,0,0.000246989,0.000402655,0.000740884,0,0.000224164,0,0,0,7.67E-05,0,7.95E-05,0
X670_Group3E_142dpi_LV_top_205_G_D9_P128.mzXML,670,infected,142dpi,LV_top,D9,P128,0.000370917,6.96E-05,5.09E-05,0.000593755,0,0,0.000159745,0.000526199,0.000500299,0.000392969,0,0.000360183,0,5.96E-05,0.000276885,0.00010682,0,0.000117239,0,0,0,7.59E-05,0.00010661,9.39E-05,0.000144239,0.000301718,0
X696_Group9_142dpi_LV_top_206_G_D10_P128.mzXML,696,combo,142dpi,LV_top,D10,P128,0.00033101,0.000211605,0.000176991,0.000258384,0,0.000140813,0.000146902,0.000470686,0.000265306,0.000289608,0,0.001150974,0,4.16E-05,0.000114959,0.000159164,0.000276064,0.000558939,0,3.53E-05,0.000257809,0.00022578,0.000422882,0.000573648,0.000731769,0.000698674,0.000351994
X697_Group9_142dpi_LV_top_207_G_D11_P128.mzXML,697,combo,142dpi,LV_top,D11,P128,0.000428246,0.000283777,0.000270942,8.90E-05,0,3.46E-05,3.77E-05,0.000536775,0.000276481,0,7.50E-05,0.001126347,3.99E-05,0,2.67E-05,0.000113579,0.000259086,0.000305052,0,5.17E-05,3.59E-05,4.97E-05,0.000106982,8.42E-05,0.000151145,7.37E-05,5.83E-05
X698_Group9_142dpi_LV_top_208_G_D12_P128.mzXML,698,combo,142dpi,LV_top,D12,P128,0.00020026,7.73E-05,0.000144034,0.000141091,0,8.03E-05,0,0.008141307,0.000372318,0.000188717,0,0.000751874,5.30E-05,0,3.71E-05,8.45E-05,4.19E-05,0.000263627,6.78E-05,0,0.000114034,0.000249241,0.000454675,0.00081892,0.000727929,0.000651305,0.000275235
X699_Group9_142dpi_LV_top_209_G_E1_P128.mzXML,699,combo,142dpi,LV_top,E1,P128,0.000160626,0.000395266,0.000428337,0,3.91E-05,0.000145968,0,9.33E-05,0.000109785,0,4.97E-05,0.001348,1.56E-05,0,0,1.45E-05,0,1.80E-05,5.31E-05,0,0.000118599,0.000137792,0.00020472,0.000305505,0.000277159,0.00026771,0.000136163
X700_Group9_142dpi_LV_top_210_G_E2_P128.mzXML,700,combo,142dpi,LV_top,E2,P128,0.000281346,0.000742624,0.000592136,5.54E-05,0,0.000107124,2.15E-05,0.00042202,0.000153643,0.000248632,0,0.001668449,4.10E-05,1.51E-05,1.72E-05,0.000125274,0,0.000574143,4.03E-05,0,0.00019956,0.000212646,0.000408934,0.000351683,0.000386033,0.000487449,0.00025681
X716_Group15_142dpi_LV_top_216_G_E8_P128.mzXML,716,BNZ,142dpi,LV_top,E8,P128,0.000190807,0.000107403,0.000133118,0,0,9.62E-05,9.26E-05,0.000608048,8.86E-05,0.000192913,0,0.002082954,0,3.10E-05,0.000108412,0.000197521,0.000255251,0.000402247,0,7.05E-05,0,4.98E-05,0.000101399,0.000183668,0.000190562,0.000173903,0.000124823
X717_Group15_142dpi_LV_top_217_G_E9_P128.mzXML,717,BNZ,142dpi,LV_top,E9,P128,0.000669267,5.03E-05,0,0.000221477,0,0,0.000197953,0.000413256,0.000235545,0.000659497,0,0.000191128,0,0.000149085,0.000276894,9.77E-05,0.000356802,0.000493402,0,5.20E-05,0,8.66E-05,0.000124307,0.000156928,0.000260271,0.000187236,8.51E-05
X718_Group15_142dpi_LV_top_218_G_E10_P128.mzXML,718,BNZ,142dpi,LV_top,E10,P128,0.000438651,0,0,0.00023636,0,0,0.0001413,0.000391504,0.000299534,0.000332965,0,0.000260077,0,0.000150277,0.00017435,5.45E-05,0.000337177,0.00021798,0,0,0,0,0,8.77E-05,0.000100684,0.000130997,0
X719_Group15_142dpi_LV_top_219_G_E11_P128.mzXML,719,BNZ,142dpi,LV_top,E11,P128,0.000305935,4.57E-05,4.40E-05,7.02E-05,0,3.70E-05,2.71E-05,0.000242299,0.000138378,0.000298651,4.09E-05,0.00201043,2.42E-05,0,0,0.000172705,0.000403057,0.000580305,0,0.000153071,7.17E-05,3.23E-05,5.31E-05,0.000137415,0.000155595,0.000136731,4.25E-05
X720_Group15_142dpi_LV_top_220_G_E12_P128.mzXML,720,BNZ,142dpi,LV_top,E12,P128,0.000782654,0.000333136,0.000171258,0.000222675,0,3.84E-05,0,0.000316609,0.000256725,0.000822884,0.000118297,0.000793626,0,0,0,0.000177154,0.000435214,0.000789969,0,0.000160873,3.02E-05,4.82E-05,7.01E-05,0.000104832,7.79E-05,0.000120259,6.18E-05
X751_Group3E_142dpi_LV_top_226_G_F6_P128.mzXML,751,infected,142dpi,LV_top,F6,P128,0.00028993,0.00031591,0.000290854,0.000125128,0,0,0.000143684,0.000649748,0.00025921,0.000270273,3.80E-05,0.000780633,5.06E-05,0.000102191,0.000139277,0.000188776,0.000626376,0.000537562,4.09E-05,5.38E-05,0,5.49E-05,0.000118734,0.000155002,0.000146367,0.000236342,6.69E-05
X752_Group3E_142dpi_LV_top_227_G_F7_P128.mzXML,752,infected,142dpi,LV_top,F7,P128,0.000188541,8.17E-05,0.000202348,0.000258092,0,0,0.000149452,0.000302026,0.000186242,3.98E-05,0,0.001294895,0,5.79E-05,0.000205298,0.000193769,0.000588588,0.000706306,0,9.48E-05,5.71E-05,5.21E-05,0.000143776,0.00018461,0.000104374,0.000175799,7.10E-05
X753_Group3E_142dpi_LV_top_228_G_F8_P128.mzXML,753,infected,142dpi,LV_top,F8,P128,0.000129871,0.000241287,0.000182068,0,0,0,0.000112599,0.000145159,0.000209291,4.50E-05,0,0.00026499,0,5.19E-05,0.000201825,0.000295814,0.000521762,0.000468782,4.84E-05,8.23E-05,0.000233041,0.00027383,0.000422596,0.000611885,0.000673547,0.000673547,0.000343364
X754_Group3E_142dpi_LV_top_229_G_F9_P128.mzXML,754,infected,142dpi,LV_top,F9,P128,0.00016557,0.000112892,4.69E-05,0,0,6.62E-05,0.000135695,0.000236694,0.000269422,0.000200482,0,0.001404518,0,8.34E-05,0.000192701,0.000426689,0.000668479,0.000771596,0,0.000312376,0,0,5.84E-05,0.000116253,8.05E-05,9.18E-05,3.89E-05
X755_Group3E_142dpi_LV_top_230_G_F10_P128.mzXML,755,infected,142dpi,LV_top,F10,P128,0.000212121,9.63E-05,0.000121434,0,1.99E-05,7.81E-05,3.02E-05,0.000113058,0.000141977,0,0,0.001821693,0,0,2.63E-05,0.000325703,0.000377367,0.000765965,0,0.000223377,0,0,0,0,0,2.09E-05,0
X781_Group9_142dpi_LV_top_231_G_F11_P128.mzXML,781,combo,142dpi,LV_top,F11,P128,0.000129238,4.74E-05,4.94E-05,0.000166132,0,0.000105694,4.18E-05,0.000506169,0.000271393,0,0,0.001406714,0,3.64E-05,0.000115025,0.000266462,0.000394377,0.000531011,0,8.23E-05,0,0,0,0.00011299,0.000105773,0.000121727,4.40E-05
X782_Group9_142dpi_LV_top_232_G_F12_P128.mzXML,782,combo,142dpi,LV_top,F12,P128,0.000223923,0.000240538,0.000209848,0.000132463,0,3.74E-05,0,0.000397599,0.000359568,0,0,0.001351836,0,0,4.17E-05,0.000162654,0.000401056,0.000394142,3.79E-05,3.29E-05,0,5.62E-05,6.91E-05,7.74E-05,7.03E-05,0.000155529,0.000100663
X783_Group9_142dpi_LV_top_233_G_G1_P128.mzXML,783,combo,142dpi,LV_top,G1,P128,0.000302819,7.33E-05,0.000206036,0.000273714,0,0,0,0.000194017,0.00021529,0,0.00013187,0.001235369,0,0,0,3.39E-05,0,0.000146737,0,0,3.42E-05,5.41E-05,0.000137227,0.000196984,0.000160715,0.000181791,9.29E-05
X784_Group9_142dpi_LV_top_234_G_G2_P128.mzXML,784,combo,142dpi,LV_top,G2,P128,0.000296744,0.000205123,0.000282322,0.000103536,0,6.16E-05,0,0.000223323,0.000245542,0.00034073,0.00014006,0.000654013,3.44E-05,0,0,3.86E-05,6.70E-05,0.000427624,0,0,6.09E-05,0.000107317,0.000305577,0.00040247,0.000391689,0.000345299,0.000233756
X785_Group9_142dpi_LV_top_235_G_G3_P128.mzXML,785,combo,142dpi,LV_top,G3,P128,0.000247651,0.000411958,0.000376239,0,0,0.000102654,0,0.000600078,0.000139905,0.000189491,0,0.0012073,3.24E-05,0,0,5.94E-05,0,0.000642941,4.03E-05,0,0.000153822,0.000213973,0.00030242,0.000492921,0.000485777,0.000523878,0.000252414
X801_Group15_142dpi_LV_top_241_G_G9_P128.mzXML,801,BNZ,142dpi,LV_top,G9,P128,0.000260217,0,3.66E-05,0.000458148,0,4.39E-05,0.000103299,0.000698342,0.000321889,0.000275158,6.78E-05,0.000258068,0,5.08E-05,0.000160438,8.39E-05,0.000407243,0.000427448,0,5.03E-05,0,0,6.01E-05,7.17E-05,7.91E-05,0.000113282,4.36E-05
X802_Group15_142dpi_LV_top_242_G_G10_P128.mzXML,802,BNZ,142dpi,LV_top,G10,P128,0.000650972,3.99E-05,3.26E-05,0.000105437,0,8.62E-05,7.29E-05,0.000333056,0.000227415,0.000678222,0.000100804,0.000835667,3.60E-05,0,8.29E-05,0.000242543,0.0004905,0.000590417,0,0.000229024,0,0,0,3.53E-05,3.64E-05,7.37E-05,0
X803_Group15_142dpi_LV_top_243_G_G11_P128.mzXML,803,BNZ,142dpi,LV_top,G11,P128,0.000591706,0.000192155,0.000200963,0.000254875,0,0,4.09E-05,0.000419256,0.000378858,0.000627723,0.000262187,0.000560835,0,0,0,9.19E-05,0.000643159,0.000571125,0,0.000156701,0,0,0,7.11E-05,5.37E-05,6.12E-05,0
X804_Group15_142dpi_LV_top_244_G_G12_P128.mzXML,804,BNZ,142dpi,LV_top,G12,P128,0.000367008,0,0,0.000192328,0,0,0,0.000230257,0.000303764,0.000429439,0,0.001081612,0,0,0,0.000180628,0.000521831,0.00054555,0,0.000201465,0,4.83E-05,7.54E-05,0.000123848,0.000167025,0.00010692,7.35E-05
X805_Group15_142dpi_LV_top_245_G_H1_P128.mzXML,805,BNZ,142dpi,LV_top,H1,P128,0.000394918,0.000119139,0.000119785,5.91E-05,0,6.21E-05,0,6.30E-05,0,0.000262274,0,0,7.02E-05,0,0,6.18E-05,0,0.000195952,0,0,0.000324074,0.000351205,0.000527562,0.000844099,0.000740094,0.00068583,0.00029242
