filename,MouseID,Treatmentgroup,status,DPI,organ,well_position,plate,mass_137,mass_269
X648_Group3A_50dpi_LV_top_273_B_B11_P129.mzXML,648,Group3A,Infected,50,LV_top,B11,P129,0.014946222,0.002602154
X649_Group3A_50dpi_LV_top_274_B_B12_P129.mzXML,649,Group3A,Infected,50,LV_top,B12,P129,0.006148735,0.000687212
X650_Group3A_50dpi_LV_top_275_B_C1_P129.mzXML,650,Group3A,Infected,50,LV_top,C1,P129,0.007525837,0.002964446
X731_Group3A_50dpi_LV_top_276_B_C2_P129.mzXML,731,Group3A,Infected,50,LV_top,C2,P129,0,0.003442023
X732_Group3A_50dpi_LV_top_277_B_C3_P129.mzXML,732,Group3A,Infected,50,LV_top,C3,P129,0.009879809,0.001117326
X733_Group3A_50dpi_LV_top_278_B_C4_P129.mzXML,733,Group3A,Infected,50,LV_top,C4,P129,0.020763678,0.003032811
X734_Group3A_50dpi_LV_top_279_B_C5_P129.mzXML,734,Group3A,Infected,50,LV_top,C5,P129,0.001093432,0
X735_Group3A_50dpi_LV_top_280_B_C6_P129.mzXML,735,Group3A,Infected,50,LV_top,C6,P129,0.005618187,0.000371649
X566_Group3B_70dpi_LV_top_296_B_D10_P129.mzXML,566,Group3B,Infected,75,LV_top,D10,P129,0.00569156,0.000993856
X567_Group3B_70dpi_LV_top_297_B_D11_P129.mzXML,567,Group3B,Infected,75,LV_top,D11,P129,0.0091227,0.001372855
X568_Group3B_70dpi_LV_top_298_B_D12_P129.mzXML,568,Group3B,Infected,75,LV_top,D12,P129,0.007442858,0.001929629
X569_Group3B_70dpi_LV_top_299_B_E1_P129.mzXML,569,Group3B,Infected,75,LV_top,E1,P129,0.011715306,0.000886601
X570_Group3B_70dpi_LV_top_300_B_E2_P129.mzXML,570,Group3B,Infected,75,LV_top,E2,P129,0.005379265,0.002811274
X651_Group3B_70dpi_LV_top_301_B_E3_P129.mzXML,651,Group3B,Infected,75,LV_top,E3,P129,0.00664808,0.001665126
X652_Group3B_70dpi_LV_top_302_B_E4_P129.mzXML,652,Group3B,Infected,75,LV_top,E4,P129,0.020168887,0.002578696
X653_Group3B_70dpi_LV_top_303_B_E5_P129.mzXML,653,Group3B,Infected,75,LV_top,E5,P129,0.015306069,0.002339304
X654_Group3B_70dpi_LV_top_304_B_E6_P129.mzXML,654,Group3B,Infected,75,LV_top,E6,P129,0.020815512,0.003137142
X655_Group3B_70dpi_LV_top_305_B_E7_P129.mzXML,655,Group3B,Infected,75,LV_top,E7,P129,0.009586017,0.001467489
X736_Group3B_70dpi_LV_top_306_B_E8_P129.mzXML,736,Group3B,Infected,75,LV_top,E8,P129,0,0.002019752
X737_Group3B_70dpi_LV_top_307_B_E9_P129.mzXML,737,Group3B,Infected,75,LV_top,E9,P129,0.009195691,0.001453826
X738_Group3B_70dpi_LV_top_308_B_E10_P129.mzXML,738,Group3B,Infected,75,LV_top,E10,P129,0,0.003192999
X739_Group3B_70dpi_LV_top_309_B_E11_P129.mzXML,739,Group3B,Infected,75,LV_top,E11,P129,0.017187249,0.002315113
X740_Group3B_70dpi_LV_top_310_B_E12_P129.mzXML,740,Group3B,Infected,75,LV_top,E12,P129,0.013410122,0.001879449
X581_Group3E_142dpi_LV_top_176_G_B4_P128.mzXML,581,Group3E,Infected,142,LV_top,B4,P128,0.010672368,0.001787372
X582_Group3E_142dpi_LV_top_177_G_B5_P128.mzXML,582,Group3E,Infected,142,LV_top,B5,P128,0.015071283,0.002415397
X583_Group3E_142dpi_LV_top_178_G_B6_P128.mzXML,583,Group3E,Infected,142,LV_top,B6,P128,0.009649185,0.002098874
X584_Group3E_142dpi_LV_top_179_G_B7_P128.mzXML,584,Group3E,Infected,142,LV_top,B7,P128,0.005731788,0.002552714
X585_Group3E_142dpi_LV_top_180_G_B8_P128.mzXML,585,Group3E,Infected,142,LV_top,B8,P128,0.009286917,0.001369019
X666_Group3E_142dpi_LV_top_201_G_D5_P128.mzXML,666,Group3E,Infected,142,LV_top,D5,P128,0.009545899,0.001651897
X667_Group3E_142dpi_LV_top_202_G_D6_P128.mzXML,667,Group3E,Infected,142,LV_top,D6,P128,0.012264589,0.001592945
X668_Group3E_142dpi_LV_top_203_G_D7_P128.mzXML,668,Group3E,Infected,142,LV_top,D7,P128,0.015722293,0.002237723
X669_Group3E_142dpi_LV_top_204_G_D8_P128.mzXML,669,Group3E,Infected,142,LV_top,D8,P128,0,0.004123182
X670_Group3E_142dpi_LV_top_205_G_D9_P128.mzXML,670,Group3E,Infected,142,LV_top,D9,P128,0.024146044,0.003217588
X751_Group3E_142dpi_LV_top_226_G_F6_P128.mzXML,751,Group3E,Infected,142,LV_top,F6,P128,0.020707806,0.002860763
X752_Group3E_142dpi_LV_top_227_G_F7_P128.mzXML,752,Group3E,Infected,142,LV_top,F7,P128,0.0152597,0.00153469
X753_Group3E_142dpi_LV_top_228_G_F8_P128.mzXML,753,Group3E,Infected,142,LV_top,F8,P128,0.026657297,0.003780404
X754_Group3E_142dpi_LV_top_229_G_F9_P128.mzXML,754,Group3E,Infected,142,LV_top,F9,P128,0.015858607,0.002122778
X755_Group3E_142dpi_LV_top_230_G_F10_P128.mzXML,755,Group3E,Infected,142,LV_top,F10,P128,0,0.001639748
