filename,MouseID,Treatmentgroup,status,DPI,organ,well_position,plate,mass_137,mass_269
X511_Group1C_142dpi_RV_bottom_161_G_A1_P140.mzXML,511,Group1C,naive,142,RV_bottom,A1,P140,0.011240313,0.00099921
X512_Group1C_142dpi_RV_bottom_162_G_A2_P140.mzXML,512,Group1C,naive,142,RV_bottom,A2,P140,0.018174011,0.003687227
X513_Group1C_142dpi_RV_bottom_163_G_A3_P140.mzXML,513,Group1C,naive,142,RV_bottom,A3,P140,0.008031874,0.00160445
X514_Group1C_142dpi_RV_bottom_164_G_A4_P140.mzXML,514,Group1C,naive,142,RV_bottom,A4,P140,0.015332507,0.002611662
X515_Group1C_142dpi_RV_bottom_165_G_A5_P140.mzXML,515,Group1C,naive,142,RV_bottom,A5,P140,0.027923017,0.004415101
X531_Group1C_142dpi_RV_bottom_166_G_A6_P140.mzXML,531,Group1C,naive,142,RV_bottom,A6,P140,0.015646437,0.003359866
X532_Group1C_142dpi_RV_bottom_167_G_A7_P140.mzXML,532,Group1C,naive,142,RV_bottom,A7,P140,0.009003442,0.001953449
X533_Group1C_142dpi_RV_bottom_168_G_A8_P140.mzXML,533,Group1C,naive,142,RV_bottom,A8,P140,0.015199388,0.002633477
X534_Group1C_142dpi_RV_bottom_169_G_A9_P140.mzXML,534,Group1C,naive,142,RV_bottom,A9,P140,0.015865902,0.003195014
X535_Group1C_142dpi_RV_bottom_170_G_A10_P140.mzXML,535,Group1C,naive,142,RV_bottom,A10,P140,0.016400047,0.004180738
X551_Group1C_142dpi_RV_bottom_171_G_A11_P140.mzXML,551,Group1C,naive,142,RV_bottom,A11,P140,0.013810091,0.002961682
X552_Group1C_142dpi_RV_bottom_172_G_A12_P140.mzXML,552,Group1C,naive,142,RV_bottom,A12,P140,0.016418476,0.004100409
X553_Group1C_142dpi_RV_bottom_173_G_B1_P140.mzXML,553,Group1C,naive,142,RV_bottom,B1,P140,0.013285435,0.002843407
X554_Group1C_142dpi_RV_bottom_174_G_B2_P140.mzXML,554,Group1C,naive,142,RV_bottom,B2,P140,0.018490993,0.003451303
X555_Group1C_142dpi_RV_bottom_175_G_B3_P140.mzXML,555,Group1C,naive,142,RV_bottom,B3,P140,0.020337675,0.002540498
X561_Group3A_50dpi_RV_bottom_266_B_B4_P141.mzXML,561,Group3A,Infected,50,RV_bottom,B4,P141,0.006737979,0.002032088
X562_Group3A_50dpi_RV_bottom_267_B_B5_P141.mzXML,562,Group3A,Infected,50,RV_bottom,B5,P141,0.007758769,0.00184631
X563_Group3A_50dpi_RV_bottom_268_B_B6_P141.mzXML,563,Group3A,Infected,50,RV_bottom,B6,P141,0.004372115,0.001936457
X564_Group3A_50dpi_RV_bottom_269_B_B7_P141.mzXML,564,Group3A,Infected,50,RV_bottom,B7,P141,0.004658963,0.00190997
X565_Group3A_50dpi_RV_bottom_270_B_B8_P141.mzXML,565,Group3A,Infected,50,RV_bottom,B8,P141,0.008155435,0.00369229
X646_Group3A_50dpi_RV_bottom_271_B_B9_P141.mzXML,646,Group3A,Infected,50,RV_bottom,B9,P141,0.010338968,0.001137426
X647_Group3A_50dpi_RV_bottom_272_B_B10_P141.mzXML,647,Group3A,Infected,50,RV_bottom,B10,P141,0.007133679,0.002859729
X648_Group3A_50dpi_RV_bottom_273_B_B11_P141.mzXML,648,Group3A,Infected,50,RV_bottom,B11,P141,0.004662436,0.001378184
X649_Group3A_50dpi_RV_bottom_274_B_B12_P141.mzXML,649,Group3A,Infected,50,RV_bottom,B12,P141,0.008227375,0.00421653
X650_Group3A_50dpi_RV_bottom_275_B_C1_P141.mzXML,650,Group3A,Infected,50,RV_bottom,C1,P141,0.004713207,0.001724833
X731_Group3A_50dpi_RV_bottom_276_B_C2_P141.mzXML,731,Group3A,Infected,50,RV_bottom,C2,P141,0.008127405,0.00358077
X732_Group3A_50dpi_RV_bottom_277_B_C3_P141.mzXML,732,Group3A,Infected,50,RV_bottom,C3,P141,0.003670691,0.0000902
X733_Group3A_50dpi_RV_bottom_278_B_C4_P141.mzXML,733,Group3A,Infected,50,RV_bottom,C4,P141,0.004060134,0
X734_Group3A_50dpi_RV_bottom_279_B_C5_P141.mzXML,734,Group3A,Infected,50,RV_bottom,C5,P141,0.00910776,0.001618474
X735_Group3A_50dpi_RV_bottom_280_B_C6_P141.mzXML,735,Group3A,Infected,50,RV_bottom,C6,P141,0.008017328,0.003190229
X566_Group3B_70dpi_RV_bottom_296_B_D10_P141.mzXML,566,Group3B,Infected,75,RV_bottom,D10,P141,0.008930464,0.002424914
X567_Group3B_70dpi_RV_bottom_297_B_D11_P141.mzXML,567,Group3B,Infected,75,RV_bottom,D11,P141,0.003662169,0.000328174
X568_Group3B_70dpi_RV_bottom_298_B_D12_P141.mzXML,568,Group3B,Infected,75,RV_bottom,D12,P141,0.005618852,0.002715255
X569_Group3B_70dpi_RV_bottom_299_B_E1_P141.mzXML,569,Group3B,Infected,75,RV_bottom,E1,P141,0.0036942,0
X570_Group3B_70dpi_RV_bottom_300_B_E2_P141.mzXML,570,Group3B,Infected,75,RV_bottom,E2,P141,0.006566722,0.002753212
X651_Group3B_70dpi_RV_bottom_301_B_E3_P141.mzXML,651,Group3B,Infected,75,RV_bottom,E3,P141,0.010209832,0.002260465
X652_Group3B_70dpi_RV_bottom_302_B_E4_P141.mzXML,652,Group3B,Infected,75,RV_bottom,E4,P141,0.01963476,0.003477966
X653_Group3B_70dpi_RV_bottom_303_B_E5_P141.mzXML,653,Group3B,Infected,75,RV_bottom,E5,P141,0.016297669,0.003185255
X654_Group3B_70dpi_RV_bottom_304_B_E6_P141.mzXML,654,Group3B,Infected,75,RV_bottom,E6,P141,0.01262132,0.003579253
X655_Group3B_70dpi_RV_bottom_305_B_E7_P141.mzXML,655,Group3B,Infected,75,RV_bottom,E7,P141,0.005553234,0.001802789
X736_Group3B_70dpi_RV_bottom_306_B_E8_P141.mzXML,736,Group3B,Infected,75,RV_bottom,E8,P141,0.008244149,0.000811189
X737_Group3B_70dpi_RV_bottom_307_B_E9_P141.mzXML,737,Group3B,Infected,75,RV_bottom,E9,P141,0.00493509,0.000634512
X738_Group3B_70dpi_RV_bottom_308_B_E10_P141.mzXML,738,Group3B,Infected,75,RV_bottom,E10,P141,0.008041735,0.002428665
X739_Group3B_70dpi_RV_bottom_309_B_E11_P141.mzXML,739,Group3B,Infected,75,RV_bottom,E11,P141,0.008606448,0.001093904
X740_Group3B_70dpi_RV_bottom_310_B_E12_P141.mzXML,740,Group3B,Infected,75,RV_bottom,E12,P141,0.004672125,0
X581_Group3E_142dpi_RV_bottom_176_G_B4_P140.mzXML,581,Group3E,Infected,142,RV_bottom,B4,P140,0.006139467,0.00150552
X582_Group3E_142dpi_RV_bottom_177_G_B5_P140.mzXML,582,Group3E,Infected,142,RV_bottom,B5,P140,0.005529848,0.001419892
X583_Group3E_142dpi_RV_bottom_178_G_B6_P140.mzXML,583,Group3E,Infected,142,RV_bottom,B6,P140,0.004207342,0.00092083
X584_Group3E_142dpi_RV_bottom_179_G_B7_P140.mzXML,584,Group3E,Infected,142,RV_bottom,B7,P140,0.006357579,0.001621117
X585_Group3E_142dpi_RV_bottom_180_G_B8_P140.mzXML,585,Group3E,Infected,142,RV_bottom,B8,P140,0.004182593,0.000942302
X666_Group3E_142dpi_RV_bottom_201_G_D5_P140.mzXML,666,Group3E,Infected,142,RV_bottom,D5,P140,0.008105787,0.000647352
X667_Group3E_142dpi_RV_bottom_202_G_D6_P140.mzXML,667,Group3E,Infected,142,RV_bottom,D6,P140,0.005069747,0.000975797
X668_Group3E_142dpi_RV_bottom_203_G_D7_P140.mzXML,668,Group3E,Infected,142,RV_bottom,D7,P140,0.004023756,0.000896499
X669_Group3E_142dpi_RV_bottom_204_G_D8_P140.mzXML,669,Group3E,Infected,142,RV_bottom,D8,P140,0.007877774,0.001303664
X670_Group3E_142dpi_RV_bottom_205_G_D9_P140.mzXML,670,Group3E,Infected,142,RV_bottom,D9,P140,0.007028564,0.001434554
X751_Group3E_142dpi_RV_bottom_226_G_F6_P140.mzXML,751,Group3E,Infected,142,RV_bottom,F6,P140,0.010788264,0.001450309
X752_Group3E_142dpi_RV_bottom_227_G_F7_P140.mzXML,752,Group3E,Infected,142,RV_bottom,F7,P140,0.008006443,0.001782994
X753_Group3E_142dpi_RV_bottom_228_G_F8_P140.mzXML,753,Group3E,Infected,142,RV_bottom,F8,P140,0.008073657,0.001072182
X754_Group3E_142dpi_RV_bottom_229_G_F9_P140.mzXML,754,Group3E,Infected,142,RV_bottom,F9,P140,0.008654164,0.001480824
X755_Group3E_142dpi_RV_bottom_230_G_F10_P140.mzXML,755,Group3E,Infected,142,RV_bottom,F10,P140,0.004995542,0.000968962
