filename,MouseID,Treatmentgroup,status,DPI,organ,well_position,plate,mass_137,mass_269
X501_Group1A_50dpi_RV_bottom_251_B_A1_P141.mzXML,501,Group1A,naive,50,RV_bottom,A1,P141,0.009591114,0.00247651
X502_Group1A_50dpi_RV_bottom_252_B_A2_P141.mzXML,502,Group1A,naive,50,RV_bottom,A2,P141,0.023717609,0.001750585
X503_Group1A_50dpi_RV_bottom_253_B_A3_P141.mzXML,503,Group1A,naive,50,RV_bottom,A3,P141,0.012603445,0.003763609
X504_Group1A_50dpi_RV_bottom_254_B_A4_P141.mzXML,504,Group1A,naive,50,RV_bottom,A4,P141,0.019752587,0.00593236
X505_Group1A_50dpi_RV_bottom_255_B_A5_P141.mzXML,505,Group1A,naive,50,RV_bottom,A5,P141,0.012273222,0.00362383
X521_Group1A_50dpi_RV_bottom_256_B_A6_P141.mzXML,521,Group1A,naive,50,RV_bottom,A6,P141,0.015764581,0.00434588
X522_Group1A_50dpi_RV_bottom_257_B_A7_P141.mzXML,522,Group1A,naive,50,RV_bottom,A7,P141,0.016081777,0.006152498
X523_Group1A_50dpi_RV_bottom_258_B_A8_P141.mzXML,523,Group1A,naive,50,RV_bottom,A8,P141,0.017328241,0.003908354
X524_Group1A_50dpi_RV_bottom_259_B_A9_P141.mzXML,524,Group1A,naive,50,RV_bottom,A9,P141,0.014511423,0.004392168
X525_Group1A_50dpi_RV_bottom_260_B_A10_P141.mzXML,525,Group1A,naive,50,RV_bottom,A10,P141,0.018845624,0.003200061
X541_Group1A_50dpi_RV_bottom_261_B_A11_P141.mzXML,541,Group1A,naive,50,RV_bottom,A11,P141,0.007943726,0.004454815
X542_Group1A_50dpi_RV_bottom_262_B_A12_P141.mzXML,542,Group1A,naive,50,RV_bottom,A12,P141,0.031023064,0.005517075
X543_Group1A_50dpi_RV_bottom_263_B_B1_P141.mzXML,543,Group1A,naive,50,RV_bottom,B1,P141,0.010535688,0.003139158
X544_Group1A_50dpi_RV_bottom_264_B_B2_P141.mzXML,544,Group1A,naive,50,RV_bottom,B2,P141,0.011844723,0.003820249
X545_Group1A_50dpi_RV_bottom_265_B_B3_P141.mzXML,545,Group1A,naive,50,RV_bottom,B3,P141,0.019397595,0.005807193
X506_Group1B_70dpi_RV_bottom_281_B_C7_P141.mzXML,506,Group1B,naive,75,RV_bottom,C7,P141,0.013219341,0.002788558
X507_Group1B_70dpi_RV_bottom_282_B_C8_P141.mzXML,507,Group1B,naive,75,RV_bottom,C8,P141,0.009527064,0.002286496
X508_Group1B_70dpi_RV_bottom_283_B_C9_P141.mzXML,508,Group1B,naive,75,RV_bottom,C9,P141,0.009563058,0.002759417
X509_Group1B_70dpi_RV_bottom_284_B_C10_P141.mzXML,509,Group1B,naive,75,RV_bottom,C10,P141,0.019977289,0.002140138
X510_Group1B_70dpi_RV_bottom_285_B_C11_P141.mzXML,510,Group1B,naive,75,RV_bottom,C11,P141,0.016262412,0.004407113
X526_Group1B_70dpi_RV_bottom_286_B_C12_P141.mzXML,526,Group1B,naive,75,RV_bottom,C12,P141,0.013819993,0.003125203
X527_Group1B_70dpi_RV_bottom_287_B_D1_P141.mzXML,527,Group1B,naive,75,RV_bottom,D1,P141,0.014743308,0.003463711
X528_Group1B_70dpi_RV_bottom_288_B_D2_P141.mzXML,528,Group1B,naive,75,RV_bottom,D2,P141,0.021801888,0.003905382
X529_Group1B_70dpi_RV_bottom_289_B_D3_P141.mzXML,529,Group1B,naive,75,RV_bottom,D3,P141,0.009678345,0.003481605
X530_Group1B_70dpi_RV_bottom_290_B_D4_P141.mzXML,530,Group1B,naive,75,RV_bottom,D4,P141,0.010270648,0.002652726
X546_Group1B_70dpi_RV_bottom_291_B_D5_P141.mzXML,546,Group1B,naive,75,RV_bottom,D5,P141,0.008560819,0.001940453
X547_Group1B_70dpi_RV_bottom_292_B_D6_P141.mzXML,547,Group1B,naive,75,RV_bottom,D6,P141,0.005764608,0.002038963
X548_Group1B_70dpi_RV_bottom_293_B_D7_P141.mzXML,548,Group1B,naive,75,RV_bottom,D7,P141,0.011902863,0.002833217
X549_Group1B_70dpi_RV_bottom_294_B_D8_P141.mzXML,549,Group1B,naive,75,RV_bottom,D8,P141,0.009381731,0.003504353
X550_Group1B_70dpi_RV_bottom_295_B_D9_P141.mzXML,550,Group1B,naive,75,RV_bottom,D9,P141,0.006335056,0.001741192
