mass,DPI_50
X194.007_0.33,1
X218.985_0.323,1
X232.191_2.63,1
X277.216_3.018,1
X293.211_2.931,1
X295.227_3.017,1
X311.222_2.926,1
X374.304_3.197,1
X441.136_2.721,1
X475.989_2.164,1
X476.24_2.164,1
X478.294_2.879,1
X479.152_2.786,1
X528.311_2.928,1
X604.362_2.948,1
X620.356_2.913,1
X777.043_2.391,1
X811.309_2.773,1
X811.31_2.767,1
X820.155_2.39,1
X820.211_2.39,1
X850.733_2.542,1
X850.984_2.542,1
X907.025_2.577,1
X907.276_2.579,1
X907.526_2.579,1
X137.046_0.35,1
