MouseID,Heart.weight..Body.weight.ratio,Liver.weight..Body.weight.ratio,Ejection.Fraction,PR.Interval..s.,QTc..s.,P.Amplitude..V.,CD3.CD8.IFNg.,X440.337_2.765,X442.353_2.823,X105.07_2.767,X119.049_2.765,X128.018_0.344,X136.062_0.301,X136.097_0.551,X137.046_0.35,X137.046_0.42,X203.007_0.309,X249.112_2.768,X251.037_0.323,X256.264_3.225,X258.207_2.775,X267.123_2.767,X285.133_2.768,X291.146_2.39,X296.258_2.976,X301.115_0.328,X301.115_0.413,X324.327_3.455,X351.217_2.741,X352.306_2.997,X369.17_2.767,X380.993_2.164,X386.717_2.856,X387.193_2.842,X396.332_2.991,X397.22_2.071,X400.97_2.127,X416.337_2.79,X420.899_2.103,X426.484_2.164,X430.223_2.769,X440.359_2.985,X458.23_2.165,X466.25_2.226,X475.989_2.164,X476.24_2.164,X484.385_2.982,X489.228_2.768,X494.325_2.865,X570.357_2.934,X580.361_2.989,X580.362_2.984,X599.241_2.765,X604.362_2.948,X620.356_2.913,X682.363_3.329,X682.364_3.313,X764.524_3.729,X790.38_2.768,X792.329_2.764,X795.335_2.768,X811.309_2.773
651,0.006481481,0.068981481,71.6572085,0.04103,0.05543,0.1399,-0.005,0.000482945,0.000626523,0.00195571,6.88E-05,0,0,0,0.001531501,0.001368344,5.89E-05,2.67E-05,0,0.000780979,0.000554734,0.001666378,0.000896276,0,0.000214531,0,0,0,0.000224069,1.45E-05,0.000469892,0,0,0.000171125,2.10E-05,0,0,0.000278455,3.42E-05,0,7.12E-05,2.07E-05,0,0,3.92E-05,4.25E-05,1.78E-05,0.001313958,0,0.001962236,0,0.005308044,9.77E-05,0.000459015,0.000300209,0,2.67E-05,0.001296555,0.00107031,3.02E-05,0.000567787,5.23E-05
652,0.007407407,0.064351852,91.070336,0.02954,0.03682,0.02155,-0.0018,0.00035515,0.000381264,0.003368702,0,6.59E-05,0.000149159,9.65E-05,0.003864867,0.00289865,0,7.83E-05,0,0.000402155,0.000472663,0.002741967,0.001504165,9.82E-05,0,2.13E-05,0,0.000142018,0.000639792,0,0.000856538,0,0,2.85E-05,0,0,0,0.000470051,3.69E-05,0,8.13E-05,0,0,0,0,0,0,0.001707853,0.001052393,0.003003106,0,0.007573051,0.000140966,0.000885263,0.000490943,0,9.37E-05,5.19E-05,0.001169906,0,0.000663295,0.000138694
653,0.006870229,0.068320611,77.2523985,0.03581,0.04944,0.1406,0.0034,0.000244078,0.000408286,0.004757714,0.00017429,5.39E-05,0.000546631,0.000220052,0.004892685,0.00610742,0,9.18E-05,0,0,0.00089418,0.003914148,0.001970571,0.000240806,0,0,2.53E-05,0.000306984,0.000267861,0,0.001322712,0,0,0,0,0,0,0.000398163,4.51E-05,0,0.000187783,2.68E-05,0,0,0.000141417,0.000137681,0,0.002874874,0.000809824,0.002992973,0,0.009043031,0.000340801,0.00098866,0.000489268,0,0.000169838,8.42E-05,0.002179775,4.86E-05,0.001393572,0.000212133
654,0.007009346,0.076635514,59.715618,0.03671,0.04214,0.197,0.0028,0.000224441,0.000201453,0.003990176,0,2.28E-05,0.000458446,0.000127194,0.005037243,0.00543343,0,9.46E-05,0,0,0.000789545,0.003452492,0.001867742,0.000384868,0,2.59E-05,2.00E-05,0.000302801,0.000597111,1.91E-05,0.001010278,0,0,0,2.48E-05,0,0,0.000294311,0.000114014,0,0.000167347,2.24E-05,0,0,0.000116038,0.000113365,2.09E-05,0.003452492,0.001004619,0.002108284,0,0.010414075,0.00031412,0.000803695,0.000396188,0,5.68E-05,0.000243071,0.00193849,9.34E-05,0.001013108,0.000201683
655,0.005577689,0.065338645,82.1131345,0.03947,0.05163,0.1127,0.005,0.000131949,0.000104085,0.004891492,0.000215438,0,9.55E-05,0.000271294,0.005032255,0.007178881,0,0.000119297,0,0.000355425,0.000756598,0.004117299,0.002241641,0.000341043,0,0,0,2.78E-05,0.000350755,0.000199697,0.001414662,4.48E-05,0,0.000113568,3.58E-05,3.37E-05,0,0.000144383,0.000121567,6.05E-05,0.000115738,2.52E-05,5.92E-05,3.27E-05,0.000468035,0.000527859,0,0.003624631,0.000633431,0.002407036,0,0.009008792,0.000280915,0.000841055,0.000297,0,0.000196455,4.14E-05,0.002642813,3.60E-05,0.001372433,0.000163871
736,0.00733945,0.069724771,69.453776,0.03816,0.04031,0.1574,0.0024,0.000558097,0.000560988,0.004250788,0.000151026,9.76E-05,0,0.000181857,0.002590956,0.003527865,0,0.000106917,0,0.00014688,0.000517613,0.003527865,0.002035751,0,0,0,0,0.000155757,0.000373028,0,0.001006309,0,0,3.51E-05,0,0,0,0.000526288,8.89E-05,0,0.000162724,0,0,0,3.59E-05,3.72E-05,0,0.002680599,0.001188486,0.001243428,0,0.008877496,0.000270296,0.000624606,0.000257052,0,8.42E-05,0.000332545,0.002003943,3.20E-05,0.001035226,0.000182821
737,0.006382979,0.071489362,80.9943025,0.0385,0.04217,0.1141,-5.00E-04,0.000167121,0.00017912,0.004059445,0.000137806,0,0.000117444,7.35E-05,0.002654016,0.002441818,0,3.28E-05,0,0,0.000393643,0.003321364,0.001540744,0,0,0,0,0.000129995,0.000319835,0,0.000953354,0,0,6.99E-05,0,0,0,0.000173087,4.10E-05,0,0.000168477,0,0,0,2.62E-05,2.72E-05,0,0.001894408,0.001494614,0.001291642,0,0.008610943,0.00019968,0.000627369,0.000424396,0,0.000122989,0.000458225,0.001528442,2.69E-05,0.000845718,0.000152287
738,0.006944444,0.069444444,49.9972075,0.03604,0.04269,0.09474,7.00E-04,0.000202248,0.000232018,0.003836172,0.000124376,5.86E-05,0.000383617,0.000258182,0.006144664,0.006789684,0,7.12E-05,0,0.000266667,0.000685758,0.003160598,0.001592181,0.000485462,0,0,0,4.11E-05,0.000441329,0,0.001035427,0,0,5.70E-05,0,0,0,0.000215043,0.000105269,0,0.000112138,0,0,0,0.000207592,0.000198975,0,0.002288124,0.000970925,0.002366205,0,0.008147621,0.000150099,0.000672179,0.000556754,0,0.000182863,0.000214321,0.001721185,0,0.001045611,0.000223532
739,0.006756757,0.06981982,64.820682,0.03507,0.0449,0.1632,-0.0101,0.000248615,0.000316426,0.002932214,0,4.81E-05,9.00E-05,0.000140703,0.006660012,0.009643457,2.88E-05,5.34E-05,0,0,0.001229541,0.002362647,0.001253649,0.000581621,0,0.000152436,0.000105959,0.00012773,9.49E-05,0,0.000771477,0,0,0.000153084,0,0,0,0.000316426,2.80E-05,0,9.69E-05,0,0,0,0,0,0,0.001325975,0.000822707,0.002254158,0,0.004188877,0.000133985,0.000295474,0.000253019,0,0.000145544,0.00011161,0.001437478,0,0.000753395,0.000198041
740,0.006726457,0.069506726,70.0857995,0.03769,0.04046,0.1288,0.011,0.000267089,0.000311049,0.001824013,2.60E-05,0.00011392,0.000226558,0.000332188,0.00326148,0.003835259,0,0,0,0.00082443,0.000452983,0.001546183,0.000757992,0.000115083,0,0,0,0.000263792,0.000258572,0,0.000395605,0,0,0.000173191,0,0,0,0.000368426,0,0,2.93E-05,0,0,0,0,0,0,0.000570759,0.001020722,0.002597104,0,0.00625117,3.60E-05,0.000471103,0.000359367,0,9.40E-05,0.000960325,0.000785171,0,0.000368426,7.69E-05
