"filename","MouseID","Treatmentgroup","status","DPI","organ","well_position","plate","CAR_mid_chain","CAR_long_chain"
"X533_Group1C_142dpi_RV_top_168_G_A8_P136.mzXML",533,"Group1C","naive","DPI_142","RV_top","A8","P136",0,0
"X534_Group1C_142dpi_RV_top_169_G_A9_P136.mzXML",534,"Group1C","naive","DPI_142","RV_top","A9","P136",0,0
"X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML",535,"Group1C","naive","DPI_142","RV_top","A10","P136",0,0
"X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML",551,"Group1C","naive","DPI_142","RV_top","A11","P136",0,0
"X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML",552,"Group1C","naive","DPI_142","RV_top","A12","P136",0,4.8e-05
"X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML",553,"Group1C","naive","DPI_142","RV_top","B1","P136",0,0.0001049
"X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML",554,"Group1C","naive","DPI_142","RV_top","B2","P136",0,0
"X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML",555,"Group1C","naive","DPI_142","RV_top","B3","P136",0,0
"X561_Group3A_50dpi_RV_top_266_B_B4_P137.mzXML",561,"Group3A","infected","DPI_50","RV_top","B4","P137",0,0.00206647
"X562_Group3A_50dpi_RV_top_267_B_B5_P137.mzXML",562,"Group3A","infected","DPI_50","RV_top","B5","P137",0,0.007242973
"X563_Group3A_50dpi_RV_top_268_B_B6_P137.mzXML",563,"Group3A","infected","DPI_50","RV_top","B6","P137",0,0.00159694
"X564_Group3A_50dpi_RV_top_269_B_B7_P137.mzXML",564,"Group3A","infected","DPI_50","RV_top","B7","P137",0,0.000501512
"X565_Group3A_50dpi_RV_top_270_B_B8_P137.mzXML",565,"Group3A","infected","DPI_50","RV_top","B8","P137",0,0.00047239
"X646_Group3A_50dpi_RV_top_271_B_B9_P137.mzXML",646,"Group3A","infected","DPI_50","RV_top","B9","P137",6.63e-05,3.72e-05
"X647_Group3A_50dpi_RV_top_272_B_B10_P137.mzXML",647,"Group3A","infected","DPI_50","RV_top","B10","P137",0,4.56e-05
"X648_Group3A_50dpi_RV_top_273_B_B11_P137.mzXML",648,"Group3A","infected","DPI_50","RV_top","B11","P137",0,8.64e-05
"X649_Group3A_50dpi_RV_top_274_B_B12_P137.mzXML",649,"Group3A","infected","DPI_50","RV_top","B12","P137",0,0.000610296
"X650_Group3A_50dpi_RV_top_275_B_C1_P137.mzXML",650,"Group3A","infected","DPI_50","RV_top","C1","P137",0,0.000928591
"X731_Group3A_50dpi_RV_top_276_B_C2_P137.mzXML",731,"Group3A","infected","DPI_50","RV_top","C2","P137",0,6.83e-05
"X732_Group3A_50dpi_RV_top_277_B_C3_P137.mzXML",732,"Group3A","infected","DPI_50","RV_top","C3","P137",0,0.000270585
"X733_Group3A_50dpi_RV_top_278_B_C4_P137.mzXML",733,"Group3A","infected","DPI_50","RV_top","C4","P137",0,0
"X734_Group3A_50dpi_RV_top_279_B_C5_P137.mzXML",734,"Group3A","infected","DPI_50","RV_top","C5","P137",0,0
"X735_Group3A_50dpi_RV_top_280_B_C6_P137.mzXML",735,"Group3A","infected","DPI_50","RV_top","C6","P137",0,5.14e-05
"X566_Group3B_70dpi_RV_top_296_B_D10_P137.mzXML",566,"Group3B","infected","DPI_75","RV_top","D10","P137",0,0.001829309
"X567_Group3B_70dpi_RV_top_297_B_D11_P137.mzXML",567,"Group3B","infected","DPI_75","RV_top","D11","P137",0,0.000541462
"X568_Group3B_70dpi_RV_top_298_B_D12_P137.mzXML",568,"Group3B","infected","DPI_75","RV_top","D12","P137",0,0.000712247
"X569_Group3B_70dpi_RV_top_299_B_E1_P137.mzXML",569,"Group3B","infected","DPI_75","RV_top","E1","P137",0,0.023181301
"X570_Group3B_70dpi_RV_top_300_B_E2_P137.mzXML",570,"Group3B","infected","DPI_75","RV_top","E2","P137",0,0.005206582
"X651_Group3B_70dpi_RV_top_301_B_E3_P137.mzXML",651,"Group3B","infected","DPI_75","RV_top","E3","P137",0,0.001798659
"X652_Group3B_70dpi_RV_top_302_B_E4_P137.mzXML",652,"Group3B","infected","DPI_75","RV_top","E4","P137",0,0.000637806
"X653_Group3B_70dpi_RV_top_303_B_E5_P137.mzXML",653,"Group3B","infected","DPI_75","RV_top","E5","P137",0,0.000240491
"X654_Group3B_70dpi_RV_top_304_B_E6_P137.mzXML",654,"Group3B","infected","DPI_75","RV_top","E6","P137",0,0.000169222
"X655_Group3B_70dpi_RV_top_305_B_E7_P137.mzXML",655,"Group3B","infected","DPI_75","RV_top","E7","P137",0,0.003513262
"X736_Group3B_70dpi_RV_top_306_B_E8_P137.mzXML",736,"Group3B","infected","DPI_75","RV_top","E8","P137",0,0.00031785
"X737_Group3B_70dpi_RV_top_307_B_E9_P137.mzXML",737,"Group3B","infected","DPI_75","RV_top","E9","P137",0,0.001806214
"X738_Group3B_70dpi_RV_top_308_B_E10_P137.mzXML",738,"Group3B","infected","DPI_75","RV_top","E10","P137",0,0.000192374
"X739_Group3B_70dpi_RV_top_309_B_E11_P137.mzXML",739,"Group3B","infected","DPI_75","RV_top","E11","P137",0,0.000218041
"X740_Group3B_70dpi_RV_top_310_B_E12_P137.mzXML",740,"Group3B","infected","DPI_75","RV_top","E12","P137",0,0.000752395
"X581_Group3E_142dpi_RV_top_176_G_B4_P136.mzXML",581,"Group3E","infected","DPI_142","RV_top","B4","P136",0,0.000228289
"X582_Group3E_142dpi_RV_top_177_G_B5_P136.mzXML",582,"Group3E","infected","DPI_142","RV_top","B5","P136",0,0.000383836
"X583_Group3E_142dpi_RV_top_178_G_B6_P136.mzXML",583,"Group3E","infected","DPI_142","RV_top","B6","P136",0,0.000189735
"X584_Group3E_142dpi_RV_top_179_G_B7_P136.mzXML",584,"Group3E","infected","DPI_142","RV_top","B7","P136",0,5.8e-05
"X585_Group3E_142dpi_RV_top_180_G_B8_P136.mzXML",585,"Group3E","infected","DPI_142","RV_top","B8","P136",0,0
"X666_Group3E_142dpi_RV_top_201_G_D5_P136.mzXML",666,"Group3E","infected","DPI_142","RV_top","D5","P136",0,0.000308143
"X667_Group3E_142dpi_RV_top_202_G_D6_P136.mzXML",667,"Group3E","infected","DPI_142","RV_top","D6","P136",0,0.000167156
"X668_Group3E_142dpi_RV_top_203_G_D7_P136.mzXML",668,"Group3E","infected","DPI_142","RV_top","D7","P136",0,0.000276301
"X669_Group3E_142dpi_RV_top_204_G_D8_P136.mzXML",669,"Group3E","infected","DPI_142","RV_top","D8","P136",0,0.001552789
"X670_Group3E_142dpi_RV_top_205_G_D9_P136.mzXML",670,"Group3E","infected","DPI_142","RV_top","D9","P136",0,0.0001333
"X751_Group3E_142dpi_RV_top_226_G_F6_P136.mzXML",751,"Group3E","infected","DPI_142","RV_top","F6","P136",0,0.001202458
"X752_Group3E_142dpi_RV_top_227_G_F7_P136.mzXML",752,"Group3E","infected","DPI_142","RV_top","F7","P136",0,0.000576867
"X753_Group3E_142dpi_RV_top_228_G_F8_P136.mzXML",753,"Group3E","infected","DPI_142","RV_top","F8","P136",0,0.000705598
"X754_Group3E_142dpi_RV_top_229_G_F9_P136.mzXML",754,"Group3E","infected","DPI_142","RV_top","F9","P136",0,4.27e-05
"X755_Group3E_142dpi_RV_top_230_G_F10_P136.mzXML",755,"Group3E","infected","DPI_142","RV_top","F10","P136",0,0.000333156
