"filename","MouseID","Treatmentgroup","status","DPI","organ","well_position","plate","CAR_mid_chain","CAR_long_chain"
"X652_Group3B_70dpi_LV_top_302_B_E4_P129.mzXML",652,"Group3B","infected","DPI_75","LV_top","E4","P129",0,0.00029561
"X653_Group3B_70dpi_LV_top_303_B_E5_P129.mzXML",653,"Group3B","infected","DPI_75","LV_top","E5","P129",0,0.001086756
"X654_Group3B_70dpi_LV_top_304_B_E6_P129.mzXML",654,"Group3B","infected","DPI_75","LV_top","E6","P129",0,0.001579373
"X655_Group3B_70dpi_LV_top_305_B_E7_P129.mzXML",655,"Group3B","infected","DPI_75","LV_top","E7","P129",0,0.000850136
"X736_Group3B_70dpi_LV_top_306_B_E8_P129.mzXML",736,"Group3B","infected","DPI_75","LV_top","E8","P129",0,0.000606767
"X737_Group3B_70dpi_LV_top_307_B_E9_P129.mzXML",737,"Group3B","infected","DPI_75","LV_top","E9","P129",0,0.000542339
"X738_Group3B_70dpi_LV_top_308_B_E10_P129.mzXML",738,"Group3B","infected","DPI_75","LV_top","E10","P129",0,0.00069321
"X739_Group3B_70dpi_LV_top_309_B_E11_P129.mzXML",739,"Group3B","infected","DPI_75","LV_top","E11","P129",0,0.001801525
"X740_Group3B_70dpi_LV_top_310_B_E12_P129.mzXML",740,"Group3B","infected","DPI_75","LV_top","E12","P129",0,0.000294521
"X581_Group3E_142dpi_LV_top_176_G_B4_P128.mzXML",581,"Group3E","infected","DPI_142","LV_top","B4","P128",0,0.001564505
"X582_Group3E_142dpi_LV_top_177_G_B5_P128.mzXML",582,"Group3E","infected","DPI_142","LV_top","B5","P128",0,0.001273621
"X583_Group3E_142dpi_LV_top_178_G_B6_P128.mzXML",583,"Group3E","infected","DPI_142","LV_top","B6","P128",0,0.004275555
"X584_Group3E_142dpi_LV_top_179_G_B7_P128.mzXML",584,"Group3E","infected","DPI_142","LV_top","B7","P128",0,0.001741117
"X585_Group3E_142dpi_LV_top_180_G_B8_P128.mzXML",585,"Group3E","infected","DPI_142","LV_top","B8","P128",0,0.00332771
"X666_Group3E_142dpi_LV_top_201_G_D5_P128.mzXML",666,"Group3E","infected","DPI_142","LV_top","D5","P128",0,0.003155736
"X667_Group3E_142dpi_LV_top_202_G_D6_P128.mzXML",667,"Group3E","infected","DPI_142","LV_top","D6","P128",0,0.006673995
"X668_Group3E_142dpi_LV_top_203_G_D7_P128.mzXML",668,"Group3E","infected","DPI_142","LV_top","D7","P128",0,0.003464563
"X669_Group3E_142dpi_LV_top_204_G_D8_P128.mzXML",669,"Group3E","infected","DPI_142","LV_top","D8","P128",0,0.000595363
"X670_Group3E_142dpi_LV_top_205_G_D9_P128.mzXML",670,"Group3E","infected","DPI_142","LV_top","D9","P128",0,0.00023748
"X751_Group3E_142dpi_LV_top_226_G_F6_P128.mzXML",751,"Group3E","infected","DPI_142","LV_top","F6","P128",0,0.000800256
"X752_Group3E_142dpi_LV_top_227_G_F7_P128.mzXML",752,"Group3E","infected","DPI_142","LV_top","F7","P128",0,0.001139321
"X753_Group3E_142dpi_LV_top_228_G_F8_P128.mzXML",753,"Group3E","infected","DPI_142","LV_top","F8","P128",0,0.00057766
"X754_Group3E_142dpi_LV_top_229_G_F9_P128.mzXML",754,"Group3E","infected","DPI_142","LV_top","F9","P128",0,0.000589652
"X755_Group3E_142dpi_LV_top_230_G_F10_P128.mzXML",755,"Group3E","infected","DPI_142","LV_top","F10","P128",0,0.00107016
